Bank nonperforming loans to total gross loans (%)	Automated teller machines (ATMs) (per 100,000 adults)	Bank capital to assets ratio (%)	Commercial bank branches (per 100,000 adults)	Borrowers from commercial banks (per 1,000 adults)	Depositors with commercial banks (per 1,000 adults)	Point-of-sale terminals (per 100,000 adults)	Bank liquid reserves to bank assets ratio (%)	Total reserves (includes gold, current US$)	Total reserves (% of total external debt)	Total reserves in months of imports	Total reserves minus gold (current US$)	Claims on central government (annual growth as % of broad money)	Claims on other sectors of the domestic economy (annual growth as % of broad money)	Net domestic credit (current LCU)	Net foreign assets (current LCU)	Claims on private sector (annual growth as % of broad money)	Broad money (current LCU)	Broad money (% of GDP)	Broad money to total reserves ratio	Broad money growth (annual %)	Money (current LCU)	Money and quasi money (M2) (current LCU)	Money and quasi money (M2) as % of GDP	Money and quasi money (M2) to total reserves ratio	Money and quasi money growth (annual %)	Quasi money (current LCU)	Consumer price index (2005 = 100)	Inflation, consumer prices (annual %)	Wholesale price index (2005 = 100)	Deposit interest rate (%)	Lending interest rate (%)	Interest rate spread (lending rate minus deposit rate, %)	Real interest rate (%)	Risk premium on lending (prime rate minus treasury bill rate, %)	Claims on central government, etc. (% GDP)	Claims on other sectors of the domestic economy (% of GDP)	Domestic credit provided by banking sector (% of GDP)	Domestic credit to private sector (% of GDP)	Liquid liabilities (M3) as % of GDP	Quasi-liquid liabilities (% of GDP)	Research and development expenditure (% of GDP)	Cash surplus/deficit (current LCU)	Cash surplus/deficit (% of GDP)	Central government debt, total (current LCU)	Central government debt, total (% of GDP)	Net incurrence of liabilities, domestic (current LCU)	Net incurrence of liabilities, domestic (% of GDP)	Net incurrence of liabilities, foreign (current LCU)	Net incurrence of liabilities, foreign (% of GDP)	Grants and other revenue (current LCU)	Grants and other revenue (% of revenue)	Social contributions (current LCU)	Social contributions (% of revenue)	Revenue, excluding grants (current LCU)	Revenue, excluding grants (% of GDP)	Taxes on exports (current LCU)	Taxes on exports (% of tax revenue)	Taxes on goods and services (current LCU)	Taxes on goods and services (% of revenue)	Taxes on goods and services (% value added of industry and services)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
6.1	NaN	6.7	NaN	NaN	NaN	NaN	3.674507163	1187123277	NaN	1.103706567	504297277.4	NaN	NaN	58636000000	735173562.8	NaN	NaN	NaN	NaN	NaN	11381000000	48056000000	270.5596874	NaN	-2.90736438	36675000000	116.5752763	3.289449396	120.6829716	NaN	NaN	NaN	NaN	NaN	31.72556681	298.4004909	330.1260578	298.4004909	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
5.6	NaN	6.8	NaN	NaN	NaN	NaN	15.56284457	40283021631	NaN	2.785141825	39670122525	3.709639083	4.147397148	2.59021E+12	9.74234E+11	NaN	2.83738E+12	74.48538594	3.980360421	2.804666134	2.14977E+12	2.83738E+12	74.48538594	3.980360421	2.804666134	6.87614E+11	117.2287666	1.936389149	114.1188764	NaN	5.717833333	NaN	6.506068595	4.885095667	12.15340517	55.8433008	67.99670597	55.8433008	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	4.6	NaN	NaN	NaN	NaN	2.53611317	2.34104E+11	NaN	1.527199026	66928149354	NaN	NaN	3.23647E+12	1.56795E+12	NaN	NaN	NaN	NaN	NaN	1.37371E+12	4.66227E+12	181.3546367	NaN	1.452436918	3.28856E+12	110.675	2.303189031	115.9179932	NaN	NaN	NaN	NaN	NaN	20.50136144	105.3919792	125.8933406	105.3919792	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.29515188	81120952.4	NaN	3.509361642	81120952.4	1.518223455	5.199190519	756724338.6	394831973.5	4.012472906	1133524973	87.05037548	5.175285195	2.645864161	223717972.6	1133524973	87.05037548	5.175285195	2.645864161	NaN	119.5725878	2.83939962	NaN	NaN	8.840379655	NaN	7.620596257	2.440379655	-1.787174442	59.90070472	58.11353027	57.77706025	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
4.4	NaN	6.5	NaN	NaN	NaN	NaN	0.74743934	84955231791	NaN	5.521968599	81679504191	-2.22484891	-4.242478881	3.68059E+12	4.35841E+11	NaN	1.32622E+12	74.23683596	2.907747454	-11.43450533	7.75351E+11	1.32622E+12	74.23683596	2.907747454	-11.43450533	5.50873E+11	114.1377485	2.756602233	121.2166667	NaN	NaN	NaN	NaN	NaN	-2.969363725	208.9944623	206.0250986	208.9944623	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
3.1	NaN	9.8	NaN	NaN	NaN	NaN	47.30449318	4116997072	NaN	2.216657014	4088985896	2.516468463	8.555027001	8.23396E+11	1.31456E+11	8.318074363	7.08875E+11	33.44852615	4.50367694	12.6523922	1.76364E+11	7.08875E+11	33.44852615	4.50367694	12.6523922	5.32511E+11	147.7987429	8.46016881	NaN	NaN	15.55	NaN	8.345117969	NaN	15.48364036	23.36860666	38.85224703	22.82401437	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	83.35074986	1.91369E+11	NaN	35.92754579	1.82822E+11	-4.176683059	5.980134993	-6.58563E+11	1.37952E+13	2.349094727	8.89516E+12	64.63566864	0.637277799	17.89039585	6.16267E+12	8.89516E+12	64.63566864	0.637277799	17.89039585	NaN	127.738405	4.521764663	NaN	NaN	8	NaN	-3.079181805	7.788333333	-32.36437373	27.66216553	-4.702208198	14.78076812	46.3542471	1.573894258	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
3.4	NaN	8.8	NaN	NaN	NaN	NaN	4.717321555	2957999566	NaN	1.278900765	1664304566	-2.572826399	19.79685367	20044620000	9370776932	18.2730058	23450360000	34.99909122	NaN	17.41729968	8202400000	23450360000	34.99909122	NaN	17.41729968	NaN	129.9631304	4.474553859	158.077446	NaN	NaN	NaN	NaN	NaN	-4.586870181	32.46746448	27.8805943	32.4342569	34.0905019	21.84861965	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	6.3	NaN	NaN	NaN	NaN	16.76182063	18637544532	NaN	NaN	14915683532	17.31428489	1.714701294	1.02298E+12	1.90209E+11	2.886647724	1.03887E+12	76.05813513	9.395310395	6.664461271	2.96431E+11	1.03887E+12	76.05813513	9.395310395	6.664461271	NaN	190.5455442	10.0539169	173.8467185	NaN	11.03333333	NaN	-0.149880096	-2.916666667	36.74409367	38.15072922	74.89482289	31.27374789	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	55.48962991	114795759	NaN	NaN	114795759	10.2289839	0.93686114	41701271052	7016548457	0.918331574	45992009737	114.6675553	26.05802037	14.70253307	22356828415	45992009737	114.6675553	26.05802037	14.70253307	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	88.33416539	15.63569437	103.9698598	13.8844881	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.114239674	46704854403	NaN	1.010403835	32843180403	NaN	NaN	2.45539E+12	-1.54999E+11	NaN	NaN	NaN	NaN	NaN	6.01368E+11	2.1433E+12	199.6766299	NaN	-3.294308956	1.54193E+12	115.9981634	3.196242972	123.9789965	NaN	NaN	NaN	NaN	NaN	24.78816974	203.9646613	228.752831	203.9646613	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
5.2	NaN	10	NaN	NaN	NaN	NaN	2.770511296	207115954.6	NaN	0.106716709	194867954.6	4.98510194	-10.40272607	13684000000	575080591.3	NaN	NaN	NaN	NaN	NaN	7201000000	11146000000	69.78025339	NaN	30.05190502	3945000000	132.6993703	4.977614784	130.111802	NaN	6.1170327	NaN	2.294090344	NaN	1.064295988	84.60527044	85.66956643	84.60527044	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	297.09	33.22421525	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
0.5	NaN	5.3	NaN	NaN	NaN	NaN	22.85804234	10276064354	NaN	0.9962598	7857084354	NaN	NaN	1.9236E+11	73530997232	NaN	NaN	NaN	NaN	NaN	89268000000	2.16656E+11	113.0943619	NaN	9.627080909	1.27388E+11	113.4137672	3.416809034	121.8333333	NaN	NaN	NaN	NaN	NaN	4.808661019	95.60319673	100.4118577	95.60319673	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.258341309	1.6849E+11	NaN	1.913142036	48611516661	NaN	NaN	2.66474E+12	8.22475E+11	NaN	NaN	NaN	NaN	NaN	6.96804E+11	3.17302E+12	158.9223084	NaN	9.086633534	2.47621E+12	110.101617	2.117486809	112.9572536	NaN	NaN	NaN	NaN	NaN	17.29069002	116.1745266	133.4652166	116.1745266	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	11.5	NaN	NaN	NaN	NaN	52.5901106	2157317436	NaN	NaN	2157317436	0.741683772	16.24416201	9.82873E+11	1.04654E+12	16.71992676	1.77659E+12	22.08013058	1.745231917	27.06502071	1.23657E+12	1.77659E+12	22.08013058	1.745231917	27.06502071	NaN	114.1100844	1.269343222	NaN	NaN	NaN	NaN	NaN	NaN	1.638623998	10.57692672	12.21555072	10.16178047	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	94544038250	NaN	1.041090249	79272313250	3.983370629	NaN	3.22364E+12	1.67278E+11	-5.203975217	2.51172E+12	166.605615	42.56520165	-4.465812581	NaN	2.51172E+12	166.605615	42.56520165	-4.465812581	NaN	119.6183015	4.484239645	124.5083333	NaN	0.5	NaN	-1.784387405	0.014141667	25.42794176	NaN	213.8278366	187.8827296	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
10.3	NaN	16.4	NaN	NaN	NaN	NaN	21.29297966	2818191709	NaN	3.770418579	2818191709	0.849820644	22.12134335	8307137977	237531095.1	21.90389065	7097777273	29.29437304	1.493367397	14.49858349	4068572476	7097777273	29.29437304	1.493367397	14.49858349	NaN	155.1368355	8.539108235	161.3256071	NaN	25.87392962	NaN	15.25819781	16.18986295	1.17638456	33.10933468	34.28571924	32.8361081	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
17.2	NaN	7.8	NaN	NaN	NaN	NaN	26.97006268	5913601209	NaN	NaN	5483390209	11.00397594	13.74170895	16436989036	7336117019	14.39244764	18280002200	30.84503611	2.044633657	34.04415964	12063945463	18280002200	30.84503611	2.044633657	34.04415964	NaN	205.423662	8.726836831	NaN	NaN	NaN	NaN	NaN	NaN	10.60999123	17.12520896	27.73520018	15.19039873	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-7.705719227	NaN	1.0869E+13	4.87176E+12	14.77158052	1.22689E+13	36.11369972	NaN	18.23717893	9.78388E+12	1.22689E+13	36.11369972	NaN	18.23717893	2.48503E+12	287.3183813	21.35046642	NaN	NaN	NaN	NaN	NaN	NaN	22.6393028	NaN	31.99305625	9.066106078	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.16826413	223241961.9	NaN	6.826276155	223241961.9	8.11713255	1.152606278	11600814582	4307005699	1.677764888	14541135928	44.49279704	2.210891109	11.19859854	6627499928	14541135928	44.49279704	2.210891109	11.19859854	NaN	129.2841285	4.796484979	NaN	NaN	28	NaN	20.94105573	16.1875	19.75203061	15.74400569	35.49603629	13.22573867	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	219999196.4	NaN	NaN	219999196.4	1.456697365	NaN	62060200000	1.32522E+11	23.92585129	1.84772E+11	40.22666347	1.779903716	55.91555999	1.56519E+11	1.84772E+11	40.22666347	1.779903716	55.91555999	28253000000	124.7855929	5.046102263	NaN	NaN	NaN	NaN	NaN	NaN	1.730835012	NaN	13.51110249	11.78026748	40.22666347	6.150949862	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	56.82698144	3053840680	NaN	NaN	3053840680	-52.86710556	15.72713557	-2.82806E+11	1.58833E+12	16.68097544	1.06987E+12	11.45698586	0.742446966	7.680036394	9.60842E+11	1.06987E+12	11.45698586	0.742446966	7.680036394	NaN	138.0344961	6.946531761	NaN	NaN	NaN	NaN	NaN	NaN	-10.94421761	7.915711932	-3.02850568	7.548047577	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
11.5	NaN	6.3	NaN	NaN	NaN	NaN	1.703869535	6743420207	NaN	0.787418799	1248661207	NaN	NaN	3.1951E+11	-81358265209	NaN	NaN	NaN	NaN	NaN	97702000000	2.04142E+11	94.91083887	NaN	-14.93374448	1.0644E+11	121.1094407	3.329906177	132.0462318	NaN	NaN	NaN	NaN	NaN	30.38660642	118.1617674	148.5483738	118.1617674	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.43917051	120710961.1	NaN	3.32634	120710961.1	1.950317785	1.851108086	2011129052	95846129.74	1.746412209	2086021009	94.67514071	6.400416057	0.736991458	468238009	2086021009	94.67514071	6.400416057	0.736991458	NaN	124.2836357	3.033472803	NaN	NaN	10.68597894	NaN	7.46658228	4.749312275	6.826029432	84.45010116	91.27613059	80.98627855	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
2	NaN	9.2	NaN	NaN	NaN	NaN	25.45918902	6174185938	NaN	3.733613023	5834916338	2.025072567	7.787788499	1.42971E+11	41929516231	4.932419253	1.66262E+11	45.53410611	3.458836625	7.234983047	72648702460	1.66262E+11	45.53410611	3.458836625	7.234983047	93612802276	142.4304643	6.215341763	NaN	NaN	13.43	NaN	7.484678625	NaN	8.040188642	31.11539603	39.15558467	23.39810362	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.68391379	801777706.2	NaN	NaN	801777706.2	4.806406562	8.552908385	2.28506E+11	1.552E+11	8.374795476	3.4566E+11	NaN	2.113134549	13.32351853	1.13587E+11	3.4566E+11	NaN	2.113134549	13.32351853	NaN	142.7027363	4.977735637	NaN	NaN	14.45140278	NaN	NaN	11.96973611	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
0.7	NaN	12.2	NaN	NaN	NaN	NaN	NaN	2.85399E+11	NaN	5.083739058	2.85296E+11	-1.381965756	NaN	4.00543E+12	3.9751E+12	10.64068039	6.3507E+12	334.8296878	2.858689195	9.860699576	6.924E+11	6.3507E+12	334.8296878	2.858689195	9.860699576	5.6583E+12	117.6470588	5.263157895	125.5839822	NaN	5	NaN	1.523300887	4.78	4.943877218	NaN	211.1791877	206.2353105	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	28.40097529	2782505929	NaN	2.585755088	2749742529	3.967338834	10.37115999	1.83281E+11	56191441733	9.721959262	1.72172E+11	52.54538285	3.274738406	12.116885	47002824512	1.72172E+11	52.54538285	3.274738406	12.116885	1.25169E+11	148.3177374	6.762279573	NaN	NaN	18.55753167	NaN	8.868256811	NaN	2.730129644	50.61657876	53.3467084	49.15742469	45.57325423	31.22838443	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
11.5	NaN	14.2	NaN	NaN	NaN	NaN	16.88706403	14483806529	NaN	5.851539916	14483806529	5.481251362	5.825580005	3.01623E+11	29435764786	5.076591553	2.43466E+11	71.35433703	3.145567622	3.442947901	54019209005	2.43466E+11	71.35433703	3.145567622	3.442947901	1.89446E+11	119.1333333	2.26037196	127.1272606	NaN	9.684166667	NaN	7.506285968	NaN	11.23533023	77.16354935	88.39887957	72.2231495	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	80.7572246	1196707616	NaN	NaN	1194705068	-9.797015773	8.862711781	51944533779	92627091489	5.638453777	1.40549E+11	47.21355997	2.898270267	6.87165757	73188588216	1.40549E+11	47.21355997	2.898270267	6.87165757	NaN	162.4061766	8.411071041	NaN	NaN	11.61	NaN	4.528692908	NaN	-2.111624702	19.56100401	17.44937931	15.01423587	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
10.4	NaN	10	NaN	NaN	NaN	NaN	19.41682598	48831920688	NaN	4.120843449	48680504788	-2.595652323	-0.560921569	2.13246E+13	3.32707E+12	NaN	1.79318E+13	63.69123011	1.826441162	6.523178529	7.34272E+12	1.79318E+13	63.69123011	1.826441162	6.523178529	1.05891E+13	135.1211005	3.957267231	131.8595459	NaN	8.320381666	NaN	4.649478636	2.30265775	10.71905535	65.02301247	75.74206782	65.02301247	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
2.9	NaN	NaN	NaN	NaN	NaN	NaN	32.91488334	1.10137E+11	NaN	5.831867802	1.06539E+11	1.12768731	19.10498383	2.78469E+15	9.0739E+14	17.28583107	2.87722E+15	38.73954902	2.978655512	16.42978385	8.76258E+14	2.87722E+15	38.73954902	2.978655512	16.42978385	2.00096E+15	153.3915119	5.357499604	182.8450999	NaN	12.40333333	NaN	3.697713281	NaN	5.41999927	33.12145299	38.54145226	31.72112726	34.42753292	22.62938812	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.98739E+11	NaN	NaN	2.71285E+11	7.238521064	NaN	6.65236E+13	1.48893E+13	10.4740711	6.88749E+13	77.77376402	4.939989185	16.13758934	1.62835E+13	6.88749E+13	77.77376402	4.939989185	16.13758934	5.25913E+13	165.3666412	8.857845297	145.7813658	NaN	10.16666667	NaN	2.012023357	NaN	24.48424821	NaN	75.11867084	50.5973206	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
9.2	NaN	NaN	NaN	NaN	NaN	NaN	0.835266649	1694809705	NaN	0.066526618	1399326705	NaN	NaN	3.53027E+11	89122757010	NaN	NaN	NaN	NaN	NaN	91392000000	2.73017E+11	174.5208965	NaN	-9.83288748	1.81625E+11	110.0907875	2.578870455	NaN	NaN	NaN	NaN	NaN	NaN	18.0646646	207.6010944	225.665759	207.6010944	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	248.4023541	20.62833206	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	158.3781931	61033126542	NaN	NaN	60744381327	-4.628851161	6.085271669	-1.12583E+12	7.16299E+13	4.930158872	7.4098E+13	54.88559954	1.03766031	20.69449488	6.62879E+13	7.4098E+13	54.88559954	1.03766031	20.69449488	NaN	NaN	NaN	NaN	NaN	13.6065942	NaN	-12.23157751	4.11326087	-10.2191987	9.385276182	-0.833922519	8.716058533	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
38.8	NaN	NaN	NaN	NaN	NaN	NaN	4.737532226	8548044336	NaN	10.02759639	8450366536	-6.250523101	-5.297349891	2.39199E+12	8.58444E+11	1.563192622	1.54278E+12	94.64065287	1.556512223	5.716333043	5.05957E+11	1.54278E+12	94.64065287	1.556512223	5.716333043	NaN	155.03663	3.996887669	NaN	NaN	7.698072473	NaN	4.453586509	3.418905807	-8.516153948	155.2507923	146.7346384	103.8555677	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
