Bank nonperforming loans to total gross loans (%)	Automated teller machines (ATMs) (per 100,000 adults)	Bank capital to assets ratio (%)	Commercial bank branches (per 100,000 adults)	Borrowers from commercial banks (per 1,000 adults)	Depositors with commercial banks (per 1,000 adults)	Point-of-sale terminals (per 100,000 adults)	Bank liquid reserves to bank assets ratio (%)	Total reserves (includes gold, current US$)	Total reserves (% of total external debt)	Total reserves in months of imports	Total reserves minus gold (current US$)	Claims on central government (annual growth as % of broad money)	Claims on other sectors of the domestic economy (annual growth as % of broad money)	Net domestic credit (current LCU)	Net foreign assets (current LCU)	Claims on private sector (annual growth as % of broad money)	Broad money (current LCU)	Broad money (% of GDP)	Broad money to total reserves ratio	Broad money growth (annual %)	Money (current LCU)	Money and quasi money (M2) (current LCU)	Money and quasi money (M2) as % of GDP	Money and quasi money (M2) to total reserves ratio	Money and quasi money growth (annual %)	Quasi money (current LCU)	Consumer price index (2005 = 100)	Inflation, consumer prices (annual %)	Wholesale price index (2005 = 100)	Deposit interest rate (%)	Lending interest rate (%)	Interest rate spread (lending rate minus deposit rate, %)	Real interest rate (%)	Risk premium on lending (prime rate minus treasury bill rate, %)	Claims on central government, etc. (% GDP)	Claims on other sectors of the domestic economy (% of GDP)	Domestic credit provided by banking sector (% of GDP)	Domestic credit to private sector (% of GDP)	Liquid liabilities (M3) as % of GDP	Quasi-liquid liabilities (% of GDP)	Research and development expenditure (% of GDP)	Cash surplus/deficit (current LCU)	Cash surplus/deficit (% of GDP)	Central government debt, total (current LCU)	Central government debt, total (% of GDP)	Net incurrence of liabilities, domestic (current LCU)	Net incurrence of liabilities, domestic (% of GDP)	Net incurrence of liabilities, foreign (current LCU)	Net incurrence of liabilities, foreign (% of GDP)	Grants and other revenue (current LCU)	Grants and other revenue (% of revenue)	Social contributions (current LCU)	Social contributions (% of revenue)	Revenue, excluding grants (current LCU)	Revenue, excluding grants (% of GDP)	Taxes on exports (current LCU)	Taxes on exports (% of tax revenue)	Taxes on goods and services (current LCU)	Taxes on goods and services (% of revenue)	Taxes on goods and services (% value added of industry and services)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16852983452	NaN	3.581620619	13598470202	-0.994174008	NaN	1.85031E+11	10337173661	23.19450969	1.48104E+11	45.18575696	6.866115853	17.91438103	36181000000	1.48104E+11	45.18575696	6.866115853	17.91438103	1.11923E+11	59.98376984	7.231772377	68.76310273	13.80003397	14.73333333	0.933299366	6.644840032	2.591666667	8.03732888	NaN	56.45190387	46.25938548	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16043319095	NaN	3.615936098	7368172595	NaN	NaN	1.35535E+11	5221570290	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	67.89092215	1.931295201	82.69643606	2.73375	NaN	NaN	NaN	NaN	31.51502177	NaN	114.4566056	82.94158386	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	76449593.5	9.547940219	2.990635246	69384268	0.443235221	NaN	29861000000	4665874144	14.75043285	23390100000	15.39186913	2.179240979	15.70665348	19726300000	23390100000	15.39186913	2.179240979	15.70665348	3663800000	14.33200084	4.486797697	NaN	4	12	8	8.221738107	6.49	9.275552104	NaN	19.6500487	5.956344924	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23145052876	NaN	NaN	9332526874	NaN	NaN	99943232383	-23814247281	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	68.91358395	1.162050898	75.2779741	4.541666667	8.916666667	4.375	6.604427133	2.304166667	37.27861413	NaN	68.39105778	31.11244365	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8779569.386	0.750258449	0.212865721	4225794.386	-5.908133121	NaN	1.44045E+11	-59421794905	13.46396182	97862100000	20.27862681	37.42366425	1.082591361	71954100000	97862100000	20.27862681	37.42366425	1.082591361	25908000000	NaN	NaN	NaN	5.25	13.58333333	8.333333333	14.28102686	NaN	1.286212584	NaN	29.84849934	28.56228675	20.92099749	6.010931776	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1076508833	10.47880425	3.661314878	1046060078	-2.485407164	NaN	1.69044E+11	9838460808	12.75940161	1.78166E+11	22.2727267	5.215460951	13.65889445	52211000000	1.78166E+11	22.2727267	5.215460951	13.65889445	1.25955E+11	41.4372235	7.412765957	NaN	12	16	4	7.806011927	NaN	0.557799505	NaN	21.1323755	14.94357624	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.036880597	2.369668246	0.392299392	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1313227659	NaN	4.429787079	1251690159	-23.66295455	NaN	22455774.18	1194138226	-0.658783976	1007599000	72.3797876	2.0406093	4.042331517	216571000	1007599000	72.3797876	2.0406093	4.042331517	791028000	87.54219802	0.303435966	NaN	5.5	7.8	2.3	5.676514553	0.415	-33.70298374	NaN	1.613086322	35.31607006	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	51657201	39.0620376	2.691647469	51657201	-26.96668736	NaN	192974000	79487196	21.24808607	252112000	40.03048587	2.440240616	4.329402028	81784000	252112000	40.03048587	2.440240616	4.329402028	170328000	68.93798737	3.138888889	NaN	8.416666667	13.55833333	5.141666667	8.941200599	5.235	-2.053191489	NaN	30.6405208	31.43045411	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	472580568	9.634670092	5.024334913	105826914	-8.30037044	NaN	1660300000	-310181789.3	29.89263515	2036100000	18.8431815	1.833203689	27.8395178	687500000	2036100000	18.8431815	1.833203689	27.8395178	1348600000	26.72896692	16.00209105	NaN	27.7375	39.79416667	12.05666667	18.28445435	NaN	-8.509555224	NaN	15.36532304	17.13849409	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8090172124	6.890541699	2.963613941	6971830624	NaN	NaN	52108.36364	-13919.01295	NaN	23632	75.07537268	25.72553854	2732.950596	2619.636364	23632	75.07537268	25.72553854	2732.950596	21012.36364	2.40563E-06	629.1147272	1.7949E-06	859.4266667	NaN	NaN	NaN	NaN	38.85694644	NaN	165.5405729	98.35303563	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	137948763	NaN	2.13350323	135462648	4.160647212	NaN	1704140000	74196946	7.417434016	1768840000	57.07408363	6.411220955	11.10385287	551150000	1768840000	57.07408363	6.411220955	11.10385287	1217690000	61.81978255	4.858859178	NaN	4.258333333	9.4375	5.179166667	9.31766509	4.684166667	9.79059112	NaN	54.98644812	40.28136293	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	78.96018971	1.192842942	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	95679186.03	142.6280668	NaN	95679186.03	-17.03167421	NaN	-226600000	1384400000	6.081447964	723700000	19.85793564	0.543491646	30.98642534	412100000	723700000	19.85793564	0.543491646	30.98642534	311600000	27.91020513	10.08403361	NaN	6.5	15	8.5	7.585993563	NaN	-10.94285579	NaN	-6.217781146	3.180233163	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2217139651	416.2884228	15.01012163	2217139651	-53.11491587	NaN	-1959060000	4390257617	5.894310949	1228340000	25.40096778	0.302977096	21.21576948	406470000	1228340000	25.40096778	0.302977096	21.21576948	821870000	20.34307435	8.351679568	NaN	5	7.833333333	2.833333333	-12.11416655	NaN	-48.1330907	NaN	-40.51160098	6.640473138	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	113027568.2	16.89927175	3.86103954	108473793.2	-7.51900588	NaN	48476000000	13966112417	-3.15381202	57033000000	14.92595905	1.69413036	-6.268180847	49715000000	57033000000	14.92595905	1.69413036	-6.268180847	7318000000	61.0448372	-3.964468821	46.7659754	7.4375	12.25	4.8125	8.813119967	NaN	4.314770165	NaN	12.68652869	7.206898817	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22421923484	NaN	1.686136921	15390648734	1.855631692	NaN	4.65864E+11	-19319822075	12.70512384	4.15694E+11	67.80265343	15.06418875	12.23264378	98433000000	4.15694E+11	67.80265343	15.06418875	12.23264378	3.17261E+11	66.57767581	4.022667412	73.8179955	6.645833333	10.83333333	4.1875	6.071622802	1.350833333	9.252088587	NaN	93.72037567	81.95545871	67.47904889	51.42392521	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	58367104657	NaN	7.889574084	24202796782	-0.919482034	NaN	4.59544E+11	1.04794E+11	13.37782687	3.43568E+11	121.5292399	4.022640148	5.424529749	88000000000	3.43568E+11	121.5292399	4.022640148	5.424529749	2.55568E+11	72.74848344	1.884478145	94.58864831	4.5	5.073333333	0.573333333	2.221120333	2.066416667	9.802939398	NaN	162.5531757	152.7502363	141.562916	110.4349497	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3908809901	19.96122208	5.366234462	3160513901	3.688179081	NaN	5.01673E+12	-1.28305E+12	30.5403036	2.30871E+12	38.24089365	2.410667525	29.49662643	5.067E+11	2.30871E+12	38.24089365	2.410667525	29.49662643	1.80201E+12	NaN	NaN	24.43060078	15.16389224	21.21342497	6.049532732	-1.189875255	NaN	29.60473857	NaN	83.09593575	52.62877095	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23751516912	55.9663082	5.523394499	18541341912	1.224017895	NaN	1.15364E+12	76028481157	21.74453967	9.6021E+11	63.83186641	10.86142571	20.66881142	5.4874E+11	9.6021E+11	63.83186641	10.86142571	20.66881142	4.1147E+11	38.33816785	18.73642675	NaN	8.64	9	0.36	-2.749941753	NaN	2.030207142	NaN	76.69050975	74.6603026	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	188154481.9	3.909041521	0.857504275	175846981.9	22.0182913	NaN	9.66223E+11	-2.16251E+11	-18.30430368	6.99851E+11	19.20299972	12.48808978	2.041462767	4.00001E+11	6.99851E+11	19.20299972	12.48808978	2.041462767	2.9985E+11	55.07425959	1.682332608	NaN	7.208333333	13.45833333	6.25	12.54235263	NaN	-1.592761499	NaN	26.51190039	24.39344089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3699868639	21.74301	5.422377097	3247773139	10.47212415	NaN	3.47735E+12	5.46943E+11	20.09192711	2.71008E+12	23.10113893	2.448338144	14.68988671	1.3184E+12	2.71008E+12	23.10113893	2.448338144	14.68988671	1.39167E+12	7.258276483	28.10876616	9.628896797	33.45916667	42.68666667	9.2275	11.68738654	NaN	4.925716976	NaN	29.64154673	23.22072451	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23775256.58	11.8871528	3.151472104	23541414.08	-4.185664782	NaN	8163000000	6848844343	19.20481488	12669000000	20.50132703	1.789063669	15.52981944	9110000000	12669000000	20.50132703	1.789063669	15.52981944	3559000000	NaN	NaN	NaN	6.5	13	6.5	10.85245465	NaN	2.293028684	NaN	16.81338605	14.52035736	20.85733713	6.115282568	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	81332707.93	65.40680498	7.764111663	81332707.93	1.096833736	NaN	6269100000	5869773930	-13.94469686	5989300000	31.44315167	1.021812893	6.298807326	5620900000	5989300000	31.44315167	1.021812893	6.298807326	368400000	50.29760264	4.074074074	NaN	4	10	6	4.352833859	NaN	3.802493573	NaN	32.91207022	14.55163839	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	676709064.3	14.98096167	3.880397941	667983457	1.531109358	NaN	1.23797E+11	-1.15253E+11	7.572959681	1.50685E+11	32.78809287	2.937458261	39.82740222	65268000000	1.50685E+11	32.78809287	2.937458261	39.82740222	85417000000	9.717095544	20.82632322	11.52447029	15.17666667	28.68833333	13.51166667	6.589154294	NaN	4.636049419	NaN	26.93743593	13.51321586	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.89886823	1116203268	NaN	5.48988278	927898518	7.146089886	59.24485302	3644450292	391768907.8	59.24485302	3413361947	100.0927886	6.553412153	69.00011082	347655969.7	3413361947	100.0927886	6.553412153	69.00011082	3065705977	55.34861023	3.429266315	58.66949077	5.75	9	3.25	5.626611454	3.5	17.136229	90.00731355	107.1435425	89.33744032	134.3965608	124.201962	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
