Exports of goods and services (current US$)	Exports of goods and services (constant LCU)	Gross fixed capital formation (current US$)	Gross fixed capital formation (constant LCU)	Gross capital formation (current LCU)	Gross capital formation (constant LCU)	Imports of goods and services (constant LCU)	Agriculture, value added (current US$)	Agriculture, value added (current LCU)	Agriculture, value added (constant LCU)	Manufacturing, value added (current US$)	Manufacturing, value added (current LCU)	Manufacturing, value added (constant 2000 US$)	Manufacturing, value added (constant LCU)	Industry, value added (current US$)	Industry, value added (current LCU)	Industry, value added (constant 2000 US$)	Industry, value added (constant LCU)	Services, etc., value added (current US$)	Services, etc., value added (constant 2000 US$)	Services, etc., value added (constant LCU)	Adjusted savings: education expenditure (current US$)	Adjusted savings: carbon dioxide damage (current US$)	Adjusted savings: net forest depletion (current US$)	Adjusted savings: consumption of fixed capital (current US$)	Adjusted savings: mineral depletion (current US$)	Adjusted savings: energy depletion (current US$)	Adjusted savings: particulate emission damage (current US$)	Adjusted savings: net national savings (current US$)	Adjusted net national income (current US$)	Adjusted net national income (constant 2000 US$)	Adjusted net savings, including particulate emission damage (current US$)	Adjusted net savings, excluding particulate emission damage (current US$)	Exports as a capacity to import (constant LCU)	GDP deflator (base year varies by country)	Discrepancy in expenditure estimate of GDP (current LCU)	Discrepancy in expenditure estimate of GDP (constant LCU)	Gross value added at factor cost (current US$)	Gross value added at factor cost (current LCU)	Gross value added at factor cost (constant 2000 US$)	Gross value added at factor cost (constant LCU)	GDP (current US$)	GDP (current LCU)	GDP (constant 2000 US$)	GDP (constant LCU)	GDP, PPP (current international $)	GDP, PPP (constant 2005 international $)	GDP per capita (constant LCU)	Gross domestic savings (current US$)	Gross domestic savings (current LCU)	Gross domestic savings (constant LCU)	Gross domestic income (constant 2000 US$)	Gross domestic income (constant LCU)	GNI, Atlas method (current US$)	GNI (current US$)	GNI (current LCU)	GNI (constant 2000 US$)	GNI (constant LCU)	GNI, PPP (current international $)	GNI per capita, Atlas method (current US$)	GNI per capita (constant 2000 US$)	GNI per capita (constant LCU)	GNI per capita, PPP (current international $)	Gross savings (current US$)	Gross savings (current LCU)	Gross national income (constant LCU)	Net income from abroad (current US$)	Net income from abroad (current LCU)	Net income from abroad (constant LCU)	Net taxes on products (current US$)	Net taxes on products (current LCU)	Net taxes on products (constant LCU)	Net current transfers from abroad (current US$)	Net current transfers from abroad (current LCU)	Net current transfers from abroad (constant LCU)	Terms of trade adjustment (constant LCU)	DEC alternative conversion factor (LCU per US$)	Official exchange rate (LCU per US$, period average)	PPP conversion factor, GDP (LCU per international $)	PPP conversion factor (GDP) to market exchange rate ratio	PPP conversion factor, private consumption (LCU per international $)	Real effective exchange rate index (2005 = 100)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16712106.49	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.79	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4162564.899	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
2420181182	73767526534	2190816336	66776447731	1.10052E+11	66776447731	2.59577E+11	3918573585	1.96843E+11	1.43439E+11	1601264146	80436830247	NaN	52477146979	2666396992	1.33942E+11	NaN	94117209629	5983603736	NaN	1.82381E+11	NaN	7136834.288	574448277.8	1080451729	NaN	NaN	100990833.3	NaN	10923582316	NaN	NaN	NaN	73767526534	164.8066103	2.15026E+11	1.30472E+11	12568574312	6.31361E+11	NaN	4.19937E+11	14213670485	7.14E+11	NaN	4.33235E+11	37761100009	34415234920	12956.24101	-3905254141	-1.96174E+11	-37881975654	NaN	4.33235E+11	12286617940	12578482323	6.31859E+11	NaN	3.83394E+11	33416936846	370	NaN	11465.71174	1000	NaN	NaN	NaN	-1635188163	-82140946582	NaN	NaN	NaN	13816785200	NaN	NaN	NaN	-0.000137329	50.23333	50.325	18.90834747	0.376410393	21.19467614	NaN	0
41451067529	3200669701	11487362683	4840699604	9.11272E+11	4840699608	6756385549	7701797229	6.1097E+11	657156183.5	4585847545	3.63787E+11	1136538694	404220426.8	44576064261	3.53614E+12	17945961624	3526166779	23214524438	5237309159	1323354119	1557690001	209847606.3	NaN	8071999738	NaN	19429816278	1252072770	-1302280720	41169106382	NaN	-20073105352	-18821032582	6695297071	108752.9739	-4	-1010955983	NaN	NaN	NaN	NaN	75492385928	5.98868E+12	25264731265	5506677081	1.04712E+11	95434135225	296.7740745	11109159506	8.8127E+11	4779611130	NaN	9001304451	71969698696	68669244657	5.44741E+12	NaN	4691684237	95248196267	3880	NaN	252.8512616	5130	3915711096	3.10626E+11	8186311607	-6823141271	-5.41268E+11	-814992844.3	NaN	NaN	NaN	-370307138.6	-29375798753	-44231484.61	3494627370	79.3282	79.32816667	57.19171373	0.720950604	104.413163	NaN	2
3443776095	2.1E+11	3489305719	NaN	3.31408E+11	1.73469E+11	5.36291E+11	2102816050	1.99721E+11	NaN	1995301626	1.8951E+11	NaN	NaN	1995301626	1.8951E+11	926117166	1.20023E+11	6208826274	NaN	NaN	339307637.4	36397456.45	NaN	1275438172	11592413.31	149534695.3	27858371.2	228474148.4	10499102442	5990145843	437600417.8	465458789	2.82714E+11	190.0736297	7000000000	1.31162E+11	10306943950	9.78934E+11	5081251451	5.44988E+11	12118583126	1.151E+12	5930013474	6.05555E+11	27568966781	23714933172	189667.192	400457977.8	38034737859	NaN	NaN	6.7827E+11	12685597208	12009368923	1.14063E+12	5855359438	5.98863E+11	27320511767	3970	1833.970388	187571.1188	8560	1599113888	1.51881E+11	6.73748E+11	-109214202.9	-10372957487	-4521276220	1811639176	1.72066E+11	60566961101	1266000000	1.20242E+11	77575084635	72714864245	94.9781	94.97811982	41.74984174	0.439573352	55.5547572	NaN	1
2.01959E+11	7.19823E+11	60245610979	2.01032E+11	2.3698E+11	2.15329E+11	6.24735E+11	2608849632	9581000000	8177000000	27323349998	1.00345E+11	NaN	90680000000	1.4432E+11	5.30016E+11	NaN	5.45543E+11	1.23406E+11	NaN	4.0981E+11	NaN	1019878737	NaN	37262717953	NaN	29745875758	2259291239	NaN	NaN	NaN	NaN	NaN	6.74206E+11	103.0383071	NaN	NaN	2.67556E+11	9.82598E+11	NaN	9.54252E+11	2.70335E+11	9.92805E+11	1.56172E+11	9.6353E+11	3.44144E+11	3.1365E+11	138860.8862	79347313363	2.91403E+11	NaN	NaN	9.17913E+11	2.91005E+11	2.73635E+11	1.00492E+12	NaN	9.74746E+11	3.48345E+11	41940	NaN	140477.2964	50200	NaN	NaN	NaN	3300000000	12119249654	NaN	2779305729	10207000000	9278000000	NaN	NaN	NaN	-45617044722	3.672499895	3.6725	2.884856246	0.785529293	NaN	NaN	3
65565563817	47761158059	64243419939	79527280889	2.39637E+11	79527280889	44055196084	21276098656	79362849128	16028037736	60101873614	2.24188E+11	65740859536	61502972459	90162218704	3.36318E+11	1.04371E+11	99394408113	1.72102E+11	2.44604E+11	2.40287E+11	17887453443	1462267430	NaN	35495912570	975309017.1	13945698797	4723006122	34626623005	2.47222E+11	3.33505E+11	32559672223	37282678345	58780747761	296.2103306	3176293927	3173247900	2.8354E+11	1.05764E+12	3.62505E+11	3.55709E+11	3.07082E+11	1.14546E+12	3.9795E+11	3.86704E+11	5.83411E+11	5.31717E+11	9652.534772	80668680504	3.00906E+11	97426080466	NaN	3.97724E+11	3.03864E+11	2.97639E+11	1.11023E+12	3.85199E+11	3.74261E+11	5.6547E+11	7580	9614.96191	9341.937034	14110	71277917459	2.65877E+11	3.86299E+11	-9443197788	-35224459778	-11425193736	23541868848	87814491546	30995194360	2787469617	10397654862	10397654862	11019589702	3.730141057	3.710106831	1.963381275	0.526355772	1.715020474	NaN	2
1338234420	3.37412E+11	3148616219	5.73118E+11	1.0892E+12	5.43838E+11	7.46718E+11	1462534684	5.3131E+11	4.65172E+11	751793382.5	2.73112E+11	547188748.3	2.9307E+11	2768706507	1.00582E+12	1304373834	5.29029E+11	3501353777	1450807822	5.69991E+11	195656981.2	34928975.16	NaN	938687238.5	65701637.45	NaN	198109364.2	659270307.6	7810217919	3521876918	556187312	754296676.2	2.68695E+11	186.383471	-20012500000	-99702937255	7732594968	2.8091E+12	3549897309	1.56419E+12	8648015305	3.14165E+12	4018052433	1.68558E+12	16284383890	14841487589	546384.4503	617449350.4	2.24307E+11	NaN	NaN	1.61687E+12	9424595878	8814606795	3.20217E+12	4093029156	1.71723E+12	16598078962	3050	1326.760784	556641.7595	5380	1597957546	5.80506E+11	1.67585E+12	166591490.4	60519356618	58985727697	915420336.9	3.32554E+11	1.73259E+11	813927281.5	2.95684E+11	1.54603E+11	-68716646336	363.28	363.2832856	192.9241549	0.531061867	216.1451962	124.6383333	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
537189324.1	NaN	222592592.6	NaN	601000000	NaN	NaN	18643672.18	50337914.88	45573188	21056354.45	56852157.02	15842003.71	54031027	240202742.1	648547403.8	194303052	576902391	793765900.9	555880811.7	1559221387	25964245.51	3039664.562	NaN	155519589.2	NaN	NaN	NaN	-176321791.7	NaN	NaN	NaN	NaN	NaN	126.9652368	-105058981.8	NaN	1052612315	2842053251	778285565.5	2181696966	1214286389	3278573251	918245274.1	2582260572	1592133013	1451060262	29410.04273	3408968.889	9204216	NaN	NaN	NaN	1185234230	1163467871	3141363251	NaN	NaN	1525501416	13500	NaN	NaN	17370	-20760464.81	-56053255	NaN	-50818518.52	-137210000	NaN	161674074.1	436520000	400563606.4	26726880	72162576	NaN	NaN	2.7	2.7	2.059233258	0.762678984	2.035693398	87.39093841	2
