Exports of goods and services (current US$)	Exports of goods and services (constant LCU)	Gross fixed capital formation (current US$)	Gross fixed capital formation (constant LCU)	Gross capital formation (current LCU)	Gross capital formation (constant LCU)	Imports of goods and services (constant LCU)	Agriculture, value added (current US$)	Agriculture, value added (current LCU)	Agriculture, value added (constant LCU)	Manufacturing, value added (current US$)	Manufacturing, value added (current LCU)	Manufacturing, value added (constant 2000 US$)	Manufacturing, value added (constant LCU)	Industry, value added (current US$)	Industry, value added (current LCU)	Industry, value added (constant 2000 US$)	Industry, value added (constant LCU)	Services, etc., value added (current US$)	Services, etc., value added (constant 2000 US$)	Services, etc., value added (constant LCU)	Adjusted savings: education expenditure (current US$)	Adjusted savings: carbon dioxide damage (current US$)	Adjusted savings: net forest depletion (current US$)	Adjusted savings: consumption of fixed capital (current US$)	Adjusted savings: mineral depletion (current US$)	Adjusted savings: energy depletion (current US$)	Adjusted savings: particulate emission damage (current US$)	Adjusted savings: net national savings (current US$)	Adjusted net national income (current US$)	Adjusted net national income (constant 2000 US$)	Adjusted net savings, including particulate emission damage (current US$)	Adjusted net savings, excluding particulate emission damage (current US$)	Exports as a capacity to import (constant LCU)	GDP deflator (base year varies by country)	Discrepancy in expenditure estimate of GDP (current LCU)	Discrepancy in expenditure estimate of GDP (constant LCU)	Gross value added at factor cost (current US$)	Gross value added at factor cost (current LCU)	Gross value added at factor cost (constant 2000 US$)	Gross value added at factor cost (constant LCU)	GDP (current US$)	GDP (current LCU)	GDP (constant 2000 US$)	GDP (constant LCU)	GDP, PPP (current international $)	GDP, PPP (constant 2005 international $)	GDP per capita (constant LCU)	Gross domestic savings (current US$)	Gross domestic savings (current LCU)	Gross domestic savings (constant LCU)	Gross domestic income (constant 2000 US$)	Gross domestic income (constant LCU)	GNI, Atlas method (current US$)	GNI (current US$)	GNI (current LCU)	GNI (constant 2000 US$)	GNI (constant LCU)	GNI, PPP (current international $)	GNI per capita, Atlas method (current US$)	GNI per capita (constant 2000 US$)	GNI per capita (constant LCU)	GNI per capita, PPP (current international $)	Gross savings (current US$)	Gross savings (current LCU)	Gross national income (constant LCU)	Net income from abroad (current US$)	Net income from abroad (current LCU)	Net income from abroad (constant LCU)	Net taxes on products (current US$)	Net taxes on products (current LCU)	Net taxes on products (constant LCU)	Net current transfers from abroad (current US$)	Net current transfers from abroad (current LCU)	Net current transfers from abroad (constant LCU)	Terms of trade adjustment (constant LCU)	DEC alternative conversion factor (LCU per US$)	Official exchange rate (LCU per US$, period average)	PPP conversion factor, GDP (LCU per international $)	PPP conversion factor (GDP) to market exchange rate ratio	PPP conversion factor, private consumption (LCU per international $)	Real effective exchange rate index (2005 = 100)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.79	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
2891.149273	71548.54408	NaN	NaN	NaN	NaN	256601.8607	NaN	NaN	164357.2492	NaN	NaN	NaN	NaN	NaN	NaN	NaN	114359.3752	NaN	NaN	210320.2405	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	71548.54408	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20343461030	9.24E+11	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.82077E-11	45.42	46.74700774	NaN	NaN	23.21044996	NaN	0
62387268491	2892852042	10822145845	4539488245	1.01447E+12	4539488251	5797723646	10158471714	9.5226E+11	775179761.5	6525717198	6.11724E+11	1446405435	514427379.9	60766059934	5.69624E+12	17738391640	3485381760	30065480172	6440485216	1627370541	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8797980286	160784.0257	24204076394	-2504280567	NaN	NaN	NaN	NaN	1.0099E+11	9.46685E+12	27013935821	5887932063	1.16345E+11	1.02042E+11	300.1224595	32097235174	3.00881E+12	7539744890	NaN	11793060306	79719556606	90046011820	8.44096E+12	NaN	4680774854	1.03737E+11	4060	NaN	238.5906709	5290	NaN	NaN	10585903097	-10944000000	-1.0259E+12	-1207157209	NaN	NaN	NaN	-422300000	-39586613150	-46581002.31	5905128244	93.7405	93.7405	81.36849394	0.868018561	129.3468155	NaN	2
3889417146	2.3249E+11	3232902396	NaN	3.26184E+11	1.54923E+11	5.06312E+11	2224165200	2.24407E+11	NaN	2150453913	2.1697E+11	NaN	NaN	2150453913	2.1697E+11	1060311543	1.37415E+11	6721063814	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.9793E+11	202.5483956	-4665386801	99916545185	11095682927	1.1195E+12	5452979231	5.84857E+11	12959563902	1.30755E+12	6321690864	6.45552E+11	28764978707	25281304508	200731.9994	512516889.4	51710368348	NaN	NaN	7.10992E+11	12793462339	12899531803	1.3015E+12	6277444544	6.42032E+11	28631731781	3980	1951.948995	199637.4966	8900	1758270733	1.77401E+11	7.08495E+11	-60032099.08	-6056935919	-2497555179	1863880976	1.88056E+11	60694323209	1339934400	1.35193E+11	78565396326	65440560920	100.8949547	100.8949547	45.4564777	0.450532713	58.59843445	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	129.0457097	NaN	NaN	NaN	NaN	NaN	NaN	3.60245E+11	1.323E+12	1.66171E+11	1.02522E+12	3.80513E+11	3.33731E+11	129923.7099	NaN	NaN	NaN	NaN	NaN	3.21665E+11	3.60245E+11	1.323E+12	NaN	NaN	3.80513E+11	40760	NaN	NaN	48220	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.672499895	3.6725	3.476885937	0.946735476	NaN	NaN	3
97330001195	57064309970	1.00682E+11	1.17078E+11	4.15836E+11	1.17078E+11	69527173485	37032600322	1.52952E+11	21852216001	72631620864	2.99983E+11	77255836033	72275653063	1.07257E+11	4.42991E+11	1.19258E+11	1.13571E+11	2.63018E+11	3.01669E+11	2.96344E+11	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	77686049147	400.8133672	89986121884	-7548796329	4.07307E+11	1.68226E+12	4.40017E+11	4.31768E+11	4.45989E+11	1.84202E+12	4.72935E+11	4.59571E+11	7.20488E+11	6.31909E+11	11273.78754	1.0508E+11	4.34003E+11	1.13357E+11	NaN	4.80193E+11	3.9719E+11	4.35335E+11	1.79802E+12	4.61125E+11	4.48031E+11	7.03278E+11	9740	11311.91698	10990.70564	17250	93964778416	3.88093E+11	4.67946E+11	-10653091860	-43999400000	-12246774436	38681417779	1.59762E+11	27803085111	8258926645	34111018830	4492118790	20621739177	4.1302	4.110139576	2.556631007	0.619009009	1.983564139	NaN	2
2405910454	4.30794E+11	3170895996	5.21577E+11	1.20111E+12	5.28207E+11	8.19957E+11	1977251393	7.36528E+11	4.13815E+11	1010620655	3.76457E+11	619833750.3	3.31978E+11	3554778755	1.32416E+12	1493907577	6.059E+11	4038691490	1514514198	5.95019E+11	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.0031E+11	212.0630308	-1.45745E+11	-1.21455E+11	9570721638	3.5651E+12	3664602605	1.61473E+12	10247788877	3.81731E+12	4290990647	1.80008E+12	18071403765	15849639968	580627.7075	702326882.6	2.61617E+11	NaN	5674400000	1.7696E+12	10408625928	10802858877	4.02407E+12	4517328884	1.89524E+12	19050238732	3360	1457.091939	611322.1241	6140	1980447713	7.37719E+11	1.88671E+12	555070000	2.06764E+11	1.17114E+11	1068328637	3.97953E+11	2.05944E+11	698776891.6	2.60295E+11	1.19797E+11	-30484377791	372.5008824	372.5008824	211.2348575	0.5670721	240.0794693	126.3008333	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	135.1589226	NaN	NaN	NaN	NaN	NaN	NaN	1128708617	3047513266	801787943.1	2254762917	1444637074	1267028163	25161.39487	NaN	NaN	NaN	NaN	NaN	1080691705	1097023432	2961963266	NaN	NaN	1404083124	12060	NaN	NaN	15670	NaN	NaN	NaN	-31685185.19	-85550000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.7	2.7	2.109535551	0.781309463	2.07636138	88.9125924	2
2.93976E+11	3.00098E+11	3.71815E+11	3.79638E+11	3.82651E+11	3.85493E+11	3.22085E+11	NaN	NaN	34040000000	NaN	NaN	54230240136	1.11947E+11	NaN	NaN	1.3026E+11	3.51131E+11	NaN	3.71267E+11	8.42758E+11	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.46289E+11	106.428566	758000000	809000000	NaN	NaN	5.18808E+11	1.22793E+12	1.37176E+12	1.39133E+12	5.73454E+11	1.30729E+12	8.92115E+11	7.81504E+11	57792.01259	3.97818E+11	4.03492E+11	NaN	NaN	1.35348E+12	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	79361000000	NaN	NaN	NaN	46191456402	1.014263471	0.969463201	1.559586339	1.537654055	1.581399491	123.3860282	3
