Exports of goods and services (current US$)	Exports of goods and services (constant LCU)	Gross fixed capital formation (current US$)	Gross fixed capital formation (constant LCU)	Gross capital formation (current LCU)	Gross capital formation (constant LCU)	Imports of goods and services (constant LCU)	Agriculture, value added (current US$)	Agriculture, value added (current LCU)	Agriculture, value added (constant LCU)	Manufacturing, value added (current US$)	Manufacturing, value added (current LCU)	Manufacturing, value added (constant 2000 US$)	Manufacturing, value added (constant LCU)	Industry, value added (current US$)	Industry, value added (current LCU)	Industry, value added (constant 2000 US$)	Industry, value added (constant LCU)	Services, etc., value added (current US$)	Services, etc., value added (constant 2000 US$)	Services, etc., value added (constant LCU)	Adjusted savings: education expenditure (current US$)	Adjusted savings: carbon dioxide damage (current US$)	Adjusted savings: net forest depletion (current US$)	Adjusted savings: consumption of fixed capital (current US$)	Adjusted savings: mineral depletion (current US$)	Adjusted savings: energy depletion (current US$)	Adjusted savings: particulate emission damage (current US$)	Adjusted savings: net national savings (current US$)	Adjusted net national income (current US$)	Adjusted net national income (constant 2000 US$)	Adjusted net savings, including particulate emission damage (current US$)	Adjusted net savings, excluding particulate emission damage (current US$)	Exports as a capacity to import (constant LCU)	GDP deflator (base year varies by country)	Discrepancy in expenditure estimate of GDP (current LCU)	Discrepancy in expenditure estimate of GDP (constant LCU)	Gross value added at factor cost (current US$)	Gross value added at factor cost (current LCU)	Gross value added at factor cost (constant 2000 US$)	Gross value added at factor cost (constant LCU)	GDP (current US$)	GDP (current LCU)	GDP (constant 2000 US$)	GDP (constant LCU)	GDP, PPP (current international $)	GDP, PPP (constant 2005 international $)	GDP per capita (constant LCU)	Gross domestic savings (current US$)	Gross domestic savings (current LCU)	Gross domestic savings (constant LCU)	Gross domestic income (constant 2000 US$)	Gross domestic income (constant LCU)	GNI, Atlas method (current US$)	GNI (current US$)	GNI (current LCU)	GNI (constant 2000 US$)	GNI (constant LCU)	GNI, PPP (current international $)	GNI per capita, Atlas method (current US$)	GNI per capita (constant 2000 US$)	GNI per capita (constant LCU)	GNI per capita, PPP (current international $)	Gross savings (current US$)	Gross savings (current LCU)	Gross national income (constant LCU)	Net income from abroad (current US$)	Net income from abroad (current LCU)	Net income from abroad (constant LCU)	Net taxes on products (current US$)	Net taxes on products (current LCU)	Net taxes on products (constant LCU)	Net current transfers from abroad (current US$)	Net current transfers from abroad (current LCU)	Net current transfers from abroad (constant LCU)	Terms of trade adjustment (constant LCU)	DEC alternative conversion factor (LCU per US$)	Official exchange rate (LCU per US$, period average)	PPP conversion factor, GDP (LCU per international $)	PPP conversion factor (GDP) to market exchange rate ratio	PPP conversion factor, private consumption (LCU per international $)	Real effective exchange rate index (2005 = 100)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
126500000	342107264	39750000	107500112	92800000	125484408	358198496	41150000	82300000	96118288	30600000	61200000	40805504	81611008	48200000	96400000	64940060	129880120	107050000	172748784	345497568	8855000	864597.8234	NaN	15200000	NaN	NaN	NaN	48300000	208300000	281663837.3	NaN	56290402.18	342107283.8	73.95340787	NaN	-78046840	196400000	392800000	285748000	571496000	227850000	455700000	308099392	616198784	327310825.2	519887940.1	3616.190047	40450000	80900000	109393200	304245000	616198803.8	227666691.2	223500000	447000000	302217309.9	604434619.9	321061968.1	1340	1773.575763	3547.151525	1880	63500000	127000000	604434640.8	-4350000	-8700000	-11764163	31450000	62900000	44702784	NaN	NaN	NaN	19.83540958	2	2	1.392254594	0.696127297	1.709932549	124.0454326	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	36498753.07	1790952.634	NaN	168524644.9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	37.06048022	NaN	NaN	NaN	NaN	NaN	NaN	1173500032	1173500032	2441357713	3166445834	NaN	NaN	55649.31168	NaN	NaN	NaN	NaN	NaN	1214742355	1243399936	1243399936	NaN	NaN	NaN	21350	NaN	NaN	NaN	NaN	NaN	NaN	69899904	69899904	26900000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	NaN	NaN	NaN	NaN	3
844298549	2355680933	529827791.8	1560451721	1031802794	1587847660	3106524447	670448871.9	1288575914	2165762297	746889297.9	1435491355	683608121.8	2273755532	1285038027	2469791687	1204714610	3951080239	1701410464	2433964564	6238381328	106739110	15902424.25	NaN	348814246.1	1943787.657	185451434.7	NaN	-199920201.8	3113242022	4223751392	NaN	-296467215.6	2574202358	56.41345321	NaN	NaN	3656897363	7028410456	4365893342	12355223864	3958338768	7607768778	5065751743	13485734954	11253445376	17874540299	2215.041811	362255844.7	696241243.4	1055525994	5444900000	13704256379	4672327096	3649451490	7014099786	4660118941	12421720889	10375287565	770	765.4279381	2040.276725	1700	148905567.2	286190543.9	12640242346	-308887277.6	-593668992	-1064014033	301441404.4	579358321.6	1130511090	126700143.6	243512608	436439894.3	218521424.9	1.92196	1.921958333	0.676039073	0.351744611	0.921198306	163.9258333	1
23640556197	44668855201	51195732298	1.82976E+11	254.2380066	1.35185E+11	46114779140	26626058418	132.2250061	36399061177	78679017564	390.7200012	NaN	NaN	1.07773E+11	535.2003174	1.40492E+11	2.57031E+11	1.04246E+11	2.37302E+11	4.34144E+11	10721513654	837362992	NaN	28307736797	1162335877	1690848722	NaN	17604152212	2.25013E+11	4.22712E+11	NaN	24637190240	63981452764	1.48376E-07	NaN	44885106071	2.38645E+11	1185.110352	NaN	NaN	2.68137E+11	1331.569458	4.90533E+11	8.97431E+11	6.60733E+11	1.04966E+12	6454.039193	57797318642	287.0214844	NaN	5.0109E+11	9.16743E+11	2.48979E+11	2.56174E+11	1272.159424	4.68059E+11	8.56313E+11	6.31254E+11	1790	3366.131872	6158.338259	4540	45913960974	228.0087302	NaN	-11963350755	-59.40999985	NaN	29492369401	146.4591064	NaN	NaN	NaN	NaN	19312597563	4.966E-09	5.90968E-09	2.01529E-09	0.405817524	2.81387E-09	NaN	2
743747808.5	NaN	212399931.2	NaN	423700000	NaN	NaN	72838459.54	146500000	78800000	114005861.9	229300000	130899207.2	86000000	223636444.4	449800000	282106782.1	170000000	845721604.2	1331392003	578200000	74801547.74	3859811.712	NaN	159622677.6	NaN	4729434.132	NaN	49294155.23	NaN	NaN	NaN	NaN	NaN	278.438392	96	NaN	1142196524	2297299968	1751789106	827000000	1315567053	2646000128	2048242625	950300032	2450326586	3892004613	3718.908129	241087890.9	484900096	NaN	NaN	NaN	1302560756	1272211884	2558799872	NaN	NaN	2369574849	5100	NaN	NaN	9270	208932721.5	420226401	NaN	-43355169.41	-87200256	-8400000	173370449.4	348700000	123300000	NaN	NaN	NaN	NaN	2.011300087	2	1.079856107	0.536894576	1.454649347	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	45467070.82	99000000	NaN	244787361.1	533000000	NaN	NaN	1386975292	3020000000	NaN	NaN	926150454.7	NaN	NaN	NaN	9680407.773	NaN	313046592.7	NaN	835390802.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	63.88045663	NaN	NaN	NaN	NaN	NaN	NaN	2358592817	5135600000	4663227406	8039391499	7756116372	12319517271	35684.95215	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.1774	2.177416667	0.662135501	0.304094563	1.482362044	NaN	3
35504361.62	NaN	81705763.95	NaN	1057884819	NaN	NaN	81261767.86	1024710893	3700942157	10033988.9	126528600	7109726.026	321462702.8	36275333.42	457431954.4	35602663.74	1632774505	67830689.21	42114780.71	1871563220	NaN	231588.7027	12943482.93	12512588.82	NaN	NaN	NaN	NaN	146243425.7	NaN	NaN	NaN	NaN	32.31874548	NaN	NaN	185367790.5	2337487838	158653719.4	7205279881	188730201.3	2379887838	162085319.8	7363800180	368336707.7	585051875.8	14540.80913	-5012530.199	-63208005.81	NaN	NaN	NaN	173687470.6	171699497.4	2165130663	NaN	NaN	335098607.3	340	NaN	NaN	660	NaN	NaN	NaN	-35876288.66	-452400000	NaN	3362410.785	42400000	158520298.7	NaN	NaN	NaN	NaN	12.61	12.61083333	6.461174757	0.512384993	7.842064897	NaN	1
951649839.8	4205902181	311468875	1322856961	562250000	1252668606	2819150855	73629592.23	138350000	315740702.4	77221928.67	145100000	96665289.27	258944166.8	806918595.8	1516200000	1152545975	3671879907	413996818.2	554635773.5	1747179009	64424104.97	5573568.112	NaN	186162857.7	55516.66102	4114878.803	NaN	299987330	1073175669	1380458884	NaN	354667471.4	3921024074	42.32174552	NaN	10230908.75	1294545006	2432450000	1810614217	5734799618	1392708926	2616900000	2001416865	6183346098	3748275255	5953616414	5060.891068	566657812.2	1064750000	2207664088	1876900000	5898467991	1281685551	1282171403	2409200000	1857877000	5712170949	3450779451	1050	1520.618928	4675.247751	2820	504812668.3	948542977.7	5349194531	-110537523	-207700000	-549273459.8	98163919.67	184450000	448546479.8	48699999.21	91507296	207040374	-284878106.8	1.878999949	1.879144167	0.698161107	0.371559939	1.031173453	NaN	2
185500003.9	NaN	144375625.7	NaN	49667000000	NaN	NaN	524719550.2	1.81713E+11	2.40003E+11	85863619.15	29735000000	61221734.91	43588650821	141779648.1	49099000000	127493905.8	90773111055	377144432.7	332314976.1	2.36602E+11	24084374.98	679326.8613	NaN	90698516.43	400802.9596	NaN	NaN	-33815726.33	1016666454	NaN	NaN	-10810431.64	NaN	64.53165538	NaN	NaN	1043643631	3.61419E+11	796901250	5.67378E+11	1120165774	3.87919E+11	844307119.6	6.0113E+11	1570458422	2494455823	223447.5543	-13680382.5	-4737584761	NaN	NaN	NaN	894291404.1	1107765773	3.83625E+11	NaN	NaN	1553073776	330	NaN	NaN	580	56883839.64	19699157669	NaN	-12400000.26	-4294182000	NaN	76522142.51	26500000000	34213331256	NaN	NaN	NaN	NaN	346.3049927	346.3059036	247.0100416	0.713273117	374.4052926	203.0149749	0
1.02741E+11	1.91848E+11	75930190716	1.37758E+11	1.08133E+11	1.32688E+11	1.61192E+11	12175602735	16918000000	19373963973	63054336092	87614000000	79411189164	1.19018E+11	1.12833E+11	1.56782E+11	1.53563E+11	2.69409E+11	2.20107E+11	2.82589E+11	5.18771E+11	24531612660	1630322710	NaN	45080964376	676701132.6	4423958223	NaN	23489553058	3.0613E+11	4.01312E+11	NaN	41290183651	1.67014E+11	63.46833728	-570000000	10000857149	3.45116E+11	4.79538E+11	NaN	NaN	3.68867E+11	5.12541E+11	4.83142E+11	8.07554E+11	4.19525E+11	6.65396E+11	30817.96092	81402662828	1.13109E+11	1.38509E+11	4.7759E+11	7.82719E+11	3.7022E+11	3.56312E+11	4.95095E+11	4.66799E+11	7.8085E+11	4.05245E+11	14130	17814.04634	29798.89896	15460	68570517433	95278733974	7.55232E+11	-12555595538	-17446000000	-27487721827	23751709248	33003000000	NaN	-274919035.6	-382000000	-27487721827	-24834423714	1.3895	1.3895	1.22171865	0.879250558	1.29512855	102.2058333	3
52388459239	1.09621E+11	38384318581	70518554627	68556945660	79339489202	92754471274	4331506405	7791946872	6419524447	30698329949	55223225745	36521759626	62804062870	45350926655	81581781959	55872428814	95999181535	87255330061	1.28512E+11	2.26617E+11	6383647388	178076273.1	NaN	23644455205	NaN	716518.6789	NaN	22768239649	1.24604E+11	1.70316E+11	NaN	28973094246	99887431494	74.47022543	1	478234276.5	1.36938E+11	2.46337E+11	1.88213E+11	3.29036E+11	1.42598E+11	2.56519E+11	1.98072E+11	3.44458E+11	1.27665E+11	1.97651E+11	52959.95672	41851540984	75286737076	86472449422	1.9441E+11	3.34724E+11	1.22743E+11	1.48249E+11	2.66685E+11	2.05844E+11	3.57791E+11	1.32724E+11	18870	31648.20136	55009.80633	20410	46412694854	83491796773	3.48375E+11	5651254394	10166041529	13651149127	5659792397	10181400543	15422443241	NaN	NaN	13651149127	-9734018207	1.7989	1.798916667	2.009315834	1.116969167	2.148817306	97.55668703	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
5155413881	6.69746E+12	3037490281	2.90703E+12	6.45698E+11	2.91423E+12	3.30601E+12	1518752895	2.93013E+11	1.11636E+12	3166614734	6.10935E+11	6648146501	4.04386E+12	6266988276	1.20909E+12	12413859561	1.25222E+13	9155185918	15347965337	1.42391E+13	631393361.4	93669910.62	NaN	3034340890	716217931.3	122575179.9	NaN	-998394336.8	11911699863	20154878233	NaN	-1299463997	3.69453E+12	12.37815553	NaN	NaN	16940963265	3.26842E+12	29996183756	2.77907E+13	17722536671	3.41921E+12	30848376502	2.76229E+13	38039824697	69756824682	2243820.772	3888949360	7.50295E+11	NaN	29608000000	2.462E+13	17364655812	15784833865	3.04537E+12	27679513039	2.489E+13	33880720588	1410	2248.417189	2021820.999	2750	2035946553	3.92795E+11	2.462E+13	-1937702807	-3.73841E+11	NaN	781573406.1	1.50789E+11	7.47784E+11	94314003.88	18196000768	-4.96957E+11	-3.00293E+12	192.93	192.93	89.8849831	0.465894278	NaN	103.9458333	2
29782000000	4.43264E+11	91005795844	8.59215E+11	3.9419E+11	1.07662E+12	4.56717E+11	80831882941	2.7887E+11	8.66495E+11	1.04177E+11	3.5941E+11	81259874971	6.72702E+11	1.30223E+11	4.4927E+11	1.10814E+11	9.17366E+11	86776813474	1.1577E+11	9.58389E+11	6256905999	8711023781	2404848757	29565216983	615132695.5	14352409468	NaN	77658752453	2.50871E+11	2.73603E+11	NaN	57832243750	3.65919E+11	37.46996156	-23354499648	-3.50916E+11	NaN	NaN	NaN	NaN	2.97832E+11	1.02752E+12	3.31254E+11	2.74225E+12	5.86088E+11	9.3092E+11	2570.562101	1.06868E+11	3.68694E+11	1.06317E+12	NaN	2.6649E+12	3.27963E+11	2.97809E+11	1.02744E+12	3.31229E+11	2.74204E+12	5.86043E+11	310	310.4908334	2570.367446	550	1.07224E+11	3.69923E+11	2.66261E+12	-23000000	-79350001.1	-2297888648	NaN	NaN	NaN	378000000	1304100018	3480387926	-77344986922	3.450000048	3.452791667	1.753183197	0.508169036	2.192976736	146.8421096	2
2472751138	1.20116E+12	2633592403	2.08531E+12	1.0476E+12	2.24344E+12	1.15431E+12	2297316943	8.88149E+11	9.14795E+11	1272637183	4.92005E+11	1620531499	1.06358E+12	3450425762	1.33394E+12	4362158511	2.86294E+12	4524800057	5428563402	3.56284E+12	246400907.5	8445268.025	NaN	493529892.7	17238.83697	540528077.8	NaN	2037831619	9449473753	9396777867	NaN	1735241942	1.1826E+12	59.1652177	-2380011520	NaN	10272542762	3.97139E+12	10049724500	6.59577E+12	10621157923	4.10617E+12	10574478164	6.94017E+12	19199652922	30495991087	640655.8723	2768911016	1.07047E+12	1.86547E+12	10546000000	6.92162E+12	9640222452	10483548962	4.05297E+12	10437636592	6.85036E+12	18950899979	890	963.5109975	632365.3113	1750	2531361512	9.78631E+11	6.8318E+12	-137608961.2	-53199998976	-89818473526	348615161.5	1.34776E+11	3.8063E+11	-3621288.521	-1400000000	-2502737290	-18553019369	386.6027222	346.3059036	213.8668122	0.553195309	251.2111543	146.1629486	1
6582201765	2.0078E+13	6198439383	NaN	1.22191E+12	3.48631E+13	1.58347E+13	6106871775	1.18633E+12	2.34943E+13	7853945511	1.52571E+12	14654717504	3.92438E+13	12640077559	2.45547E+12	21788708368	6.7171E+13	15124361147	32081064602	8.57973E+13	898591072	206731515.3	NaN	3394510859	59077264.77	1010023383	NaN	4705939198	29109579141	56660280156	NaN	4328886856	2.48706E+13	3.726806402	-673097792	-2.98567E+12	33871310480	6.57987E+12	63093725176	1.76563E+14	34942483688	6.78796E+12	64194410101	1.82139E+14	1.05985E+11	1.68343E+11	5946268.263	8684931846	1.68714E+12	4.90738E+13	65002000000	1.86931E+14	37573384908	33573190647	6.52196E+12	61541774350	1.74655E+14	1.01832E+11	1230	2009.149835	5701960.068	3320	8100638805	1.57364E+12	1.79501E+14	-1369293041	-2.66E+11	-7.4305E+12	1071173208	2.08087E+11	NaN	782453166.1	1.52E+11	NaN	4.79252E+12	194.2608333	194.2614167	64.04609305	0.32969123	97.57641371	109.6541667	2
26713524.3	10053999616	33996141.19	15112999936	13272999936	16892999680	27307999232	60781856.22	21048999936	24166000640	5954306.043	2062000000	6299114.08	2369999872	21039324.34	7286002176	22344577.59	8406999040	80666115.69	83801711.97	31530000384	6322000.095	216149.4559	1242490.128	13115607	NaN	NaN	NaN	12614433.19	146608668.4	NaN	NaN	17477934.69	10820040317	87.78060601	NaN	-2000	145889732.8	50522198016	149785806.1	57555083264	162487294.8	56270000128	170376071.3	64102998016	313619475.7	498141126.5	161716.5829	-2379413.787	-824000512	405039741.1	172412000	64869038717	131211940.7	160966765.5	55743434752	NaN	63494195363	310684676.4	330	NaN	160180.7189	780	25730181.17	8910464661	64260236029	-1520523.563	-526563392	-608802688	16597556.09	5747800064	6547915776	NaN	NaN	NaN	766040701.1	346.304	346.302969	179.4212557	0.51810333	NaN	NaN	0
33573415.15	1504631000	80357596.05	3394103079	7002251500	3778103079	6208631100	25988186.48	2082820606	1050917257	14076503.93	1128160000	NaN	NaN	33973071.19	2722768394	40059256.69	1505730743	130689950.3	157734857.4	5538950143	6543119.015	247027.9496	381168.66	18772503.1	NaN	NaN	NaN	53067000.47	190515688.4	198982400.6	NaN	58982532.09	1449221646	188.7411125	387751436	-42695.10041	NaN	NaN	NaN	NaN	190651208	15279722000	237994645.6	8095598143	265724128.2	422065996.7	24327.54306	-22889035.98	-1834439500	-981306375	261311000	8040188789	161763167.2	187959833.3	15064022045	235322083.1	7981117073	261972968.2	490	707.1507269	23983.52362	790	45292456.08	3629959364	7925707719	-2691374.687	-215699955.1	-114481070.1	NaN	NaN	NaN	68070443.23	5455498865	2895463504	-55409354.07	80.1449	80.14491667	57.50220013	0.71747797	64.82659203	NaN	1
1480444811	1.61806E+11	1003963883	1.27196E+11	49123668869	1.10701E+11	2.04416E+11	643003000.7	35879567440	81797903915	1189120940	66352948445	1578880220	1.4736E+11	1555064757	86772613458	2098699126	1.96004E+11	2672279804	4467603473	3.71334E+11	226113923.9	10977304.51	22509502.24	311506760.4	884309.706	NaN	NaN	450759223.2	4869094711	7458884019	NaN	642502030.7	2.04958E+11	43.30863082	NaN	NaN	4870347562	2.71765E+11	7292403983	6.49135E+11	5477895476	3.05667E+11	7907194502	7.05787E+11	9955880327	15813537825	255196.7673	884266175.6	49342052600	NaN	8367000000	7.48938E+11	5087375556	5203995284	2.90383E+11	7487587182	6.68339E+11	9458076463	1840	2707.34483	241656.6562	3420	762265983.6	42534441886	7.11491E+11	-273900192	-15283630714	-37447303063	607547913.4	33901173568	56651695793	37500000	2092500000	NaN	43151268880	55.8	55.98589167	30.70211348	0.550217087	34.21179875	109.915	2
7687419029	4595817756	6512471626	9665906407	5156822507	11578790690	10170705846	3005057965	2504445359	3630540950	1925451343	1604690404	4764535635	4271844252	4202161586	3502123487	8615857498	8385050237	14819858953	18149562173	19795595866	1468494817	141330865.6	NaN	2640320711	536482.2609	52776293.02	NaN	NaN	21053002676	32237121232	NaN	NaN	7371746169	51.81167126	-235976057	-2201004966	22027078504	18357587496	30225261122	31811187052	24226283927	20190427288	35685295198	38968878630	NaN	NaN	3837.366094	3268801040	2724251475	NaN	NaN	41744807043	24322203648	23746636162	19790684044	34951000547	38181800386	NaN	2400	3441.715265	3759.860467	NaN	NaN	NaN	NaN	-479647765.2	-399743244	NaN	2199205424	1832839792	7157691578	NaN	NaN	NaN	2775928413	0.83341	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	864597.8234	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.833333	NaN	NaN	NaN	NaN	3
1391979253	1931981058	741359269.5	1147916629	709069598.2	1422473265	2044913434	226462089.3	200418949.1	257900183.6	464314855	410918646.7	675823387.2	717048613.8	852756222.2	754689256.7	1216154779	1290340221	2011516267	2561109070	2717336723	107482777.3	14929751.7	NaN	345325307.3	97542.22926	NaN	NaN	459130534.1	2750717350	4045482764	NaN	551586017.4	1901938320	56.1297472	59801050.45	NaN	3090734579	2735300102	4020336595	4265577128	3090734455	2735299993	4593000516	4873173548	4624571116	7778998987	8896.759905	696568751.8	616463345.4	2119248588	NaN	4843130809	2788391947	3096140200	2740084077	4600950750	4881608746	4632659565	5090	8399.773528	8912.159713	8460	804455841.3	711943419.6	4851329720	5405744.673	4784084.036	8198911.084	NaN	NaN	NaN	46334954.34	41006434.59	70276380.72	-30042738.37	0.885	0.518143083	0.591471063	0.668328885	0.72757713	97.7925184	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	845365.9869	93250990.23	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15	NaN	NaN	NaN	NaN	NaN	3
2.34067E+11	2.84049E+11	2.1296E+11	2.794E+11	2.42592E+11	2.95437E+11	2.70594E+11	17787736304	19749723618	16293584603	2.72407E+11	3.02454E+11	3.28747E+11	3.62259E+11	3.6231E+11	4.02273E+11	4.46901E+11	5.01694E+11	5.45731E+11	7.41393E+11	8.46904E+11	NaN	NaN	NaN	1.39799E+11	1949289.015	2041344938	NaN	70371264494	8.77756E+11	1.16553E+12	NaN	NaN	2.67513E+11	72.54156231	-6581886733	-18615102619	9.25828E+11	1.02795E+12	1.206E+12	1.36489E+12	1.01248E+12	1.12416E+12	1.35387E+12	1.54967E+12	1.11652E+12	1.78765E+12	19939.04483	2.15796E+11	2.39598E+11	2.92355E+11	1.3344E+12	1.53314E+12	8.46125E+11	1.0196E+12	1.13206E+12	1.36321E+12	1.56044E+12	1.12437E+12	10890	17539.9784	20077.66122	14470	2.1017E+11	2.33352E+11	1.54403E+12	7119319669	7904580628	10896623090	86650799863	96208383088	1.8478E+11	-3096376622	-3437906963	10896623090	-16536138610	1.1103	2.171483333	1.006837574	0.906815792	1.043294987	101.2158333	3
59766665.61	283111015.7	25003703.26	119431396.9	67510000	119431396.9	317011633.2	28370369.87	76600000	131443126.6	6259259.149	16900000	17239443.84	32682827.79	13629629.39	36800000	31383227.86	72050324.72	51803702.79	121389880.7	357398473.6	6065079.767	200710.209	106032.5289	11421236.15	NaN	NaN	NaN	7022264.209	98046797.53	199490852.9	NaN	12781353.93	285485614.4	45.9487903	NaN	NaN	93803702.05	253270000	203904269.2	581764588	112074072.1	302600000	230820234.6	658559230.8	260077815.7	413097610.7	9018.64138	18403703.38	49690000	81321820.13	184035000	660933829.6	106572879.6	109574066.2	295849984	225865271.6	643971767.3	254276330.5	1460	3093.112645	8818.873317	3480	18444253.05	49799484.12	649175074.5	-2500005.882	-6750016	-11758755.02	18270370.05	49330000	85936641.83	6666666.549	18000000	31845834.84	2374598.731	2.700000048	2.7	1.163497929	0.430925151	2.06202832	128.4516667	2
28542825362	2.90764E+11	19214682981	1.91156E+11	1.63252E+11	2.00951E+11	2.65614E+11	3409343715	27585000000	12120042062	13812507725	1.11757E+11	19507985798	1.68604E+11	19576442961	1.58393E+11	30379752570	2.81374E+11	49905944877	68008153000	6.24034E+11	5482241565	246595650.6	6128485.884	11521690768	NaN	283182945.3	NaN	5384671139	72657543099	1.00073E+11	NaN	10331005622	2.55795E+11	63.64909215	NaN	6479861211	72891731554	5.89767E+11	1.00762E+11	9.17529E+11	86365467804	6.98783E+11	1.21054E+11	1.09787E+12	80849130697	1.27806E+11	214404.9774	19081324929	1.54387E+11	1.91132E+11	1.1879E+11	1.0629E+12	71203406412	84468545297	6.83435E+11	1.18442E+11	1.0746E+12	79073368468	13910	23130.78828	209861.3302	15440	16906361906	1.36789E+11	1.03878E+12	-1896922506	-15348000000	-24113462550	13473736250	1.09016E+11	1.80339E+11	-1757261154	-14218000000	-24113462550	-34969598273	8.091	8.090991667	8.643049022	1.068230011	9.212856467	92.555	3
1491329244	46832042651	1181372852	15594758043	3516300160	17930527401	43479901275	1063238961	3088000000	15458195448	776081850.1	2254000128	2633924233	28239174503	1448869672	4208000000	3552744026	36473920476	3610019628	6219380527	50288401977	77108684.68	34444959.72	NaN	303991458	21104968.03	NaN	NaN	390605744	5552231872	9338093642	NaN	412164500.9	31650104587	16.14683081	-640	NaN	5565305367	16163500032	11179194167	1.02289E+11	6122128260	17780699136	11991720124	1.10119E+11	15638054072	24838884305	16626.4917	653297163.9	1897392512	21571499639	5565600000	94936879337	6639054401	5877328298	17069718528	11583974878	1.06206E+11	15012749459	1000	1749.027702	16035.69275	2270	694597201.9	2017341575	91740840672	-244800006.1	-710980736	-3196038665	556823201.7	1617200000	7831260805	596208393.5	1731587712	7783925589	-15181938064	2.904333	2.904333333	1.137014814	0.391489135	1.69047653	97.60912682	2
8188004804	70820462592	21948106094	60788699136	1.005E+11	67965202432	50582249472	5912377643	27800000512	14424976384	9123777006	42900000768	4675836133	25138321408	27945554135	1.314E+11	24928801741	1.09739E+11	24223734562	13791894851	67952672768	3079853580	321151773.7	28250160.32	6733262239	12639817.11	3609376039	NaN	7402831364	51882771235	35285275395	NaN	6511267154	28060756771	145.1268039	NaN	NaN	58081665033	2.731E+11	41335881808	1.92117E+11	63696299985	2.995E+11	44819051777	2.06371E+11	95630608829	1.51896E+11	9069.864355	14802215300	69600018432	45443710976	44496000000	1.63612E+11	60147874746	62266299490	2.92776E+11	43646373193	2.02583E+11	93483673796	2640	1918.225859	8903.387576	4110	14136093603	66467914117	1.58978E+11	-1429999950	-6723859968	-4633093632	5614631903	26400000000	35000000512	NaN	NaN	NaN	-42759705821	4.702000141	4.702316667	3.131842568	0.66606603	9.02324181	414.179403	2
