Exports of goods and services (current US$)	Exports of goods and services (constant LCU)	Gross fixed capital formation (current US$)	Gross fixed capital formation (constant LCU)	Gross capital formation (current LCU)	Gross capital formation (constant LCU)	Imports of goods and services (constant LCU)	Agriculture, value added (current US$)	Agriculture, value added (current LCU)	Agriculture, value added (constant LCU)	Manufacturing, value added (current US$)	Manufacturing, value added (current LCU)	Manufacturing, value added (constant 2000 US$)	Manufacturing, value added (constant LCU)	Industry, value added (current US$)	Industry, value added (current LCU)	Industry, value added (constant 2000 US$)	Industry, value added (constant LCU)	Services, etc., value added (current US$)	Services, etc., value added (constant 2000 US$)	Services, etc., value added (constant LCU)	Adjusted savings: education expenditure (current US$)	Adjusted savings: carbon dioxide damage (current US$)	Adjusted savings: net forest depletion (current US$)	Adjusted savings: consumption of fixed capital (current US$)	Adjusted savings: mineral depletion (current US$)	Adjusted savings: energy depletion (current US$)	Adjusted savings: particulate emission damage (current US$)	Adjusted savings: net national savings (current US$)	Adjusted net national income (current US$)	Adjusted net national income (constant 2000 US$)	Adjusted net savings, including particulate emission damage (current US$)	Adjusted net savings, excluding particulate emission damage (current US$)	Exports as a capacity to import (constant LCU)	GDP deflator (base year varies by country)	Discrepancy in expenditure estimate of GDP (current LCU)	Discrepancy in expenditure estimate of GDP (constant LCU)	Gross value added at factor cost (current US$)	Gross value added at factor cost (current LCU)	Gross value added at factor cost (constant 2000 US$)	Gross value added at factor cost (constant LCU)	GDP (current US$)	GDP (current LCU)	GDP (constant 2000 US$)	GDP (constant LCU)	GDP, PPP (current international $)	GDP, PPP (constant 2005 international $)	GDP per capita (constant LCU)	Gross domestic savings (current US$)	Gross domestic savings (current LCU)	Gross domestic savings (constant LCU)	Gross domestic income (constant 2000 US$)	Gross domestic income (constant LCU)	GNI, Atlas method (current US$)	GNI (current US$)	GNI (current LCU)	GNI (constant 2000 US$)	GNI (constant LCU)	GNI, PPP (current international $)	GNI per capita, Atlas method (current US$)	GNI per capita (constant 2000 US$)	GNI per capita (constant LCU)	GNI per capita, PPP (current international $)	Gross savings (current US$)	Gross savings (current LCU)	Gross national income (constant LCU)	Net income from abroad (current US$)	Net income from abroad (current LCU)	Net income from abroad (constant LCU)	Net taxes on products (current US$)	Net taxes on products (current LCU)	Net taxes on products (constant LCU)	Net current transfers from abroad (current US$)	Net current transfers from abroad (current LCU)	Net current transfers from abroad (constant LCU)	Terms of trade adjustment (constant LCU)	DEC alternative conversion factor (LCU per US$)	Official exchange rate (LCU per US$, period average)	PPP conversion factor, GDP (LCU per international $)	PPP conversion factor (GDP) to market exchange rate ratio	PPP conversion factor, private consumption (LCU per international $)	Real effective exchange rate index (2005 = 100)	Income
78085871261	2.01781E+11	99980329648	1.87859E+11	1.48653E+11	1.89011E+11	1.26488E+11	12361798820	18225000000	19831000000	51505121074	75934000000	47742298466	98554000000	99639829071	1.46899E+11	94517555178	2.54784E+11	2.4769E+11	2.33485E+11	5.29999E+11	18460412397	1984502078	NaN	66329783626	2947902107	2130734397	427426549.6	11894540571	3.17535E+11	3.03645E+11	29696095028	30123531134	1.21478E+11	68.03775082	1000000	3075000000	3.59691E+11	5.30293E+11	3.39955E+11	8.04614E+11	4.01214E+11	5.9151E+11	3.81363E+11	8.69385E+11	4.54534E+11	5.19722E+11	46463.8448	97609034796	1.43905E+11	NaN	3.7056E+11	7.89082E+11	4.10138E+11	3.88943E+11	5.73419E+11	3.69756E+11	8.45292E+11	4.40632E+11	21920	19761.44212	45176.18192	23550	85056040944	1.25398E+11	NaN	-12270908228	-18091000000	NaN	31933120803	47079000000	64668000000	14922336.02	22000000	NaN	-80303136181	1.4743	1.591828333	1.30135472	0.882693292	1.383314544	83.56736306	3
87232416630	82870226023	51659739884	50121764574	47724328000	51289741788	82263861958	4185771454	3765520000	3869839780	37828422632	34030449000	31654603227	35409795299	58843120276	52935271000	48935316132	54896273809	1.28957E+11	1.08935E+11	1.29935E+11	12395823246	363530305.3	NaN	31953090262	NaN	105912546.5	626972785	17568234627	1.78397E+11	1.50471E+11	28867642237	29494615022	83440562757	91.28578399	8926000	-2193014088	1.91986E+11	1.72711E+11	1.61507E+11	1.88701E+11	2.1333E+11	1.91911E+11	1.78943E+11	2.10231E+11	2.09241E+11	2.37173E+11	26355.37997	54280783682	48830993000	52466442588	1.8256E+11	2.10802E+11	2.17624E+11	2.10456E+11	1.89327E+11	1.76518E+11	2.07392E+11	2.06423E+11	27280	22128.91052	25999.39826	25880	49521324890	44549383871	2.0797E+11	-2873110271	-2584650000	-2831382815	21343484882	19200599000	21530447453	-1565205647	-1408059000	-2831382815	570336733.9	0.8996	12.379065	0.91717654	1.019538173	0.939061726	99.88083234	3
1009435000	1358299983	1579116690	935015808	1148060000	886338432	2117666368	806978874.2	624440000	592529408	370121628.3	286400000	530367485	474703200	1554226528	1202660000	2518510230	2253707776	1901990949	1520085646	1360186624	149026013.1	180737282.8	190657.4772	744094382.5	NaN	684408647.7	92374547.81	-624925752	3004440530	2730957367	-1433610875	-1341236327	881621523.8	87.01375453	113540000	1079101089	4263196350	3298860000	4700803820	4206423808	4446396218	3440620000	4418836182	3954110495	14373650272	16795514145	499.6980279	68424630.5	52946957.64	NaN	3695000000	3477432035	4042472270	4433134218	3430357869	4404053136	3943446217	14330778845	510	556.5592235	498.350337	1810	119168630.5	92212648.94	NaN	-13262000	-10262131.44	NaN	183199867.4	141760000	NaN	64006000	49527822.74	51468692.09	-476678459.5	0.773799687	0.773799687	0.239369954	0.309343565	0.363974312	NaN	2
71499782.36	NaN	53351551.05	NaN	27100000000	NaN	NaN	376536126.7	1.686E+11	5.81111E+11	64106503.89	28704700000	NaN	NaN	136901925.1	61300000000	137926420	2.87904E+11	299397363.5	263332629.6	2.28176E+11	33947921.53	1720108.773	81710948.67	67766257.84	NaN	NaN	1077030.075	-61831534.2	735993599.6	NaN	-112379790	-111302760	NaN	36.19900006	NaN	NaN	812835415.3	3.6396E+11	784351159.2	1.00395E+12	893770806.1	4.002E+11	851150976.9	1.10556E+12	2758704185	3223527378	177641.6382	-41729052.89	-18684842752	NaN	NaN	NaN	906190364.5	885470806.1	3.96484E+11	NaN	NaN	2733085487	150	NaN	NaN	440	5946633.803	2662699242	NaN	-8300000	-3716456140	NaN	80935390.78	36240100000	1.08029E+11	47800000.87	21403205627	NaN	NaN	447.7658	447.7658333	145.0681092	0.323982111	285.1825244	164.320536	0
1.78158E+11	1.78161E+11	52851744832	52432511199	48772000000	57352431388	1.74314E+11	3327406090	2994000000	2466929049	45587686152	41019800000	NaN	NaN	63454100911	57096000000	52455086437	59397392307	1.61728E+11	1.386E+11	1.71687E+11	7900320336	681792382.2	NaN	38332518337	NaN	NaN	771803551.3	NaN	2.21761E+11	1.92039E+11	NaN	NaN	1.84368E+11	88.06159309	-200000	-736137680.1	2.2851E+11	2.05613E+11	1.93703E+11	2.33551E+11	2.55599E+11	2.29988E+11	2.16764E+11	2.61167E+11	2.48849E+11	2.90315E+11	25597.07916	63918648589	57514000000	67406573363	2.2082E+11	2.67374E+11	2.6562E+11	2.60093E+11	2.34032E+11	2.20652E+11	2.65871E+11	2.53225E+11	26030	21626.22011	26058.05834	24820	NaN	NaN	2.71967E+11	4494332074	4044000000	4592240338	27089353190	24375000000	27615828834	-2819515448	-2537000000	4592240338	6207100041	0.8998	36.29864083	0.92420579	1.027123572	0.958743526	97.46585445	3
398987185.4	97178362575	396824569.9	1.91532E+11	2.34107E+11	1.91532E+11	1.64931E+11	891937598.9	5.262E+11	2.866E+11	199812995.8	1.1788E+11	173786300.7	69800001536	315246190.3	1.8598E+11	281462710.5	1.05727E+11	1127380498	1010530080	3.14473E+11	58987774.36	6943365.901	NaN	203479600	NaN	2791387.129	8167163.601	25223773.41	2114903470	1849799190	66342031.39	74509194.99	1.02503E+11	194.8613376	-98304	-13872.23413	NaN	NaN	NaN	NaN	2334564287	1.37728E+12	2035610257	7.068E+11	6578884399	7687382391	114838.9168	153826860.9	90750402560	1.23779E+11	2035100000	7.12124E+11	2284211793	2321174457	1.36938E+12	2023906043	7.02776E+11	6541151387	370	328.8386782	114185.1705	1060	228735773.7	1.34943E+11	7.081E+11	-13389830	-7899351620	-4023947704	160182638.7	94500003840	39800000512	123040604.3	72588001280	36973457718	5324392830	589.9515991	589.9517746	209.3485538	0.354857168	274.4316258	NaN	0
5876850220	2.41172E+11	9538112161	4.13951E+11	4.3303E+11	4.13951E+11	3.19177E+11	10795173340	4.90101E+11	4.48337E+11	6887488987	3.12692E+11	6405263860	2.80908E+11	10952199118	4.9723E+11	10321621708	4.54987E+11	20673698871	20169311552	8.65952E+11	679559464.3	137524794.1	391595675.7	3861189427	NaN	267531926.4	174340948.5	7092956777	41002538440	39719752784	6801522897	6975863845	2.32756E+11	108.5274812	NaN	NaN	42421071329	1.92592E+12	40804342598	1.76928E+12	44091754148	2.00177E+12	42415457211	1.84448E+12	96805895306	1.13117E+11	14779.07524	7356085729	3.33966E+11	3.38602E+11	42621000000	1.83606E+12	45109544563	45522855470	2.06674E+12	43804094901	1.90393E+12	99947957748	360	350.9849259	15255.47517	800	10954146204	4.97318E+11	1.89593E+12	1431101322	64972000000	59867000000	1670682819	75849000000	75202260559	492577092.5	22363000000	20606000000	-8415562129	45.4	46.90565167	20.67813775	0.455465589	21.9549118	NaN	0
7718195493	16884580088	1707685360	3368691465	3871178000	4313500019	15777348880	2112651389	3719027000	3505144095	2179505901	3836715008	1896826702	4273043493	3136339747	5521087037	2851619308	7000462036	6240590257	6043428111	14247805133	389133530.8	291705275.6	NaN	1569054169	49379545.77	2417725.833	240653011.3	708552638	11156434820	9942461084	513530610.3	754183621.6	16051900988	81.39802785	210.5165596	-121418436.5	11489581393	20225799501	10510502815	24753411263	13060786261	22991685702	11969608572	28245998473	45171773253	53942827531	3420.943509	2331095347	4103567005	NaN	12482000000	27413319372	10238529563	12777286261	22492623642	11716866499	27650904113	44191265843	1240	1419.059002	3348.870143	5350	2277606807	4009407919	26800206164	-283500000	-499062060	-613113208.3	1571204868	2765886201	3565924455	230000000	404882800	482792602.3	-832679100.6	1.76036	1.760358333	0.508983466	0.28913601	0.654256242	79.29767252	2
3995052939	NaN	867576257.6	NaN	498100000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	262641330	105283243.1	NaN	606340285.6	NaN	629892796.1	14320473.48	-58702120.67	4786001584	NaN	-545557303.2	-531236829.8	NaN	86.54201714	NaN	NaN	NaN	NaN	NaN	NaN	6183941092	2325100032	7257437617	2686671872	11798580098	13786561881	4395.466688	1369185083	514799904	NaN	NaN	NaN	6178444457	6022234665	2264300032	NaN	NaN	11490054159	10110	NaN	NaN	18800	547638164.9	205906475.5	NaN	-161706426.9	-60800000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.375990003	0.375999963	0.197066089	0.524125873	0.372320896	120.522842	3
1123990607	2019033600	1340672060	2121112698	2752779280	2474992896	4552439808	657042131.6	1156197000	1039523721	496855958.1	874317400	557129648.4	786088942.8	1129218087	1987085000	1266203746	1786565779	1593550134	1890427515	2521197783	NaN	92822942.93	NaN	413470726.3	496347.6404	NaN	10893204.51	805961646.5	NaN	NaN	NaN	NaN	1263642233	111.2237245	NaN	NaN	3379810352	5947452076	3932864015	5347287283	4116699576	7244156000	4761808953	6513139200	13931495226	16278858933	1871.43846	-1360989740	-2394933564	NaN	4336900000	5757747833	4960336310	4925981415	8668249204	5590222019	7552782534	16670219747	1430	1606.254091	2170.16208	4790	1219492171	2145940301	6667579911	809281839	1424093204	909832078.4	736889224.1	1296703924	1165851917	1771167488	3116723324	2275329042	-755391367.3	1.759699941	1.759667583	0.5199841	0.29549589	NaN	NaN	2
8988772546	4.9026E+12	3947775754	2.34386E+12	1.87561E+11	2.4078E+12	5.50484E+12	1836051856	84693400000	1.09244E+12	4486997052	2.06976E+11	2918978069	2.09316E+12	5374126344	2.47898E+11	3685632776	2.64303E+12	6025257978	4493384994	3.22228E+12	814866139.8	329484737.8	NaN	1572460318	NaN	95290395.17	NaN	1757021735	13461364115	10497689308	2147335978	2147335978	5.08659E+12	8.409912445	3034000000	-40436617478	13235436178	6.10524E+11	9735928178	6.98179E+12	15222014828	7.02161E+11	11642762781	8.34921E+12	45474093128	53136173480	829199.3452	3327005290	1.53468E+11	NaN	11843000000	8.5332E+12	15627845366	15129114828	6.97876E+11	11570230674	8.29711E+12	45196564607	1550	1149.094317	824024.9559	4490	3329705290	1.53593E+11	NaN	-92900000	-4285291200	NaN	1986578651	91636900000	1.89385E+12	95600000	4409836800	53430080487	1.83989E+11	46.128	46.12762	15.44090386	0.334740372	22.39268082	NaN	2
362282369.2	717489973.4	129487406.7	255928688	258974813.4	259828688	819336945.2	98372765.2	196745530.4	197170608.3	64619550.37	129239100.7	59476987.84	118953975.7	119022084.5	238044168.9	113080071	226160142	370287856.4	376287858	752575716.1	34077381.04	2118670.562	NaN	29800000	NaN	NaN	38690.50308	76192200.84	629972440.7	637672184.2	108112220.8	108150911.3	756783492	101.8018376	-85890785.61	-81122113.49	587682706.1	1175365412	587953233.2	1175906466	688872472.7	1377744945	676679801.4	1353359603	977182961.2	1141831750	5674.463743	99542232.84	199084465.7	200638992	674753000	1392653121	643439406.4	659772440.7	1319544881	647224098.6	1294448197	935903832.6	2700	2713.727877	5427.455754	3920	105992200.8	211984401.7	1335143277	-29100032	-58200064	-57509844	101189766.6	202379533.3	177453136.4	17499968	34999936	34584892	39293518.53	2	2	1.409915031	0.704957516	1.557567267	109.4923418	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	21915236	21915236	30418058.72	NaN	NaN	NaN	NaN	203498620	203498620	243354353.6	311250953.9	2749771144	2631904701	3454585107	NaN	2643093.968	NaN	451676841.7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	78.38570529	NaN	NaN	2975185000	2975185000	2904959723	3805029231	3130748000	3130748000	3079431841	3994029254	NaN	NaN	64419.82667	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	155563000	155563000	187357134.1	NaN	NaN	NaN	NaN	1	1	NaN	NaN	NaN	NaN	3
1673895611	5474629738	1967444369	5087830236	11053117760	5256560611	7364052029	1072845939	5911520596	2996265350	1188975553	6551409864	1061364047	3530213140	2220684986	12236262963	2152394909	7059169797	4019671867	3781201365	9691421288	406090628.1	59071052.5	NaN	843149149.3	NaN	183241203.7	99901775.58	246304849.2	7308922923	7084219562	310304375.3	410206150.8	4452151877	215.6059192	NaN	NaN	7313202792	40296698103	6977831400	19746856435	8497499276	46822325684	8157584561	21716623481	24633512015	28784093927	2724.373078	911162928.2	5020626186	2344660460	8222200000	20694145620	8000763299	8335313276	45928659740	7997447225	21317493936	24163348894	1000	1003.2881	2674.30186	3030	1089576928	6003710519	20295016075	-162186000	-893665944.2	-399129545.3	1184296483	6525627582	1969767046	340386000	1875571110	837668537.5	-1022477861	5.51013	5.510133333	1.900757215	0.344956873	2.471204966	123.5683333	1
58500651003	98648903680	1.4319E+11	2.05498E+11	1.66755E+11	2.05498E+11	1.47213E+11	41226453382	47844000000	52309981311	1.17276E+11	1.36101E+11	92717035947	1.69626E+11	1.91466E+11	2.222E+11	1.50501E+11	2.75342E+11	5.13522E+11	3.32837E+11	6.08924E+11	38658756526	1796297005	NaN	98914926097	3058497270	2119069222	2715813835	11023311300	7.21431E+11	5.39018E+11	40005338139	42721151974	1.1426E+11	86.82003012	19520	21552717177	7.46215E+11	8.65995E+11	5.1193E+11	9.36576E+11	8.43827E+11	9.79275E+11	6.16527E+11	1.12794E+12	1.12903E+12	1.31926E+12	6658.04044	1.26818E+11	1.47175E+11	NaN	6.2506E+11	1.14355E+12	8.25865E+11	8.25523E+11	9.58034E+11	6.02852E+11	1.10292E+12	1.10454E+12	4870	3558.54434	6510.356871	6520	1.09951E+11	1.276E+11	NaN	-18303293274	-21241283000	NaN	97611667903	1.1328E+11	1.91361E+11	1459542600	1693824000	NaN	15611016446	1.160517	1.160516667	0.867362014	0.747392769	1.107632962	NaN	2
1253915260	609095296	432158286.9	206718064	879100000	209072538	634138304	112681647.8	226636608	53900000	190032691	382212768	138357417.9	90900000	419577115.1	843895488	333051948.1	200700000	1408625206	1551525379	673800032	112014250.1	6523827.176	NaN	293171260.4	NaN	4306457.581	522361.2791	92112478.97	NaN	NaN	NaN	NaN	610418596	420.4760841	78700320	71350	1940883969	3903700096	1966579277	928400032	2364540277	4755800064	2437827351	1131051264	3964319626	4632280952	4253.015759	388355709.4	781099872	184029488	2460100000	1132374564	2180511334	2308755368	4643599872	2379360299	1104327049	3870792267	8200	8946.948002	4152.526497	14560	385320800.5	774995759.6	1105690526	-55784908.84	-112200192	-26684038	423656307.4	852099968	202651232	52503353.77	105600000	25114388	1323299.999	2.011300087	2	1.199651015	0.596455508	1.467510243	NaN	3
