Exports of goods and services (current US$)	Exports of goods and services (constant LCU)	Gross fixed capital formation (current US$)	Gross fixed capital formation (constant LCU)	Gross capital formation (current LCU)	Gross capital formation (constant LCU)	Imports of goods and services (constant LCU)	Agriculture, value added (current US$)	Agriculture, value added (current LCU)	Agriculture, value added (constant LCU)	Manufacturing, value added (current US$)	Manufacturing, value added (current LCU)	Manufacturing, value added (constant 2000 US$)	Manufacturing, value added (constant LCU)	Industry, value added (current US$)	Industry, value added (current LCU)	Industry, value added (constant 2000 US$)	Industry, value added (constant LCU)	Services, etc., value added (current US$)	Services, etc., value added (constant 2000 US$)	Services, etc., value added (constant LCU)	Adjusted savings: education expenditure (current US$)	Adjusted savings: carbon dioxide damage (current US$)	Adjusted savings: net forest depletion (current US$)	Adjusted savings: consumption of fixed capital (current US$)	Adjusted savings: mineral depletion (current US$)	Adjusted savings: energy depletion (current US$)	Adjusted savings: particulate emission damage (current US$)	Adjusted savings: net national savings (current US$)	Adjusted net national income (current US$)	Adjusted net national income (constant 2000 US$)	Adjusted net savings, including particulate emission damage (current US$)	Adjusted net savings, excluding particulate emission damage (current US$)	Exports as a capacity to import (constant LCU)	GDP deflator (base year varies by country)	Discrepancy in expenditure estimate of GDP (current LCU)	Discrepancy in expenditure estimate of GDP (constant LCU)	Gross value added at factor cost (current US$)	Gross value added at factor cost (current LCU)	Gross value added at factor cost (constant 2000 US$)	Gross value added at factor cost (constant LCU)	GDP (current US$)	GDP (current LCU)	GDP (constant 2000 US$)	GDP (constant LCU)	GDP, PPP (current international $)	GDP, PPP (constant 2005 international $)	GDP per capita (constant LCU)	Gross domestic savings (current US$)	Gross domestic savings (current LCU)	Gross domestic savings (constant LCU)	Gross domestic income (constant 2000 US$)	Gross domestic income (constant LCU)	GNI, Atlas method (current US$)	GNI (current US$)	GNI (current LCU)	GNI (constant 2000 US$)	GNI (constant LCU)	GNI, PPP (current international $)	GNI per capita, Atlas method (current US$)	GNI per capita (constant 2000 US$)	GNI per capita (constant LCU)	GNI per capita, PPP (current international $)	Gross savings (current US$)	Gross savings (current LCU)	Gross national income (constant LCU)	Net income from abroad (current US$)	Net income from abroad (current LCU)	Net income from abroad (constant LCU)	Net taxes on products (current US$)	Net taxes on products (current LCU)	Net taxes on products (constant LCU)	Net current transfers from abroad (current US$)	Net current transfers from abroad (current LCU)	Net current transfers from abroad (constant LCU)	Terms of trade adjustment (constant LCU)	DEC alternative conversion factor (LCU per US$)	Official exchange rate (LCU per US$, period average)	PPP conversion factor, GDP (LCU per international $)	PPP conversion factor (GDP) to market exchange rate ratio	PPP conversion factor, private consumption (LCU per international $)	Real effective exchange rate index (2005 = 100)	Income
1.46508E+11	2.59847E+11	2.09161E+11	3.02914E+11	2.79164E+11	3.04396E+11	2.29127E+11	20557801737	27457000000	26019000000	74252770291	99172000000	53189204771	1.09798E+11	1.86176E+11	2.48656E+11	1.1581E+11	3.1218E+11	4.58106E+11	3.22344E+11	7.31704E+11	33169390033	2606812619	NaN	1.27489E+11	21069752766	14248545540	287878563.2	28738143686	5.58794E+11	4.00346E+11	36390875299	36678589310	2.12456E+11	87.03300065	-2000000	1148000000	6.64839E+11	8.87959E+11	4.52041E+11	1.0699E+12	7.49805E+11	1.00144E+12	5.0474E+11	1.15064E+12	7.10453E+11	6.8786E+11	55592.30647	1.97522E+11	2.6381E+11	NaN	5.1638E+11	1.10325E+12	7.10625E+11	7.21601E+11	9.6377E+11	4.85178E+11	1.10915E+12	6.83729E+11	34330	23440.90562	53587.71945	33030	1.68923E+11	2.25614E+11	NaN	-28204552261	-37670000000	NaN	59518568434	79493000000	80905000000	-485923929.3	-649000000	NaN	-47390691172	1.3356	1.327973441	1.409579771	1.055390664	1.501334007	99.42082851	3
1.8315E+11	1.42245E+11	69266999188	54024121000	57831201000	56589959000	1.28673E+11	4813061930	3836689000	3519322000	58191637364	46386940000	41577631991	46509995000	86439039016	68904102000	60508717570	67879466000	2.03039E+11	1.32932E+11	1.58557E+11	17009496284	498220802.1	NaN	49072623287	51108717.49	594296187.9	740162373.9	34884146221	2.71742E+11	1.80914E+11	49949576341	50689738715	1.41367E+11	101.8844718	448298000	438968000	2.94291E+11	2.34591E+11	1.96817E+11	2.29956E+11	3.24954E+11	2.59034E+11	2.16404E+11	2.54243E+11	3.02491E+11	2.86825E+11	30747.89835	88994126510	70940867000	69283887764	2.158E+11	2.53365E+11	3.2779E+11	3.2146E+11	2.56249E+11	2.14074E+11	2.51517E+11	2.99238E+11	39640	25889.88694	30418.19347	36190	83896491426	66877333071	2.5063E+11	-3494650256	-2785729000	-2734203701	30663719467	24443308000	24287110000	-2487607588	-1982974000	-2734203701	-878829236	0.797141	NaN	0.856336558	1.074259834	0.876242738	99.24916041	3
13954517349	5995316064	6231924338	4496725540	5597500000	4519151447	6588022121	1487858225	1329300000	1078929549	1211508119	1082400000	501793009	449127734.8	13629723771	12177230000	7482941661	6696166491	4718098830	3963280770	3546380105	517753029	271591003.1	119686.5769	1696491921	NaN	8976884509	130066499.6	8276280132	7628195616	7132549262	-584628537.6	-454562038	11304217302	156.9055264	-609087360	-450583457.9	19835680825	17721830000	12652086604	11321476145	20982270733	18746230000	13351645755	11947463185	52385274480	50748148586	1408.143412	12087085053	10798987360	NaN	19027000000	17256364423	16040074576	18301691733	16351315212	10866686828	9730172125	45692821195	1890	1280.761717	1146.810629	5390	9972772053	8909992680	15730022526	-2680579000	-2394914788	-1526341897	1146589908	1024400000	642811111.2	566265984	505920093.8	468397500.6	5308901238	0.8934319	0.893445	0.357853045	0.400537574	0.370906381	NaN	2
93190299.78	1.12249E+11	175078521.4	1.80192E+11	1.80056E+11	1.75192E+11	5.3631E+11	494692505.3	5.08757E+11	5.0914E+11	148454894.8	1.52675E+11	NaN	1.5279E+11	209572698.8	2.15531E+11	103332114	2.15693E+11	429076663	509648562.8	4.41608E+11	52394275.89	1367833.815	123964044.6	219281817.9	4108450.174	NaN	1258912.312	-181568274.5	562669037.7	NaN	-259873239.5	-258614327.2	1.11799E+11	99.92477766	NaN	NaN	1133341867	1.16556E+12	911302482.2	1.16644E+12	1237332893	1.27251E+12	980424592.2	1.27347E+12	3832904322	3713119764	170378.158	-178772299.7	-1.83855E+11	-2.49319E+11	NaN	1.27302E+12	1173609048	1246160038	1.28159E+12	NaN	1.28289E+12	3860248296	160	NaN	171638.0775	520	59103709.3	60784027753	1.28244E+12	8827144.288	9078100000	9417095959	103991026.2	1.06947E+11	1.07028E+11	109000904.3	1.121E+11	1.16286E+11	-449969310.6	1028.43	1028.683553	331.9963559	0.322818622	445.2302848	104.3992033	0
3.23027E+11	2.51746E+11	83686574897	64260090457	71655000000	69920048143	2.38176E+11	3212731499	2561000000	2462324422	59231930110	47216200000	NaN	NaN	85455396222	68120000000	58963910701	66767643974	2.67778E+11	1.68203E+11	2.08357E+11	23346802821	737845022.3	34581222.13	63927586211	NaN	NaN	708263063.3	37922624605	3.39255E+11	2.1753E+11	59788738118	60497001181	2.49973E+11	102.2928009	-400000	-541974.5142	3.56446E+11	2.84138E+11	2.30225E+11	2.77587E+11	3.99966E+11	3.18829E+11	2.58691E+11	3.11683E+11	3.61138E+11	3.46468E+11	29549.10661	1.05134E+11	83807000000	81716902304	2.5652E+11	3.0991E+11	4.09814E+11	4.03384E+11	3.21554E+11	2.60872E+11	3.14332E+11	3.64225E+11	38850	24731.94493	29800.23604	34530	1.02011E+11	81316878900	3.12574E+11	3418466746	2725000000	2663921582	43519277016	34691000000	34096074134	-5168470823	-4120000000	2663921582	-1773025508	0.797141	NaN	0.8828449	1.107514104	0.925693479	99.57333689	3
537589167.9	NaN	861740710.3	NaN	4.50596E+11	3.71492E+11	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	162905649.6	25760870.19	13416920.98	382412197	NaN	NaN	17960858.87	1050219.268	4227562035	NaN	195267770.2	213228629.1	NaN	251.1610418	NaN	NaN	NaN	NaN	NaN	NaN	4734839067	2.4758E+12	2838973721	9.85742E+11	11067110536	10721245149	125225.9579	324725276.8	1.69796E+11	NaN	NaN	NaN	4605337323	4623391153	2.41753E+12	NaN	NaN	10806614589	590	NaN	NaN	1370	471912967.6	2.46759E+11	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	522.89	522.8901096	223.7078948	0.427829744	276.6716219	NaN	0
11744907683	5.54011E+11	15259008338	7.88083E+11	1.0248E+12	7.88083E+11	5.94085E+11	11694490768	7.85402E+11	5.98533E+11	10262462775	6.89227E+11	10675827401	4.68197E+11	16640008934	1.11754E+12	18046952445	7.95527E+11	31292287076	31366048056	1.34667E+12	1215928901	322200854.3	406786705.4	4724659289	NaN	2143794513	318790399	15362497803	58677022745	60039850552	14661096844	14979887243	4.46509E+11	146.0372533	NaN	NaN	59626786778	4.00454E+12	63208825722	2.74073E+12	61901116736	4.15728E+12	65463038830	2.84673E+12	1.80214E+11	1.74582E+11	19997.57632	11377188803	7.64092E+11	7.88009E+11	63586000000	2.73922E+12	70518018371	65952263252	4.42935E+12	69585208795	3.0245E+12	1.92008E+11	500	488.8197923	21246.4344	1350	21361399703	1.43463E+12	2.92553E+12	4051146516	2.72075E+11	1.86305E+11	2274329958	1.52744E+11	1.05991E+11	543910065.5	36529000000	25013000000	-1.07502E+11	67.16	68.93323333	23.06853986	0.343486299	26.3679824	NaN	0
20327119096	24219455004	9169159879	11509465284	16643509000	13405506680	33413570322	1996273328	3112789000	3198145771	4445776310	6932299000	2776431930	6254558933	8513053934	13274405000	4137368638	10156857894	17338816122	9812953983	23134726442	1248903202	338082924.7	NaN	4482365805	448910921.3	149987391.1	436874819	344054624.6	27276842797	15290232925	219101770.5	655976589.4	25955875336	122.232317	-486.8459396	63771528.62	27848143384	43423609979	15493840704	36489730107	33209188725	51783087979	17952499282	42364482035	85317654487	80905617481	5502.581112	4833276234	7536527632	NaN	17067000000	44100902366	31422789921	32358106915	50455996112	17475471212	41240768497	83131142059	4080	2269.830603	5356.625713	10800	4826420430	7525837376	43015189602	-851081810.7	-1327091867	-1085712764	5361045341	8359478000	5874751928	840357080.4	1310368795	1109553296	1736420332	1.5593	1.559266667	0.60694458	0.389241698	0.754463503	104.3391305	2
15662650602	NaN	4095321684	NaN	1454200000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	508770157.5	139443058.4	NaN	965746787.8	NaN	3961827556	38649409.62	5088444304	10541454088	NaN	1457294437	1495943847	NaN	140.9213385	NaN	NaN	NaN	NaN	NaN	NaN	15854942951	5961300000	11427017735	4230232315	22407560903	21707287811	5213.433794	7970956674	2997000000	NaN	NaN	NaN	14615065021	15469028432	5816200000	NaN	NaN	21862153511	18010	NaN	NaN	26940	6054191092	2276315309	NaN	-385914519	-145100000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.37599	0.376	0.266039665	0.707571119	0.315651872	102.1800363	3
4545598140	3356157360	3050969790	NaN	4563854000	NaN	4438259019	1029645950	1605321000	882854732.3	1175759733	1833127000	700588333.3	988503741.9	2440233468	3804568000	1494783498	2109083196	6415305625	4080294867	5441748117	NaN	189748946.5	NaN	1272132998	92990630.32	42368741.68	16593374.8	539704826.9	NaN	NaN	NaN	NaN	2466459491	189.7817593	NaN	NaN	9885185043	15411992000	6202872336	8433686045	12400102623	19333000000	7447772288	10186964266	27130857858	25461171511	2693.832397	-706720991.2	-1101848697	NaN	7586600000	9297266397	12652979651	12791995382	19944000000	7743782905	10462394530	27988301305	3350	2047.75954	2766.666948	7400	1919569156	2992800271	NaN	391892758.6	611000000	NaN	2369227760	3693863000	1753278221	1891853696	2949589097	NaN	-889697868.9	1.5591	1.559071956	0.712583439	0.457047937	0.883952357	NaN	2
22199813322	9.40257E+12	10963188548	5.45826E+12	2.55114E+13	5.90116E+12	1.26019E+13	3122227614	6.6958E+12	1.5236E+12	10408482319	2.23216E+13	6523162185	4.67767E+12	13569272648	2.91001E+13	8182059279	5.86748E+12	15324412398	7263299147	5.20863E+12	2104674175	426941462.1	NaN	3917279151	NaN	584102207.5	NaN	6228766381	32339737500	20589820909	7613097214	7613097214	1.17833E+13	549.300841	1.0348E+12	-3.52177E+11	32015912660	6.866E+13	17569977210	1.25997E+13	36961918859	7.9267E+13	20123008725	1.44305E+13	94801708412	91838999270	1482715.22	10353645859	2.2204E+13	NaN	21551000000	1.68113E+13	33759846645	36841118859	7.90079E+13	20046089741	1.43752E+13	94491874758	3470	2059.706113	1477032.141	9710	10436745859	2.23822E+13	NaN	-120800000	-2.59063E+11	NaN	4946006198	1.0607E+13	1.83082E+12	204500000	4.38562E+11	93634192727	2.38074E+12	2144.558574	2144.564167	836.1347209	0.389886633	787.6391951	NaN	2
744269595.4	1505445520	225330501.3	NaN	450661002.6	378690251.4	1263730286	153535842.1	307071684.2	358118953.6	125470525.6	250941051.2	117376771	234753542	215843868.6	431687737.2	202400323.8	404800647.5	681588433.5	596253829.8	1192507660	65343705.04	2811658.398	NaN	129531548	NaN	NaN	NaN	29033080.24	958272882	794510599	100692130.4	100692130.4	1253113829	107.1761844	42998234.21	-56265954.55	1050968144	2101936288	977713630.3	1955427261	1213104430	2426208860	1131878726	2263757451	1971550111	1909935931	7511.156628	219025004.1	438050008.3	NaN	993132000	2011425761	1099909573	1087804430	2175608860	1027991639	2055983278	1767911230	3650	3410.880528	6821.761057	5870	167691631.8	335383263.6	NaN	-125300000	-250600000	NaN	162136285.9	324272571.7	308330190.7	73950000	147900000	119885256	-252331690.2	2	2	1.230609786	0.615304893	1.478891267	100.1699972	1
1636720216	NaN	NaN	NaN	622983302.4	NaN	NaN	46389000	46389000	46389000	NaN	NaN	NaN	NaN	487858000	487858000	381436158.6	487858000	4645538000	3539295503	4645608000	NaN	3596896.329	NaN	799615840	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99.99870713	NaN	NaN	5179785000	5179785000	3954574126	5179855000	5414229000	5414229000	4174472363	5414299000	NaN	NaN	84863.62069	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	234444000	234444000	234444000	NaN	NaN	NaN	NaN	1	1	NaN	NaN	NaN	NaN	3
4783403254	9924795979	1637155322	3757082441	12721135622	3559962427	8811963417	1252491162	10034959188	3939811415	1297615554	10396495821	1396867530	4646134491	3166541118	25370327438	2715941557	8907423323	4607208549	4598771316	11786896789	577209412.4	72292550.16	NaN	1037019875	277339351.8	2383296956	131021395.3	1841216441	7356416587	7275680855	-279709448	-148688052.7	11233879942	336.3323033	NaN	NaN	9026240829	72318241523	8704819273	24634131526	11451297466	91747795297	10246990606	27278912666	37322982219	36156577705	2931.117357	2619016071	20983556764	5981878952	11839000000	28587996628	10417384462	11054072770	88565231035	9859711857	26281429786	36028315803	1120	1059.425385	2823.937888	3870	3044051268	24388938760	27590513749	-397224695.7	-3182564262	-997482879.5	2425056637	19429553775	2644781140	822230590	6587711487	2064727962	1309083962	8.012	8.011616667	2.4582118	0.306816251	2.597184313	99.45666667	1
1.5646E+11	2.03358E+11	1.78919E+11	2.23351E+11	3.97027E+11	2.23351E+11	1.77548E+11	51116268382	1.11229E+11	73624987378	1.53169E+11	3.33296E+11	1.12237E+11	2.05337E+11	2.6882E+11	5.84952E+11	1.79321E+11	3.2807E+11	6.15E+11	4.47077E+11	8.17926E+11	50821639894	2435225466	NaN	1.21698E+11	15912000462	25742903232	2366566632	63885491477	8.98642E+11	6.41495E+11	74115529904	76482096536	2.22496E+11	168.4495553	20965047936	16680127395	9.34936E+11	2.03442E+12	6.66642E+11	1.21962E+12	1.08892E+12	2.36948E+12	7.68867E+11	1.40664E+12	1.69832E+12	1.64524E+12	7483.807515	2.14065E+11	4.65805E+11	NaN	7.7784E+11	1.42578E+12	9.02547E+11	1.06199E+12	2.3109E+12	7.49648E+11	1.37148E+12	1.65633E+12	4800	3988.377763	7296.737118	8810	1.91448E+11	4.1659E+11	NaN	-26923253676	-58585000000	NaN	1.53982E+11	3.35064E+11	1.87022E+11	4304369545	9366308130	NaN	19137435424	2.176	2.175326667	1.395195557	0.641174429	1.585897195	NaN	2
