Exports of goods and services (current US$)	Exports of goods and services (constant LCU)	Gross fixed capital formation (current US$)	Gross fixed capital formation (constant LCU)	Gross capital formation (current LCU)	Gross capital formation (constant LCU)	Imports of goods and services (constant LCU)	Agriculture, value added (current US$)	Agriculture, value added (current LCU)	Agriculture, value added (constant LCU)	Manufacturing, value added (current US$)	Manufacturing, value added (current LCU)	Manufacturing, value added (constant 2000 US$)	Manufacturing, value added (constant LCU)	Industry, value added (current US$)	Industry, value added (current LCU)	Industry, value added (constant 2000 US$)	Industry, value added (constant LCU)	Services, etc., value added (current US$)	Services, etc., value added (constant 2000 US$)	Services, etc., value added (constant LCU)	Adjusted savings: education expenditure (current US$)	Adjusted savings: carbon dioxide damage (current US$)	Adjusted savings: net forest depletion (current US$)	Adjusted savings: consumption of fixed capital (current US$)	Adjusted savings: mineral depletion (current US$)	Adjusted savings: energy depletion (current US$)	Adjusted savings: particulate emission damage (current US$)	Adjusted savings: net national savings (current US$)	Adjusted net national income (current US$)	Adjusted net national income (constant 2000 US$)	Adjusted net savings, including particulate emission damage (current US$)	Adjusted net savings, excluding particulate emission damage (current US$)	Exports as a capacity to import (constant LCU)	GDP deflator (base year varies by country)	Discrepancy in expenditure estimate of GDP (current LCU)	Discrepancy in expenditure estimate of GDP (constant LCU)	Gross value added at factor cost (current US$)	Gross value added at factor cost (current LCU)	Gross value added at factor cost (constant 2000 US$)	Gross value added at factor cost (constant LCU)	GDP (current US$)	GDP (current LCU)	GDP (constant 2000 US$)	GDP (constant LCU)	GDP, PPP (current international $)	GDP, PPP (constant 2005 international $)	GDP per capita (constant LCU)	Gross domestic savings (current US$)	Gross domestic savings (current LCU)	Gross domestic savings (constant LCU)	Gross domestic income (constant 2000 US$)	Gross domestic income (constant LCU)	GNI, Atlas method (current US$)	GNI (current US$)	GNI (current LCU)	GNI (constant 2000 US$)	GNI (constant LCU)	GNI, PPP (current international $)	GNI per capita, Atlas method (current US$)	GNI per capita (constant 2000 US$)	GNI per capita (constant LCU)	GNI per capita, PPP (current international $)	Gross savings (current US$)	Gross savings (current LCU)	Gross national income (constant LCU)	Net income from abroad (current US$)	Net income from abroad (current LCU)	Net income from abroad (constant LCU)	Net taxes on products (current US$)	Net taxes on products (current LCU)	Net taxes on products (constant LCU)	Net current transfers from abroad (current US$)	Net current transfers from abroad (current LCU)	Net current transfers from abroad (constant LCU)	Terms of trade adjustment (constant LCU)	DEC alternative conversion factor (LCU per US$)	Official exchange rate (LCU per US$, period average)	PPP conversion factor, GDP (LCU per international $)	PPP conversion factor (GDP) to market exchange rate ratio	PPP conversion factor, private consumption (LCU per international $)	Real effective exchange rate index (2005 = 100)	Income
75720789074	1.73338E+11	96550075873	1.60733E+11	1.27863E+11	1.6265E+11	1.04628E+11	13762518968	18139000000	18316000000	52521244310	69223000000	45732407479	94405000000	1.02193E+11	1.34691E+11	89180761860	2.40398E+11	2.44369E+11	2.1242E+11	4.82184E+11	18924768802	1830148583	NaN	65587253414	2671775392	3291352548	567010849.2	8013802339	3.17249E+11	2.78622E+11	25622094921	26189300688	1.02409E+11	66.53725358	-4000000	5170000000	3.60325E+11	4.74908E+11	3.13034E+11	7.40898E+11	4.03619E+11	5.3197E+11	3.50711E+11	7.99507E+11	4.02147E+11	4.77949E+11	43662.66179	95372534143	1.25701E+11	NaN	3.412E+11	7.28578E+11	3.78358E+11	3.88799E+11	5.12437E+11	3.38038E+11	7.72782E+11	3.87381E+11	20660	18460.9509	42203.15861	21160	80645061823	1.0629E+11	NaN	-14820182094	-19533000000	NaN	32803490137	43235000000	58666000000	48558421.85	64000000	NaN	-70928529805	1.318	1.277863333	1.322825348	1.003661114	1.385731689	91.84076534	3
83284766051	68402718036	57175370419	48323094695	45004565000	49222997260	72635525254	4964160385	3819425000	3809777887	40833190798	31417057000	29847306072	33388098112	64559203275	49671851000	46599475150	52275897030	1.40518E+11	1.0093E+11	1.20386E+11	11590868147	339369349.7	NaN	34733558617	NaN	179615607.4	677666085	16623852285	1.98256E+11	1.43569E+11	27018069390	27695735475	69591720810	91.1957587	378855000	-2180899934	2.10041E+11	1.61606E+11	1.5104E+11	1.76472E+11	2.34676E+11	1.8056E+11	1.68525E+11	1.97992E+11	1.94169E+11	2.23365E+11	24876.40574	54850354822	42201863000	46179192816	1.7324E+11	1.99181E+11	2.35803E+11	2.3317E+11	1.79401E+11	1.67429E+11	1.96713E+11	1.92922E+11	29630	21036.36125	24715.75515	24240	51357410903	39514391948	1.97909E+11	-1506839095	-1159362000	-1271289385	24635128672	18954268000	21520141378	-1466826098	-1128576000	-1271289385	1189002774	0.7694	10.5865575	0.929911476	1.208619023	0.954440214	104.875874	3
937639989.1	915665608.5	924622180.9	546888768	792420000	518417536	1378829550	786538014.4	676580000	599288192	331225296.4	284920000	595875639.7	533336000	1116461288	960380000	1814354927	1623589120	954057196	1448938662	1296523648	94182833.48	175452934.7	NaN	353964194.4	NaN	1061302621	74924863.68	-255436427.4	1699282185	1852261832	-1472934013	-1398009149	732652384.3	80.42887107	62700000	1168930394	2857056498	2457640000	3933035337	3519400960	3176749593	2732640000	3796903404	3397585921	11949163061	14431615523	437.6640372	94234360.18	81060396.62	NaN	3304900000	3214572697	3114588798	3114549000	2679135050	3727449394	3337606463	11715199064	400	480.1557895	429.9377126	1510	98527766.96	84753585.14	NaN	-62200593.22	-53504950.28	NaN	319693094.6	275000000	NaN	66632000	57316846.4	64252622.62	-183013224.2	0.8602	0.860252833	0.22868882	0.265855406	0.367699908	NaN	2
50580560.33	NaN	72696284.06	NaN	21600000000	NaN	NaN	463898280.7	1.40445E+11	5.51735E+11	54500412.88	16500000000	NaN	NaN	102394715.1	31000000000	130790297.4	2.73009E+11	244411876.2	258442294.1	2.23939E+11	33261958.53	1834428.918	96587634.44	65742569.06	2506821.622	NaN	1244711.108	-33273503.9	690288467.3	NaN	-102173568.1	-100928857	NaN	24.53203645	NaN	NaN	810704872	2.45441E+11	751759022.8	9.62229E+11	869033856.3	2.631E+11	825682991.4	1.07248E+12	2589170422	3127073575	174662.8841	-14975835.11	-4533934080	NaN	NaN	NaN	868857678.4	855125492.4	2.58889E+11	NaN	NaN	2547732307	140	NaN	NaN	410	32480638.48	9833513300	NaN	-13908363.9	-4210757169	NaN	58328984.31	17659100000	1.23323E+11	47300000	14320075000	NaN	NaN	302.75	302.7466667	101.6155591	0.335641814	200.9338017	152.2221019	0
1.80986E+11	1.54617E+11	55494462541	47897150734	43485000000	52253733733	1.51624E+11	3820195440	2932000000	2334546015	49529641694	38014000000	NaN	NaN	69395439739	53261000000	48711552904	55158411019	1.74048E+11	1.32354E+11	1.6395E+11	8532330877	664919335	NaN	41097719870	NaN	106908.0051	929157480.4	NaN	2.39802E+11	1.81254E+11	NaN	NaN	1.59247E+11	85.69807202	-1400000	-1120525754	2.47264E+11	1.89775E+11	1.8366E+11	2.21443E+11	2.75797E+11	2.11674E+11	2.05005E+11	2.47E+11	2.32034E+11	2.74566E+11	24319.046	65321172638	50134000000	59876344596	2.0935E+11	2.5163E+11	2.85324E+11	2.809E+11	2.15591E+11	2.0886E+11	2.51661E+11	2.36328E+11	28090	20563.8955	24778.03269	23270	NaN	NaN	2.56201E+11	5103583062	3917000000	4570697925	28532899023	21899000000	25557005724	-2882084691	-2212000000	4570697925	4630440402	0.7675	30.96151333	0.912254529	1.18860525	0.93682508	104.2807977	3
348650796.1	85611503616	366982228	89897705472	1.9333E+11	92579356672	1.59695E+11	831603810.2	4.25409E+11	2.546E+11	182520248.5	93368598528	164698614.5	66149998592	303046604.6	1.55024E+11	270872612	1.01749E+11	1073416675	901654898.3	2.80591E+11	58658281.16	7031977.517	NaN	192450764.5	NaN	8038888.412	9540474.105	-89172046.13	1961556241	1616494671	-55094460.51	-45553986.4	85407160119	177.3385781	-32768	NaN	2076556051	1.06227E+12	NaN	5.97943E+11	2208067090	1.12954E+12	1834412163	6.3694E+11	5735923002	6927567648	109402.6267	74671545.32	38198378496	18291881984	1819700000	6.36736E+11	1990428306	2162045894	1.106E+12	1796782723	6.23911E+11	5616373175	340	308.6202941	107164.5863	960	103309362.8	52848111382	6.23461E+11	-46021196.37	-23542235136	-13275312128	131511039.7	67274735616	38997262336	NaN	NaN	NaN	-204343496.5	511.552002	511.5524303	196.9240417	0.384954102	260.6552956	NaN	0
4507554844	1.84359E+11	8130446697	3.32535E+11	3.32535E+11	3.32535E+11	3.10913E+11	10021554847	4.09882E+11	4.09882E+11	6023251609	2.46351E+11	5617295190	2.46351E+11	9707688509	3.97044E+11	9007153983	3.97044E+11	19301564522	18387095616	7.89434E+11	546511669.3	133566807.7	420641940.1	3525647790	NaN	349004734.2	160810316.2	4630492900	37581867787	35840148217	4112980771	4273791087	1.84359E+11	100.0000319	NaN	NaN	39030807878	1.59636E+12	36816419947	1.59636E+12	40666015641	1.66324E+12	38247711533	1.66324E+12	84456265746	1.02002E+11	13868.57208	5036216984	2.05981E+11	2.05981E+11	38609000000	1.66324E+12	41605311674	41877162252	1.71278E+12	39406075200	1.71278E+12	86971607325	350	328.5792401	14281.61744	730	8156140690	3.33586E+11	1.71278E+12	1211149099	49536000000	49536000000	1635207763	66880000000	66880000000	933202899.2	38168000000	38168000000	NaN	40.90000153	41.79416833	19.69350749	0.481503833	19.98790429	NaN	0
5279978293	11509870648	1340585210	3236787956	142998000	1952714911	10051937864	1230216151	218837000	2513134188	2015116553	358459008	NaN	NaN	1871251954	332867653.9	2804041166	6883662092	4767717391	6367425533	15011651752	257910627.6	315114122.9	NaN	853282711.8	82961662.66	4096453.694	189497082.9	-111639226.2	7553873455	9601627604	-445397920.8	-255900837.9	10509052908	5.774429818	-265.7868209	222637135.2	7869185496	1399810062	10364028578	24408448032	8890314315	1581453562	11605673635	27387181276	38851129588	52302700418	3274.87159	1033543518	183851888.6	NaN	13354000000	26386363536	9651595226	8494214283	1510993308	11102603845	26201291475	37120152130	1150	1327.613877	3133.066678	4440	741643485.6	131927251.4	25166152079	-396100032	-70460254.19	-1220211457	1021128819	181643500	2784729779	104400000	18571194	312564719	-1000817741	0.177885	0.177888667	0.040705472	0.228830266	0.053863414	56.08453263	2
5364361716	NaN	755585132.3	NaN	330500000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	264516641.3	86829635.43	NaN	555977753.1	NaN	982124377.4	11975175.87	579394518.5	4538493822	NaN	-237018028.9	-225042853	NaN	92.25386778	NaN	NaN	NaN	NaN	NaN	NaN	6101861656	2294299904	6717911631	2486941696	10566459365	12761653533	4325.762977	1593616735	599199872	NaN	NaN	NaN	6244658977	6076595953	2284800000	NaN	NaN	10522707304	10860	NaN	NaN	18300	1135372272	426899959.5	NaN	-25265958.31	-9500000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.375999987	0.375999968	0.217130434	0.577474577	0.379143579	110.7701795	3
658000000	990158375	948238025	1426908544	1727868544	1727868544	3516717511	576711396.1	867835287	867835287	318626081.2	479468515	339816667.9	479468515	716013665.7	1077457337	763632961.5	1077457337	994618204.9	1122246576	1496701437	NaN	29840043.72	NaN	268798427.1	NaN	NaN	5964248.872	NaN	NaN	NaN	NaN	NaN	990158375	100	NaN	NaN	2287343267	3441994061	2531544289	3441994061	2786045392	4192441000	3065127656	4192441000	8676070985	10478534779	1268.256802	-530761970	-798690592.3	NaN	3157900000	4192441000	2875913712	2564045392	3858375408	2855791898	3858375408	7984737038	870	863.9066119	1167.198503	2420	NaN	NaN	3858375408	-222000000	-334065591.6	-334065591.6	498702125.2	750446939	750446939	1094000000	1646251158	1646251158	NaN	1.504799962	NaN	0.483218845	0.321118326	NaN	NaN	2
6839800000	3.99279E+12	3110630769	1.74926E+12	45118700000	1.94338E+12	4.43593E+12	2228061538	28964800000	1.17297E+12	4361807692	56703500000	2246116883	1.61066E+12	5049730769	65646500000	2818763887	2.02138E+12	5808969231	3584990973	2.57085E+12	793157369.5	334375626.6	4681016.772	1517512520	NaN	147906261.8	NaN	1412109863	13055961740	8696690518	1718520406	1718520406	4.07746E+12	2.77463932	NaN	-75869254664	13086761538	1.70128E+11	8178588050	5.86499E+12	14756861538	1.91839E+11	9641432739	6.91402E+12	36433285797	44002343107	680514.0722	2869338462	37301400000	NaN	9713000000	6.99869E+12	14726249832	14726061538	1.91439E+11	9620959018	6.89927E+12	36357243530	1450	946.9447853	679061.8695	3580	2929838462	38087900000	NaN	-30800000	-400400000	NaN	1670100000	21711300000	1.20067E+12	91300000	1186900000	43810723139	84663729515	13	13.22987667	5.265492689	0.405037899	8.211726927	NaN	2
320713855.4	603207658.7	130285913	257343008	260571825.9	257943008	661684417.5	98106681.85	196213363.7	180768875.9	64219494.75	128438989.5	59420959.83	118841919.7	116462319.3	232924638.6	113589762.7	227179525.4	338023381	346359027.9	692718055.9	29710867.14	1712133.656	NaN	29750000	NaN	NaN	64901.65574	106177590.9	587721333.4	602556497.3	134111422.7	134176324.4	658229585.8	101.7978858	-112953716.7	-113974988.7	552592382.1	1105184764	550333228.6	1100666457	641271333.4	1282542667	629945630.3	1259891261	880125303.4	1062972354	5675.185858	128602590.9	257205181.7	254585504	628094000	1314913188	617346360.9	617471333.4	1234942667	605544874.6	1211089749	847460530.9	2780	2727.679615	5455.359231	3820	135927590.9	271855181.7	1267908096	-23800000	-47600000	-47005092	88678951.25	177357902.5	159224803.4	18700000	37400000	36932572	55021927.12	2	2	1.457227354	0.728613677	1.616012763	107.6557057	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	21563120	21563120	27988798.91	NaN	NaN	NaN	NaN	223717370	223717370	290395583.1	371416828.6	2308074510	2367265853	3107225484	NaN	2649730.659	NaN	384243216.9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	73.34281984	NaN	NaN	2553355000	2553355000	2671001508	3498581662	2695390000	2695390000	2833500959	3675056408	NaN	NaN	59466.93216	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	142035000	142035000	174700207.9	NaN	NaN	NaN	NaN	1	1	NaN	NaN	NaN	NaN	3
1670370095	5252178185	1196558249	3106140796	6094908059	3140809712	5302818219	1049233927	5324452981	2998548948	1214988221	6165591374	1015119689	3376399336	2067809531	10493326922	1938082046	6356291862	3289541040	3380731104	8664994593	347678936.2	48551218.68	NaN	725663373	433486.2464	294406415.9	91119327.86	210883769	6212148743	6240336906	124158861.1	215278189	4390471095	190.5345448	NaN	NaN	6406584498	32510917761	6367564058	18019835402	7396952018	37536646679	7400329012	19700703999	21620440831	26112112448	2579.429042	853953746.6	4333482222	2228462605	7485100000	18838996910	7039273510	7232652018	36702888256	7233683862	19281654199	21140210809	920	947.1120543	2524.562514	2770	936653746.6	4753152469	18419947109	-164300000	-833758423	-419049800.3	990367519.4	5025728918	1680868597	250236000	1269850108	638230954.5	-861707089.6	5.07461	5.0746125	1.736164724	0.342127715	2.277952204	115.6775	1
55139787086	84699584657	1.4166E+11	1.89645E+11	1.43812E+11	1.89645E+11	1.2854E+11	40751169038	40959000000	50178933204	1.24137E+11	1.2477E+11	95065595228	1.73923E+11	1.92046E+11	1.93025E+11	1.48182E+11	2.71099E+11	5.06295E+11	3.20133E+11	5.85682E+11	34973753799	1674425951	NaN	98678683795	1672292275	3201219038	2858077648	19557040111	7.23965E+11	5.25224E+11	45137675229	47995752877	1.00894E+11	77.37840434	9238.909973	21324335857	7.39091E+11	7.42861E+11	4.95742E+11	9.0696E+11	8.39683E+11	8.43966E+11	5.96173E+11	1.0907E+12	1.05627E+12	1.27571E+12	6636.743589	1.27973E+11	1.28626E+11	NaN	6.0503E+11	1.10689E+12	7.33683E+11	8.27518E+11	8.31738E+11	5.87347E+11	1.07455E+12	1.04096E+12	4460	3573.922049	6538.490389	6330	1.18249E+11	1.18852E+11	NaN	-12165715849	-12227761000	NaN	1.00592E+11	1.01105E+11	1.83739E+11	2585066163	2598250000	NaN	16194045010	1.0051	1.0051	0.799008628	0.794954361	1.043198221	NaN	2
1206781631	621424704	298761965.9	153845632	568599968	145576013.5	578668480	121566663.1	244507040	62600000	164483970.4	330826624	128920498.3	84700000	331104095.5	665949696	282936507.9	170500000	1226541587	1454353419	631599968	130415150	4728750.098	NaN	241926468.6	NaN	5065429.793	494516.5787	111569587.6	NaN	NaN	NaN	NaN	621424729.9	390.5863337	99936	25586.5	1679212345	3377399936	1831646898	864699968	1982896516	3988199936	2200799782	1021080256	3462541749	4181888806	3864.259192	365733605.2	735600032	188332240	2218300000	1021080282	1896319887	1930989855	3883800064	2142408692	994351242.3	3371902131	7180	8107.905751	3763.103738	12760	353526944.1	711048773.5	994351235.9	-51906661.11	-104399872	-26729046	303684171.2	610800000	156380288	39576391.67	79600000	20379618	25.85894287	2.011300087	2	1.151812809	0.572670789	1.434148728	NaN	3
