Exports of goods and services (current US$)	Exports of goods and services (constant LCU)	Gross fixed capital formation (current US$)	Gross fixed capital formation (constant LCU)	Gross capital formation (current LCU)	Gross capital formation (constant LCU)	Imports of goods and services (constant LCU)	Agriculture, value added (current US$)	Agriculture, value added (current LCU)	Agriculture, value added (constant LCU)	Manufacturing, value added (current US$)	Manufacturing, value added (current LCU)	Manufacturing, value added (constant 2000 US$)	Manufacturing, value added (constant LCU)	Industry, value added (current US$)	Industry, value added (current LCU)	Industry, value added (constant 2000 US$)	Industry, value added (constant LCU)	Services, etc., value added (current US$)	Services, etc., value added (constant 2000 US$)	Services, etc., value added (constant LCU)	Adjusted savings: education expenditure (current US$)	Adjusted savings: carbon dioxide damage (current US$)	Adjusted savings: net forest depletion (current US$)	Adjusted savings: consumption of fixed capital (current US$)	Adjusted savings: mineral depletion (current US$)	Adjusted savings: energy depletion (current US$)	Adjusted savings: particulate emission damage (current US$)	Adjusted savings: net national savings (current US$)	Adjusted net national income (current US$)	Adjusted net national income (constant 2000 US$)	Adjusted net savings, including particulate emission damage (current US$)	Adjusted net savings, excluding particulate emission damage (current US$)	Exports as a capacity to import (constant LCU)	GDP deflator (base year varies by country)	Discrepancy in expenditure estimate of GDP (current LCU)	Discrepancy in expenditure estimate of GDP (constant LCU)	Gross value added at factor cost (current US$)	Gross value added at factor cost (current LCU)	Gross value added at factor cost (constant 2000 US$)	Gross value added at factor cost (constant LCU)	GDP (current US$)	GDP (current LCU)	GDP (constant 2000 US$)	GDP (constant LCU)	GDP, PPP (current international $)	GDP, PPP (constant 2005 international $)	GDP per capita (constant LCU)	Gross domestic savings (current US$)	Gross domestic savings (current LCU)	Gross domestic savings (constant LCU)	Gross domestic income (constant 2000 US$)	Gross domestic income (constant LCU)	GNI, Atlas method (current US$)	GNI (current US$)	GNI (current LCU)	GNI (constant 2000 US$)	GNI (constant LCU)	GNI, PPP (current international $)	GNI per capita, Atlas method (current US$)	GNI per capita (constant 2000 US$)	GNI per capita (constant LCU)	GNI per capita, PPP (current international $)	Gross savings (current US$)	Gross savings (current LCU)	Gross national income (constant LCU)	Net income from abroad (current US$)	Net income from abroad (current LCU)	Net income from abroad (constant LCU)	Net taxes on products (current US$)	Net taxes on products (current LCU)	Net taxes on products (constant LCU)	Net current transfers from abroad (current US$)	Net current transfers from abroad (current LCU)	Net current transfers from abroad (constant LCU)	Terms of trade adjustment (constant LCU)	DEC alternative conversion factor (LCU per US$)	Official exchange rate (LCU per US$, period average)	PPP conversion factor, GDP (LCU per international $)	PPP conversion factor (GDP) to market exchange rate ratio	PPP conversion factor, private consumption (LCU per international $)	Real effective exchange rate index (2005 = 100)	Income
24912744746	43943905849	15300160282	32328610539	23829686000	33110406469	45005455081	2330653764	3504371000	3558088159	13578216281	20416206000	22894458476	25610432779	20291568236	30510402000	35152010266	39433982102	38105379090	75053044030	89520899005	3542065944	225326897.2	NaN	10094099771	284607.0004	226874468.7	NaN	5016678438	57770391858	1.09005E+11	NaN	8106258410	45054173116	69.25574995	-912988000	-2987679271	60727601091	91310021000	1.13416E+11	1.32513E+11	68781084730	1.03419E+11	1.27105E+11	1.49329E+11	1.10361E+11	1.68467E+11	19739.55828	15875359803	23870191000	33159124504	1.3021E+11	1.5044E+11	69370124365	68091650705	1.02383E+11	1.25815E+11	1.47821E+11	1.09255E+11	9170	16631.29291	19540.21223	14440	15110778209	22720566116	1.48943E+11	-689434025	-1036633000	-1496818677	8053483639	12109218000	16816493011	-99805134.34	-150067000	-1496818677	1110267267	1.5036	20.6895	0.937096583	0.623235291	1.035291574	93.62411353	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
126803836.5	NaN	164504101.5	NaN	19238000005	NaN	NaN	643436075.9	77656300000	5.57952E+11	84263816.39	10169800000	NaN	NaN	135949125.9	16407700000	153188212.7	3.19762E+11	266219239.4	258222235.9	2.23748E+11	26608435.81	951638.7025	35094802.61	29281630.62	47781.45925	NaN	NaN	88746693.2	1067179895	NaN	NaN	79260906.24	NaN	12.58229426	200000	NaN	1045604441	1.26194E+11	771744620.9	9.8781E+11	1149979286	1.38791E+11	849234363	1.10307E+12	1980611149	3216268668	227408.28	47158880.89	5691605335	NaN	NaN	NaN	1131169776	1131604110	1.36573E+11	NaN	NaN	1948963554	230	NaN	NaN	400	118028323.8	14244838402	NaN	-18375176.07	-2217700000	NaN	104374844.6	12597000000	1.298E+11	NaN	NaN	NaN	NaN	120.69	120.69075	70.07483527	0.580618405	102.1877874	248.8587405	0
57864518809	92161985604	15103924053	31576908239	22593823976	30854817185	85627847998	1822998122	2683270936	1847040929	NaN	NaN	NaN	NaN	25447660872	37456412037	40513656852	45875542932	50174079458	1.05491E+11	1.30674E+11	4832369887	430246431.2	NaN	12175575683	NaN	46442030.42	NaN	NaN	72592446556	1.32765E+11	NaN	NaN	86706274443	64.89220037	51160597	-155642065.9	77444738452	1.13991E+11	1.47958E+11	1.78396E+11	85218196227	1.25433E+11	1.6043E+11	1.93294E+11	1.36639E+11	2.14866E+11	19607.20817	16069809409	23653152469	31933243630	1.5548E+11	1.87838E+11	85421771327	84814464270	1.24838E+11	1.59679E+11	1.92402E+11	1.35992E+11	8660	16197.38034	19516.69222	13790	NaN	NaN	1.86922E+11	-403731957.8	-594253068.7	-915754228.3	7773457775	11441752499	14897712663	-555477098.8	-817606741.7	-915754228.3	-5455711162	1.4719	59.378	0.917985233	0.623673642	1.049949323	95.00087499	3
247340080.9	1.1112E+11	91483774.18	41100009472	41999998976	41999998976	1.72175E+11	329878007.5	1.48201E+11	1.501E+11	82488976.24	37058998272	88387011.55	35499999232	174660544	78467997696	209246171.1	78600003584	541181093.5	774752689.9	2.411E+11	33801448.04	3066391.375	NaN	76280507.08	NaN	44084870.92	NaN	-48733039.98	904054283.4	1182182840	NaN	-62084190.1	1.1112E+11	100.000007	4096	NaN	960397047.5	4.31468E+11	NaN	4.315E+11	1045719663	4.698E+11	1353041433	4.698E+11	3146602254	5109694675	113473.4353	-42414450.15	-19055116288	-19055116288	1342600000	4.698E+11	1114746528	1024419661	4.60231E+11	1325405676	4.60231E+11	3082509901	270	320.132689	111162.1233	740	27546131.23	12375375184	4.60231E+11	-21300001.85	-9569239040	-9569238016	85322588.36	38332026880	38300000256	NaN	NaN	NaN	NaN	449.2600098	449.2629627	149.303912	0.332332967	NaN	NaN	0
1199576923	64039000000	3526884615	1.56014E+11	91699000000	1.56014E+11	1.34061E+11	6917730769	1.79861E+11	3.28115E+11	2988730769	77707000000	2759725907	1.2103E+11	4527346154	1.17711E+11	4424699400	1.95045E+11	9665961538	12108036058	5.19848E+11	235217101.6	42159105.06	281406272.9	1838331572	NaN	138327353.4	NaN	1588896647	19732088648	22493508839	NaN	1362221017	56228782951	52.62544741	NaN	NaN	21111038462	5.48887E+11	24054618543	1.04301E+12	21613230769	5.61944E+11	24555449226	1.06782E+12	40327255371	65486497945	11571.04863	1866423077	48527000000	38489000000	24606000000	1.06001E+12	20376889042	21990153846	5.71744E+11	24991409651	1.08625E+12	41030540934	220	270.8109587	11770.73302	440	3427228219	89107933694	1.07863E+12	376923076.9	9800000000	18622000000	502192307.7	13057000000	24810000000	659769230.8	17154000000	32596000000	-7810217049	26	27.99459167	13.93459572	0.535945989	NaN	NaN	0
7515733182	65507399151	4640517651	6932374360	10494799.87	8989885562	86717600219	2084375094	3868600.064	4781077041	NaN	NaN	NaN	NaN	10981843075	20382300.16	15161529179	37220153869	4414655162	NaN	NaN	860882729.2	368843076.8	NaN	1858644388	53845086.66	100901872.7	NaN	3732915128	15484400294	19796940425	NaN	4070344792	85900427038	0.102206445	99.68	9522020882	17480873331	32444499.97	13032926939	30694002577	17562123540	32595300.35	13514491918	31891629186	37365880787	60905074908	3559.116334	5583028385	10362100.38	NaN	14550000000	52284657073	17684171976	17497791641	32475900.35	13431751263	31697900310	37229005651	1970	1498.98787	3537.496127	4150	5591696486	10378188.38	52167834694	-64331898.4	-119400	-116822378.8	81250002.34	150800	3890525513	73600000	136601.5961	221638804.8	20393027887	0.001856	0.00103	0.000872328	0.47000427	0.000542214	NaN	2
3716489659	1397299968	1232978766	463600000	489500000	489500000	1233600000	43616996.17	16399990	16399990	369148948.8	138800000	NaN	138800000	1769414869	665299968	NaN	696600128	1838829850	NaN	660099904	165615458.8	41992945.92	NaN	539495766.4	NaN	981991691.9	NaN	791621815	1838619550	NaN	NaN	-66747363.95	1397400064	100	NaN	100000	NaN	NaN	NaN	NaN	3651861912	1373100032	3709119796	1373100032	4339007718	7046014349	3293.366573	1737500145	653300032	653299968	NaN	1373200128	3393893318	3360107009	1263400192	NaN	1263391152	3992355295	8140	NaN	3030.230931	9580	1331117581	500500193.5	1263500128	-291754797.2	-109699800	-109700000	NaN	NaN	NaN	NaN	NaN	NaN	100096	0.375999987	0.376	0.316454849	0.841635265	0.527074194	209.4109902	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
101400000	285677600	36350000	102410064	90400000	127343464	361182112	37290000	74580000	100528568	30600000	61200000	39779968	79559936	45700000	91400000	62398308	124796616	100050000	163234624	326469248	9230500	785479.564	NaN	14650000	NaN	NaN	NaN	26300000	184650000	260110284.3	NaN	34745020.44	285677583.1	70.98911725	NaN	-93012448	183040000	366080000	275897216	551794432	209150000	418300000	294622624	589245248	306148329.7	497147196.9	3545.398604	18400000	36800000	51838932	290937000	589245231.1	194954579	199300000	398600000	280747258.2	561494516.3	291730155.9	1170	1689.213346	3378.426693	1760	40950000	81900000	561494499.1	-9850000	-19700000	-27750732	26110000	52220000	37450812	NaN	NaN	NaN	-16.87363493	2	2	1.366331152	0.683165576	1.727896459	138.7360211	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	32594673.88	1857961.276	NaN	147524074.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	35.0171799	NaN	NaN	NaN	NaN	NaN	NaN	1039500032	1039500032	2288772856	2968542970	NaN	NaN	53009.69589	NaN	NaN	NaN	NaN	NaN	1016836212	1110400000	1110400000	NaN	NaN	NaN	18160	NaN	NaN	NaN	NaN	NaN	NaN	70899968	70899968	26900000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	NaN	NaN	NaN	NaN	3
1024367626	1977362408	777747604.4	1499459393	460556163.3	2284667904	2851490034	1022522925	449939740.4	2236434958	862209873.2	379397348.3	674632683.9	2243902242	1732780188	762473533.5	1331406110	4366588007	2217165238	2518355248	6454679161	144728113.5	16993548.26	NaN	502171396.4	13645844	279620609.4	NaN	-11867758.33	4152872376	4312711955	NaN	-177376177.4	2378018078	17.09403309	NaN	NaN	4972468352	2188030276	4614123985	13057702126	5377277408	2366158000	5199582624	13842011353	11298124650	18346763495	2323.541246	842694288.8	370809925.2	1811195413	5658900000	14242667022	5104808188	4948310226	2177400000	4768624193	12710945688	10396827521	860	800.4685675	2133.678829	1750	490327107.1	215758146.6	13111601316	-428967181.7	-188758000	-1131065706	404809055.6	178127723.9	784309226.5	172072877	75717056	453707739.2	400655669.6	0.440029	0.440029008	0.20942927	0.475944245	0.24933066	559.7741667	1
27305943051	49954296216	37785143123	1.48785E+11	96.52909851	1.2589E+11	35836855171	23417382758	52.80619812	39573642458	68476275594	154.4140015	NaN	NaN	91942790977	207.3309937	1.25706E+11	2.29979E+11	87547589829	2.17629E+11	3.98152E+11	7178429185	746613431	NaN	22948827209	1225554663	3646011611	NaN	19612823450	1.83243E+11	3.86955E+11	NaN	21174633477	61861719159	6.04945E-08	NaN	3896561943	2.02908E+11	457.5570068	NaN	NaN	2.22943E+11	502.7359924	4.54247E+11	8.31044E+11	5.98518E+11	9.72008E+11	6099.552331	54294141275	122.4332886	NaN	4.6076E+11	8.42952E+11	2.13647E+11	2.11064E+11	475.9490051	4.29162E+11	7.85152E+11	5.66628E+11	1570	3149.887068	5762.71839	4160	42563211206	95.98004127	NaN	-11878935989	-26.78700066	NaN	20035033638	45.17900085	NaN	NaN	NaN	NaN	11907422942	2.255E-09	2.68324E-09	8.39968E-10	0.372491328	1.16073E-09	NaN	2
811763516.8	NaN	181126626.7	NaN	371800000	NaN	NaN	67617955.61	136000000	75400000	115199120	231700000	124506455.3	81800000	223835320.7	450200000	266176046.2	160400000	792721091.4	1269220464	551200000	69934248.09	3489341.909	NaN	143666179.4	NaN	10855453.39	NaN	129504832.1	NaN	NaN	NaN	NaN	NaN	277.5103676	NaN	NaN	1084174399	2180600064	1667059283	787000000	1198180246	2409900032	1871718231	868400000	2190177517	3556578651	3413.267091	276885568.5	556899968	NaN	NaN	NaN	1132374358	1189429687	2392300032	NaN	NaN	2174182197	4450	NaN	NaN	8550	273185009.5	549457033.4	NaN	-8750558.961	-17600000	-5500000	114005861.9	229300000	81400000	NaN	NaN	NaN	NaN	2.011300087	2	1.100321783	0.547069923	1.462238664	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	42725330.67	94000000	NaN	356347438.8	784000000	NaN	NaN	2530339530	5567000000	NaN	NaN	950547702.4	NaN	NaN	NaN	10694606.37	NaN	491966114.5	NaN	1407514748	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93.8104413	NaN	NaN	NaN	NaN	NaN	NaN	3523612563	7752300000	4793390472	8263792274	7798243710	12663387726	37725.59815	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.2001	2.20015	0.994108454	0.451846941	1.48349067	NaN	3
25820533.55	NaN	74318926.74	NaN	927605263.6	NaN	NaN	72223019.72	893398753.9	3536261321	9936192.401	122910700	7281232.374	329217276.4	33209848.14	410805821.5	32365139.02	1484298316	57994246.88	36422331.12	1618593143	NaN	256791.3959	11305097.06	9160422.175	NaN	NaN	NaN	NaN	120353868	NaN	NaN	NaN	NaN	30.27739937	NaN	NaN	163427114.7	2021593409	146188114.8	6639152781	166959855.2	2065293409	150142926.5	6821237795	333735549.3	541945445.2	13908.461	4305808.621	53262852.64	NaN	NaN	NaN	142864481.8	140819387.3	1741935820	NaN	NaN	281483447	290	NaN	NaN	570	NaN	NaN	NaN	-34575586.1	-427700000	NaN	3532740.501	43700000	182085013.9	NaN	NaN	NaN	NaN	12.37	12.36875	6.188412992	0.500275909	7.264907422	NaN	1
