Exports of goods and services (current US$)	Exports of goods and services (constant LCU)	Gross fixed capital formation (current US$)	Gross fixed capital formation (constant LCU)	Gross capital formation (current LCU)	Gross capital formation (constant LCU)	Imports of goods and services (constant LCU)	Agriculture, value added (current US$)	Agriculture, value added (current LCU)	Agriculture, value added (constant LCU)	Manufacturing, value added (current US$)	Manufacturing, value added (current LCU)	Manufacturing, value added (constant 2000 US$)	Manufacturing, value added (constant LCU)	Industry, value added (current US$)	Industry, value added (current LCU)	Industry, value added (constant 2000 US$)	Industry, value added (constant LCU)	Services, etc., value added (current US$)	Services, etc., value added (constant 2000 US$)	Services, etc., value added (constant LCU)	Adjusted savings: education expenditure (current US$)	Adjusted savings: carbon dioxide damage (current US$)	Adjusted savings: net forest depletion (current US$)	Adjusted savings: consumption of fixed capital (current US$)	Adjusted savings: mineral depletion (current US$)	Adjusted savings: energy depletion (current US$)	Adjusted savings: particulate emission damage (current US$)	Adjusted savings: net national savings (current US$)	Adjusted net national income (current US$)	Adjusted net national income (constant 2000 US$)	Adjusted net savings, including particulate emission damage (current US$)	Adjusted net savings, excluding particulate emission damage (current US$)	Exports as a capacity to import (constant LCU)	GDP deflator (base year varies by country)	Discrepancy in expenditure estimate of GDP (current LCU)	Discrepancy in expenditure estimate of GDP (constant LCU)	Gross value added at factor cost (current US$)	Gross value added at factor cost (current LCU)	Gross value added at factor cost (constant 2000 US$)	Gross value added at factor cost (constant LCU)	GDP (current US$)	GDP (current LCU)	GDP (constant 2000 US$)	GDP (constant LCU)	GDP, PPP (current international $)	GDP, PPP (constant 2005 international $)	GDP per capita (constant LCU)	Gross domestic savings (current US$)	Gross domestic savings (current LCU)	Gross domestic savings (constant LCU)	Gross domestic income (constant 2000 US$)	Gross domestic income (constant LCU)	GNI, Atlas method (current US$)	GNI (current US$)	GNI (current LCU)	GNI (constant 2000 US$)	GNI (constant LCU)	GNI, PPP (current international $)	GNI per capita, Atlas method (current US$)	GNI per capita (constant 2000 US$)	GNI per capita (constant LCU)	GNI per capita, PPP (current international $)	Gross savings (current US$)	Gross savings (current LCU)	Gross national income (constant LCU)	Net income from abroad (current US$)	Net income from abroad (current LCU)	Net income from abroad (constant LCU)	Net taxes on products (current US$)	Net taxes on products (current LCU)	Net taxes on products (constant LCU)	Net current transfers from abroad (current US$)	Net current transfers from abroad (current LCU)	Net current transfers from abroad (constant LCU)	Terms of trade adjustment (constant LCU)	DEC alternative conversion factor (LCU per US$)	Official exchange rate (LCU per US$, period average)	PPP conversion factor, GDP (LCU per international $)	PPP conversion factor (GDP) to market exchange rate ratio	PPP conversion factor, private consumption (LCU per international $)	Real effective exchange rate index (2005 = 100)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	37315974.03	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	58.17773154	NaN	NaN	NaN	NaN	NaN	NaN	327849949	282616872	653518507.8	485781869.7	NaN	NaN	11132.59395	NaN	NaN	NaN	NaN	NaN	363200218.1	327849949	282616872	NaN	NaN	NaN	8320	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.86203116	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9721955.162	60226028.48	NaN	NaN	159497589.9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	50.59999847	487.4956086	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19712394.55	NaN	NaN	NaN	980220061	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.9918E-08	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	6032999936	13227563008	NaN	NaN	5702900224	63409909760	NaN	NaN	NaN	NaN	NaN	7241500160	836614745.4	1.08424E+11	NaN	1305700770	1.34029E+11	NaN	29406088.22	14820720.83	NaN	9358626.551	181689587.7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.251437461	100352	NaN	NaN	16723999744	2766106362	2.96678E+11	NaN	16723999744	3118632347	3.18465E+11	7182914215	12471836365	112465.0224	NaN	5596099840	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.328302865	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	312721329	1148000000	NaN	3753745570	13780000000	NaN	NaN	26283029120	96485000000	NaN	NaN	16207572852	NaN	NaN	NaN	136192156.8	NaN	4517025329	NaN	7181387263	NaN	NaN	NaN	NaN	NaN	NaN	NaN	43.91021701	NaN	NaN	NaN	NaN	NaN	NaN	42803323301	1.57131E+11	58000802115	3.57846E+11	67088364635	1.16487E+11	294034.4514	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.671000004	3.670999999	2.342149803	0.638014111	NaN	NaN	3
9515669467	11228999680	21718898274	35434500096	22870	35434500096	7229159936	9002848957	9480	10699700224	31889838393	33580	40547855489	37933998080	43209876321	45500	59500529769	56663199744	51766381500	1.17313E+11	1.15242E+11	1444309764	405439444.1	NaN	10725999280	14415717.08	4351619381	NaN	8548257673	82980139857	1.58804E+11	NaN	5222095102	11335865815	5.70474E-05	NaN	NaN	1.03979E+11	109490	1.86094E+11	1.82605E+11	1.03979E+11	109490	1.97509E+11	1.91928E+11	1.51988E+11	2.639E+11	6517.528127	25166191703	26500	39541859799	1.9669E+11	1.92035E+11	82329899845	98072174235	103270	1.86172E+11	1.80886E+11	1.43354E+11	2800	6322.08025	6142.5595	4870	19275259160	20296.848	1.92035E+11	-5906932543	-6220	-6220	NaN	NaN	9322309632	NaN	NaN	NaN	106866135.1	1.053E-06	1.053E-06	7.20384E-07	0.684125139	4.86059E-07	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	165999968	165999968	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	2
94029627.97	NaN	31333332.78	NaN	84600000	NaN	NaN	8074073.931	21800000	31162708.68	6518518.403	17600000	10488908.44	35773662.57	18785184.85	50720000	32382244.81	96145656.31	105033337.4	278474256.6	781108121.4	4178126.765	325007.222	NaN	14845598.84	NaN	NaN	NaN	2905013.717	NaN	NaN	NaN	NaN	NaN	41.38686809	NaN	NaN	131892596.2	356110016	314545212.3	881735915	153270373.6	413830016	355564228.8	999906576.8	323604897.1	561881598.9	14749.62498	8151857.634	22010016	NaN	286813000	NaN	139346575.9	152270361.8	411129984	NaN	NaN	321493538.5	2060	NaN	NaN	4740	17751845.8	47929984.51	NaN	-1000011.834	-2700032	NaN	21377777.4	57720000	121264846.5	10599999.81	28620000	NaN	NaN	2.700000048	2.7	1.278812588	0.473634284	NaN	140.2854976	2
24060832943	64538000000	46676649509	96886000000	47445000000	93230000000	45040000000	7006831888	7486799872	10825000000	NaN	NaN	35161223792	72583000000	57994008558	61966598144	56697771694	1.52836E+11	92960040610	1.31015E+11	2.97397E+11	9306587362	867048614.5	NaN	31151146467	1423656142	3879905072	NaN	5275841439	1.40075E+11	1.82155E+11	NaN	10095487667	39031023022	37.69568298	-72000000	21451000000	1.57961E+11	1.68781E+11	1.948E+11	4.61058E+11	1.78732E+11	1.90975E+11	2.22235E+11	5.06623E+11	1.70801E+11	3.02861E+11	32963.95341	40699110903	43487000000	NaN	2.2555E+11	4.81116E+11	1.78629E+11	1.7653E+11	1.88622E+11	2.1904E+11	5.00743E+11	1.68696E+11	11620	14252.0846	32581.36539	10980	38110656601	40721236578	NaN	-2202152550	-2353000000	NaN	15730275908	16807799808	37833000000	-436125409.5	-466000000	NaN	-25506976978	1.0685	1.110014999	1.118115745	1.046434951	1.131421054	113.2842774	3
22599839130	37234373343	15787973801	30432081883	20294669000	29575137040	40013625956	2628018998	3430616000	3658870279	14149752566	18471087000	21524741211	24078225675	21715216026	28347043000	33940041674	38074379980	39170235177	72719124627	86737073700	3658609839	200317494.7	NaN	10526203077	1416005.96	272688048.9	NaN	3337247302	60031947350	1.06111E+11	NaN	6521435592	38421970195	64.07469099	923411000	-779236654.4	63513470201	82910484000	1.09956E+11	1.2847E+11	71496768040	93331881000	1.23982E+11	1.45661E+11	1.00679E+11	1.64328E+11	19262.47083	14610491803	19072536000	27983481279	1.2711E+11	1.46849E+11	71142873155	70832254481	92464425000	1.22818E+11	1.44299E+11	99743134347	9410	16241.61873	19082.38154	13190	13863450379	18097348124	1.45495E+11	-664513559.1	-867456000	-1353820029	7983297840	10421397000	17190746820	-108670905.5	-141859000	-1353820029	1187596852	1.3054	17.96333333	0.92702546	0.710146668	1.019168962	93.11577596	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
97956966.11	NaN	209144701.5	NaN	22977000000	NaN	NaN	579172673.5	53834100000	5.11701E+11	90438945.67	8406300000	NaN	NaN	156820871.4	14576500000	138016542.2	2.88093E+11	275729962.3	217825977.2	1.88745E+11	28656236.75	791321.9318	28963876.95	27670790.75	30306.21257	NaN	NaN	NaN	1016930508	NaN	NaN	NaN	NaN	10.21640933	NaN	NaN	1011723507	94039700000	689928753.3	8.83088E+11	1082926304	1.00658E+11	758535836.8	9.85258E+11	1654516644	2872770053	216899.3403	77154384.08	7171500000	NaN	NaN	NaN	1019182029	1073595481	99790700000	NaN	NaN	1640260825	220	NaN	NaN	360	NaN	NaN	NaN	-9330823.023	-867300000	NaN	71202797.2	6618300000	1.14705E+11	NaN	NaN	NaN	NaN	92.95	92.94833333	60.83831211	0.654527295	93.03070568	263.0863591	0
56551251490	86272943229	15182124913	29535330663	19436788761	28273770750	80156515207	2082431120	2639481445	1688979200	NaN	NaN	NaN	NaN	25547719227	32381734120	37617524899	42596114807	50296166686	1.02058E+11	1.26421E+11	5002659629	391605441	NaN	12796885597	12508.88657	45344385.99	NaN	NaN	72436895185	1.251E+11	NaN	NaN	80351705241	58.82277774	17935599.88	-175975327.7	77926317033	98771606840	1.4158E+11	1.70706E+11	86123021068	1.09161E+11	1.54024E+11	1.85576E+11	1.22688E+11	2.06287E+11	18829.64582	15472118654	19610910394	28468960784	1.486E+11	1.79655E+11	91226680999	85279137677	1.08091E+11	1.52552E+11	1.83815E+11	1.21486E+11	9260	15478.86977	18650.93805	12330	NaN	NaN	1.77836E+11	-843883390.8	-1069622198	-1818380972	8196704035	10389322364	14869715759	-595039562.7	-754212645.7	-1818380972	-5921237988	1.2675	51.13166667	0.889744572	0.701968104	1.015494131	94.41587987	3
150765322.6	63438151680	182118774	74899980288	72300003328	78299987968	1.4578E+11	363187874.9	1.384E+11	1.153E+11	94995693.79	36200009728	84154369.15	33799989248	168210593.3	64100012032	176767722.5	66399989760	563938326.8	716911386.4	2.231E+11	35702571.65	1780474.347	NaN	73756223.83	NaN	3475548.988	NaN	15979916.74	1004805195	1104045150	NaN	46427100.56	63543269603	103.1126442	16384	NaN	1012412687	3.858E+11	NaN	3.74154E+11	1095336784	4.174E+11	1165839073	4.048E+11	2535670023	4402734134	103319.5784	-5388184.87	-2053275648	-3936290560	1157200000	4.04905E+11	1156965246	1082036968	4.12332E+11	1151313460	3.99779E+11	2504881369	300	293.856763	102038.1324	640	89736776.07	34195993915	3.9989E+11	-13299816.11	-5068161024	-5015069696	82924140.22	31599902720	30645999616	NaN	NaN	NaN	105117922.6	381.0700073	381.066036	164.6113227	0.431971343	NaN	NaN	0
