Exports of goods and services (current US$)	Exports of goods and services (constant LCU)	Gross fixed capital formation (current US$)	Gross fixed capital formation (constant LCU)	Gross capital formation (current LCU)	Gross capital formation (constant LCU)	Imports of goods and services (constant LCU)	Agriculture, value added (current US$)	Agriculture, value added (current LCU)	Agriculture, value added (constant LCU)	Manufacturing, value added (current US$)	Manufacturing, value added (current LCU)	Manufacturing, value added (constant 2000 US$)	Manufacturing, value added (constant LCU)	Industry, value added (current US$)	Industry, value added (current LCU)	Industry, value added (constant 2000 US$)	Industry, value added (constant LCU)	Services, etc., value added (current US$)	Services, etc., value added (constant 2000 US$)	Services, etc., value added (constant LCU)	Adjusted savings: education expenditure (current US$)	Adjusted savings: carbon dioxide damage (current US$)	Adjusted savings: net forest depletion (current US$)	Adjusted savings: consumption of fixed capital (current US$)	Adjusted savings: mineral depletion (current US$)	Adjusted savings: energy depletion (current US$)	Adjusted savings: particulate emission damage (current US$)	Adjusted savings: net national savings (current US$)	Adjusted net national income (current US$)	Adjusted net national income (constant 2000 US$)	Adjusted net savings, including particulate emission damage (current US$)	Adjusted net savings, excluding particulate emission damage (current US$)	Exports as a capacity to import (constant LCU)	GDP deflator (base year varies by country)	Discrepancy in expenditure estimate of GDP (current LCU)	Discrepancy in expenditure estimate of GDP (constant LCU)	Gross value added at factor cost (current US$)	Gross value added at factor cost (current LCU)	Gross value added at factor cost (constant 2000 US$)	Gross value added at factor cost (constant LCU)	GDP (current US$)	GDP (current LCU)	GDP (constant 2000 US$)	GDP (constant LCU)	GDP, PPP (current international $)	GDP, PPP (constant 2005 international $)	GDP per capita (constant LCU)	Gross domestic savings (current US$)	Gross domestic savings (current LCU)	Gross domestic savings (constant LCU)	Gross domestic income (constant 2000 US$)	Gross domestic income (constant LCU)	GNI, Atlas method (current US$)	GNI (current US$)	GNI (current LCU)	GNI (constant 2000 US$)	GNI (constant LCU)	GNI, PPP (current international $)	GNI per capita, Atlas method (current US$)	GNI per capita (constant 2000 US$)	GNI per capita (constant LCU)	GNI per capita, PPP (current international $)	Gross savings (current US$)	Gross savings (current LCU)	Gross national income (constant LCU)	Net income from abroad (current US$)	Net income from abroad (current LCU)	Net income from abroad (constant LCU)	Net taxes on products (current US$)	Net taxes on products (current LCU)	Net taxes on products (constant LCU)	Net current transfers from abroad (current US$)	Net current transfers from abroad (current LCU)	Net current transfers from abroad (constant LCU)	Terms of trade adjustment (constant LCU)	DEC alternative conversion factor (LCU per US$)	Official exchange rate (LCU per US$, period average)	PPP conversion factor, GDP (LCU per international $)	PPP conversion factor (GDP) to market exchange rate ratio	PPP conversion factor, private consumption (LCU per international $)	Real effective exchange rate index (2005 = 100)	Income
985126082	59917000000	2911638749	1.34316E+11	69297000000	1.34316E+11	1.33653E+11	5140420333	1.22342E+11	3.12023E+11	2462268986	58602000000	2400412011	1.05272E+11	3669117765	87325000000	3814095647	1.68129E+11	7941975045	11184318736	4.80189E+11	156376141.1	31737661.77	314466668.1	1558729246	NaN	118100787.2	NaN	1696635324	15677569411	20604441294	NaN	1388706348	50905296436	41.51492444	NaN	NaN	16751513142	3.98686E+11	22148091315	9.60341E+11	17155798869	4.08308E+11	22616962795	9.83521E+11	34738290418	60316782397	11245.4062	1310294160	31185000000	34482000000	22621000000	9.74509E+11	19193049911	17668866113	4.20519E+11	23293361148	1.01244E+12	35777185724	220	266.3321962	11576.06469	410	3255364569	77477674268	1.00392E+12	513067243.3	12211000000	29414000000	404285727.2	9622000000	23180000000	757226915	18022000000	43411000000	-9011703564	23.79999924	24.615425	11.75383115	0.493858467	NaN	NaN	0
6300113926	53259009489	4535836208	6608967946	9806000.128	8670927100	71314923546	2455631486	4317000.192	5392912377	NaN	NaN	NaN	NaN	10229863587	17984100.35	13593184264	33370011951	4256086168	NaN	NaN	778212041.1	348224042.2	NaN	1600643186	36177985.53	107938373.8	NaN	4040597020	15133567762	18258446880	NaN	4326594491	71717691789	0.099256348	144000	6938315849	16941581241	29783300.1	12253488105	28858336829	16959385327	29814599.68	12728983093	30037977837	32914903536	57365062147	3360.051249	5613424057	9868399.584	NaN	13784000000	48496660136	19043810711	16878327307	29672099.68	12630763474	29807630710	32757585518	2130	1412.878484	3334.284596	3660	5641366038	9917521.586	48353092492	-81058019.73	-142500	-143567644.3	17804322.93	31300	3488080429	109300000	192149.4018	310606022	18458682300	0.001758	NaN	0.000905809	0.515249431	NaN	NaN	2
3611170166	1261600000	1532181159	484800000	615899904	635399872	1264800000	43085107.86	16200000	16399990	444680866.3	167200000	NaN	153200000	1800000062	676800000	NaN	650600192	1892021341	NaN	706000128	176128618.5	31709400.27	NaN	441333466.6	NaN	1001245916	NaN	1214783355	2130824995	NaN	NaN	357956657.2	1315570151	102.2869676	100	100	3568351101	1341699968	NaN	1311100032	3735106511	1404400000	3708849409	1372999936	4057720589	7045500710	3483.321501	1777393423	668299904	686170176	NaN	1426970087	3461353602	3573404378	1343600000	NaN	1311111661	3882051683	8780	NaN	3326.310015	9850	1656116821	622699903.5	1367569775	-161702133.2	-60800000	-59400312	166755324.9	62700000	61900000	NaN	NaN	NaN	53970150.8	0.375999987	0.375999999	0.346105645	0.920493767	0.582945872	210.6651778	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
92750000	280619840	35750000	108163448	76400000	115576048	371688928	35800000	71600000	98453144	30450000	60900000	43072476	86144952	40400000	80800000	62874060	125748120	90450000	156236608	312473216	7675053.605	664145.1928	NaN	13600000	NaN	NaN	NaN	NaN	169900000	257020551.2	NaN	NaN	280619845.9	66.10366398	NaN	-190325920	166650000	333300000	268337248	536674496	189000000	378000000	285914560	571829120	277859627.8	482453180.7	3642.548508	8100000	16200000	24506962	282338000	571829125.9	176323234.6	183500000	367000000	277594295	555188589.9	269773765.6	1120	1768.274209	3536.548418	1720	NaN	NaN	555188595.9	-5500000	-11000000	-16640530	22350000	44700000	35154648	NaN	NaN	NaN	5.92592597	2	2	1.360399145	0.680199572	1.733601981	125.6054066	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1738082.1	NaN	110815172.9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29.50190764	NaN	NaN	NaN	NaN	NaN	NaN	889400000	889400000	2324375990	3014720305	NaN	NaN	54614.49828	NaN	NaN	NaN	NaN	NaN	829157959.6	939699968	939699968	NaN	NaN	NaN	15020	NaN	NaN	NaN	NaN	NaN	NaN	50299968	50299968	23000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	0.999999999	NaN	NaN	NaN	NaN	3
1535521646	2590569845	679441593.3	1222858130	166278.7546	1293276514	1900410570	1055147646	244403.8493	1842177606	650504778.2	150676.4218	709680012.9	2360473499	1820792229	421750.1039	1500343399	4920648512	2224478566	2556920093	6553522922	153464187	16532976.08	NaN	458819487.3	38560574.57	337301023	NaN	418794068.7	4412318874	4491674334	NaN	179890518.4	2238587928	0.008904163	NaN	NaN	5100418440	1181409.923	4705520535	13316349040	5422656262	1256049.87	5298867252	14106320827	10768229277	18697089997	2471.071347	949830695.7	220009.284	1631453872	5464800000	13754338910	5164434346	5246999959	1215362.6	5121785071	13652309183	10419413631	900	897.207464	2391.539967	1830	877640392.4	203287.8441	13300327265	-175656303.3	-40687.26953	-454011644.6	322237821.4	74639.94657	789971787	NaN	NaN	NaN	-351981917.6	0.00023163	0.00023163	0.000116644	0.503579198	0.000164558	247.1275	1
23221079049	38272114508	36859357045	1.35095E+11	7.113100052	96253538423	36922839166	19977112648	4.189819813	34815117869	60618125231	12.71350002	NaN	NaN	80274258181	16.83600044	1.08915E+11	1.99261E+11	82389726723	1.93932E+11	3.54798E+11	5948020332	642115355.4	NaN	18623356785	1199908188	2342189659	NaN	8450291093	1.69281E+11	3.40451E+11	NaN	10215463838	46815065343	5.83032E-09	NaN	4176692053	1.82641E+11	38.30550003	NaN	NaN	2.03305E+11	42.63925934	3.99746E+11	7.31336E+11	4.95219E+11	8.55387E+11	5605.869072	38822060176	8.142189503	NaN	4.0442E+11	7.39879E+11	2.2341E+11	1.91446E+11	40.15225983	3.75898E+11	6.87706E+11	4.66335E+11	1710	2881.349989	5271.429805	3570	27075015768	5.678470132	NaN	-11858046681	-2.486999989	NaN	20663420213	4.333759785	NaN	NaN	NaN	NaN	8542950835	2.09731E-10	2.49718E-10	8.61017E-11	0.410534186	1.32482E-10	NaN	2
740714896.6	NaN	206383921.9	NaN	421300000	NaN	NaN	67419079.27	135600000	69300000	118679455.9	238700000	134704416.8	88500000	218962850.4	440400000	272316017.3	164100000	657833229.6	1192542232	517900000	54223160.08	2642450.022	NaN	110822815.1	NaN	7066939.178	NaN	115799781.6	NaN	NaN	NaN	NaN	NaN	252.7574972	-64	NaN	944215159.3	1899100032	1591437847	751299968	1050464828	2112800000	1801668965	835900032	NaN	3423473293	3316.839864	221498539.6	445500032	NaN	NaN	NaN	950595904.2	1035449633	2082599936	NaN	NaN	NaN	3770	NaN	NaN	NaN	226633344.1	455827664.8	NaN	-15015195.49	-30200064	-11900000	106249684.7	213700000	84600000	NaN	NaN	NaN	NaN	2.011300087	2	NaN	NaN	1.452127497	NaN	3
3393752958	NaN	NaN	NaN	NaN	NaN	NaN	37860861.33	80000000	NaN	386180785.6	816000000	NaN	NaN	2972550876	6281000000	NaN	NaN	834311405.6	NaN	NaN	NaN	10428492.6	NaN	486722148.4	NaN	1620661032	NaN	NaN	NaN	NaN	NaN	NaN	NaN	97.42258352	NaN	NaN	NaN	NaN	NaN	NaN	3844723142	8123900000	4836913747	8338826283	7359456025	12778369410	40260.45656	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.113	2.113049999	1.103872348	0.522419474	1.519103169	NaN	3
19968316.83	NaN	64068323.77	NaN	644130534	NaN	NaN	66440625.13	671050313.8	3174357945	9065668.317	91563250	6444292.061	291375439.2	30625591.58	309318475	29066207.24	1333005937	55793537.24	31922020.76	1418601236	NaN	113045.9903	14261604.12	8398130.251	NaN	NaN	NaN	NaN	106166474.6	NaN	NaN	NaN	NaN	25.89729197	NaN	NaN	152859753.9	1543883515	130484370.2	5925965118	155750843.1	1573083515	133702372.5	6074316638	277945779.2	482602767.1	13067.7959	-10282243.74	-103850661.8	NaN	NaN	NaN	127912752.2	128826209	1301144711	NaN	NaN	229897317.6	280	NaN	NaN	490	NaN	NaN	NaN	-45158415.84	-456100000	NaN	2891089.109	29200000	148351520.5	NaN	NaN	NaN	NaN	10.1	10.09889824	5.659677652	0.560364124	7.197611882	NaN	1
