Exports of goods and services (current US$)	Exports of goods and services (constant LCU)	Gross fixed capital formation (current US$)	Gross fixed capital formation (constant LCU)	Gross capital formation (current LCU)	Gross capital formation (constant LCU)	Imports of goods and services (constant LCU)	Agriculture, value added (current US$)	Agriculture, value added (current LCU)	Agriculture, value added (constant LCU)	Manufacturing, value added (current US$)	Manufacturing, value added (current LCU)	Manufacturing, value added (constant 2000 US$)	Manufacturing, value added (constant LCU)	Industry, value added (current US$)	Industry, value added (current LCU)	Industry, value added (constant 2000 US$)	Industry, value added (constant LCU)	Services, etc., value added (current US$)	Services, etc., value added (constant 2000 US$)	Services, etc., value added (constant LCU)	Adjusted savings: education expenditure (current US$)	Adjusted savings: carbon dioxide damage (current US$)	Adjusted savings: net forest depletion (current US$)	Adjusted savings: consumption of fixed capital (current US$)	Adjusted savings: mineral depletion (current US$)	Adjusted savings: energy depletion (current US$)	Adjusted savings: particulate emission damage (current US$)	Adjusted savings: net national savings (current US$)	Adjusted net national income (current US$)	Adjusted net national income (constant 2000 US$)	Adjusted net savings, including particulate emission damage (current US$)	Adjusted net savings, excluding particulate emission damage (current US$)	Exports as a capacity to import (constant LCU)	GDP deflator (base year varies by country)	Discrepancy in expenditure estimate of GDP (current LCU)	Discrepancy in expenditure estimate of GDP (constant LCU)	Gross value added at factor cost (current US$)	Gross value added at factor cost (current LCU)	Gross value added at factor cost (constant 2000 US$)	Gross value added at factor cost (constant LCU)	GDP (current US$)	GDP (current LCU)	GDP (constant 2000 US$)	GDP (constant LCU)	GDP, PPP (current international $)	GDP, PPP (constant 2005 international $)	GDP per capita (constant LCU)	Gross domestic savings (current US$)	Gross domestic savings (current LCU)	Gross domestic savings (constant LCU)	Gross domestic income (constant 2000 US$)	Gross domestic income (constant LCU)	GNI, Atlas method (current US$)	GNI (current US$)	GNI (current LCU)	GNI (constant 2000 US$)	GNI (constant LCU)	GNI, PPP (current international $)	GNI per capita, Atlas method (current US$)	GNI per capita (constant 2000 US$)	GNI per capita (constant LCU)	GNI per capita, PPP (current international $)	Gross savings (current US$)	Gross savings (current LCU)	Gross national income (constant LCU)	Net income from abroad (current US$)	Net income from abroad (current LCU)	Net income from abroad (constant LCU)	Net taxes on products (current US$)	Net taxes on products (current LCU)	Net taxes on products (constant LCU)	Net current transfers from abroad (current US$)	Net current transfers from abroad (current LCU)	Net current transfers from abroad (constant LCU)	Terms of trade adjustment (constant LCU)	DEC alternative conversion factor (LCU per US$)	Official exchange rate (LCU per US$, period average)	PPP conversion factor, GDP (LCU per international $)	PPP conversion factor (GDP) to market exchange rate ratio	PPP conversion factor, private consumption (LCU per international $)	Real effective exchange rate index (2005 = 100)	Income
1356983233	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9424530.167	NaN	164517761.6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	104.9362427	NaN	NaN	NaN	NaN	NaN	NaN	1245810154	2230000128	1368477655	2125100032	NaN	NaN	27684.27128	NaN	NaN	NaN	NaN	NaN	1175891373	1231284942	2204000000	NaN	NaN	NaN	15320	NaN	NaN	NaN	NaN	NaN	NaN	-14525139.97	-26000000	32	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.789999962	1.79	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	134270844.7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	123.9170351	NaN	NaN	NaN	NaN	NaN	NaN	1017544619	819228759	889386976.1	661110684.6	NaN	NaN	10475.3638	NaN	NaN	NaN	NaN	NaN	1121336301	1017544619	819228759	NaN	NaN	NaN	17770	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.805103524	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7053702.412	38586278.53	NaN	NaN	6106308.459	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	481.8113713	NaN	NaN	NaN	NaN	0
3465162191	NaN	1239027943	NaN	102928.1406	NaN	NaN	269800959.5	41221	102346255.9	200644050.7	30655	217050149.4	77195879.47	2719052512	415425	4120827403	809693288.8	1070723673	1624316480	410429447.6	85845309.75	20788828.5	NaN	295938073.3	NaN	1593492063	34070509.84	-1108654955	53551085.36	NaN	-2670286753	-2636216243	NaN	0.046899729	40373.85938	NaN	4232102884	646593.375	NaN	1420032689	4059577145	620234.375	6067510987	1322468992	18222643624	22919209310	112.6180275	1059653336	161897.0156	NaN	NaN	NaN	2283208845	1942981222	296854.5	NaN	NaN	8721660682	190	NaN	NaN	740	-811842587.7	-124035.7461	NaN	-2116595924	-323379.875	-198741761.6	NaN	NaN	-97563696.84	NaN	NaN	92984807.13	NaN	0.000152783	0.000059515	3.40365E-05	0.222776521	4.3683E-05	NaN	2
225407393.9	27569076224	355435462.5	49660231680	33632489472	44431372288	79845744640	1064737348	1.00749E+11	83085312000	NaN	NaN	NaN	NaN	431500331.1	40830001152	349883174.5	45344243712	489435346.5	1180312989	1.21158E+11	56590927.05	10306242.97	NaN	162802963.8	1006685.469	30255762.96	4344608.689	-8753892.638	1796607437	2017159757	2291358.193	6635966.882	23270253446	73.7595634	-1328	-7570694935	1985673026	1.87891E+11	2327054973	2.49587E+11	1985673026	1.87891E+11	2494536613	2.54734E+11	7931728836	9975992353	80119.22707	-192583128.6	-18222858240	NaN	2517800000	2.50436E+11	1289548075	1990672850	1.88364E+11	2496581027	2.5534E+11	7951700526	410	785.2261583	80309.77494	2500	154416695.1	14611422943	NaN	4999823.68	473100000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-4298822778	94.62333679	94.62333333	23.68853139	0.250345551	31.98600592	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	1085535275	3985000000	NaN	3906837370	14342000000	NaN	NaN	27434758893	1.00713E+11	NaN	NaN	30784799750	NaN	NaN	NaN	390755520	NaN	8280582670	NaN	7032698635	NaN	NaN	NaN	NaN	NaN	NaN	NaN	47.24919463	NaN	NaN	NaN	NaN	NaN	NaN	59305093918	2.17709E+11	74682643386	4.60768E+11	1.19254E+11	1.4999E+11	206346.5154	NaN	NaN	NaN	41209000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.671000004	3.671	1.825584839	0.497299057	NaN	NaN	3
19364200448	18840402800	51330895872	51231425163	51330895872	51231425163	26682259500	13084820480	13084820480	13056627715	45873471488	45873471488	48185576067	45079364321	68876935168	68876935168	71775554363	68352880040	1.58559E+11	1.56329E+11	1.5357E+11	9561640451	659090115.9	NaN	30931421606	3688223.455	3243185269	3992140506	9398362716	2.19703E+11	2.18808E+11	11076891932	15069032439	18933825330	102.8493195	NaN	1215460743	2.40521E+11	2.40521E+11	2.39469E+11	2.34979E+11	2.5744E+11	2.5744E+11	2.57587E+11	2.50308E+11	2.73645E+11	3.44173E+11	7272.08965	43406327808	43406327808	43482990993	2.5648E+11	2.50401E+11	2.60551E+11	2.53881E+11	2.53881E+11	2.5406E+11	2.46846E+11	2.69862E+11	7570	7381.102274	7171.509708	7840	40344777203	40344777203	2.46843E+11	-3558752970	-3558752970	-3558752970	16918865920	16918865920	15328664974	497200000	497200000	497200000	93422529.72	1	0.999008333	0.940779866	0.940779866	1.071481366	NaN	2
517226129.7	2.97395E+11	266139188.9	1.29639E+11	43867000832	1.46085E+11	5.52586E+11	571606977.6	81304002560	2.16893E+11	383126542.6	54494998528	278821313.2	1.49335E+11	471063913.5	67002998784	469945137.1	1.90601E+11	231218730.2	398652373.9	1.56622E+11	35157277.25	15851236.81	NaN	194041524.2	2871522.392	NaN	33981302.55	-224784656.6	1117711269	1266070629	-242331441.1	-208350138.6	2.9729E+11	32.01736085	8910004224	32020783104	1273889621	1.81195E+11	1280246885	5.64115E+11	1315158670	1.87065E+11	1392746523	5.84261E+11	4090210576	5144390369	177557.8395	-135758777.4	-19310002176	NaN	1392600000	5.84156E+11	1314498886	1314624315	1.86989E+11	1391984201	5.84006E+11	4088548705	400	423.0260691	177480.3554	1240	-30743132.39	-4372829256	NaN	-534355.0365	-76005376	NaN	41268977.25	5870000128	20145774592	238425007.2	33912999936	1.13763E+11	-104986950.2	142.2375964	288.6508333	45.73481112	0.321538133	54.31429636	41.50833333	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
294074068.9	NaN	162048139.4	NaN	437529984	NaN	NaN	15785184.91	42620000	43655341.64	9633333.163	26010000	11334296.16	38656957.35	76399998.65	206280000	76625230.46	227506867.3	331485179.3	508299481.7	1425757835	17497773.74	1665457.514	NaN	60082034.45	NaN	NaN	NaN	88785146.48	NaN	NaN	NaN	NaN	NaN	70.80751794	-16	NaN	423670362.9	1143910000	590573516.2	1655500893	500088880.1	1350240000	678094522.4	1906916157	851978693.6	1071561208	28506.10893	169714817.7	458230016	NaN	546980000	NaN	478104947	473588898.3	1278690048	NaN	NaN	806831879.2	7150	NaN	NaN	12060	148896317.5	402020064.3	NaN	-26499981.75	-71549952	NaN	76418517.17	206330000	253369540.8	888888.8732	2400000	NaN	NaN	2.700000048	2.7	1.584828365	0.586973458	NaN	104.3707969	2
