Exports of goods and services (current US$)	Exports of goods and services (constant LCU)	Gross fixed capital formation (current US$)	Gross fixed capital formation (constant LCU)	Gross capital formation (current LCU)	Gross capital formation (constant LCU)	Imports of goods and services (constant LCU)	Agriculture, value added (current US$)	Agriculture, value added (current LCU)	Agriculture, value added (constant LCU)	Manufacturing, value added (current US$)	Manufacturing, value added (current LCU)	Manufacturing, value added (constant 2000 US$)	Manufacturing, value added (constant LCU)	Industry, value added (current US$)	Industry, value added (current LCU)	Industry, value added (constant 2000 US$)	Industry, value added (constant LCU)	Services, etc., value added (current US$)	Services, etc., value added (constant 2000 US$)	Services, etc., value added (constant LCU)	Adjusted savings: education expenditure (current US$)	Adjusted savings: carbon dioxide damage (current US$)	Adjusted savings: net forest depletion (current US$)	Adjusted savings: consumption of fixed capital (current US$)	Adjusted savings: mineral depletion (current US$)	Adjusted savings: energy depletion (current US$)	Adjusted savings: particulate emission damage (current US$)	Adjusted savings: net national savings (current US$)	Adjusted net national income (current US$)	Adjusted net national income (constant 2000 US$)	Adjusted net savings, including particulate emission damage (current US$)	Adjusted net savings, excluding particulate emission damage (current US$)	Exports as a capacity to import (constant LCU)	GDP deflator (base year varies by country)	Discrepancy in expenditure estimate of GDP (current LCU)	Discrepancy in expenditure estimate of GDP (constant LCU)	Gross value added at factor cost (current US$)	Gross value added at factor cost (current LCU)	Gross value added at factor cost (constant 2000 US$)	Gross value added at factor cost (constant LCU)	GDP (current US$)	GDP (current LCU)	GDP (constant 2000 US$)	GDP (constant LCU)	GDP, PPP (current international $)	GDP, PPP (constant 2005 international $)	GDP per capita (constant LCU)	Gross domestic savings (current US$)	Gross domestic savings (current LCU)	Gross domestic savings (constant LCU)	Gross domestic income (constant 2000 US$)	Gross domestic income (constant LCU)	GNI, Atlas method (current US$)	GNI (current US$)	GNI (current LCU)	GNI (constant 2000 US$)	GNI (constant LCU)	GNI, PPP (current international $)	GNI per capita, Atlas method (current US$)	GNI per capita (constant 2000 US$)	GNI per capita (constant LCU)	GNI per capita, PPP (current international $)	Gross savings (current US$)	Gross savings (current LCU)	Gross national income (constant LCU)	Net income from abroad (current US$)	Net income from abroad (current LCU)	Net income from abroad (constant LCU)	Net taxes on products (current US$)	Net taxes on products (current LCU)	Net taxes on products (constant LCU)	Net current transfers from abroad (current US$)	Net current transfers from abroad (current LCU)	Net current transfers from abroad (constant LCU)	Terms of trade adjustment (constant LCU)	DEC alternative conversion factor (LCU per US$)	Official exchange rate (LCU per US$, period average)	PPP conversion factor, GDP (LCU per international $)	PPP conversion factor (GDP) to market exchange rate ratio	PPP conversion factor, private consumption (LCU per international $)	Real effective exchange rate index (2005 = 100)	Income
2.20899E+11	1.5485E+11	80439793715	55957233284	63387351000	60389696698	1.3775E+11	5929802447	4332539000	3755437473	68815777444	50279422000	45195119215	50556625475	1.01406E+11	74091409000	64171329638	71988231832	2.32255E+11	1.36634E+11	1.62973E+11	19309786547	489285583.2	28585605.43	56314207583	59229603.61	622784364.9	793707561.9	45809381993	3.13496E+11	1.86582E+11	63062765261	63919283383	1.52593E+11	103.9270666	563306000	346253860.1	3.39591E+11	2.48118E+11	2.04315E+11	2.38717E+11	3.75042E+11	2.7402E+11	2.24424E+11	2.63665E+11	3.16041E+11	2.97455E+11	31763.90731	1.08244E+11	79087145000	75233075067	2.2336E+11	2.61409E+11	3.52825E+11	3.70521E+11	2.70717E+11	2.21731E+11	2.60513E+11	3.12232E+11	42500	26712.00955	31384.11057	37610	1.02124E+11	74615375240	2.58231E+11	-4520582012	-3302909000	-3178102786	35450852543	25901740000	24948913733	-2063350113	-1507562000	-3178102786	-2256783877	0.730638	NaN	0.867037617	1.186685632	0.880677701	100.0116668	3
22516854000	8845316166	7072396213	4077748435	6104600000	4098570964	7290111617	2161573197	1854900000	1122086731	1261121631	1082200000	552975895.9	494938763.7	21144222229	18144385700	9939807542	8894711359	7564182724	4728635773	4231226804	797701201.4	300340617.5	149294.4271	2016722505	NaN	13512128918	146921501.6	14116044505	12440985200	9432461511	886933919.5	1101126877	17419071428	189.8269891	-1191811156	-756204415.3	30869978150	26490300000	15922591947	14248024894	33049380918	28360500000	16696099500	14940183238	67406390444	63460052325	1741.016307	20207135010	17340247731	NaN	26748000000	23513938500	23238622924	27969985918	24001744166	12880459503	11533330260	57046629593	2710	1500.991633	1344.007349	6650	16132767010	13843930691	21217765623	-5079395000	-4358755834	-2296172876	2179402768	1870200000	714805955.7	1005031000	862442226.9	674094622.6	8573755262	0.858125	0.858123808	0.42073904	0.490300411	0.420465162	NaN	2
92795301.84	1.0425E+11	239685030	2.42422E+11	2.59308E+11	2.38422E+11	8.20344E+11	459036798.9	4.96618E+11	4.64279E+11	155597262.6	1.68336E+11	NaN	1.57374E+11	230654385.3	2.49538E+11	111761473.3	2.33288E+11	524366224.8	612069042.3	5.30354E+11	56069421.03	1303788.06	139574831.8	201136920.3	5188634.385	NaN	1514948.645	NaN	627955660	NaN	NaN	NaN	1.33739E+11	106.965503	-0.000488281	NaN	1214057409	1.31345E+12	959335771.2	1.22792E+12	1319347900	1.42736E+12	1027346066	1.33441E+12	4132778876	3890823436	173125.6049	-236717865.6	-2.56098E+11	-4.48182E+11	NaN	1.3639E+12	1330412517	1325234836	1.43373E+12	NaN	1.34114E+12	4151219354	170	NaN	173997.7231	540	10369932.94	11218919349	1.37063E+12	5886936.508	6368900000	6722096355	105290490.9	1.13911E+11	1.06493E+11	145779164	1.57714E+11	1.6646E+11	29489146517	1081.87	1081.869683	345.3760667	0.319239896	468.9927134	97.39331161	0
3.79399E+11	2.64741E+11	99749807702	68281521408	77154000000	75138493938	2.51216E+11	3610543114	2638000000	2434696658	66647094731	48694900000	NaN	NaN	97034372699	70897000000	60594834361	68614416500	3.09009E+11	1.73113E+11	2.14439E+11	26881157530	729078283.2	39185159.7	73731998609	NaN	NaN	666789747.2	47266741759	3.90175E+11	2.24463E+11	72605932943	73379635846	2.63482E+11	104.6856753	-500000	-65390407.55	4.09654E+11	2.99309E+11	2.36778E+11	2.85488E+11	4.59617E+11	3.35814E+11	2.66244E+11	3.20783E+11	3.78856E+11	3.56584E+11	30189.36572	1.23261E+11	90059000000	87404718481	2.6451E+11	3.19525E+11	4.40465E+11	4.64224E+11	3.3918E+11	2.68884E+11	3.23986E+11	3.82654E+11	41450	25305.0536	30490.79125	36010	1.2151E+11	88779677665	3.2274E+11	4606932571	3366000000	3215339624	49963182862	36505000000	35295433526	-4188120519	-3060000000	3215339624	-1258623664	0.730638	NaN	0.886388571	1.213170641	0.922544111	100.4591628	3
900124565.2	NaN	1186882051	NaN	5.68833E+11	3.986E+11	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	177877871	27588155.35	13914727.71	457656398.5	NaN	NaN	27878059.47	-70234814.91	4955985956	NaN	132777870.6	165579688.5	NaN	257.796103	NaN	NaN	NaN	NaN	NaN	NaN	5546177809	2.6581E+12	2969566512	1.03109E+12	11911804497	11214422426	127097.3073	337042608.8	1.61533E+11	NaN	NaN	NaN	5090603317	5427557082	2.60125E+12	NaN	NaN	11657036807	630	NaN	NaN	1440	486861099.1	2.33336E+11	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	479.267	479.2667826	223.1483904	0.465603495	272.4897674	NaN	0
13530306979	6.25927E+11	16737271937	8.54814E+11	1.15588E+12	8.54814E+11	6.89087E+11	12729061685	8.79069E+11	6.25796E+11	11754706053	8.1178E+11	11713888393	5.13722E+11	18771039676	1.29633E+12	19559260686	8.62191E+11	34647350130	33538119528	1.43993E+12	1512073607	333717591.9	483350408.7	5305059310	NaN	2358725302	378397641.3	17716504503	65375844996	64448184772	16953039357	17425442350	5.1036E+11	155.9479989	NaN	NaN	66147451491	4.56814E+12	67525777906	2.92792E+12	68415421373	4.72477E+12	69670899876	3.02971E+12	1.97359E+11	1.85804E+11	21045.95194	11999000869	8.28651E+11	8.49326E+11	67646000000	2.91414E+12	74925959431	73522980017	5.0775E+12	74673535497	3.24567E+12	2.12092E+11	520	518.7218173	22546.1187	1470	24394221356	1.68466E+12	3.14034E+12	5107949609	3.52755E+11	2.262E+11	2267969881	1.56626E+11	1.01791E+11	577541268.5	39885000000	25576000000	-1.15567E+11	69.06	68.874875	23.94002679	0.34665547	27.97137877	NaN	0
25043547679	25705245364	12080277797	12868019433	20518882000	15142210052	36633587321	1976014974	2823923000	2327511002	5395413197	7710585000	3204073604	7217921305	11411969071	16308845000	4630203548	11366722081	22001237607	10659636484	25130839750	1455056840	375543112.8	NaN	5855503464	515050734.2	203963693.3	507046999.4	-2052734606	32303302045	15234374135	-2333367392	-1692235307	27511742815	133.5186811	-82.23324585	-19014693.49	35389221652	50574736664	16485446509	38825072834	42113655820	60184625533	19101459236	45075808885	94721935551	86083577000	5884.751656	6054419829	8652371377	NaN	18117000000	46882306336	34715734021	38877819936	55560292471	17577433492	41481391639	87443901096	4530	2294.774812	5415.492127	11420	3802768858	5434536974	43418871090	-3235835884	-4624333062	-3463435246	6724434168	9609888870	6250736051	931801581.5	1331637640	1035059809	1806497451	1.4291	1.42905	0.635382134	0.444602991	0.764470017	110.3932467	2
17314822203	NaN	4873267906	NaN	1874900000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	552951261.9	152751809.1	NaN	1280842275	NaN	4346229699	45461263.24	6612433684	12547347559	NaN	2613997554	2666403438	NaN	151.5524535	NaN	NaN	NaN	NaN	NaN	NaN	18473097689	6945700000	12380031014	4583033690	24980149979	23517675614	4950.707914	9674725392	3637600000	NaN	NaN	NaN	17282744295	18174419532	6833400000	NaN	NaN	24576264001	18670	NaN	NaN	26550	7893275959	2967792828	NaN	-298678156.3	-112300000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.37599	0.376	0.278048771	0.73951108	0.316891719	95.62326039	3
6621313350	3778361956	4511099370	NaN	6763782000	NaN	5175010017	1062063681	1517689000	936706487.2	1715549335	2451520000	800632347.3	1129662076	3449580126	4929450000	1659209683	2341082348	7555303009	4293353726	5725897348	NaN	206128892.3	NaN	1627714027	97118741.08	102289857	20658703.73	613853278.2	NaN	NaN	NaN	NaN	2807432218	200.6330861	NaN	NaN	12066946816	17243667000	6622100425	9003686183	15280615815	21836000000	7957050958	10883548883	29904887600	27202206419	2879.981731	-850691705.1	-1215638447	NaN	10524000000	9912619145	14437992363	15740377887	22493000000	8255788548	11154150111	30804663711	3820	2184.629339	2951.587657	8150	2326645648	3324776631	NaN	459762071.4	657000000	NaN	3173350595	4534718000	1879862700	2699592192	3857717242	NaN	-970929738	1.429	1.429002742	0.730181644	0.510973859	0.890196112	NaN	2
27592401029	9.92917E+12	14205854395	6.3534E+12	3.31255E+13	6.86594E+12	1.35251E+13	3630526355	7.7914E+12	1.58885E+12	12524416611	2.68784E+13	6965462878	4.99484E+12	16387599717	3.51691E+13	8952276456	6.41982E+12	18838393723	7641766310	5.48003E+12	2186804377	428476908.1	NaN	4926027167	NaN	629151238.6	NaN	7149607949	39309433591	21896938551	8560022314	8560022314	1.22638E+13	619.740727	1.7894E+12	-1.03479E+12	38856519794	8.33892E+13	18809648670	1.34887E+13	45275711996	9.71653E+13	21863108809	1.56784E+13	1.05986E+11	99780607435	1615994.537	12597573250	2.70354E+13	NaN	21814000000	1.8013E+13	41188393717	44864611996	9.6283E+13	21633683840	1.55137E+13	1.05023E+11	4250	2229.816928	1599020.002	10820	12356873250	2.65188E+13	NaN	-411100000	-8.82253E+11	NaN	6419192202	1.37761E+13	2.18968E+12	190500000	4.08828E+11	76314431451	2.33463E+12	2146.08	2146.078333	916.7784722	0.427187464	830.2849234	NaN	2
764512841	1411601103	246261861.4	NaN	492523722.7	397618001.4	1259747994	135481779.5	270963559	283936158.1	145066191.1	290132382.2	121888782.2	243777564.3	237187844.4	474375688.9	207615399.8	415230799.5	731377083.6	626512776.4	1253025553	67145618.9	3024788.3	NaN	136644329.9	NaN	NaN	NaN	11522624.21	981157326	808532613.6	85113464.34	85113464.34	1222861824	111.3074108	11665103.39	-36382436.89	1104046708	2208093415	976096255.2	1952192510	1276751656	2553503312	1147050000	2294100000	2055899576	1935535990	7364.686998	223201242.7	446402485.4	NaN	1038200000	2105360721	1110974284	1117801656	2235603312	1016065646	2032131291	1799949066	3570	3261.847979	6523.695959	5780	157636963.7	315273927.4	NaN	-158950000	-317900000	NaN	172704948.4	345409896.8	341907489.5	93400000	186800000	NaN	-188739278.6	2	2	1.242036986	0.621018493	1.47117437	95.22091298	1
1695374382	NaN	NaN	NaN	591880244.2	NaN	NaN	45249000	45249000	48280000	NaN	NaN	NaN	NaN	493217000	493217000	377546410.2	482883000	5122640000	3657603733	4800897000	NaN	3676682.33	NaN	876378078.4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	105.7779027	NaN	NaN	5661106000	5661106000	4070775439	5332060000	5895048000	5895048000	4296865390	5573043000	NaN	NaN	87078.79688	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	233942000	233942000	240983000	NaN	NaN	NaN	NaN	1	1	NaN	NaN	NaN	NaN	3
5483806434	10231389605	2117598208	4232114476	15643648985	3953568962	9197255565	1313515421	10312409569	3919884413	1497696063	11758411789	1481944899	4929111146	3711766883	29141081800	2906001022	9530757834	5174882268	4784624132	12263247495	659555034	92829709.88	NaN	1209613303	352172539.4	2563311208	156376290.7	2366758277	8505967489	7590672545	10250619.26	198792973.2	11218189447	361.1312737	NaN	NaN	10200164572	80081492056	9086367131	25713889742	13120517443	1.03009E+11	10714702655	28524027123	40157969728	37806902928	3014.110653	2980464208	23399624497	5974502843	11725000000	29510826965	11706778338	12631064540	99166487703	10284993090	27415032780	38659901153	1240	1086.806821	2896.924126	4090	3757164700	29497500059	28401832622	-489452903.3	-3842694744	-1108994343	2920352871	22927690390	2810137381	1266192933	9940880717	2868919135	986799841.9	7.851	7.851245161	2.56509936	0.326722629	2.744995859	101.435	1
1.82555E+11	2.15964E+11	2.38227E+11	2.54291E+11	4.87761E+11	2.54291E+11	2.12837E+11	65322075656	1.27267E+11	77192497978	1.81382E+11	3.53387E+11	1.18313E+11	2.16454E+11	3.26583E+11	6.36281E+11	1.88638E+11	3.45114E+11	7.8238E+11	4.74725E+11	8.68508E+11	64925906457	2619440592	NaN	1.56718E+11	19697901887	28442206758	2772429293	84643538059	1.13299E+12	6.85559E+11	1.01116E+11	1.04428E+11	2.40102E+11	178.334896	33031008064	5936852256	1.17428E+12	2.28786E+12	7.05556E+11	1.29081E+12	1.36598E+12	2.66134E+12	8.15703E+11	1.49233E+12	1.85401E+12	1.74546E+12	7862.721433	2.71082E+11	5.28149E+11	NaN	8.2234E+11	1.51647E+12	1.1595E+12	1.33785E+12	2.60653E+12	7.98681E+11	1.46119E+12	1.81582E+12	6110	4208.056294	7698.638989	9570	2.46979E+11	4.81189E+11	NaN	-28132217831	-54810000000	NaN	1.91698E+11	3.73486E+11	2.01515E+11	4018374994	7829000000	NaN	24137994283	1.9483	1.947058333	1.435456129	0.736773664	1.597991262	NaN	2
