Exports of goods and services (current US$)	Exports of goods and services (constant LCU)	Gross fixed capital formation (current US$)	Gross fixed capital formation (constant LCU)	Gross capital formation (current LCU)	Gross capital formation (constant LCU)	Imports of goods and services (constant LCU)	Agriculture, value added (current US$)	Agriculture, value added (current LCU)	Agriculture, value added (constant LCU)	Manufacturing, value added (current US$)	Manufacturing, value added (current LCU)	Manufacturing, value added (constant 2000 US$)	Manufacturing, value added (constant LCU)	Industry, value added (current US$)	Industry, value added (current LCU)	Industry, value added (constant 2000 US$)	Industry, value added (constant LCU)	Services, etc., value added (current US$)	Services, etc., value added (constant 2000 US$)	Services, etc., value added (constant LCU)	Adjusted savings: education expenditure (current US$)	Adjusted savings: carbon dioxide damage (current US$)	Adjusted savings: net forest depletion (current US$)	Adjusted savings: consumption of fixed capital (current US$)	Adjusted savings: mineral depletion (current US$)	Adjusted savings: energy depletion (current US$)	Adjusted savings: particulate emission damage (current US$)	Adjusted savings: net national savings (current US$)	Adjusted net national income (current US$)	Adjusted net national income (constant 2000 US$)	Adjusted net savings, including particulate emission damage (current US$)	Adjusted net savings, excluding particulate emission damage (current US$)	Exports as a capacity to import (constant LCU)	GDP deflator (base year varies by country)	Discrepancy in expenditure estimate of GDP (current LCU)	Discrepancy in expenditure estimate of GDP (constant LCU)	Gross value added at factor cost (current US$)	Gross value added at factor cost (current LCU)	Gross value added at factor cost (constant 2000 US$)	Gross value added at factor cost (constant LCU)	GDP (current US$)	GDP (current LCU)	GDP (constant 2000 US$)	GDP (constant LCU)	GDP, PPP (current international $)	GDP, PPP (constant 2005 international $)	GDP per capita (constant LCU)	Gross domestic savings (current US$)	Gross domestic savings (current LCU)	Gross domestic savings (constant LCU)	Gross domestic income (constant 2000 US$)	Gross domestic income (constant LCU)	GNI, Atlas method (current US$)	GNI (current US$)	GNI (current LCU)	GNI (constant 2000 US$)	GNI (constant LCU)	GNI, PPP (current international $)	GNI per capita, Atlas method (current US$)	GNI per capita (constant 2000 US$)	GNI per capita (constant LCU)	GNI per capita, PPP (current international $)	Gross savings (current US$)	Gross savings (current LCU)	Gross national income (constant LCU)	Net income from abroad (current US$)	Net income from abroad (current LCU)	Net income from abroad (constant LCU)	Net taxes on products (current US$)	Net taxes on products (current LCU)	Net taxes on products (constant LCU)	Net current transfers from abroad (current US$)	Net current transfers from abroad (current LCU)	Net current transfers from abroad (constant LCU)	Terms of trade adjustment (constant LCU)	DEC alternative conversion factor (LCU per US$)	Official exchange rate (LCU per US$, period average)	PPP conversion factor, GDP (LCU per international $)	PPP conversion factor (GDP) to market exchange rate ratio	PPP conversion factor, private consumption (LCU per international $)	Real effective exchange rate index (2005 = 100)	Income
71233237248	2.05938E+11	98171450056	1.96327E+11	1.61042E+11	2.05483E+11	1.32657E+11	12072941471	19266000000	21725000000	48268580023	77027000000	48668524440	1.00466E+11	94807620003	1.51294E+11	96886577987	2.6117E+11	2.43037E+11	2.48391E+11	5.63835E+11	18577146153	1889516865	NaN	64882817396	2705764962	2105901956	406568472.3	9445926240	3.09072E+11	3.17007E+11	26921694640	27328280389	1.17772E+11	68.12907714	NaN	4286000000	3.49918E+11	5.58399E+11	3.57749E+11	8.4673E+11	3.90316E+11	6.22866E+11	4.01041E+11	9.14244E+11	4.80254E+11	5.46539E+11	48306.24538	91913147011	1.46675E+11	NaN	3.8768E+11	8.26078E+11	4.08759E+11	3.78767E+11	6.04436E+11	3.89279E+11	8.89922E+11	4.66044E+11	21600	20568.47488	47021.12109	24620	80335135415	1.28199E+11	NaN	-11549066299	-18430000000	NaN	30931194385	49360000000	67448000000	-469357062.3	-749000000	NaN	-88165944034	1.5958	1.54995	1.29695	0.812727159	1.37299	83.86069884	3
89275528447	87903998106	50305528447	50717691666	49569713000	53100906139	86111911164	4014264863	3767789000	3928856707	37850136373	35526138000	33017980533	36934910335	58314472619	54733964000	50505345456	56657553116	1.28144E+11	1.12502E+11	1.34189E+11	12489680626	358465642.1	NaN	31771787769	NaN	126876161.6	570805378.2	17645013729	1.76642E+11	1.5511E+11	29078547173	29649352551	88584684098	91.54450715	-436906000	-1750214234	1.90473E+11	1.78778E+11	1.66706E+11	1.94775E+11	2.12302E+11	1.99266E+11	1.85276E+11	2.17672E+11	2.17282E+11	2.45567E+11	27235.08952	55304451310	51908758000	55573679073	1.8867E+11	2.18352E+11	2.11223E+11	2.0854E+11	1.95736E+11	1.81973E+11	2.13801E+11	2.13432E+11	26430	22768.47252	26750.82374	26700	49416801498	46382609886	2.14496E+11	-3761585340	-3530624000	-3856729486	21828871724	20488579000	22896170837	-1784229704	-1674678000	-3856729486	680685991.9	0.9386	NaN	0.91708873	0.977081536	0.931749505	98.14581788	3
1281990000	1541065131	1306136483	1184285696	1000240000	1105139584	1680630658	842902795.2	694580000	634599040	276784919.7	228080000	482104016.1	431505184	1791335302	1476120000	2584900885	2313117952	1765947979	1746219180	1562532992	191348041.5	170069501.8	186599.5795	713344929.4	NaN	1121066657	102920629.5	-99195537.6	2701704256	2567323348	-1302090884	-1199170255	1123035034	88.89412857	-151000000	161868902.2	4400186077	3625900000	5040338616	4510249984	4581222442	3775080000	4745830059	4246714671	15663656652	18038382192	531.9864297	577316391.8	475727950.7	NaN	4046400000	3828684575	4552756836	4536302442	3738064423	4700571710	4208952788	15510070690	570	588.8411524	527.2559942	1940	614149391.8	506079570.5	NaN	-44920000	-37015577.33	NaN	181036365.8	149180000	NaN	81753000	67367197.1	68725451	-418030096.2	0.824033333	0.824033333	0.241008858	0.292474647	0.325815942	NaN	2
61217971.47	NaN	47554830.01	NaN	26800000000	NaN	NaN	327915395	1.848E+11	5.75067E+11	61516608.7	34668300000	NaN	NaN	133969763.6	75500000000	144257242.7	3.01119E+11	288591809.2	262069962.9	2.27082E+11	25921087.97	1702823.548	60899967.17	60227313.32	NaN	NaN	987454.5127	-40698491.67	675645432.9	NaN	-78356931.46	-77369476.95	NaN	41.6122493	NaN	NaN	750476967.8	4.22939E+11	782713000.9	1.00185E+12	808077223.4	4.554E+11	842554352	1.09439E+12	2770883444	3190969751	174164.2518	-20228547.09	-11400000000	NaN	NaN	NaN	866791081.8	796772713.4	4.49029E+11	NaN	NaN	2732120466	140	NaN	NaN	430	19539539.11	11011702663	NaN	-11304510	-6370769656	NaN	57600255.52	32461200000	94176328690	30999999.87	17470359924	NaN	NaN	563.56	563.5625	164.3519149	0.291631618	288.5241754	136.0453004	0
1.78045E+11	1.86155E+11	52961858087	53817690750	51157000000	58771595292	1.78988E+11	2923503090	2744000000	2539451928	43511719582	40840100000	NaN	NaN	61327509056	57562000000	53232025645	60277157570	1.62442E+11	1.44008E+11	1.78386E+11	11420446327	672423733.8	NaN	38607180908	NaN	11982.32441	742683744.5	NaN	2.20838E+11	1.97225E+11	NaN	NaN	1.90311E+11	88.3382553	400000	-660256062.2	2.26693E+11	2.12774E+11	2.00049E+11	2.41203E+11	2.54504E+11	2.38877E+11	2.24436E+11	2.70412E+11	2.59291E+11	3.00591E+11	26442.46486	65096952909	61100000000	70094839072	2.2727E+11	2.74567E+11	2.61369E+11	2.59445E+11	2.43515E+11	2.28847E+11	2.75745E+11	2.64326E+11	25560	22378.05535	26963.96637	25850	NaN	NaN	2.79818E+11	4941402088	4638000000	5250273491	27810568932	26103000000	29208800382	-2927764756	-2748000000	5250273491	4155657282	0.9386	NaN	0.921268349	0.981534572	0.948926282	95.78586845	3
385358777.3	95234795323	418027812.7	2.06559E+11	2.5738E+11	2.06559E+11	1.81011E+11	903524388	5.563E+11	2.983E+11	206594119.7	1.272E+11	181255627.1	72800002048	326944935.5	2.013E+11	287247599.5	1.079E+11	1156894601	1072635578	3.338E+11	62205590.23	9067535.392	711592.7651	207924520.2	NaN	NaN	9237338.825	-411682.7	2163115517	1932615150	42810565.92	52047904.75	1.01354E+11	198.6351348	-16384	72499.66907	NaN	NaN	NaN	NaN	2387363924	1.4699E+12	2131227490	7.4E+11	6988906557	8048476187	116913.3116	115162327.4	70905446400	1.20783E+11	2132300000	7.46119E+11	2339856139	2371751630	1.46029E+12	2117304215	7.35208E+11	6943202229	370	334.5149291	116156.1785	1100	207545962.8	1.27786E+11	7.41333E+11	-15612294	-9612489606	-4786028634	179957773.1	1.108E+11	45399998464	137891833.9	84900003840	42326440734	6119277991	615.7000122	615.699132	210.3190228	0.341593339	269.4329896	NaN	0
6028722962	2.46606E+11	10140910982	4.54894E+11	4.87575E+11	4.54894E+11	3.26531E+11	11538165557	5.54755E+11	4.69608E+11	6818386023	3.27828E+11	6609888997	2.89882E+11	11088227953	5.33122E+11	10829391949	4.7737E+11	21450353577	21209815821	9.10625E+11	705566200	146464110.4	389262368.9	3905615641	NaN	255442270.9	180408926.3	7805005467	42714613164	41627663455	7538993991	7719402917	2.30891E+11	113.5802284	NaN	NaN	44076747088	2.11921E+12	42841408283	1.8576E+12	45694072379	2.19697E+12	44480763467	1.93429E+12	1.03008E+11	1.18625E+11	15204.90836	7643698003	3.67509E+11	4.0985E+11	44536000000	1.91858E+12	46979144005	47264933444	2.2725E+12	46013029511	1.99995E+12	1.06549E+11	370	361.6954527	15721.00563	840	11710621108	5.63047E+11	1.98507E+12	1570840266	75526000000	66496000000	1617325291	77761000000	76687000000	532445923.5	25600000000	22539000000	-15714640829	48.08	49.0854	21.3281231	0.44359657	22.79683064	NaN	0
7405641530	16099566361	1988441544	3987796763	4316066000	4684716957	16681913960	1855846705	3410440000	3693307422	1949473234	3582494976	1776435893	4001835184	2940227207	5403177132	2661377960	6533437096	6908442253	6400449372	15089507765	421432650	255295820.4	NaN	1605664046	49582129.76	3390426.339	227397713.8	250419492.6	11385038063	10264973005	136186052.3	363583766.1	15416968421	84.40543297	12.28241348	-54187166.11	11704516165	21509077236	10749489759	25316252283	13228374665	24309431365	12204708618	28800789843	46510368042	55002340978	3507.746773	1741033049	3199450006	NaN	11883000000	28118191903	11907797897	13043674665	23970013100	12037912273	28408547456	45860971181	1450	1466.138539	3459.97423	5590	1856083539	3410875224	27716063447	-184700000	-339418264.7	-402128456.4	1523858500	2800354129	3801275469	299700000	550750698	636464772.8	-682597940.3	1.837673333	1.836383333	0.522666932	0.284417759	0.658113955	81.26682278	2
5221947346	NaN	898960070.7	NaN	196800000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	242909007.4	104595936.4	NaN	595533293.5	NaN	781543387.8	11152045.19	-109367094.6	4973357859	NaN	-763749456.7	-752597411.5	NaN	88.84094584	NaN	NaN	NaN	NaN	NaN	NaN	6621186419	2489499904	7569507493	2802198784	12486360131	14379384152	4470.892255	1576371698	592700000	NaN	NaN	NaN	6284159082	6350434540	2387699904	NaN	NaN	11975771053	10030	NaN	NaN	19110	486166198.8	182793630.7	NaN	-270751879.3	-101800000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.375990003	0.375999979	0.199377551	0.530273542	0.359657532	117.0269504	3
1295321551	1941017856	1119738533	1705847885	2408839946	1998752158	4412139008	621468409.6	1141016000	946766179.1	501376906.3	920528000	541343077.3	763814685.6	1141296841	2095421000	1232272839	1738690548	2084536932	2381147975	3175654685	NaN	108959421.8	NaN	475833259.7	430184.7735	NaN	9409521.813	334990627.7	NaN	NaN	NaN	NaN	1295108773	120.5171905	NaN	NaN	3847302183	7063646808	4310775341	5861111412	4685729743	8602999808	5218942612	7138400563	15492806058	17841629391	1982.097308	-1805538015	-3314967796	NaN	4890300000	6492491480	5240627646	5413652013	9939465097	5947002078	8034817449	17899594153	1460	1651.285425	2231.002574	4970	810892205.2	1488798089	7220294177	727922270.5	1336465289	727802697.2	838427559.9	1539353000	1277289151	1888297472	3466914159	2325388037	-645909083	1.836	1.835795385	0.55528997	0.302445517	NaN	NaN	2
7186390822	5.24579E+12	3195697467	2.25011E+12	7.17382E+11	2.02255E+12	5.49383E+12	1541656271	3.84327E+11	1.01413E+12	3422616980	8.53241E+11	3173283479	2.27552E+12	4127540464	1.02898E+12	3964660121	2.84312E+12	4859730440	4820983808	3.4572E+12	654479698.6	324004750.6	NaN	1222327583	NaN	133790410.5	NaN	1422166437	10740367336	10667852710	1619027450	1619027450	5.27736E+12	35.05195422	17391000000	13691895711	10528927175	2.62481E+12	10163660046	7.28852E+12	12138485329	3.02606E+12	12038616716	8.63308E+12	47709667002	54942803378	860297.0887	2582870495	6.43897E+11	NaN	12025000000	8.66466E+12	14076152460	12096485329	3.01559E+12	11996907214	8.60308E+12	47544588249	1400	1195.506449	857307.4765	4740	2644670495	6.59303E+11	NaN	-42000000	-10470390000	NaN	1609558154	4.01255E+11	1.6523E+12	103800000	25876821000	74674448533	31574359743	249.295	249.2953292	63.42663636	0.254424021	86.26766615	NaN	2
403420443.6	810606654.1	180203163.3	363589408	360406326.7	362889408	1020915236	110384479.1	220768958.1	218584656.8	66113309.14	132226618.3	63542565.39	127085130.8	122606524.3	245213048.7	123583129.1	247166258.2	405804027.1	406161382.7	812322765.5	35525602.43	3490788.273	NaN	40650000	NaN	NaN	39309.58772	45793198.11	650301865.8	664952677.9	77788702.67	77828012.26	834520875.4	99.52631305	-47252548.02	-42791237.18	638795030.5	1277590061	639036840.2	1278073680	732607993.8	1465215988	736094778.7	1472189557	1078569685	1242088781	6055.9011	90097214.29	180194428.6	180993808	752701000	1496103779	685917910.5	690951865.8	1381903732	693500169.4	1387000339	1017242157	2820	2852.736197	5705.472394	4180	86443198.11	172886396.2	1412054131	-41656128	-83312256	-84049648	93812963.25	187625926.5	194115876.9	9883278	19766556	68493488	23914221.25	2	2	1.358480595	0.679240298	1.505726171	106.0157331	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	23271031	23271031	35377869.14	NaN	NaN	NaN	NaN	289225671	289225671	345930992.7	442446785.4	2838248298	2633962337	3457285919	NaN	2873514.737	NaN	481895719.6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	80.51164282	NaN	NaN	3150745000	3150745000	2993720431	3921291459	3324433000	3324433000	3183598203	4129133233	NaN	NaN	66598.92311	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	173688000	173688000	204869465.9	NaN	NaN	NaN	NaN	1	1	NaN	NaN	NaN	NaN	3
1398592908	4773614519	1582224942	4310603476	9039805858	4270318893	6101789724	1098432767	6384541601	3071384810	1126282069	6546413161	1092414055	3633488868	2083187303	12108338713	2110180143	6920718808	4089926295	3922340273	10053167856	395481487.9	56704024.14	NaN	817609343.3	6176423.124	166340598.8	92889027.36	65366078.07	7098852225	7072167480	138857131.6	231746158.9	3774777368	220.8053984	NaN	NaN	7271546365	42265208809	7083280580	20045271473	8285061591	48156174840	8192408095	21809328568	25101410571	28906969011	2679.673073	693078060.3	4028453849	1943306537	8268400000	20810491418	8051921621	8088978591	47016460050	7995891170	21313346212	24507334132	990	982.4408027	2618.732611	3010	883095060.3	5132910560	20314509061	-196083000	-1139714790	-495982356.5	1013515225	5890966031	1764057095	385786000	2242346404	975826815.1	-998837150.5	5.81241	5.812408333	1.918464889	0.330063586	2.470515488	127.3141667	1
55230163335	1.04278E+11	91884591287	1.88655E+11	1.74411E+11	1.88655E+11	1.24997E+11	27982628850	50781000000	55725263096	82411021346	1.49554E+11	90988268348	1.66463E+11	1.32656E+11	2.40736E+11	1.47584E+11	2.70005E+11	3.50643E+11	3.37363E+11	6.17204E+11	21652510116	1869466117	NaN	66203659335	2611790845	3443523264	2157920159	4544126737	4.9581E+11	5.24379E+11	16122815042	18280735201	1.08761E+11	94.18392272	31872	6885899026	5.11281E+11	9.27838E+11	5.15406E+11	9.42935E+11	5.86863E+11	1.065E+12	6.18074E+11	1.13077E+12	1.14846E+12	1.32257E+12	6576.659082	87863063051	1.59448E+11	NaN	6.2052E+11	1.13525E+12	7.09797E+11	5.68069E+11	1.03089E+12	5.98197E+11	1.0944E+12	1.11168E+12	4130	3479.176117	6365.152705	6470	70756664647	1.28404E+11	NaN	-18794398405	-34106815000	NaN	75582468606	1.37162E+11	1.87832E+11	1668013421	3026999000	NaN	4482991304	1.814733	1.813932847	0.927332415	0.511002123	1.136572874	NaN	2
1265847841	591885696	489782722.3	230242704	985100032	230242704	661395584	126783825.9	255000320	59600000	190175738.8	382500480	136074292.2	89400000	437574373.8	880093376	341349206.3	205700000	1465672137	1586525653	689000032	116315351.1	7024147.135	NaN	307199321.1	NaN	6860079.766	510932.7892	40923650.81	NaN	NaN	NaN	NaN	596497709.5	427.8528809	-20399616	NaN	2030030336	4083000192	2021441838	954300032	2468403493	4964700160	2501031836	1160375536	4126736478	4752380076	4349.918413	352060761.4	708099840	160732816	2530900000	1164987550	2300259290	2397404449	4821899776	2427930000	1126869593	4008038564	8620	9101.620195	4224.314148	15020	348161717.1	700257691.8	1131611592	-70999044.31	-142800384	-33375958	438373156.6	881699968	206075504	67100000	134958235.8	38915248	4612013.539	2.011300087	2	1.203057231	0.598149047	1.458492114	NaN	3
