Exports of goods and services (current US$)	Exports of goods and services (constant LCU)	Gross fixed capital formation (current US$)	Gross fixed capital formation (constant LCU)	Gross capital formation (current LCU)	Gross capital formation (constant LCU)	Imports of goods and services (constant LCU)	Agriculture, value added (current US$)	Agriculture, value added (current LCU)	Agriculture, value added (constant LCU)	Manufacturing, value added (current US$)	Manufacturing, value added (current LCU)	Manufacturing, value added (constant 2000 US$)	Manufacturing, value added (constant LCU)	Industry, value added (current US$)	Industry, value added (current LCU)	Industry, value added (constant 2000 US$)	Industry, value added (constant LCU)	Services, etc., value added (current US$)	Services, etc., value added (constant 2000 US$)	Services, etc., value added (constant LCU)	Adjusted savings: education expenditure (current US$)	Adjusted savings: carbon dioxide damage (current US$)	Adjusted savings: net forest depletion (current US$)	Adjusted savings: consumption of fixed capital (current US$)	Adjusted savings: mineral depletion (current US$)	Adjusted savings: energy depletion (current US$)	Adjusted savings: particulate emission damage (current US$)	Adjusted savings: net national savings (current US$)	Adjusted net national income (current US$)	Adjusted net national income (constant 2000 US$)	Adjusted net savings, including particulate emission damage (current US$)	Adjusted net savings, excluding particulate emission damage (current US$)	Exports as a capacity to import (constant LCU)	GDP deflator (base year varies by country)	Discrepancy in expenditure estimate of GDP (current LCU)	Discrepancy in expenditure estimate of GDP (constant LCU)	Gross value added at factor cost (current US$)	Gross value added at factor cost (current LCU)	Gross value added at factor cost (constant 2000 US$)	Gross value added at factor cost (constant LCU)	GDP (current US$)	GDP (current LCU)	GDP (constant 2000 US$)	GDP (constant LCU)	GDP, PPP (current international $)	GDP, PPP (constant 2005 international $)	GDP per capita (constant LCU)	Gross domestic savings (current US$)	Gross domestic savings (current LCU)	Gross domestic savings (constant LCU)	Gross domestic income (constant 2000 US$)	Gross domestic income (constant LCU)	GNI, Atlas method (current US$)	GNI (current US$)	GNI (current LCU)	GNI (constant 2000 US$)	GNI (constant LCU)	GNI, PPP (current international $)	GNI per capita, Atlas method (current US$)	GNI per capita (constant 2000 US$)	GNI per capita (constant LCU)	GNI per capita, PPP (current international $)	Gross savings (current US$)	Gross savings (current LCU)	Gross national income (constant LCU)	Net income from abroad (current US$)	Net income from abroad (current LCU)	Net income from abroad (constant LCU)	Net taxes on products (current US$)	Net taxes on products (current LCU)	Net taxes on products (constant LCU)	Net current transfers from abroad (current US$)	Net current transfers from abroad (current LCU)	Net current transfers from abroad (constant LCU)	Terms of trade adjustment (constant LCU)	DEC alternative conversion factor (LCU per US$)	Official exchange rate (LCU per US$, period average)	PPP conversion factor, GDP (LCU per international $)	PPP conversion factor (GDP) to market exchange rate ratio	PPP conversion factor, private consumption (LCU per international $)	Real effective exchange rate index (2005 = 100)	Income
1259400000	577213056	522431035.4	196105008	1029262071	197869707.3	646907456	76500000	153000000	53100000	131550000	263100000	123745413.4	81300000	328049984	656099968	352467532.5	212400000	1628455840	1636262738	710599968	156140191.8	7570235.335	NaN	300504611	NaN	1382774.364	422309.5589	51977664.55	NaN	NaN	NaN	NaN	579600362.9	455.4869133	-176750359.3	-17668171.3	2033005824	4066011647	2067619457	976099968	2476105824	4952211647	2343386639	1087234672	4105441830	4452827755	4044.576237	368381035.4	736762070.8	128175248	2492000000	1089621979	2299040323	2374105824	4748211647	2245576724	1042234385	3936323425	8550	8353.676064	3877.17255	14640	352627035.4	705254070.8	1042444195	-102000000	-204000000	-47177784	443100000	886200000	NaN	86687033.75	173374067.5	77780800	2387306.883	2	2	1.206255466	0.603127733	1.420993392	NaN	3
3922149442	7466701480	1238550223	2093446090	2224418800	2100114330	4333844870	63900843.29	114420850	117990980	916475527.8	1641041080	986447362.5	1700602930	3544681403	6347106520	4025832127	6940503020	2234746856	2310300771	3982974830	165598778.1	32789287.97	NaN	747209793.2	NaN	1726827992	6657742.929	1895253261	3369291317	3550266139	294961049.2	301618792.1	6988291683	94.76153265	49565070	251233010	NaN	NaN	NaN	NaN	5843329102	10463065090	6404574284	11041468830	15599884044	16919883297	32324.22041	2732072819	4892049590	NaN	6127100000	10563059033	5942531915	5843329102	10463065090	6404574284	11041468830	15599884044	17400	18749.57707	32324.22041	45670	2642847087	4732281994	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-478409797.4	1.7906	1.790588333	0.670714286	0.374575163	1.144783271	NaN	3
133833371.7	6215103371	300054211.2	13234712266	14598903961	13249237882	10634286822	132904991.8	6460511653	5929207856	39089201.99	1900126109	37474275.85	1694380621	186642976.4	9072715081	182080788.7	8350410851	173029365.6	172996700.9	7687900948	21217687.61	3163680.438	21253384.18	38581065.45	NaN	NaN	1693402.231	NaN	443519138.1	NaN	NaN	NaN	6211583976	108.8770396	-1272199797	-1408461634	492577333.8	23944184196	483704832.8	21967519655	507273898.3	24658584196	498509593.5	22648103107	1659007011	1799385491	37371.62737	205036627.8	9966830477	NaN	530036000	22644583712	491023419.3	503353587.7	24468017898	NaN	22472002159	1646185885	810	NaN	37081.04326	2720	NaN	NaN	22454017414	-3920310.596	-190566298.1	-190566298.1	14696564.49	714400000	680583451.6	41770214.28	2030450116	2030450116	-3519395.447	48.61	48.61031917	14.86345991	0.305769593	17.12967754	NaN	1
2836675889	8249556034	1494137219	5150257659	10391535660	5823036396	6959462251	118624239	750654192.6	400916019.6	224319569.4	1419494251	249587940.2	668588918.8	3243022448	20521846273	3288848688	10477896477	2550340215	2660229026	8380087503	372346961.2	27637008.4	NaN	629266744.1	5055477.684	4385244.798	7942835.169	1207289948	4752191652	4857785680	1534616343	1542559178	9148264678	196.2496199	3375053575	2056757662	5911986902	37411053523	6080498093	19258900000	6091305297	38545780335	6357436299	19641200000	17436098717	18911471048	10862.87673	2320851180	14686346425	8011838824	6759500000	20539908645	5546100453	5393170606	34127983965	5618419233	17274217359	15437718273	3070	3107.355738	9553.779491	8540	1838828179	11636104844	18172926003	-698134690.5	-4417796369	-2366982641	179318394.4	1134726812	382300000	228474657.8	1445787650	774629246	898708644.7	6.328000069	6.327800688	2.210688352	0.349350241	2.897236754	NaN	2
161583686.5	1.27193E+11	93339693.27	60992550051	65056664803	60992550051	1.38447E+11	531435550.1	3.70404E+11	3.5788E+11	68392431.47	47668717701	62368886.77	44405400000	149393886	1.04126E+11	141165118.4	1.00507E+11	297750181.1	255970517.9	1.82246E+11	16433347.85	1514047.067	NaN	87849689.92	14568.97999	NaN	3952061.12	NaN	945419740.3	842985951	NaN	NaN	1.06602E+11	106.663297	NaN	NaN	978579617.1	6.82058E+11	899790381.1	6.40633E+11	1041975238	7.26244E+11	956312926.5	6.80876E+11	2604950041	2825370404	177809.7045	45069224.42	31412717603	NaN	927392000	6.60285E+11	965430750.3	1033283999	7.20187E+11	948563360.6	6.75358E+11	2583221843	250	247.7159583	176368.808	670	NaN	NaN	NaN	-8691239.242	-6057691195	NaN	63395621.33	44186000000	40242921851	41033694.23	28600000681	NaN	-20590948877	696.9882	696.9882036	278.7940016	0.399998166	318.1531918	97.13835718	0
3.0535E+11	4.96829E+11	1.43487E+11	2.33915E+11	2.22455E+11	2.27746E+11	3.88481E+11	14842286370	23292000000	18910719551	1.20166E+11	1.88577E+11	1.24393E+11	1.86435E+11	2.10891E+11	3.30952E+11	2.2366E+11	3.92386E+11	4.55313E+11	4.6741E+11	8.5806E+11	35556936823	3215768177	NaN	99131459887	860978740.5	13373108056	1298184518	56647366416	6.02901E+11	6.14388E+11	73456263748	74754448265	4.34634E+11	90.82589375	-584000000	1610267593	6.81046E+11	1.06877E+12	NaN	NaN	7.34662E+11	1.15291E+12	7.59429E+11	1.26936E+12	9.37829E+11	1.04591E+12	40474.36949	1.74179E+11	2.73339E+11	2.73899E+11	7.4657E+11	1.20716E+12	7.16421E+11	7.16266E+11	1.12404E+12	7.40652E+11	1.23894E+12	9.14347E+11	22840	23616.21393	39504.62232	29150	1.55779E+11	2.44464E+11	1.17538E+12	-18395462945	-28868000000	-31783887620	53615624801	84139000000	NaN	-10832855.41	-17000000	-31783887620	-62195381329	1.5693	1.569318333	1.229333499	0.783364238	1.287024222	80.17166667	3
1.23599E+11	1.96295E+11	59405933855	91661585480	92372057367	95712156745	1.69153E+11	3660701145	5705568804	5568415240	50458260885	78644245415	46429220946	79841271097	71516048085	1.11465E+11	65650522795	1.128E+11	1.87447E+11	1.69172E+11	2.98316E+11	14569396808	251241422.2	NaN	50874808180	NaN	NaN	517575624.4	29719659288	2.36744E+11	2.18335E+11	43520239050	44037814675	1.98481E+11	98.34220588	1	-427109249.3	2.62624E+11	4.09325E+11	2.38349E+11	4.16684E+11	2.78621E+11	4.34258E+11	2.53918E+11	4.41579E+11	2.45189E+11	2.5338E+11	60616.85812	77528771079	1.20836E+11	1.25039E+11	2.5795E+11	4.43764E+11	2.67686E+11	2.87618E+11	4.48282E+11	2.62289E+11	4.55901E+11	2.53107E+11	36750	36005.16777	62582.93429	34740	80594467469	1.25615E+11	4.58025E+11	8997614360	14023681742	14260084586	15997249689	24933313366	24894419415	-6516561943	-10156713444	14260084586	2185594635	1.5586	1.5586075	1.771117807	1.13635173	1.901958952	102.0874826	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	920604859.2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	84.39103005	NaN	NaN	NaN	NaN	NaN	NaN	6663669065	4446000000	6238754215	5268332425	NaN	NaN	35930.41088	NaN	NaN	NaN	NaN	NaN	6091261658	6482314149	4325000000	NaN	NaN	NaN	41540	NaN	NaN	NaN	NaN	NaN	NaN	-181354916.1	-121000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.6672	NaN	NaN	NaN	NaN	NaN	3
22895291317	2.65578E+13	14339601417	1.19224E+13	1.00361E+13	1.23823E+13	1.71479E+13	3490422969	2.40469E+12	2.34111E+12	12348095625	8.5071E+12	13585747391	8.26379E+12	24060671466	1.65764E+13	27023538428	2.72594E+13	33355746509	40159801506	3.72582E+13	2506364624	345541697	NaN	8976350626	2638735583	112451248.3	388855312.9	4946943702	52685546411	62021891315	3967724485	4356579798	1.84585E+13	65.1402993	1000000	NaN	60906840944	4.19612E+13	71969923076	6.66783E+13	67265403373	4.63418E+13	79448554863	7.11416E+13	1.56685E+11	1.79655E+11	4507197.381	16193086481	1.11561E+13	NaN	79107000000	6.30422E+13	68092886296	64413083868	4.43768E+13	76131639028	6.84591E+13	1.50041E+11	4310	4823.345314	4337247.061	9510	13923294328	9.59231E+12	6.30422E+13	-2852319505	-1.96508E+12	NaN	6358562429	4.38067E+12	4.79579E+12	582046332	4.00995E+11	-2.17363E+12	-8.09934E+12	688.94	688.9366667	295.7644475	0.429303637	346.2419592	94.82166667	2
3.65395E+11	3.26215E+12	5.27151E+11	4.17987E+12	4.5565E+12	4.36597E+12	2.70417E+12	1.99796E+11	1.6537E+12	1.58087E+12	4.56728E+11	3.78031E+12	4.60248E+11	3.81012E+12	6.51167E+11	5.38968E+12	6.54984E+11	5.42222E+12	6.02865E+11	5.70115E+11	4.71964E+12	25994993430	22765595859	403234518.1	1.44422E+11	2197316540	25841574000	16703801136	4.41455E+11	1.26602E+12	1.20543E+12	3.99587E+11	4.16291E+11	3.01236E+12	102.6490726	-14295887825	-1.99948E+11	1.3087E+12	1.08321E+13	1.27471E+12	1.05525E+13	1.45383E+12	1.20333E+13	1.41606E+12	1.17227E+13	3.66909E+12	3.97955E+12	9155.518113	5.87887E+11	4.86591E+12	4.724E+12	1.414E+12	1.14729E+13	1.40693E+12	1.43888E+12	1.19096E+13	1.40183E+12	1.16049E+13	3.63137E+12	1100	1094.838889	9063.514723	2840	5.85926E+11	4.84969E+12	1.13505E+13	-14945149000	-1.237E+11	-1.22457E+11	1.45123E+11	1.20118E+12	1.17018E+12	12984445000	1.07472E+11	1.04698E+11	-2.49791E+11	8.276957512	8.2769575	3.279636423	0.396236953	4.146878678	110.5757452	2
2168719928	1.51037E+12	2156571694	1.37909E+12	1.50063E+12	1.34753E+12	1.36979E+12	2224746254	1.55062E+12	1.46705E+12	2074277084	1.44575E+12	2283867902	1.49893E+12	3217702643	2.2427E+12	3794092191	2.49011E+12	4607759915	4418461156	2.8999E+12	277980283.8	21061072.63	NaN	1019224621	728448.9995	640025886	93404861.97	428373877.6	8547500346	8370409231	-48565743.12	44839118.85	1.31801E+12	105.4971229	7565.953125	NaN	10050208812	7.00488E+12	10447838962	6.85706E+12	10879778069	7.58308E+12	10952001542	7.18795E+12	29120666492	31584739809	438073.4788	2067814965	1.44124E+12	1.29575E+12	10659000000	6.99558E+12	9817018327	10207479301	7.11449E+12	10293631776	6.75585E+12	27321200726	600	627.3511976	411739.0838	1670	1447898863	1.00917E+12	6.56349E+12	-672298767.2	-4.68584E+11	-4.32097E+11	829569257	5.782E+11	3.30889E+11	241923387.8	1.68618E+11	1.55488E+11	-1.92362E+11	696.9882202	696.9882036	260.4019092	0.373610201	310.7594004	99.64583628	1
14940486690	4.599E+13	16349698959	4.7693E+13	4.20003E+13	4.85043E+13	4.7866E+13	7986540056	2.00299E+13	2.4064E+13	13948345269	3.49819E+13	15168609995	4.062E+13	26988644157	6.76864E+13	28382968461	8.75E+13	55918373100	59926943133	1.60268E+14	3406796394	343010752.7	NaN	10527660122	147694809.7	3925097409	130311912.8	3166222383	80816237425	84971036100	2031093243	2161405156	3.99909E+13	83.00638802	NaN	1.46669E+12	90893557314	2.27957E+14	97137377842	2.71832E+14	98229102139	2.46355E+14	1.04603E+11	2.9679E+14	2.5291E+11	2.74311E+11	7225011.378	13804679899	3.46216E+13	4.06292E+13	97126000000	2.90791E+14	97270729931	95416689765	2.39301E+14	1.01652E+11	2.88488E+14	2.45669E+11	2370	2474.596857	7022897.056	5980	13698071855	3.43542E+13	2.82488E+14	-2812412374	-7.05342E+12	-8.30248E+12	7335544825	1.83973E+13	2.4927E+13	2705803776	6.78605E+12	7.98776E+12	-5.9991E+12	2507.96	2504.241331	974.07847	0.388394739	1085.615147	90.87916667	2
39511037.99	NaN	27655569.69	NaN	14456672500	NaN	NaN	125962874.3	65845832934	40999113613	10963148.75	5730876376	9484148.885	3568348082	29107096.53	15215443640	25180360.45	9473943523	96093131.24	83129125.44	31276942864	10488448.03	564942.9354	3765897.508	22344055.33	NaN	NaN	188419.677	NaN	224297492.7	NaN	NaN	NaN	NaN	160.6030581	-989372500	NaN	216657037.9	1.13255E+11	194389245.6	74693921348	251163102.1	1.31293E+11	217279133	81750000000	585714297.5	635275078.5	137818.8378	-10089772.16	-5274327500	-3284261746	217280000	NaN	228257468.3	250407445.6	1.30898E+11	NaN	NaN	583952100.6	380	NaN	NaN	980	NaN	NaN	NaN	-755656.5587	-395011909.5	NaN	34506064.2	18037700000	7056133632	35077516	18336420714	NaN	NaN	522.74	522.7414183	224.158776	0.428815044	286.1326729	NaN	0
202095981.8	4243931000	223189229	8377441872	26061987140	8212981506	15189685451	64405361.4	7546219837	1552190067	NaN	NaN	NaN	NaN	91417242.56	10711136376	92908835.07	3492218798	465152203.2	440034199	15452053712	30109592.43	1514047.067	688132.7714	62388680.75	NaN	NaN	NaN	-5008275.744	541490986.6	533911156	NaN	22921345.27	7212043027	354.9788668	NaN	7.62939E-06	NaN	NaN	NaN	NaN	620974807.1	72758110599	602555643.3	20496462578	985222550.9	1068588108	45272.03821	-1116171.598	-130779116.4	235339081.8	576951000	23464574605	583970741.2	606246149	71032389483	588166981.9	19948104649	961854443.2	1290	1299.127495	44060.83988	2120	149993534.1	17574378245	22916216676	-14728658.13	-1725721116	-548357928.5	NaN	NaN	NaN	169104003.9	19813505600	6295856722	2968112027	117.1675723	117.1675723	73.8494166	0.630288869	85.13807367	NaN	1
7139718403	7.12387E+11	3176977163	3.1809E+11	1.37106E+12	3.69197E+11	7.78723E+11	1299803152	4.67695E+11	1.48946E+11	3277093406	1.17916E+12	3457121496	3.2266E+11	4430151980	1.59406E+12	4547477889	4.24702E+11	9497628283	9237686794	7.67808E+11	684608868.9	38981062.54	24556670.45	1023109271	NaN	NaN	14098819.44	1470567816	15188335702	14848042480	2077540132	2091638952	6.92945E+11	409.4030184	NaN	NaN	15227583415	5.47919E+12	15069968766	1.34146E+12	16844378718	6.06094E+12	16585867507	1.48043E+12	30582206659	33169949609	362567.5422	2926597606	1.05305E+12	NaN	16312000000	1.46099E+12	15976312296	16236001644	5.84204E+12	15991035656	1.42735E+12	29477653400	3910	3916.302754	349567.8192	7220	2493677087	8.97275E+11	1.40791E+12	-608377074.1	-2.18906E+11	-53080429771	1616795303	5.81755E+11	1.38978E+11	176097562.4	63363424902	15364376292	-19442016644	359.82	359.8175269	198.1853179	0.550790167	216.510269	109.9233333	2
3872000000	4825454494	3074100000	3369590889	3089100000	3578985826	4909896056	2225500000	2225500000	2347202014	4175300000	4175300000	4669854083	4186953537	6892100000	6892100000	7220158237	7026739886	18932900000	17862093469	19482055835	2684498319	160782759.4	NaN	3680862341	69055054.51	347202803.7	19926021.64	NaN	28883392705	27633412644	NaN	NaN	4286900474	96.15990297	-100000	-563472912.4	28050500000	28050500000	27417400836	28855997735	33590400000	33590400000	31988401919	34931815614	NaN	NaN	3125.768146	2526400000	2526400000	NaN	NaN	34393261594	31589922673	32979826185	32979826185	31402982445	34305810662	NaN	2830	2810.001155	3069.751981	NaN	NaN	NaN	NaN	-610573815	-610573815	NaN	5539900000	5539900000	6075817879	NaN	NaN	NaN	-538554020.3	1	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2892507.829	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.83333	NaN	NaN	NaN	NaN	3
5358157691	5522000000	1908376379	1877000000	2059719038	1952000000	5663000000	360317757.8	374730468.1	359165109	912935322.1	949452735	855991608.1	908207096.2	1855951887	1930189962	1742531915	1848826362	7433073424	7070679096	7501990521	563509654.8	43274628.85	NaN	1066538462	882818.1126	NaN	63710896.25	515690434.3	9139533727	8545786167	971331745.9	1035042642	5494186793	104.6080489	NaN	32365681.71	9649343069	10035316792	9151726665	9709981991	10557366162	10979660808	9892554194	10496000000	15183570559	16754661529	14776.06435	1815849040	1888483001	1732306587	NaN	10468186793	9650709993	10206955007	10615233207	9564907413	10148366766	14679610346	13590	13465.29035	14286.67306	20670	1582228896	1645518052	10119905475	-350411155.2	-364427601.4	-348281317.8	908023092.9	944344016.6	783222900.7	114272251.8	118843141.8	112799128.3	-27813207.24	1.04	0.61065999	0.723127723	0.695315118	0.773834144	92.66589445	3
45205682388	1.47183E+12	21595344942	7.3256E+11	7.23331E+11	7.48288E+11	1.53647E+12	2271570497	74368000000	65223966252	17345374851	5.67863E+11	14457825394	5.61906E+11	25130073333	8.22723E+11	19698931669	8.47056E+11	44196200711	35035894526	1.51867E+12	2920680522	740685383.8	NaN	15014760871	NaN	36492672.99	103465613.2	2400121456	56794494210	46569022135	4440158308	4543623921	1.50607E+12	95.6020588	NaN	-9054000000	71597844541	2.34401E+12	56781805049	2.43095E+12	78425201661	2.56753E+12	61931803247	2.68564E+12	1.79311E+11	1.87594E+11	263173.1197	21181551839	6.93454E+11	7.17884E+11	61517000000	2.71988E+12	64689073977	75517714827	2.47234E+12	59592518410	2.58485E+12	1.72663E+11	6340	5839.625364	253296.4943	16920	19186125737	6.28127E+11	2.62032E+12	-2907486834	-95187000000	-99565847426	6827357119	2.23518E+11	2.5469E+11	-89191397.51	-2920000000	-99565847426	34238201262	32.73858333	32.73851833	14.31887997	0.437370176	15.52755868	95.25916667	3
7.15763E+11	7.52167E+11	3.68718E+11	3.87026E+11	3.8534E+11	3.90276E+11	6.623E+11	20854507811	22160000000	16383108959	4.07491E+11	4.33E+11	3.90942E+11	4.30795E+11	5.30303E+11	5.635E+11	5.07812E+11	5.70072E+11	1.25806E+12	1.20399E+12	1.37533E+12	84809138983	5120439387	NaN	3.02917E+11	1368375.802	1583872420	2168144199	97372514155	1.6751E+12	1.61249E+12	1.73308E+11	1.75476E+11	7.57858E+11	97.26541049	NaN	-1758580000	1.80921E+12	1.92247E+12	1.73341E+12	1.96179E+12	2.00659E+12	2.1322E+12	1.91516E+12	2.19215E+12	2.26379E+12	2.52879E+12	26575.17512	4.52889E+11	4.8124E+11	4.85834E+11	1.9374E+12	2.19784E+12	1.88453E+12	1.97961E+12	2.10353E+12	1.88922E+12	2.16255E+12	2.23335E+12	22850	22902.77764	26216.34988	27070	4.00835E+11	4.25928E+11	2.16836E+12	-26980990024	-28670000000	-29476048942	1.97374E+11	2.0973E+11	2.30359E+11	-23047242612	-24490000000	-29476048942	5691252906	1.0626	NaN	0.941873359	0.886385619	0.94207199	95.28583333	3
122219020.1	348068065.7	52740739.81	76075217.14	142400000	76075217.14	444762560.6	36119234.18	97521934	115964211	28900256.16	78030693	19127363.15	36261977	51540706.87	139159911	45581100.05	104646121	203329506	198089523.2	583219069	12072037.77	632736.0877	111550.0616	38107496.05	NaN	NaN	467824.5153	-33687061.61	266640015.5	257532091.1	-22810220.64	-22342396.12	347928514.8	97.7410779	NaN	NaN	290989447.1	785671521	281736375.7	803829401	332789446.3	898531521	322207191.5	919297740.8	531664963.5	576652307.8	13265.28825	18725240.41	50558150	26648104.08	249466000	919158190	297383320.3	304859061.7	823119481	295298452.5	841934950.8	487043335.3	4290	4261.099442	12148.95818	7030	4437348.311	11980840.65	840868267.8	-27930384.69	-75412040	-78289922.25	41799999.26	112860000	115468339.8	13642492.35	36834730	40438127.83	-139550.825	2.700000048	2.7	1.690033353	0.625938268	1.84044973	109.4541667	2
82049602898	6.87853E+11	34054872256	2.77782E+11	2.80142E+11	2.9314E+11	5.78458E+11	3281061978	25903000000	20139657381	23501463007	1.85537E+11	21617077606	1.86833E+11	38079217703	3.00624E+11	35582068244	3.29558E+11	1.07554E+11	99732229891	9.15131E+11	13732500568	319825494.6	NaN	28246671818	NaN	2540026541	132974054.9	12310587657	1.4104E+11	1.31507E+11	23050262134	23183236189	6.60115E+11	93.45499106	-1000000	182000000	1.48914E+11	1.17564E+12	1.38901E+11	1.26483E+12	1.73881E+11	1.37274E+12	1.61962E+11	1.46888E+12	1.65346E+11	1.70997E+11	273231.7435	45634412961	3.6027E+11	3.74797E+11	1.6299E+11	1.44114E+12	1.61607E+11	1.71827E+11	1.35652E+12	1.60019E+11	1.45182E+12	1.63393E+11	30060	29765.77048	270059.2868	30390	40557259475	3.20187E+11	1.42378E+12	-2054036252	-16216000000	-17351668237	24966369843	1.97102E+11	2.04047E+11	-3774177613	-29796000000	-17351668237	-27738349928	7.8947	7.894714167	8.302206548	1.051617737	8.786199353	95.31333333	3
8629982406	97235300000	5151665721	53809000000	98136100000	60836600000	1.2521E+11	1739914837	30359600000	20986100000	6127492277	1.06918E+11	5799820736	62181800000	8436101989	1.47201E+11	8011360762	82247900000	13956461439	13945694231	1.12762E+11	477145300.9	132490417.2	NaN	2910937224	75983827.81	NaN	47080893.76	1742625020	22431681667	21851127519	1965418897	2012499791	1.00827E+11	195.3489087	-100000	NaN	24132478265	4.21085E+11	23606253968	2.15996E+11	26570402719	4.63624E+11	25844917268	2.37331E+11	49357113567	53533513396	26784.54218	3537265959	61721400000	32862400000	13224000000	2.40923E+11	24817344538	25418602719	4.43527E+11	24722907965	2.26668E+11	47217532771	2800	2790.156597	25581.12366	5330	4654765959	81220545750	2.3026E+11	-1151800000	-20097643020	-10663202750	2437924454	42539100000	21335900000	2269300000	39596788770	21008856713	3591818227	17.4489	18.609825	9.393262014	0.538329752	11.01015544	95.35742262	2
20012009401	1.16907E+11	13946687989	54023041024	1.41781E+12	64473681920	40609386496	5233302397	4.17E+11	26987403264	4091262617	3.26E+11	4054117518	21795825664	27772897383	2.213E+12	31577933729	1.39009E+11	19307998689	18455047807	90928029696	2449042233	559881046.7	69424920.12	3890565035	10771087.35	9170014284	156632409.5	NaN	41682036005	40435356231	NaN	NaN	56079627434	1677.477278	NaN	-7893523456	52314200936	4.1685E+12	55279968235	2.56925E+11	57053038888	4.5461E+12	58856686557	2.71008E+11	1.83909E+11	1.99471E+11	8619.34558	23313926002	1.8577E+12	79943925760	57161000000	2.10181E+11	54987401306	54822811331	4.36839E+12	56572913153	2.62581E+11	1.7672E+11	1750	1799.287152	8351.337148	5620	NaN	NaN	2.01754E+11	-2230223856	-1.77709E+11	-8426680832	4738837129	3.776E+11	14083318784	1070107435	85268299776	4043295488	-60827511638	79.68199921	79.6819	24.7192652	0.310223958	38.27142805	115.0569176	2
6106216000	5808790000	5800076000	4794259000	6624929000	5941850000	7509032000	2053110000	2053110000	1848765000	2593049000	2593049000	2334518075	2333399000	7232607000	7232607000	6561904515	6558759000	13343142000	7710915836	7706924000	322138284.8	152150431.4	NaN	2594207665	3240.342288	1811181707	25147805.8	2522207858	19007691635	13842611876	856855930	882003735.8	5759811129	140.1086299	NaN	NaN	22628859000	22628859000	NaN	16114448000	24717858000	24717858000	17650754679	17641924000	67814519319	73552710360	1381.792947	4770507000	4770507000	NaN	17390000000	17592945129	19775249257	23413084247	23413084247	16700542979	16692169198	64234815735	1550	1308.059852	1307.403981	5030	5117408494	5117408494	16663882807	-1304773753	-1304773753	-929062322	2088999000	2088999000	1527476000	1651675247	1651675247	1176073045	-48978871.43	1	25000	0.364492121	0.364492121	0.478846421	107.8566667	2
16090887259	53794943114	15650358645	45750104822	69200000000	47317049251	59281540785	13533270870	58369000000	30151786925	15738858525	67881700000	19402820289	40255248821	28271897585	1.21937E+11	32801665660	67679172433	40402989064	49450777017	1.02394E+11	3879429695	783824426.3	172741203.7	4893345470	20610233.7	4963175389	691410185.4	11381227132	77896608276	94757174888	8628895388	9320305574	47894516071	178.1953286	3072	4100197213	82208157519	3.54564E+11	98905937351	2.00225E+11	87850680573	3.789E+11	1.05818E+11	2.12632E+11	2.73769E+11	2.96934E+11	3030.038525	12218872601	52700000000	35930024536	1.0769E+11	2.06731E+11	96330610031	87946480573	3.79313E+11	1.05958E+11	2.1286E+11	2.74067E+11	1370	1509.917681	3033.286559	3910	16274572601	70192234920	4.19595E+11	95800000	413185419.4	2.12864E+11	5642523054	24336203072	12406779578	4252600000	18341464660	10117884563	-5900427043	4.313000202	4.499666667	1.384014142	0.320893595	1.800529888	NaN	1
85922671.98	1223693213	201592414.5	1451618862	2813867240	1451618862	4830031188	99200904.12	1384666060	1022202565	66469888.67	927800000	56889093.79	547557527.7	139838947.7	1951900000	135227489.3	1301564585	365843709.9	456340976.4	4392281898	19346444.39	3728623.374	95199.03341	53606470.59	NaN	NaN	4937565.563	NaN	615675673.8	646338864.8	NaN	NaN	878018275.8	123.7943195	NaN	NaN	604883561.7	8443085731	694956355.4	6688954921	675480057	9428485731	791298774.8	7616250708	2434089149	2640051953	1916.533079	-185150684.7	-2584370288	-2448580781	689533000	7270575770	707436695.3	669377343.5	9343302835	784599936	7551774384	2412098050	180	197.4346419	1900.308428	610	NaN	NaN	7207396525	-6102713.517	-85182895.82	-63179244.98	70596495.25	985400000	317360339.8	384200000	5362740440	3311141805	-345674937.5	13.9582	13.95819417	3.873517014	0.277508347	NaN	NaN	0
