Exports of goods and services (current US$)	Exports of goods and services (constant LCU)	Gross fixed capital formation (current US$)	Gross fixed capital formation (constant LCU)	Gross capital formation (current LCU)	Gross capital formation (constant LCU)	Imports of goods and services (constant LCU)	Agriculture, value added (current US$)	Agriculture, value added (current LCU)	Agriculture, value added (constant LCU)	Manufacturing, value added (current US$)	Manufacturing, value added (current LCU)	Manufacturing, value added (constant 2000 US$)	Manufacturing, value added (constant LCU)	Industry, value added (current US$)	Industry, value added (current LCU)	Industry, value added (constant 2000 US$)	Industry, value added (constant LCU)	Services, etc., value added (current US$)	Services, etc., value added (constant 2000 US$)	Services, etc., value added (constant LCU)	Adjusted savings: education expenditure (current US$)	Adjusted savings: carbon dioxide damage (current US$)	Adjusted savings: net forest depletion (current US$)	Adjusted savings: consumption of fixed capital (current US$)	Adjusted savings: mineral depletion (current US$)	Adjusted savings: energy depletion (current US$)	Adjusted savings: particulate emission damage (current US$)	Adjusted savings: net national savings (current US$)	Adjusted net national income (current US$)	Adjusted net national income (constant 2000 US$)	Adjusted net savings, including particulate emission damage (current US$)	Adjusted net savings, excluding particulate emission damage (current US$)	Exports as a capacity to import (constant LCU)	GDP deflator (base year varies by country)	Discrepancy in expenditure estimate of GDP (current LCU)	Discrepancy in expenditure estimate of GDP (constant LCU)	Gross value added at factor cost (current US$)	Gross value added at factor cost (current LCU)	Gross value added at factor cost (constant 2000 US$)	Gross value added at factor cost (constant LCU)	GDP (current US$)	GDP (current LCU)	GDP (constant 2000 US$)	GDP (constant LCU)	GDP, PPP (current international $)	GDP, PPP (constant 2005 international $)	GDP per capita (constant LCU)	Gross domestic savings (current US$)	Gross domestic savings (current LCU)	Gross domestic savings (constant LCU)	Gross domestic income (constant 2000 US$)	Gross domestic income (constant LCU)	GNI, Atlas method (current US$)	GNI (current US$)	GNI (current LCU)	GNI (constant 2000 US$)	GNI (constant LCU)	GNI, PPP (current international $)	GNI per capita, Atlas method (current US$)	GNI per capita (constant 2000 US$)	GNI per capita (constant LCU)	GNI per capita, PPP (current international $)	Gross savings (current US$)	Gross savings (current LCU)	Gross national income (constant LCU)	Net income from abroad (current US$)	Net income from abroad (current LCU)	Net income from abroad (constant LCU)	Net taxes on products (current US$)	Net taxes on products (current LCU)	Net taxes on products (constant LCU)	Net current transfers from abroad (current US$)	Net current transfers from abroad (current LCU)	Net current transfers from abroad (constant LCU)	Terms of trade adjustment (constant LCU)	DEC alternative conversion factor (LCU per US$)	Official exchange rate (LCU per US$, period average)	PPP conversion factor, GDP (LCU per international $)	PPP conversion factor (GDP) to market exchange rate ratio	PPP conversion factor, private consumption (LCU per international $)	Real effective exchange rate index (2005 = 100)	Income
1107821288	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8824023.755	NaN	124461031.7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	89.0180022	NaN	NaN	NaN	NaN	NaN	NaN	958659238.3	1716000000	1241360073	1927699968	NaN	NaN	28229.79773	NaN	NaN	NaN	NaN	NaN	NaN	1027541903	1839299968	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	68882665.15	123299968	-32	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.789999962	1.79	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	164532339.3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	114.111312	NaN	NaN	NaN	NaN	NaN	NaN	1209992604	744521376	877738325.5	652451858.3	NaN	NaN	11294.54288	NaN	NaN	NaN	NaN	NaN	1186353162	1209992604	744521376	NaN	NaN	NaN	20540	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.615310683	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7303287.747	70303078.95	NaN	NaN	6175164.106	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	51	487.4956086	NaN	NaN	NaN	NaN	0
3975722402	NaN	209080605.6	NaN	95.63365173	NaN	NaN	585919300.2	268	174394590.7	286400852	131	209277176.5	74431350.25	3075420340	1406.699951	4467395442	877789762.7	2118054652	2551434073	644691899.7	155104967.4	22623294.95	NaN	458468426.4	NaN	2290206072	58271856.38	-2529109820	761896317.1	NaN	-4743984955	-4685713098	NaN	0.000155786	1.52588E-05	NaN	5541409412	2534.645508	NaN	1689502695	5779394292	2643.5	7785298083	1696876253	22423523676	29407919767	154.2206792	97034203.89	44.38352966	NaN	NaN	NaN	5163696190	3510570816	1605.738159	NaN	NaN	13620695150	470	NaN	NaN	1240	-2069520272	-946.6003812	NaN	-2268823476	-1037.761841	-195296296	NaN	NaN	7373557.772	NaN	NaN	10497454.01	NaN	4.57401E-07	2.51417E-07	1.1789E-07	0.257738007	2.97426E-07	NaN	2
81519208.08	17935089664	36891478.48	9270179840	2768059904	8294097920	77900505088	366374577	27490000896	69488836608	NaN	NaN	NaN	NaN	165448304.7	12414000128	326064168.6	42257342464	177629690.9	875931600.8	89913475072	NaN	12222211.63	32931833.87	46648312.33	2159224.845	41800167.51	2075301.152	-61447238.64	557125509.2	1128626693	NaN	NaN	10112848123	24.80413834	10720	-6336135012	709452572.7	53232001024	1880194980	2.0166E+11	709452572.7	53232001024	2101603929	2.14609E+11	6408505648	8404600927	65690.37974	-509541750.3	-38232192000	NaN	2058900000	2.06787E+11	969813376.4	680665047.7	51072001024	2036798147	2.08316E+11	6148467101	300	623.4492642	63763.88453	1880	-14629275.22	-1097671111	NaN	-28787524.94	-2160000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-7822241541	75.03250122	75.0325	8.306460811	0.110704837	14.9012491	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	747752655.2	2745000000	NaN	4113320617	15100000000	NaN	NaN	29993189835	1.10105E+11	NaN	NaN	23498229341	NaN	NaN	NaN	297651218.3	NaN	7584810938	NaN	8428439108	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46.7757275	NaN	NaN	NaN	NaN	NaN	NaN	54239171831	1.99112E+11	68994519208	4.25674E+11	1.05657E+11	1.38566E+11	211347.4112	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.671000004	3.671	1.884517771	0.513352702	NaN	NaN	3
15095292555	15715000320	38211660838	39665700864	37853999104	39665700864	19186700288	13705685750	13577400320	11456799744	50009186273	49541099520	44063807090	41223299072	70198562602	69541502976	63864427288	60819001344	1.44875E+11	1.38949E+11	1.36496E+11	7028411632	621793282.5	NaN	27163934154	11930829.56	3195050346	3634565772	4053807408	1.94151E+11	1.94054E+11	3633279690	7267845462	15566293591	101.4884881	307200	NaN	2.28779E+11	2.26638E+11	2.12761E+11	2.08772E+11	2.28779E+11	2.26638E+11	2.29808E+11	2.23314E+11	2.3413E+11	3.07056E+11	6658.135026	34700807775	34376007680	36045302359	2.2858E+11	2.23165E+11	2.1126E+11	2.24522E+11	2.2242E+11	2.25562E+11	2.19157E+11	2.29773E+11	6300	6725.161088	6534.19452	6850	31232142442	30939809108	2.18947E+11	-4257865333	-4218011648	-4218011648	-5426.794884	-5376	14542300160	769901586.7	762695296	762695296	-148706728.7	0.990639985	0.990641667	0.968000208	0.977146313	0.982252787	NaN	2
506749951.3	5.13192E+11	217190272.2	97036591104	5060000	8192966656	7.87617E+11	362503446.4	88360000	2.23324E+11	386913762.2	94310000	233607892.4	1.25119E+11	460103683.9	112150000	429269248.4	1.74103E+11	345149558	481258027.8	1.89076E+11	NaN	18849616.7	NaN	94037960.17	289236.1146	NaN	26034497.92	NaN	968978021.3	1313257527	NaN	NaN	5.12007E+11	0.051033606	22070016	39922491392	1167756688	284640000	1331055671	5.86503E+11	1272577522	310190016	1448894008	6.07815E+11	4080732476	5351782437	176181.3843	-252021191.8	-61430016	NaN	1446100000	6.0663E+11	1063409747	1063305218	259180016	1163968307	4.88342E+11	3409665862	310	337.3879856	141550.9444	990	NaN	NaN	NaN	-209272304.2	-51010000	NaN	104820767.9	25550000	21311965184	NaN	NaN	NaN	-1184961590	0.243749407	NaN	0.076013318	0.311850269	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
407266647.6	NaN	147433336.7	NaN	398070016	NaN	NaN	15255555.29	41190000	42669917.67	9940740.565	26840000	11695982.65	39890531.92	69911109.88	188760000	77980865.12	231531862.6	275422223.3	439789842.5	1233591291	14559514.3	1501961.49	NaN	50141712.53	NaN	NaN	NaN	78349540.68	NaN	NaN	NaN	NaN	NaN	67.23588115	NaN	NaN	360588888.4	973590016	529338731.5	1483847004	423762955.5	1144160000	605123888.1	1701710427	729139656.2	956249111.2	26671.74112	159337028.3	430209984	NaN	488119000	NaN	403912609.5	394062950.1	1063969984	NaN	NaN	678036907.7	6330	NaN	NaN	10630	128518504.4	346999967.9	NaN	-29700005.4	-80190016	NaN	63174072.96	170570000	220591582.1	6299999.889	17010000	NaN	NaN	2.700000048	2.7	1.569191842	0.581182153	NaN	118.1040158	2
