Net bilateral aid flows from DAC donors, Australia (current US$)	Net bilateral aid flows from DAC donors, Austria (current US$)	Net bilateral aid flows from DAC donors, Belgium (current US$)	Net bilateral aid flows from DAC donors, Canada (current US$)	Net bilateral aid flows from DAC donors, European Union institutions (current US$)	Net bilateral aid flows from DAC donors, Switzerland (current US$)	Net bilateral aid flows from DAC donors, Germany (current US$)	Net bilateral aid flows from DAC donors, Denmark (current US$)	Net bilateral aid flows from DAC donors, Spain (current US$)	Net bilateral aid flows from DAC donors, Finland (current US$)	Net bilateral aid flows from DAC donors, France (current US$)	Net bilateral aid flows from DAC donors, United Kingdom (current US$)	Net bilateral aid flows from DAC donors, Greece (current US$)	Net bilateral aid flows from DAC donors, Ireland (current US$)	Net bilateral aid flows from DAC donors, Italy (current US$)	Net bilateral aid flows from DAC donors, Japan (current US$)	Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)	Net bilateral aid flows from DAC donors, Luxembourg (current US$)	Net bilateral aid flows from DAC donors, Netherlands (current US$)	Net bilateral aid flows from DAC donors, Norway (current US$)	Net bilateral aid flows from DAC donors, New Zealand (current US$)	Net bilateral aid flows from DAC donors, Portugal (current US$)	Net bilateral aid flows from DAC donors, Sweden (current US$)	Net bilateral aid flows from DAC donors, Total (current US$)	Net bilateral aid flows from DAC donors, United States (current US$)	PPG, bilateral (AMT, current US$)	PPG, bilateral concessional (AMT, current US$)	IMF repurchases (AMT, current US$)	Principal repayments on external debt, long-term + IMF (AMT, current US$)	Principal repayments on external debt, long-term (AMT, current US$)	Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)	Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)	PPG, IBRD (AMT, current US$)	PPG, IDA (AMT, current US$)	PPG, multilateral (AMT, current US$)	PPG, multilateral concessional (AMT, current US$)	PPG, official creditors (AMT, current US$)	PPG, bonds (AMT, current US$)	PPG, commercial banks (AMT, current US$)	PNG, bonds (AMT, current US$)	PNG, commercial banks and other creditors (AMT, current US$)	PPG, other private creditors (AMT, current US$)	PPG, private creditors (AMT, current US$)	Principal arrears, public and publicly guaranteed (current US$)	Principal arrears, official creditors (current US$)	Principal arrears, private creditors (current US$)	Principal forgiven (current US$)	Principal rescheduled (current US$)	Principal rescheduled, official (current US$)	Principal rescheduled, private (current US$)	Commitments, public and publicly guaranteed (COM, current US$)	Commitments, IBRD (COM, current US$)	Commitments, IDA (COM, current US$)	Commitments, official creditors (COM, current US$)	Commitments, private creditors (COM, current US$)	Currency composition of PPG debt, Deutsche mark (%)	Currency composition of PPG debt, Euro (%)	Currency composition of PPG debt, French franc (%)	Currency composition of PPG debt, Japanese yen (%)	Currency composition of PPG debt, Multiple currencies (%)	Currency composition of PPG debt, all other currencies (%)	Currency composition of PPG debt, SDR (%)	Currency composition of PPG debt, Swiss franc (%)	Currency composition of PPG debt, Pound sterling (%)	Currency composition of PPG debt, U.S. dollars (%)	Debt forgiveness or reduction (current US$)	PPG, bilateral (DIS, current US$)	PPG, bilateral concessional (DIS, current US$)	IMF purchases (DIS, current US$)	Disbursements on external debt, long-term + IMF (DIS, current US$)	Disbursements on external debt, long-term (DIS, current US$)	Disbursements on external debt, private nonguaranteed (PNG) (DIS, current US$)	Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)	Income
0	0	0	0	1760000	0	0	0	0	0	0	0	NaN	0	0	0	0	0	22970000	0	0	0	0	24730000	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
760000	650000	100000	7630000	23820000	1500000	16060000	4320000	0	1470000	2050000	2210000	NaN	100000	320000	20000	140000	140000	9950000	8860000	30000	0	9090000	131220000	42000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
210000	-600000	2590000	2770000	45570000	2760000	8370000	10000	12720000	750000	18550000	4840000	NaN	1170000	34530000	100000	130000	0	720000	8880000	0	19840000	18100000	196010000	14000000	23567000	2417000	0	62876000	62876000	0	62876000	0	0	0	0	23567000	0	500000	0	0	38809000	39309000	3174221000	822187000	2352034000	0	0	0	0	463903000	0	19900000	23428000	440475000	0.1951	NaN	3.5448	0.3496	1.0383	7.1179	0.0682	0.1244	0.9272	82.7106	0	22049000	20587000	0	685376000	685376000	0	685376000	2
10000	2540000	0	90000	109680000	3440000	18590000	0	0	170000	1970000	850000	NaN	0	41290000	400000	70000	140000	2250000	540000	0	0	1650000	212680000	29000000	0	0	0	5032000	5032000	0	5032000	0	0	0	0	0	0	0	0	0	5032000	5032000	15452000	5494000	9958000	0	39339000	0	39339000	150343000	0	70300000	150343000	0	20.1779	NaN	0.3129	0	0	1.7878	0	0	0	45.912	0	35592000	35592000	16628000	94224000	77596000	0	77596000	1
0	-20000	0	0	0	0	-12970000	0	0	0	790000	0	NaN	0	0	1610000	10000	0	0	0	0	0	0	-10580000	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
10000	360000	1380000	1690000	6360000	420000	34160000	0	42240000	0	7110000	140000	NaN	0	115780000	31180000	50000	40000	1410000	0	0	0	3250000	235580000	-10000000	79062000	12918000	384194000	2586882000	2202688000	50000000	2152688000	334249000	0	563929000	1879000	642991000	1408457000	48849000	50000000	0	52391000	1509697000	0	0	0	0	964565000	955089000	9476000	5262733000	1760000000	0	2762529000	2500204000	8.1159	NaN	1.0587	4.3284	13.5021	0.3565	0	1.1211	0.1871	68.9535	-3265000000	775326000	575145000	1612518000	10876566000	9264048000	3605000000	5659048000	2
30000	80000	0	590000	30500000	220000	470000	0	0	0	2200000	530000	NaN	0	3240000	0	0	140000	540000	0	0	0	370000	100910000	62000000	592000	0	0	592000	592000	0	592000	0	0	0	0	592000	0	0	0	0	0	0	0	0	0	0	30800000	0	30800000	124043000	12000000	0	124043000	0	0	NaN	0	0	0.3756	24.7388	0	0	0	31.8731	0	23984000	2314000	0	87348000	87348000	0	87348000	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
0	0	0	550000	490000	0	10000	0	0	0	0	1800000	NaN	0	0	30000	20000	0	0	0	0	0	0	2900000	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
10000	180000	0	390000	6860000	0	820000	0	0	0	680000	2030000	NaN	0	0	0	0	140000	690000	0	0	0	0	11800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250000000	0	0	250000000	0	0	NaN	0	0	0	100	0	0	0	0	NaN	0	0	0	0	0	0	0	2
170000	2380000	26340000	2630000	23990000	1790000	25400000	490000	0	0	28530000	1220000	NaN	240000	3560000	8210000	60000	2150000	2170000	310000	0	0	2070000	149710000	18000000	6816000	6816000	4174000	23092000	18918000	0	18918000	0	1590000	10909000	8037000	17725000	0	0	0	0	1193000	1193000	12193000	12157000	36000	70000	0	0	0	78039000	0	10400000	78039000	0	0.1012	NaN	5.449	2.9439	21.4009	9.9326	2.328	0	0.0052	53.0478	-70000	7431000	7431000	0	76594000	76594000	0	76594000	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
0	0	1170000	3150000	39200000	8770000	47540000	4000000	290000	0	45570000	50000	NaN	0	3970000	16970000	120000	30000	4670000	440000	0	0	110000	187050000	11000000	2263000	2066000	0	17867000	17867000	0	17867000	0	2252000	15575000	9731000	17838000	0	0	0	0	29000	29000	70406000	66785000	3621000	1281000	2000000	1575000	425000	25303000	0	3800000	25303000	0	0.2666	NaN	23.3822	0	11.9242	15.4665	2.522	0	0.4749	40.8455	-1281000	9443000	9443000	21854000	100497000	78643000	0	78643000	0
11200000	690000	3060000	41250000	70410000	14640000	75240000	28850000	60000	4260000	35240000	71710000	NaN	330000	11450000	185040000	300000	20000	53170000	33320000	10000	0	26830000	761080000	94000000	163762000	156053000	90330000	359720000	269390000	0	269390000	3551000	28346000	69983000	66149000	233745000	0	2776000	0	0	32869000	35645000	10463000	10460000	3000	2262000	0	0	0	709410000	0	71510000	709410000	0	0.0063	NaN	0.7022	26.4453	19.8268	2.3603	1.6052	0.0389	4.1317	44.3857	-2262000	76867000	76772000	40092000	691197000	651105000	0	651105000	0
10000	980000	7300000	140000	46020000	7780000	14890000	0	0	0	4050000	2490000	NaN	0	1170000	6180000	140000	0	3080000	0	0	0	10000	113240000	19000000	8001000	0	0	84464000	84464000	0	84464000	0	0	42567000	0	50568000	0	20734000	0	0	13162000	33896000	5881538000	236556000	5644982000	0	15576000	15576000	0	467385000	178000000	0	467385000	0	29.7669	NaN	0.3971	8.3598	1.63	0.0207	0	6.5342	0.2338	45.5227	0	111447000	111447000	43288000	335725000	292437000	0	292437000	2
0	0	0	0	7030000	0	50000	0	0	0	880000	0	NaN	0	0	940000	240000	0	0	0	0	0	0	9140000	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
0	0	0	0	32330000	0	0	0	0	0	0	0	NaN	0	0	0	0	0	0	0	0	0	0	NaN	0	NaN	NaN	0	NaN	NaN	NaN	NaN	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	2
50000	240000	0	20000	0	0	109450000	0	0	0	440000	170000	NaN	0	630000	40000	10000	80000	0	0	0	0	20000	185150000	74000000	0	0	0	2755000	2755000	754000	2001000	0	0	0	0	0	0	0	0	754000	2001000	2001000	0	0	0	0	0	0	0	487836000	128300000	0	320860000	166976000	17.5736	NaN	0	0	0.0116	6.0904	0	0	0	63.892	NaN	96059000	81020000	97887000	428570000	330683000	1816000	328867000	2
10000	0	0	610000	6920000	0	190000	110000	0	0	0	5960000	NaN	0	0	60000	50000	0	200000	0	0	0	20000	22130000	8000000	4686000	1494000	0	11498000	11498000	0	11498000	1645000	0	4642000	2123000	9328000	0	1455000	0	0	715000	2170000	2788000	2328000	460000	0	0	0	0	68370000	20000000	0	37454000	30916000	0.3217	NaN	0	0	18.337	1.891	0.7573	0	14.3772	56.4897	0	7591000	0	0	18513000	18513000	0	18513000	1
0	0	0	0	0	0	-4840000	0	0	0	0	20000	NaN	0	0	0	0	0	0	0	0	0	0	-4820000	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
0	2160000	9450000	5370000	26790000	11870000	93900000	4850000	49040000	60000	13320000	8900000	NaN	0	19420000	61110000	140000	130000	34670000	3000000	0	0	13130000	458310000	101000000	25633000	3074000	28777000	194733000	165956000	6500000	159456000	23072000	2010000	98882000	16748000	124515000	0	2482000	0	6500000	32459000	34941000	39341000	20138000	19203000	54665000	70806000	69715000	1091000	155754000	0	51120000	155754000	0	9.1577	NaN	2.1696	14.0026	35.1438	0.6909	0	0.1471	0.6737	30.5839	-197956000	88496000	86334000	0	369379000	369379000	50600000	318779000	1
