Net bilateral aid flows from DAC donors, Australia (current US$)	Net bilateral aid flows from DAC donors, Austria (current US$)	Net bilateral aid flows from DAC donors, Belgium (current US$)	Net bilateral aid flows from DAC donors, Canada (current US$)	Net bilateral aid flows from DAC donors, European Union institutions (current US$)	Net bilateral aid flows from DAC donors, Switzerland (current US$)	Net bilateral aid flows from DAC donors, Germany (current US$)	Net bilateral aid flows from DAC donors, Denmark (current US$)	Net bilateral aid flows from DAC donors, Spain (current US$)	Net bilateral aid flows from DAC donors, Finland (current US$)	Net bilateral aid flows from DAC donors, France (current US$)	Net bilateral aid flows from DAC donors, United Kingdom (current US$)	Net bilateral aid flows from DAC donors, Greece (current US$)	Net bilateral aid flows from DAC donors, Ireland (current US$)	Net bilateral aid flows from DAC donors, Italy (current US$)	Net bilateral aid flows from DAC donors, Japan (current US$)	Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)	Net bilateral aid flows from DAC donors, Luxembourg (current US$)	Net bilateral aid flows from DAC donors, Netherlands (current US$)	Net bilateral aid flows from DAC donors, Norway (current US$)	Net bilateral aid flows from DAC donors, New Zealand (current US$)	Net bilateral aid flows from DAC donors, Portugal (current US$)	Net bilateral aid flows from DAC donors, Sweden (current US$)	Net bilateral aid flows from DAC donors, Total (current US$)	Net bilateral aid flows from DAC donors, United States (current US$)	PPG, bilateral (AMT, current US$)	PPG, bilateral concessional (AMT, current US$)	IMF repurchases (AMT, current US$)	Principal repayments on external debt, long-term + IMF (AMT, current US$)	Principal repayments on external debt, long-term (AMT, current US$)	Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)	Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)	PPG, IBRD (AMT, current US$)	PPG, IDA (AMT, current US$)	PPG, multilateral (AMT, current US$)	PPG, multilateral concessional (AMT, current US$)	PPG, official creditors (AMT, current US$)	PPG, bonds (AMT, current US$)	PPG, commercial banks (AMT, current US$)	PNG, bonds (AMT, current US$)	PNG, commercial banks and other creditors (AMT, current US$)	PPG, other private creditors (AMT, current US$)	PPG, private creditors (AMT, current US$)	Principal arrears, public and publicly guaranteed (current US$)	Principal arrears, official creditors (current US$)	Principal arrears, private creditors (current US$)	Principal forgiven (current US$)	Principal rescheduled (current US$)	Principal rescheduled, official (current US$)	Principal rescheduled, private (current US$)	Commitments, public and publicly guaranteed (COM, current US$)	Commitments, IBRD (COM, current US$)	Commitments, IDA (COM, current US$)	Commitments, official creditors (COM, current US$)	Commitments, private creditors (COM, current US$)	Currency composition of PPG debt, Deutsche mark (%)	Currency composition of PPG debt, Euro (%)	Currency composition of PPG debt, French franc (%)	Currency composition of PPG debt, Japanese yen (%)	Currency composition of PPG debt, Multiple currencies (%)	Currency composition of PPG debt, all other currencies (%)	Currency composition of PPG debt, SDR (%)	Currency composition of PPG debt, Swiss franc (%)	Currency composition of PPG debt, Pound sterling (%)	Currency composition of PPG debt, U.S. dollars (%)	Debt forgiveness or reduction (current US$)	PPG, bilateral (DIS, current US$)	PPG, bilateral concessional (DIS, current US$)	IMF purchases (DIS, current US$)	Disbursements on external debt, long-term + IMF (DIS, current US$)	Disbursements on external debt, long-term (DIS, current US$)	Disbursements on external debt, private nonguaranteed (PNG) (DIS, current US$)	Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)	Income
0	0	10000	0	-40000	0	0	0	0	0	0	0	0	0	0	0	0	0	-7100000	0	0	0	0	-7130000	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
80000	2370000	0	8670000	14670000	2740000	16460000	2720000	120000	3600000	1330000	6020000	0	420000	400000	140000	0	140000	9360000	7130000	10000	0	10310000	118770000	32080000	NaN	NaN	0	NaN	NaN	NaN	NaN	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	0
800000	1000000	1990000	3070000	52950000	5780000	18020000	1840000	35790000	3620000	8650000	3560000	0	1660000	24980000	21950000	0	10000	13670000	19750000	0	19780000	17770000	304740000	48100000	432394000	405611000	0	1269938000	1269938000	0	1269938000	0	0	1338000	0	433732000	0	775856000	0	0	60350000	836206000	2688299000	682212000	2006087000	0	208000	49000	159000	786892000	0	0	0	786892000	0.3043	NaN	3.6478	0.5055	0.9258	2.4081	1.3984	0.0816	1.0106	86.2273	0	28856000	28856000	0	942874000	942874000	0	942874000	2
0	18880000	3030000	190000	115420000	17980000	23340000	2210000	10960000	370000	2560000	16280000	28980000	240000	73560000	15170000	10000	2940000	1980000	6340000	0	0	5330000	369530000	23760000	5412000	2621000	3475000	15230000	11755000	3200000	8555000	0	0	1506000	0	6918000	0	0	0	3200000	1637000	1637000	33439000	17665000	15774000	0	0	0	0	203928000	0	138650000	203928000	0	10.2914	NaN	0.0363	5.1888	0	5.0412	2.1077	0	0	60.3337	0	25001000	25001000	21144000	156294000	135150000	1067000	134083000	1
0	0	0	0	0	0	1040000	0	0	0	1750000	0	0	0	0	140000	0	0	0	0	0	0	0	2930000	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
0	170000	780000	940000	28430000	210000	11620000	-310000	-9240000	10000	7630000	260000	0	150000	-18630000	36960000	10000	130000	50000	10000	70000	0	110000	59750000	390000	1284083000	253649000	823839000	15423189000	14599350000	8779852000	5819498000	444995000	0	770162000	1879000	2054245000	3514561000	178341000	2357084000	6422768000	72351000	3765253000	0	0	0	0	0	0	0	12055175000	938853000	0	2142158000	9913017000	11.0533	NaN	0.4557	6.0148	6.2075	0.1111	0	0.5016	0.6647	62.9505	-99712000	16005000	10542000	0	19936581000	19936581000	7949013000	11987568000	2
0	290000	0	740000	21570000	890000	6860000	430000	60000	200000	2040000	1330000	2190000	0	770000	3440000	10000	300000	5230000	2350000	0	0	290000	96890000	47900000	13098000	4887000	13076000	38748000	25672000	0	25672000	380000	0	12574000	0	25672000	0	0	0	0	0	0	0	0	0	0	0	0	0	104982000	0	47600000	94982000	10000000	0	NaN	0.409	0	1.4194	0.8147	1.1035	0	0	92.4697	0	16313000	1636000	28613000	137515000	108902000	0	108902000	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
0	0	0	60000	750000	0	10000	0	0	0	0	580000	0	0	0	7120000	20000	0	0	0	0	0	0	8950000	410000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
