Net bilateral aid flows from DAC donors, Australia (current US$)	Net bilateral aid flows from DAC donors, Austria (current US$)	Net bilateral aid flows from DAC donors, Belgium (current US$)	Net bilateral aid flows from DAC donors, Canada (current US$)	Net bilateral aid flows from DAC donors, European Union institutions (current US$)	Net bilateral aid flows from DAC donors, Switzerland (current US$)	Net bilateral aid flows from DAC donors, Germany (current US$)	Net bilateral aid flows from DAC donors, Denmark (current US$)	Net bilateral aid flows from DAC donors, Spain (current US$)	Net bilateral aid flows from DAC donors, Finland (current US$)	Net bilateral aid flows from DAC donors, France (current US$)	Net bilateral aid flows from DAC donors, United Kingdom (current US$)	Net bilateral aid flows from DAC donors, Greece (current US$)	Net bilateral aid flows from DAC donors, Ireland (current US$)	Net bilateral aid flows from DAC donors, Italy (current US$)	Net bilateral aid flows from DAC donors, Japan (current US$)	Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)	Net bilateral aid flows from DAC donors, Luxembourg (current US$)	Net bilateral aid flows from DAC donors, Netherlands (current US$)	Net bilateral aid flows from DAC donors, Norway (current US$)	Net bilateral aid flows from DAC donors, New Zealand (current US$)	Net bilateral aid flows from DAC donors, Portugal (current US$)	Net bilateral aid flows from DAC donors, Sweden (current US$)	Net bilateral aid flows from DAC donors, Total (current US$)	Net bilateral aid flows from DAC donors, United States (current US$)	PPG, bilateral (AMT, current US$)	PPG, bilateral concessional (AMT, current US$)	IMF repurchases (AMT, current US$)	Principal repayments on external debt, long-term + IMF (AMT, current US$)	Principal repayments on external debt, long-term (AMT, current US$)	Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)	Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)	PPG, IBRD (AMT, current US$)	PPG, IDA (AMT, current US$)	PPG, multilateral (AMT, current US$)	PPG, multilateral concessional (AMT, current US$)	PPG, official creditors (AMT, current US$)	PPG, bonds (AMT, current US$)	PPG, commercial banks (AMT, current US$)	PNG, bonds (AMT, current US$)	PNG, commercial banks and other creditors (AMT, current US$)	PPG, other private creditors (AMT, current US$)	PPG, private creditors (AMT, current US$)	Principal arrears, public and publicly guaranteed (current US$)	Principal arrears, official creditors (current US$)	Principal arrears, private creditors (current US$)	Principal forgiven (current US$)	Principal rescheduled (current US$)	Principal rescheduled, official (current US$)	Principal rescheduled, private (current US$)	Commitments, public and publicly guaranteed (COM, current US$)	Commitments, IBRD (COM, current US$)	Commitments, IDA (COM, current US$)	Commitments, official creditors (COM, current US$)	Commitments, private creditors (COM, current US$)	Currency composition of PPG debt, Deutsche mark (%)	Currency composition of PPG debt, Euro (%)	Currency composition of PPG debt, French franc (%)	Currency composition of PPG debt, Japanese yen (%)	Currency composition of PPG debt, Multiple currencies (%)	Currency composition of PPG debt, all other currencies (%)	Currency composition of PPG debt, SDR (%)	Currency composition of PPG debt, Swiss franc (%)	Currency composition of PPG debt, Pound sterling (%)	Currency composition of PPG debt, U.S. dollars (%)	Debt forgiveness or reduction (current US$)	PPG, bilateral (DIS, current US$)	PPG, bilateral concessional (DIS, current US$)	IMF purchases (DIS, current US$)	Disbursements on external debt, long-term + IMF (DIS, current US$)	Disbursements on external debt, long-term (DIS, current US$)	Disbursements on external debt, private nonguaranteed (PNG) (DIS, current US$)	Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)	Income
0	0	0	0	-250000	0	0	0	0	0	0	0	0	0	0	0	0	0	76470000	0	0	0	0	76220000	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
8310000	6900000	3090000	73130000	208030000	15040000	82100000	17910000	5150000	13570000	12450000	98610000	8610000	5250000	38160000	134420000	21120000	1510000	77370000	68780000	1400000	240000	41880000	1428820000	485790000	NaN	NaN	0	NaN	NaN	NaN	NaN	0	25112000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	0
0	240000	2760000	5570000	67630000	6900000	13460000	610000	10840000	3890000	14260000	13780000	0	6510000	28070000	33100000	0	110000	21080000	24230000	380000	19490000	13960000	439780000	152910000	80850000	0	0	1316586000	1316586000	0	1316586000	0	3756000	6439000	4070000	87289000	0	994908000	0	0	234389000	1229297000	3527427000	1025881000	2501546000	0	4945000	1356000	3589000	3296826000	0	71600000	257080000	3039746000	NaN	7.8305	NaN	0.5097	0.528	2.8348	1.9897	0.0147	1.2172	85.0754	0	141753000	6753000	0	1865757000	1865757000	0	1865757000	2
0	3670000	10000	1650000	33910000	10580000	21130000	2080000	1780000	1340000	3450000	4510000	83380000	420000	20800000	10670000	90000	680000	12740000	5990000	0	0	5410000	264280000	39990000	13721000	7677000	9513000	38486000	28973000	2241000	26732000	0	1429000	12525000	3467000	26246000	0	0	0	2241000	486000	486000	15774000	0	15774000	0	0	0	0	166716000	0	61000000	166716000	0	NaN	28.8446	NaN	2.9933	0	7.4012	1.7205	0	0	59.0404	0	29501000	29501000	11190000	147684000	136494000	0	136494000	1
0	0	0	0	0	0	1080000	0	10000	0	3390000	110000	0	0	0	150000	0	0	0	0	0	0	0	4940000	200000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
0	130000	390000	2580000	4810000	280000	16850000	0	41160000	120000	10500000	0	30000	150000	2880000	11580000	90000	60000	200000	370000	240000	0	300000	103090000	10370000	32486000	8612000	5743210000	12222423000	6479213000	830785000	5648428000	2968063000	0	5318829000	0	5351315000	294520000	323000	0	830785000	2270000	297113000	16228904000	1166744000	15062160000	0	0	0	0	4440642000	1850000000	0	4440642000	0	NaN	29.6403	NaN	4.6306	4.2727	0.1231	0	0.4538	0.3795	60.5	0	267000	0	5601495000	11155386000	5553891000	940000000	4613891000	2
20000	3060000	0	920000	16440000	2200000	13920000	410000	80000	0	3030000	3150000	2860000	120000	1550000	7020000	110000	0	9910000	3350000	0	0	1610000	143950000	74190000	27750000	1728000	26359000	88025000	61666000	6890000	54776000	513000	0	18407000	0	46157000	0	0	0	6890000	8619000	8619000	0	0	0	0	0	0	0	45239000	0	40000000	45239000	0	NaN	7.4594	NaN	0.1895	0.8941	-0.0001	0.9147	0	0	90.5424	-46060000	6406000	6406000	27976000	134588000	106612000	15770000	90842000	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
0	10000	0	60000	550000	0	10000	0	0	0	10000	240000	0	0	0	2740000	10000	0	140000	0	0	0	0	3600000	-170000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
