Outlying Skewed Clumpy Sparse Striated Convex Skinny Stringy Monotonic 
0.0 0.9457808727223436 0.06033247158082127 0.215385889085587 0.8 0.0 1.0 1.0 0.006719274060360609 
0.0 0.9457808727223436 0.06033247158082127 0.215385889085587 0.8 0.0 1.0 1.0 0.006719274060360609 
0.0 0.9457808727223436 0.06033247158082127 0.215385889085587 0.8 0.0 1.0 1.0 0.006719274060360609 
0.0 0.9457808727223436 0.06033247158082127 0.215385889085587 0.8 0.0 1.0 1.0 0.006719274060360609 
0.0 0.9457808727223436 0.06033247158082127 0.215385889085587 0.8 0.0 1.0 1.0 0.006719274060360609 
0.0 0.9457808727223436 0.06033247158082127 0.215385889085587 0.8 0.0 1.0 1.0 0.006719274060360609 
0.0 0.9457808727223436 0.06033247158082127 0.215385889085587 0.8 0.0 1.0 1.0 0.006719274060360609 
0.0 0.9457808727223436 0.06033247158082127 0.215385889085587 0.8 0.0 1.0 1.0 0.006719274060360609 
0.0 0.9457808727223436 0.06033247158082127 0.215385889085587 0.8 0.0 1.0 1.0 0.006719274060360609 
0.0 0.9457808727223436 0.06033247158082127 0.215385889085587 0.8 0.0 1.0 1.0 0.006719274060360609 
0.0 0.9457808727223436 0.06033247158082127 0.215385889085587 0.8 0.0 1.0 1.0 0.006719274060360609 
0.0 0.9457808727223436 0.06033247158082127 0.215385889085587 0.8 0.0 1.0 1.0 0.006719274060360609 
0.0 0.9457808727223436 0.06033247158082127 0.215385889085587 0.8 0.0 1.0 1.0 0.006719274060360609 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
