Repeaters, primary, female (% of female enrollment)	Repeaters, primary, male (% of male enrollment)	Repeaters, primary, total (% of total enrollment)	Trained teachers in primary education, female (% of female teachers)	Trained teachers in primary education, male (% of male teachers)	Trained teachers in primary education (% of total teachers)	Primary education, teachers	Primary education, teachers (% female)	Total enrollment, primary (% net)	Total enrollment, primary, female (% net)	Total enrollment, primary, male (% net)	Children out of school, primary	Children out of school, primary, female	Children out of school, primary, male	Secondary school starting age (years)	Secondary education, duration (years)	Secondary education, pupils	Secondary education, pupils (% female)	Secondary education, general pupils	Secondary education, general pupils (% female)	Pupil-teacher ratio, secondary	Secondary education, vocational pupils	Secondary education, vocational pupils (% female)	School enrollment, secondary (% gross)	School enrollment, secondary, female (% gross)	School enrollment, secondary, male (% gross)	School enrollment, secondary (% net)	School enrollment, secondary, female (% net)	School enrollment, secondary, male (% net)	School enrollment, secondary, private (% of total secondary)	Progression to secondary school, female (%)	Progression to secondary school, male (%)	Progression to secondary school (%)	Repeaters, secondary, female (% of female enrollment)	Repeaters, secondary, male (% of male enrollment)	Repeaters, secondary, total (% of total enrollment)	Secondary education, teachers	Secondary education, teachers, female	Secondary education, teachers (% female)	School enrollment, tertiary (% gross)	School enrollment, tertiary, female (% gross)	School enrollment, tertiary, male (% gross)	Tertiary education, teachers (% female)	Expenditure per student, primary (% of GDP per capita)	Expenditure per student, secondary (% of GDP per capita)	Expenditure per student, tertiary (% of GDP per capita)	Public spending on education, total (% of government expenditure)	Public spending on education, total (% of GDP)	Female legislators, senior officials and managers (% of total)	Proportion of seats held by women in national parliaments (%)	Condom use, population ages 15-24, female (% of females ages 15-24)	Condom use, population ages 15-24, male (% of males ages 15-24)	Women's share of population ages 15+ living with HIV (%)	Prevalence of HIV, total (% of population ages 15-49)	Mortality rate, female child (per 1,000 female children age one)	Mortality rate, male child (per 1,000 male children age one)	Mortality rate, under-5 (per 1,000 live births)	Mortality rate, neonatal (per 1,000 live births)	Improved water source, rural (% of rural population with access)	Improved water source, urban (% of urban population with access)	Improved water source (% of population with access)	Children (0-14) living with HIV	Prevalence of HIV, female (% ages 15-24)	Prevalence of HIV, male (% ages 15-24)	Antiretroviral therapy coverage (% of people with advanced HIV infection)	Immunization, DPT (% of children ages 12-23 months)	Immunization, measles (% of children ages 12-23 months)	Hospital beds (per 1,000 people)	Community health workers (per 1,000 people)	Nurses and midwives (per 1,000 people)	Physicians (per 1,000 people)	Notified cases of malaria (per 100,000 people)	Use of insecticide-treated bed nets (% of under-5 population)	Children with fever receiving antimalarial drugs (% of children under age 5 with fever)	Number of maternal deaths	Lifetime risk of maternal death (1 in: rate varies by country)	Lifetime risk of maternal death (%)	Smoking prevalence, females (% of adults)	Smoking prevalence, males (% of adults)	Improved sanitation facilities (% of population with access)	Improved sanitation facilities, rural (% of rural population with access)	Improved sanitation facilities, urban (% of urban population with access)	Pregnant women receiving prenatal care (%)	ARI treatment (% of children under 5 taken to a health provider)	Exclusive breastfeeding (% of children under 6 months)	Births attended by skilled health staff (% of total)	Low-birthweight babies (% of births)	Malnutrition prevalence, weight for age (% of children under 5)	Maternal mortality ratio (modeled estimate, per 100,000 live births)	Maternal mortality ratio (national estimate, per 100,000 live births)	Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding)	Prevalence of overweight (% of children under 5)	Malnutrition prevalence, height for age (% of children under 5)	Prevalence of wasting (% of children under 5)	Tuberculosis treatment success rate (% of registered cases)	Tuberculosis case detection rate (%, all forms)	Incidence of tuberculosis (per 100,000 people)	Newborns protected against tetanus (%)	Outpatient visits per capita	External resources for health (% of total expenditure on health)	Income
NaN	NaN	NaN	NaN	NaN	NaN	97955	74.16875	96.87707	97.32028	96.45703	47966	20027	27939	12	6	NaN	NaN	1294596	49.39533	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	104110	52710	50.62914	39.49367	42.97703	36.13482	31.43357	NaN	NaN	45.64734	NaN	4.63492	NaN	NaN	NaN	NaN	NaN	0.1	NaN	NaN	8.2	4.3	100	100	100	NaN	NaN	NaN	NaN	91	86	8.899999619	NaN	NaN	2.4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	100	100	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	87	6.7	NaN	6.599999905	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	34902	82.42221	NaN	NaN	NaN	NaN	NaN	NaN	10	8	756385	46.88975	441996	48.69524	9.68867	314389	44.35142	103.46627	99.31395	107.43191	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	78069	42711	54.7093	37.75841	35.50421	39.93069	NaN	20.56127	26.69896	40.62453	NaN	5.35134	NaN	NaN	NaN	NaN	NaN	0.1	NaN	NaN	8.4	4.1	100	100	100	NaN	NaN	NaN	NaN	90	60	9.699999809	NaN	NaN	2.4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	100	100	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	86	20	NaN	6	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10	7	880096	48.49835	831338	49.49527	NaN	48758	31.50047	88.33219	87.72371	88.91295	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.24924	19.0618	29.12825	NaN	NaN	NaN	29.70891	NaN	6.05797	NaN	NaN	NaN	NaN	NaN	0.1	NaN	NaN	92.6	30.7	49	88	70	NaN	NaN	NaN	NaN	58	52	10.54279995	NaN	NaN	3.881299973	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	96.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	35	110	NaN	7.8	NaN	2
22.50113	23.43271	23.01379	NaN	NaN	NaN	9582	46.94218	NaN	NaN	NaN	NaN	NaN	NaN	13	7	48398	37.82388	40334	37.72252	21.88964	8064	38.33085	5.89429	4.44777	7.34806	NaN	NaN	NaN	NaN	8.35581	9.94898	9.25792	15.69504	12.53235	13.72539	2211	459	20.75984	0.75966	0.39947	1.12415	11.13173	15.54654	130.98542	1431.67402	NaN	3.80585	NaN	NaN	NaN	NaN	NaN	5.1	NaN	NaN	182	49.4	68	96	70	11000	NaN	NaN	NaN	80	69	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	44	44	42	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	49	155	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	94.31374	95.17703	93.49136	41235	17063	24172	12	6	765672	49.0445	NaN	NaN	6.92296	NaN	NaN	100.26189	100.63217	99.90807	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	110599	58751	53.12073	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.1	NaN	NaN	9.1	4.2	100	100	100	NaN	NaN	NaN	NaN	95	87	7.699999809	NaN	NaN	3.4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	100	100	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	87	15	NaN	8	NaN	3
23.85865	22.74816	23.12111	NaN	NaN	NaN	13422	24.75786	51.22132	33.73587	69.1421	408119	280616	127503	12	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.39856	0.73131	4.14685	14.43075	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.5	NaN	NaN	170.2	39.5	51	73	59	500	NaN	NaN	NaN	73	70	0.223100007	NaN	NaN	0.055100001	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6	1	15	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	61	78	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.63177	NaN	NaN	NaN	NaN	NaN	0.1	NaN	NaN	128	49.7	75	87	77	NaN	NaN	NaN	NaN	66	69	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	39	34	58	NaN	NaN	NaN	NaN	NaN	63.7	NaN	NaN	NaN	0.2	74.5	16.7	NaN	13	225	NaN	NaN	NaN	0
3.65493	6.26934	5.01391	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11	7	864882	48.87326	631354	52.74173	NaN	233528	38.41467	96.14169	96.35239	95.94114	NaN	NaN	NaN	NaN	95.30677	90.35786	92.70245	2.23402	5.82571	3.93139	NaN	NaN	NaN	30.44098	33.15328	27.83965	39.20848	NaN	NaN	38.40972	NaN	5.26046	NaN	NaN	NaN	NaN	NaN	0.1	NaN	NaN	22.5	12.2	100	100	100	NaN	NaN	NaN	NaN	98	92	10.20639992	NaN	NaN	3.166100025	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99	98	100	NaN	NaN	NaN	99.8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	78	46	NaN	5.8	NaN	2
4.76762	4.48778	4.6241	NaN	NaN	NaN	3085	48.07131	97.8108	98.73341	96.94449	1342	376	966	12	6	48600	50.34362	42435	53.92483	16.60403	6165	25.69343	99.53102	102.99726	96.24711	85.59667	NaN	NaN	NaN	96.35428	92.70103	94.46999	3.90683	6.21931	4.97231	2927	1473	50.32456	17.08419	21.28084	13.40807	27.93388	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.3	7	NaN	100	NaN	NaN	NaN	NaN	NaN	94	87	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	88	31	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10	8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.5	10.3	96	99	97	NaN	NaN	NaN	NaN	58	52	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	98	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16	93	NaN	NaN	NaN	2
NaN	NaN	1.24174	NaN	NaN	NaN	30300	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10	7	968200	NaN	847600	NaN	13.40997	120600	NaN	92.20267	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99.16898	NaN	NaN	1.06182	72200	NaN	NaN	43.64618	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.1	NaN	NaN	17	7.6	99	100	100	NaN	NaN	NaN	NaN	90	94	12.69069958	NaN	NaN	3.638200045	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	96	91	NaN	NaN	NaN	99.9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29	80	NaN	10.1	NaN	2
5.85196	7.62045	6.76662	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11	6	NaN	NaN	17691	52.03776	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	81.92913	79.93311	80.90231	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	NaN	NaN	39.7	16.3	64	90	76	NaN	NaN	NaN	NaN	74	69	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	78	78	78	NaN	NaN	NaN	NaN	NaN	5.4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	81	40	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12	5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.47605	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	98	6.8	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12	6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.2	NaN	NaN	111.5	36	45	92	72	NaN	NaN	NaN	NaN	45	57	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19	6	29	NaN	NaN	NaN	NaN	NaN	10.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	58	236	NaN	NaN	NaN	1
NaN	NaN	18.14645	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11	7	NaN	NaN	14960211	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	85.51106	NaN	NaN	14.09704	NaN	NaN	NaN	10.92505	11.26166	10.58608	37.30869	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	54.2	25.6	70	96	90	NaN	NaN	NaN	NaN	71	91	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	69	34	80	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	71	78	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	1553	72.11848	90.21203	89.89661	90.51792	2442	1241	1201	11	6	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27.79437	30.93531	24.71218	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.1	NaN	NaN	16.9	8.8	100	100	100	NaN	NaN	NaN	NaN	90	90	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	100	100	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	110	2.1	NaN	NaN	NaN	3
