Repeaters, primary, female (% of female enrollment)	Repeaters, primary, male (% of male enrollment)	Repeaters, primary, total (% of total enrollment)	Trained teachers in primary education, female (% of female teachers)	Trained teachers in primary education, male (% of male teachers)	Trained teachers in primary education (% of total teachers)	Primary education, teachers	Primary education, teachers (% female)	Total enrollment, primary (% net)	Total enrollment, primary, female (% net)	Total enrollment, primary, male (% net)	Children out of school, primary	Children out of school, primary, female	Children out of school, primary, male	Secondary school starting age (years)	Secondary education, duration (years)	Secondary education, pupils	Secondary education, pupils (% female)	Secondary education, general pupils	Secondary education, general pupils (% female)	Pupil-teacher ratio, secondary	Secondary education, vocational pupils	Secondary education, vocational pupils (% female)	School enrollment, secondary (% gross)	School enrollment, secondary, female (% gross)	School enrollment, secondary, male (% gross)	School enrollment, secondary (% net)	School enrollment, secondary, female (% net)	School enrollment, secondary, male (% net)	School enrollment, secondary, private (% of total secondary)	Progression to secondary school, female (%)	Progression to secondary school, male (%)	Progression to secondary school (%)	Repeaters, secondary, female (% of female enrollment)	Repeaters, secondary, male (% of male enrollment)	Repeaters, secondary, total (% of total enrollment)	Secondary education, teachers	Secondary education, teachers, female	Secondary education, teachers (% female)	School enrollment, tertiary (% gross)	School enrollment, tertiary, female (% gross)	School enrollment, tertiary, male (% gross)	Tertiary education, teachers (% female)	Expenditure per student, primary (% of GDP per capita)	Expenditure per student, secondary (% of GDP per capita)	Expenditure per student, tertiary (% of GDP per capita)	Public spending on education, total (% of government expenditure)	Public spending on education, total (% of GDP)	Female legislators, senior officials and managers (% of total)	Proportion of seats held by women in national parliaments (%)	Condom use, population ages 15-24, female (% of females ages 15-24)	Condom use, population ages 15-24, male (% of males ages 15-24)	Women's share of population ages 15+ living with HIV (%)	Prevalence of HIV, total (% of population ages 15-49)	Mortality rate, female child (per 1,000 female children age one)	Mortality rate, male child (per 1,000 male children age one)	Mortality rate, under-5 (per 1,000 live births)	Mortality rate, neonatal (per 1,000 live births)	Improved water source, rural (% of rural population with access)	Improved water source, urban (% of urban population with access)	Improved water source (% of population with access)	Children (0-14) living with HIV	Prevalence of HIV, female (% ages 15-24)	Prevalence of HIV, male (% ages 15-24)	Antiretroviral therapy coverage (% of people with advanced HIV infection)	Immunization, DPT (% of children ages 12-23 months)	Immunization, measles (% of children ages 12-23 months)	Hospital beds (per 1,000 people)	Community health workers (per 1,000 people)	Nurses and midwives (per 1,000 people)	Physicians (per 1,000 people)	Notified cases of malaria (per 100,000 people)	Use of insecticide-treated bed nets (% of under-5 population)	Children with fever receiving antimalarial drugs (% of children under age 5 with fever)	Number of maternal deaths	Lifetime risk of maternal death (1 in: rate varies by country)	Lifetime risk of maternal death (%)	Smoking prevalence, females (% of adults)	Smoking prevalence, males (% of adults)	Improved sanitation facilities (% of population with access)	Improved sanitation facilities, rural (% of rural population with access)	Improved sanitation facilities, urban (% of urban population with access)	Pregnant women receiving prenatal care (%)	ARI treatment (% of children under 5 taken to a health provider)	Exclusive breastfeeding (% of children under 6 months)	Births attended by skilled health staff (% of total)	Low-birthweight babies (% of births)	Malnutrition prevalence, weight for age (% of children under 5)	Maternal mortality ratio (modeled estimate, per 100,000 live births)	Maternal mortality ratio (national estimate, per 100,000 live births)	Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding)	Prevalence of overweight (% of children under 5)	Malnutrition prevalence, height for age (% of children under 5)	Prevalence of wasting (% of children under 5)	Tuberculosis treatment success rate (% of registered cases)	Tuberculosis case detection rate (%, all forms)	Incidence of tuberculosis (per 100,000 people)	Newborns protected against tetanus (%)	Outpatient visits per capita	External resources for health (% of total expenditure on health)	Income
7.53843	10.27584	8.96231	NaN	NaN	100	537	NaN	94.16188	92.97778	95.33451	528	316	212	12	5	6869	51.57956	5548	54.74045	14.90022	1321	38.30431	99.2917	101.57683	96.96793	72.5065	74.91399	70.05831	91.62906	96.60266	95.0178	95.79193	14.027	15.49184	14.68998	461	230	49.89154	26.79917	31.44216	22.04929	45.56213	12.27497	NaN	NaN	NaN	4.69606	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	100	100	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
0	0	0	NaN	NaN	NaN	343	77.84257	89.69907	89.53713	89.84862	403	196	207	12	6	3194	50.21916	2975	50.52101	7.25909	219	46.11872	79.85	83.02277	76.88588	69.375	72.61905	66.34429	4.22668	NaN	NaN	NaN	NaN	NaN	NaN	440	248	56.36364	7.41279	7.3075	7.51556	50	9.71622	7.82093	27.20446	NaN	1.97042	NaN	14	NaN	NaN	NaN	NaN	NaN	NaN	4.4	1.3	100	100	100	NaN	NaN	NaN	NaN	99	96	3.299999952	NaN	NaN	3.697	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	100	100	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	97	14	NaN	NaN	0	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13	6	406895	24.44685	405002	24.54432	NaN	1893	3.59218	11.75825	5.97574	17.11806	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.13736	0.48361	1.73958	11.96682	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	125.9	40.9	28	54	33	NaN	NaN	NaN	NaN	41	39	0.4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	34	29	52	16.1	NaN	NaN	14.3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	86	28	189	NaN	NaN	16.26702594	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10	7	NaN	NaN	360986	47.92734	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.18688	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16	NaN	NaN	NaN	1.9	NaN	NaN	187.1	47.1	39	54	47	17000	NaN	NaN	NaN	46	62	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	47	14	78	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	71	88	265	NaN	NaN	3.91506333	2
2.39117	3.20619	2.81416	NaN	NaN	NaN	11762	75.70991	96.48526	95.37294	97.54148	8445	5415	3030	10	8	396139	48.28987	376107	48.25595	17.66585	20032	48.92672	78.22264	76.70824	79.69188	74.28602	73.31061	75.23235	3.09992	97.45227	97.96155	97.71539	3.78415	4.5182	4.16397	22424	12580	56.10061	15.77898	19.10116	12.25172	40.7887	NaN	NaN	NaN	NaN	NaN	NaN	6	NaN	NaN	NaN	NaN	NaN	NaN	22.2	10.4	95	99	97	NaN	NaN	NaN	NaN	97	93	3.099999905	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	87	81	95	NaN	NaN	NaN	98.8	NaN	NaN	NaN	17	NaN	NaN	NaN	NaN	88	86	20	NaN	1.9	3.826838398	1
2.05899	3.16448	2.63075	NaN	NaN	NaN	16323	79.87502	91.32722	92.05472	90.64785	21583	9548	12035	11	7	273491	49.36835	271767	49.68153	13.62143	1724	NaN	83.8523	86.62385	81.31551	75.60722	77.95813	73.45544	38.07182	96.25114	96.41517	96.33641	3.60767	7.29146	5.4613	20078	10897	54.27333	22.46028	38.82245	12.27337	NaN	4.77613	6.04992	17.32691	24.9055	1.26965	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	10.4	6.2	100	100	100	NaN	NaN	NaN	NaN	94	94	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	97	95	98	NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	64	62	5.5	NaN	NaN	0	3
5.15507	7.50224	6.35216	NaN	NaN	NaN	269588	86.36215	99.43968	99.01661	99.8493	23280	20099	3181	12	6	3499181	50.94918	NaN	NaN	14.48265	NaN	NaN	86.34909	89.34144	83.44602	NaN	NaN	NaN	26.96537	NaN	NaN	NaN	NaN	NaN	NaN	241612	161857	66.99046	64.86577	78.32726	51.72381	50.25046	10.92388	14.30438	10.34781	12.02164	3.53505	28.94987267	31	NaN	NaN	NaN	0.4	NaN	NaN	18.4	10	80	98	96	NaN	NaN	NaN	NaN	93	97	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	90	77	91	NaN	NaN	NaN	98.7	7.8	NaN	NaN	44	NaN	NaN	NaN	NaN	66	78	36	NaN	NaN	0	2
0.07885	0.11746	0.09873	NaN	NaN	NaN	7635	99.09627	85.17451	85.89288	84.50445	22730	10438	12292	10	7	377727	50.19922	376506	50.29189	6.9177	1221	21.62162	85.80356	87.18298	84.45659	83.80571	85.35394	82.29389	0.42862	97.09386	98.61708	97.87098	0.10351	0.40181	0.25179	54603	45639	83.58332	25.32062	26.75164	23.83999	46.32222	NaN	NaN	NaN	11.14472	2.14504	NaN	3	NaN	NaN	NaN	0.1	NaN	NaN	25.7	15.1	86	99	94	NaN	NaN	NaN	NaN	94	94	4.400000095	NaN	NaN	3.588	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	89	78	95	NaN	NaN	NaN	99.2	NaN	NaN	NaN	22	NaN	NaN	NaN	NaN	77	70	71	NaN	2.09	7.433514699	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	75	6.6	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12	5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5	NaN	NaN	NaN	NaN	NaN	NaN	12.4	6.6	89	95	91	NaN	NaN	NaN	NaN	99	99	2.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	95	94	98	95	NaN	NaN	99	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	36	3.4	NaN	NaN	0.987166831	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	94.90818	95.27069	94.56448	96856	43782	53074	12	6	2568791	48.10317	1437675	49.94842	NaN	1131116	45.75782	155.90928	153.65953	158.05422	86.48438	87.09786	85.89948	30.49306	NaN	NaN	NaN	0	0	0	NaN	NaN	NaN	72.66798	80.2019	65.41464	NaN	16.60988	14.56029	22.75705	14.36574	4.80994	33.02969064	25	NaN	NaN	NaN	0.1	NaN	NaN	5.9	3.3	100	100	100	NaN	NaN	NaN	NaN	93	94	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	100	100	NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	80	80	5.9	NaN	NaN	0	3
0	0	0	NaN	NaN	NaN	28822	90.10825	NaN	NaN	NaN	NaN	NaN	NaN	10	8	764426	47.45914	497517	49.77418	10.52508	266909	43.14392	98.81514	96.02192	101.48166	NaN	NaN	NaN	8.8104	97.92549	98.85953	98.40641	0	0	0	72629	43477	59.86176	46.06931	49.68523	42.57624	29.3679	23.29613	28.72908	45.92835	10.80945	5.52547	27.39071048	34	NaN	NaN	NaN	0.2	NaN	NaN	5.2	3	100	100	100	NaN	NaN	NaN	NaN	84	79	8.300000191	NaN	NaN	3.4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	100	100	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	68	85	14	NaN	NaN	0	3
0.28601	0.38114	0.33572	99.66942	99.3769	99.62546	41651	84.97275	83.3463	80.86988	85.74446	110026	62179	47847	10	7	1094387	47.92957	1073634	48.20656	8.7278	20753	33.59996	84.6919	82.13197	87.19346	77.60691	75.75491	79.41669	0.26097	99.16943	98.79719	98.97649	0.47608	0.7918	0.6396	125391	81108	64.68407	14.62995	13.00542	16.27058	45.82353	NaN	NaN	12.46063	19.18656	3.28615	15.12717624	11	NaN	NaN	NaN	0.1	NaN	NaN	61	23.7	64	88	76	NaN	NaN	NaN	NaN	75	67	8.300000191	NaN	NaN	3.547	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	69	60	78	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19	NaN	NaN	NaN	NaN	70	42	110	NaN	4.6	1.048562038	2
26.87673	26.17439	26.48764	NaN	NaN	NaN	17931	54.17991	57.44273	52.37143	62.52441	493509	276441	217068	13	7	129204	43.54587	119077	43.54073	18.84814	10127	43.6062	11.1392	9.67378	12.61298	NaN	NaN	NaN	11.4594	32.93454	35.35157	34.28695	42.95909	31.68228	36.59229	6855	1425	20.78775	1.927	1.21275	2.65885	14.37908	17.20966	75.99174	563.77069	13.40823	4.72084	NaN	18	NaN	NaN	NaN	4.5	NaN	NaN	158.3	46.2	70	87	72	28000	NaN	NaN	NaN	82	77	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46	46	48	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	79	57	176	NaN	NaN	15.19783081	0
NaN	NaN	NaN	NaN	NaN	NaN	64125	77.69825	99.02068	99.05067	98.992	6945	3292	3654	12	6	1180028	51.26005	488706	51.06956	NaN	NaN	NaN	162.34866	170.27446	154.77196	NaN	NaN	NaN	57.3133	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	59.68286	64.68653	54.83307	39.26037	19.69228	22.54006	36.19783	11.80003	6.02287	29.90048487	23	NaN	NaN	NaN	0.2	NaN	NaN	5.2	2.8	100	100	100	NaN	NaN	NaN	NaN	95	82	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	100	100	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	73	87	11	NaN	7.3	0	3
19.96873	19.89452	19.92558	85.01312	76.33221	77.9996	19836	19.2075	85.61008	71.49262	99.92095	170091	169627	464	12	7	312427	31.50592	283560	32.19213	22.38497	28867	24.7653	28.47844	17.72191	39.50897	NaN	NaN	NaN	18.87001	NaN	NaN	NaN	23.80921	22.77403	23.10728	13957	1610	11.53543	6.20271	NaN	NaN	NaN	10.46441	21.05794	128.29446	16.5903	3.42492	NaN	6	NaN	NaN	NaN	1.3	NaN	NaN	129.5	34.4	61	80	68	3900	NaN	NaN	NaN	73	65	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10	3	21	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	81	47	87	NaN	NaN	16.54567836	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11	7	11051234	51.31491	10924016	51.60442	31.07824	127218	26.45538	50.39452	53.09956	47.8265	47.18221	49.77674	44.7191	95.91583	NaN	NaN	NaN	5.24447	5.91574	5.56933	355594	56910	16.00421	6.21366	4.05882	8.28602	15.58461	NaN	13.14866	33.19006	15.4957	2.38055	23.38943703	2	NaN	NaN	NaN	0.1	NaN	NaN	71.7	35.5	78	86	80	NaN	NaN	NaN	NaN	87	69	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	49	47	57	39.7	NaN	NaN	13.9	NaN	40.9	NaN	NaN	NaN	0.9	49.8	13	85	29	225	NaN	NaN	8.771843304	0
1.90063	2.61798	2.27196	NaN	NaN	NaN	19439	92.27327	96.93572	96.75702	97.10511	9687	4989	4698	11	8	707251	48.09396	507904	51.746	12.30837	199347	38.78915	86.72957	85.55751	87.84458	84.89295	83.89815	85.83933	0.83125	95.74881	95.60107	95.67192	1.14908	2.10907	1.61231	57461	44282	77.06444	41.13476	44.6773	37.7835	44.13212	18.36107	20.18664	27.34572	10.49728	4.09069	31.31079221	26	NaN	NaN	NaN	0.1	NaN	NaN	17.9	9.7	100	100	100	NaN	NaN	NaN	NaN	96	96	6.300000191	NaN	NaN	3.562	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	100	100	NaN	NaN	NaN	99.2	NaN	NaN	NaN	6	NaN	NaN	NaN	NaN	91	91	43	NaN	NaN	1.051732933	2
