Repeaters, primary, female (% of female enrollment)	Repeaters, primary, male (% of male enrollment)	Repeaters, primary, total (% of total enrollment)	Trained teachers in primary education, female (% of female teachers)	Trained teachers in primary education, male (% of male teachers)	Trained teachers in primary education (% of total teachers)	Primary education, teachers	Primary education, teachers (% female)	Total enrollment, primary (% net)	Total enrollment, primary, female (% net)	Total enrollment, primary, male (% net)	Children out of school, primary	Children out of school, primary, female	Children out of school, primary, male	Secondary school starting age (years)	Secondary education, duration (years)	Secondary education, pupils	Secondary education, pupils (% female)	Secondary education, general pupils	Secondary education, general pupils (% female)	Pupil-teacher ratio, secondary	Secondary education, vocational pupils	Secondary education, vocational pupils (% female)	School enrollment, secondary (% gross)	School enrollment, secondary, female (% gross)	School enrollment, secondary, male (% gross)	School enrollment, secondary (% net)	School enrollment, secondary, female (% net)	School enrollment, secondary, male (% net)	School enrollment, secondary, private (% of total secondary)	Progression to secondary school, female (%)	Progression to secondary school, male (%)	Progression to secondary school (%)	Repeaters, secondary, female (% of female enrollment)	Repeaters, secondary, male (% of male enrollment)	Repeaters, secondary, total (% of total enrollment)	Secondary education, teachers	Secondary education, teachers, female	Secondary education, teachers (% female)	School enrollment, tertiary (% gross)	School enrollment, tertiary, female (% gross)	School enrollment, tertiary, male (% gross)	Tertiary education, teachers (% female)	Expenditure per student, primary (% of GDP per capita)	Expenditure per student, secondary (% of GDP per capita)	Expenditure per student, tertiary (% of GDP per capita)	Public spending on education, total (% of government expenditure)	Public spending on education, total (% of GDP)	Female legislators, senior officials and managers (% of total)	Proportion of seats held by women in national parliaments (%)	Condom use, population ages 15-24, female (% of females ages 15-24)	Condom use, population ages 15-24, male (% of males ages 15-24)	Women's share of population ages 15+ living with HIV (%)	Prevalence of HIV, total (% of population ages 15-49)	Mortality rate, female child (per 1,000 female children age one)	Mortality rate, male child (per 1,000 male children age one)	Mortality rate, under-5 (per 1,000 live births)	Mortality rate, neonatal (per 1,000 live births)	Improved water source, rural (% of rural population with access)	Improved water source, urban (% of urban population with access)	Improved water source (% of population with access)	Children (0-14) living with HIV	Prevalence of HIV, female (% ages 15-24)	Prevalence of HIV, male (% ages 15-24)	Antiretroviral therapy coverage (% of people with advanced HIV infection)	Immunization, DPT (% of children ages 12-23 months)	Immunization, measles (% of children ages 12-23 months)	Hospital beds (per 1,000 people)	Community health workers (per 1,000 people)	Nurses and midwives (per 1,000 people)	Physicians (per 1,000 people)	Notified cases of malaria (per 100,000 people)	Use of insecticide-treated bed nets (% of under-5 population)	Children with fever receiving antimalarial drugs (% of children under age 5 with fever)	Number of maternal deaths	Lifetime risk of maternal death (1 in: rate varies by country)	Lifetime risk of maternal death (%)	Smoking prevalence, females (% of adults)	Smoking prevalence, males (% of adults)	Improved sanitation facilities (% of population with access)	Improved sanitation facilities, rural (% of rural population with access)	Improved sanitation facilities, urban (% of urban population with access)	Pregnant women receiving prenatal care (%)	ARI treatment (% of children under 5 taken to a health provider)	Exclusive breastfeeding (% of children under 6 months)	Births attended by skilled health staff (% of total)	Low-birthweight babies (% of births)	Malnutrition prevalence, weight for age (% of children under 5)	Maternal mortality ratio (modeled estimate, per 100,000 live births)	Maternal mortality ratio (national estimate, per 100,000 live births)	Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding)	Prevalence of overweight (% of children under 5)	Malnutrition prevalence, height for age (% of children under 5)	Prevalence of wasting (% of children under 5)	Tuberculosis treatment success rate (% of registered cases)	Tuberculosis case detection rate (%, all forms)	Incidence of tuberculosis (per 100,000 people)	Newborns protected against tetanus (%)	Outpatient visits per capita	External resources for health (% of total expenditure on health)	Income
6.44618	9.30689	7.92683	100	100	100	516	79.65116	95.75408	95.02397	96.4727	375	218	157	12	5	6757	51.48735	5559	54.52419	15.049	1198	37.39566	100.88086	103.48007	98.26139	77.08271	79.53599	74.61031	91.46071	96.83196	95.7335	96.30722	11.51435	13.48892	12.4123	449	219	48.77506	26.78782	32.0453	21.42129	46.54088	13.94239	19.61321	35.18622	15.5937	5.00137	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	100	100	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	96	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
0	0	0	NaN	NaN	NaN	324	75	87.39496	87.13217	87.63889	447	211	236	12	6	3132	50.25543	2917	50.63421	7.6577	215	45.11628	79.0111	81.51217	76.63551	67.93643	70.27447	65.71569	3.79949	NaN	NaN	NaN	NaN	NaN	NaN	409	222	54.27873	6.86375	6.99264	6.74044	44.44444	9.12879	7.1291	35.6186	NaN	2.00139	NaN	14	NaN	NaN	NaN	NaN	NaN	NaN	4.6	1.3	100	100	100	NaN	NaN	NaN	NaN	97	98	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	100	100	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	46	16	NaN	NaN	0	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13	6	NaN	NaN	395223	24.63293	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	129.2	41.4	25	48	30	NaN	NaN	NaN	NaN	36	35	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	33	28	50	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1600	NaN	NaN	NaN	NaN	87	30	189	NaN	NaN	16.30848075	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10	7	461825	45.68679	366729	46.73096	NaN	95096	41.66001	18.1241	16.42871	19.84694	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.86151	0.68211	1.04341	20.46693	NaN	NaN	NaN	NaN	NaN	NaN	16	NaN	NaN	NaN	1.9	NaN	NaN	191.2	47.6	39	54	47	15000	NaN	NaN	NaN	47	74	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46	13	77	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	74	78	260	NaN	NaN	13.02891029	2
NaN	NaN	NaN	NaN	NaN	NaN	12263	73.46489	NaN	NaN	NaN	NaN	NaN	NaN	10	8	NaN	NaN	NaN	NaN	NaN	18495	31.38145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.11522	19.25498	12.73285	40.79254	NaN	NaN	NaN	NaN	NaN	NaN	6	NaN	NaN	NaN	NaN	NaN	NaN	23.5	10.9	95	99	97	NaN	NaN	NaN	NaN	98	96	NaN	NaN	NaN	1.305	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	86	80	95	90.6	NaN	NaN	98	4.6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	84	87	22	NaN	1.8	2.864205709	1
2.42288	3.1773	2.81476	NaN	NaN	NaN	18704	76.23503	84.55863	84.8096	84.32449	47443	22526	24917	12	6	226407	49.85977	224740	50.2296	12.69667	1667	NaN	81.58105	85.28001	78.20782	73.85595	76.93906	71.04435	35.91408	99.50382	96.14125	97.74784	3.5372	6.23402	4.87942	17832	9721	54.51436	22.84859	40.18694	12.32363	NaN	4.31104	7.45457	17.67264	23.49715	1.34912	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	10.9	6.5	100	100	100	NaN	NaN	NaN	NaN	94	94	2.2	NaN	3.52	1.69	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	97	95	98	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	79	49	5.7	NaN	NaN	0	3
4.92561	7.15628	6.0662	NaN	NaN	NaN	283403	86.36218	NaN	NaN	NaN	NaN	NaN	NaN	12	6	3504252	49.98562	NaN	NaN	15.29179	NaN	NaN	87.05425	88.35973	85.7875	NaN	NaN	NaN	27.19773	NaN	NaN	NaN	NaN	NaN	NaN	229159	151319	66.03232	62.23645	74.68015	50.07396	50.1263	11.22313	16.9411	13.0572	13.7507	4.01734	25.76555287	31	NaN	NaN	NaN	0.4	NaN	NaN	19	10.4	79	98	96	NaN	NaN	NaN	NaN	92	96	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	90	77	91	NaN	NaN	NaN	98.9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	58	82	37	NaN	NaN	0	2
0.08845	0.1456	0.11774	NaN	NaN	NaN	7640	99.09686	86.93488	87.77235	86.14524	21339	9692	11647	10	7	379199	50.9793	379199	50.9793	6.91742	0	NaN	84.71619	87.19261	82.28576	83.08554	85.50571	80.7103	0.37078	98.10338	97.99059	98.04582	0.11174	0.43736	0.27136	54818	45840	83.62217	26.64817	28.00542	25.23096	46.88111	NaN	NaN	NaN	11.02233	2.13504	NaN	3	NaN	NaN	NaN	0.1	NaN	NaN	27	15.7	84	99	94	NaN	NaN	NaN	NaN	94	91	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	89	77	95	NaN	NaN	NaN	98.8	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	79	65	72	NaN	2.06	10.29503411	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	75	4.5	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12	5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.35887	NaN	5	NaN	NaN	NaN	NaN	NaN	NaN	13.1	7	89	95	91	NaN	NaN	NaN	NaN	98	99	2.3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	95	94	98	92	NaN	NaN	99	7.6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	140	3.5	NaN	NaN	0	2
