Repeaters, primary, female (% of female enrollment)	Repeaters, primary, male (% of male enrollment)	Repeaters, primary, total (% of total enrollment)	Trained teachers in primary education, female (% of female teachers)	Trained teachers in primary education, male (% of male teachers)	Trained teachers in primary education (% of total teachers)	Primary education, teachers	Primary education, teachers (% female)	Total enrollment, primary (% net)	Total enrollment, primary, female (% net)	Total enrollment, primary, male (% net)	Children out of school, primary	Children out of school, primary, female	Children out of school, primary, male	Secondary school starting age (years)	Secondary education, duration (years)	Secondary education, pupils	Secondary education, pupils (% female)	Secondary education, general pupils	Secondary education, general pupils (% female)	Pupil-teacher ratio, secondary	Secondary education, vocational pupils	Secondary education, vocational pupils (% female)	School enrollment, secondary (% gross)	School enrollment, secondary, female (% gross)	School enrollment, secondary, male (% gross)	School enrollment, secondary (% net)	School enrollment, secondary, female (% net)	School enrollment, secondary, male (% net)	School enrollment, secondary, private (% of total secondary)	Progression to secondary school, female (%)	Progression to secondary school, male (%)	Progression to secondary school (%)	Repeaters, secondary, female (% of female enrollment)	Repeaters, secondary, male (% of male enrollment)	Repeaters, secondary, total (% of total enrollment)	Secondary education, teachers	Secondary education, teachers, female	Secondary education, teachers (% female)	School enrollment, tertiary (% gross)	School enrollment, tertiary, female (% gross)	School enrollment, tertiary, male (% gross)	Tertiary education, teachers (% female)	Expenditure per student, primary (% of GDP per capita)	Expenditure per student, secondary (% of GDP per capita)	Expenditure per student, tertiary (% of GDP per capita)	Public spending on education, total (% of government expenditure)	Public spending on education, total (% of GDP)	Female legislators, senior officials and managers (% of total)	Proportion of seats held by women in national parliaments (%)	Condom use, population ages 15-24, female (% of females ages 15-24)	Condom use, population ages 15-24, male (% of males ages 15-24)	Women's share of population ages 15+ living with HIV (%)	Prevalence of HIV, total (% of population ages 15-49)	Mortality rate, female child (per 1,000 female children age one)	Mortality rate, male child (per 1,000 male children age one)	Mortality rate, under-5 (per 1,000 live births)	Mortality rate, neonatal (per 1,000 live births)	Improved water source, rural (% of rural population with access)	Improved water source, urban (% of urban population with access)	Improved water source (% of population with access)	Children (0-14) living with HIV	Prevalence of HIV, female (% ages 15-24)	Prevalence of HIV, male (% ages 15-24)	Antiretroviral therapy coverage (% of people with advanced HIV infection)	Immunization, DPT (% of children ages 12-23 months)	Immunization, measles (% of children ages 12-23 months)	Hospital beds (per 1,000 people)	Community health workers (per 1,000 people)	Nurses and midwives (per 1,000 people)	Physicians (per 1,000 people)	Notified cases of malaria (per 100,000 people)	Use of insecticide-treated bed nets (% of under-5 population)	Children with fever receiving antimalarial drugs (% of children under age 5 with fever)	Number of maternal deaths	Lifetime risk of maternal death (1 in: rate varies by country)	Lifetime risk of maternal death (%)	Smoking prevalence, females (% of adults)	Smoking prevalence, males (% of adults)	Improved sanitation facilities (% of population with access)	Improved sanitation facilities, rural (% of rural population with access)	Improved sanitation facilities, urban (% of urban population with access)	Pregnant women receiving prenatal care (%)	ARI treatment (% of children under 5 taken to a health provider)	Exclusive breastfeeding (% of children under 6 months)	Births attended by skilled health staff (% of total)	Low-birthweight babies (% of births)	Malnutrition prevalence, weight for age (% of children under 5)	Maternal mortality ratio (modeled estimate, per 100,000 live births)	Maternal mortality ratio (national estimate, per 100,000 live births)	Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding)	Prevalence of overweight (% of children under 5)	Malnutrition prevalence, height for age (% of children under 5)	Prevalence of wasting (% of children under 5)	Tuberculosis treatment success rate (% of registered cases)	Tuberculosis case detection rate (%, all forms)	Incidence of tuberculosis (per 100,000 people)	Newborns protected against tetanus (%)	Outpatient visits per capita	External resources for health (% of total expenditure on health)	Income
7.32007	9.62698	8.52234	100	100	100	552	80.7971	94.72482	93.04405	96.39757	485	319	166	12	5	6973	50.55213	5810	52.71945	14.55741	1163	39.72485	97.19822	97.21456	97.18151	73.40396	73.41423	73.39346	91.79693	96.875	93.91032	95.35671	16.87888	18.23808	17.52151	479	243	50.73069	26.27197	31.23288	21.18088	46.55172	NaN	NaN	NaN	13.79892	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	100	100	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
0	0	0	NaN	NaN	NaN	337	76.8546	82.82536	80.9391	84.55631	795	429	366	12	6	3250	49.90769	3028	50.03303	7.06522	222	48.1982	80.3064	83.69453	77.19298	70.54608	72.65222	68.61072	4.67692	NaN	NaN	NaN	NaN	NaN	NaN	460	267	58.04348	7.76631	7.60151	7.9291	47.61905	9.95121	8.36732	21.73818	NaN	1.92506	NaN	14	NaN	NaN	NaN	NaN	NaN	NaN	4.3	1.2	100	100	100	NaN	NaN	NaN	NaN	99	98	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	100	100	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	72	13	NaN	NaN	0	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13	6	594306	16.27781	591541	16.33462	NaN	2765	4.12297	16.40692	5.55012	26.47666	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.14727	0.48771	1.75514	11.95957	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	122.7	40.3	32	60	38	NaN	NaN	NaN	NaN	50	48	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	34	29	54	NaN	NaN	NaN	NaN	NaN	32.9	NaN	NaN	NaN	4.6	59.3	8.6	89	36	189	NaN	NaN	19.77636533	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.39341	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16	NaN	NaN	NaN	1.9	NaN	NaN	183.3	46.6	39	55	47	18000	NaN	NaN	5	47	64	NaN	NaN	1.35	0.08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	49	14	80	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	69	82	270	NaN	NaN	7.959265888	2
1.70576	2.55705	2.14662	NaN	NaN	NaN	11653	75.71441	93.39375	93.26364	93.51626	15754	7791	7963	10	8	397056	47.94362	373027	48.86804	17.6	24029	33.59274	78.74049	76.96814	80.44658	NaN	NaN	NaN	2.83512	NaN	NaN	NaN	2.55471	3.93843	3.26223	22560	12643	56.04167	18.37739	22.31939	14.25908	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6	NaN	NaN	NaN	NaN	NaN	NaN	21	10	95	98	96	NaN	NaN	NaN	NaN	97	96	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	88	83	95	NaN	NaN	NaN	99.3	NaN	NaN	NaN	26.7	NaN	NaN	NaN	NaN	75	86	20	NaN	1.9	4.367264841	1
1.80857	2.64673	2.24154	58.99265	69.66825	60.85086	16971	82.59384	95.02114	95.57589	94.50364	12130	5202	6928	11	7	279496	49.05938	277869	49.34663	13.45801	1627	NaN	87.94548	89.50034	86.49826	79.43934	80.97386	78.01107	40.58699	98.36969	96.65177	97.47246	2.90478	6.0341	4.48989	20768	11476	55.25809	NaN	NaN	NaN	NaN	4.23993	5.52489	NaN	25.04606	1.10189	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	9.8	5.8	100	100	100	NaN	NaN	NaN	NaN	94	94	NaN	NaN	4.568	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	97	95	98	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	70	48	5.2	NaN	NaN	0	3
5.18395	7.68233	6.46129	NaN	NaN	NaN	274232	87.6032	99.18597	NaN	NaN	33688	NaN	NaN	12	6	3497541	51.69852	NaN	NaN	13.76632	NaN	NaN	85.81785	90.10722	81.65735	NaN	NaN	NaN	27.49086	NaN	NaN	NaN	NaN	NaN	NaN	254065	172394	67.85429	65.36217	76.96576	54.0458	50.36258	11.30769	15.65612	11.77389	13.06112	3.77837	35.60639523	31	NaN	NaN	NaN	0.4	NaN	NaN	17.8	9.6	80	98	96	NaN	NaN	NaN	66	91	98	NaN	NaN	0.481	3.155	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	90	77	91	NaN	NaN	NaN	98.7	7.5	NaN	NaN	40	NaN	NaN	NaN	NaN	58	80	35	NaN	NaN	0	2
0.11366	0.13514	0.12475	66.4997	84.48276	66.65664	6646	99.12729	85.90403	86.58878	85.27391	20090	9160	10930	10	7	369236	49.56613	367222	49.67077	7.91265	2014	30.48659	86.00204	86.55203	85.46828	83.50725	84.07014	82.96096	0.60828	99.79096	99.26123	99.51626	0.11623	0.32248	0.22003	46664	38805	83.15832	26.61403	29.14599	24.01493	46.29553	NaN	NaN	NaN	14.20652	2.48673	NaN	5	NaN	NaN	NaN	0.1	NaN	NaN	24.7	14.6	88	99	95	NaN	NaN	NaN	0	91	92	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	89	78	95	NaN	NaN	NaN	99.5	NaN	NaN	NaN	26.7	NaN	NaN	NaN	NaN	70	76	71	NaN	2.08	6.63373898	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	67	75	11	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12	5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5	NaN	NaN	NaN	NaN	NaN	NaN	11.7	6.3	89	95	91	NaN	NaN	NaN	NaN	97	97	2.4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	95	94	98	100	NaN	NaN	100	7.8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	NaN	5	NaN	NaN	0	2
