Repeaters, primary, female (% of female enrollment)	Repeaters, primary, male (% of male enrollment)	Repeaters, primary, total (% of total enrollment)	Trained teachers in primary education, female (% of female teachers)	Trained teachers in primary education, male (% of male teachers)	Trained teachers in primary education (% of total teachers)	Primary education, teachers	Primary education, teachers (% female)	Total enrollment, primary (% net)	Total enrollment, primary, female (% net)	Total enrollment, primary, male (% net)	Children out of school, primary	Children out of school, primary, female	Children out of school, primary, male	Secondary school starting age (years)	Secondary education, duration (years)	Secondary education, pupils	Secondary education, pupils (% female)	Secondary education, general pupils	Secondary education, general pupils (% female)	Pupil-teacher ratio, secondary	Secondary education, vocational pupils	Secondary education, vocational pupils (% female)	School enrollment, secondary (% gross)	School enrollment, secondary, female (% gross)	School enrollment, secondary, male (% gross)	School enrollment, secondary (% net)	School enrollment, secondary, female (% net)	School enrollment, secondary, male (% net)	School enrollment, secondary, private (% of total secondary)	Progression to secondary school, female (%)	Progression to secondary school, male (%)	Progression to secondary school (%)	Repeaters, secondary, female (% of female enrollment)	Repeaters, secondary, male (% of male enrollment)	Repeaters, secondary, total (% of total enrollment)	Secondary education, teachers	Secondary education, teachers, female	Secondary education, teachers (% female)	School enrollment, tertiary (% gross)	School enrollment, tertiary, female (% gross)	School enrollment, tertiary, male (% gross)	Tertiary education, teachers (% female)	Expenditure per student, primary (% of GDP per capita)	Expenditure per student, secondary (% of GDP per capita)	Expenditure per student, tertiary (% of GDP per capita)	Public spending on education, total (% of government expenditure)	Public spending on education, total (% of GDP)	Female legislators, senior officials and managers (% of total)	Proportion of seats held by women in national parliaments (%)	Condom use, population ages 15-24, female (% of females ages 15-24)	Condom use, population ages 15-24, male (% of males ages 15-24)	Women's share of population ages 15+ living with HIV (%)	Prevalence of HIV, total (% of population ages 15-49)	Mortality rate, female child (per 1,000 female children age one)	Mortality rate, male child (per 1,000 male children age one)	Mortality rate, under-5 (per 1,000 live births)	Mortality rate, neonatal (per 1,000 live births)	Improved water source, rural (% of rural population with access)	Improved water source, urban (% of urban population with access)	Improved water source (% of population with access)	Children (0-14) living with HIV	Prevalence of HIV, female (% ages 15-24)	Prevalence of HIV, male (% ages 15-24)	Antiretroviral therapy coverage (% of people with advanced HIV infection)	Immunization, DPT (% of children ages 12-23 months)	Immunization, measles (% of children ages 12-23 months)	Hospital beds (per 1,000 people)	Community health workers (per 1,000 people)	Nurses and midwives (per 1,000 people)	Physicians (per 1,000 people)	Notified cases of malaria (per 100,000 people)	Use of insecticide-treated bed nets (% of under-5 population)	Children with fever receiving antimalarial drugs (% of children under age 5 with fever)	Number of maternal deaths	Lifetime risk of maternal death (1 in: rate varies by country)	Lifetime risk of maternal death (%)	Smoking prevalence, females (% of adults)	Smoking prevalence, males (% of adults)	Improved sanitation facilities (% of population with access)	Improved sanitation facilities, rural (% of rural population with access)	Improved sanitation facilities, urban (% of urban population with access)	Pregnant women receiving prenatal care (%)	ARI treatment (% of children under 5 taken to a health provider)	Exclusive breastfeeding (% of children under 6 months)	Births attended by skilled health staff (% of total)	Low-birthweight babies (% of births)	Malnutrition prevalence, weight for age (% of children under 5)	Maternal mortality ratio (modeled estimate, per 100,000 live births)	Maternal mortality ratio (national estimate, per 100,000 live births)	Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding)	Prevalence of overweight (% of children under 5)	Malnutrition prevalence, height for age (% of children under 5)	Prevalence of wasting (% of children under 5)	Tuberculosis treatment success rate (% of registered cases)	Tuberculosis case detection rate (%, all forms)	Incidence of tuberculosis (per 100,000 people)	Newborns protected against tetanus (%)	Outpatient visits per capita	External resources for health (% of total expenditure on health)	Income
NaN	NaN	NaN	NaN	NaN	NaN	101035	76.08749	94.81916	95.2198	94.43899	93964	42212	51752	12	6	2182085	48.5927	1275656	49.65445	12.58411188	906429	47.09845	142.69389	142.34582	143.02448	87.09763	87.9173	86.31913	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	70.51064	71.98222	69.09171	NaN	14.93976	16.25627	28.06631	NaN	5.0729	NaN	NaN	NaN	NaN	NaN	0.1	NaN	NaN	7.1	3.8	100	100	100	NaN	NaN	NaN	NaN	86	87	8.699999809	NaN	NaN	2.4	NaN	NaN	NaN	32	4300	0.02341765	NaN	NaN	100	100	100	NaN	NaN	NaN	NaN	NaN	NaN	13	NaN	NaN	NaN	NaN	NaN	NaN	89	6.7	NaN	6.699999809	0	3
NaN	NaN	NaN	NaN	NaN	NaN	32634	83.86039	88.9797	89.38927	88.59021	41303	19384	21919	10	8	786156	47.24698	476273	49.12981	9.40288	309883	44.35319	105.37677	101.95911	108.63823	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	83608	47368	56.65487	45.31298	43.95537	46.6318	25.1576	24.63993	26.00327	40.06534	NaN	5.4847	26.39763104	NaN	NaN	NaN	NaN	0.1	NaN	NaN	6.9	3.6	100	100	100	NaN	NaN	NaN	NaN	90	60	9.399999619	NaN	NaN	2.7	NaN	NaN	NaN	6	9400	0.010647148	NaN	NaN	100	100	100	NaN	NaN	NaN	NaN	NaN	NaN	7	NaN	NaN	NaN	NaN	NaN	82	95	20	NaN	6.3	0	3
NaN	NaN	NaN	NaN	NaN	NaN	31167	84.08252	NaN	NaN	NaN	NaN	NaN	NaN	10	7	877809	50.07433	851059	50.66124	10.34700661	26750	31.40187	82.61172	83.97739	81.28588	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.79604	16.89697	18.65298	NaN	NaN	NaN	15.90918	NaN	3.33737	NaN	NaN	NaN	NaN	NaN	0.1	NaN	NaN	84.4	29.1	52	88	71	NaN	NaN	NaN	NaN	74	64	10.02000046	NaN	NaN	3.925	NaN	NaN	NaN	140	430	0.233213258	NaN	NaN	57	43	70	NaN	NaN	NaN	99.7	NaN	NaN	81	NaN	NaN	NaN	NaN	NaN	65	19	110	NaN	7.1	0.639820995	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13	7	NaN	NaN	47636	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	5.01511	NaN	NaN	NaN	NaN	NaN	5.9	NaN	NaN	177.1	48.8	69	93	71	17000	NaN	NaN	NaN	73	80	NaN	NaN	NaN	0.055	NaN	NaN	NaN	2800	16	6.09046742	NaN	NaN	45	45	44	NaN	NaN	NaN	NaN	NaN	NaN	1100	NaN	NaN	NaN	NaN	NaN	45	33	165	NaN	NaN	12.86992927	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	98.16676	98.10691	98.22366	13157	6622	6535	12	6	1061790	50.63836	495560	50.23246	NaN	566230	50.99359	143.46245	148.59126	138.55632	96.98669	96.99265	96.98099	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	52.51151	52.97911	52.06222	NaN	8.39006	13.17513	17.82657	NaN	3.02549	31.51125535	NaN	NaN	NaN	NaN	0.1	NaN	NaN	7.6	3.7	100	100	100	NaN	NaN	NaN	NaN	94	85	NaN	NaN	NaN	3.5	NaN	NaN	NaN	12	6100	0.016514963	NaN	NaN	100	100	100	NaN	NaN	NaN	NaN	NaN	NaN	10	NaN	NaN	NaN	NaN	NaN	NaN	87	16	NaN	7.6	0	3
24.77625	24.27993	24.45744	NaN	NaN	NaN	13586	24.69454	59.53608	42.39191	77.0307	373155	268316	104839	12	7	NaN	NaN	116300	29.40671	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.20282	0.75009	3.7086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.1	NaN	NaN	158.5	38.2	54	75	62	1000	NaN	NaN	NaN	67	65	NaN	NaN	NaN	0.058	NaN	NaN	NaN	1700	24	4.101714847	NaN	NaN	7	1	17	NaN	NaN	NaN	NaN	NaN	NaN	660	NaN	NaN	NaN	NaN	NaN	71	53	80	NaN	NaN	19.60071834	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.1	NaN	NaN	110.8	46	75	87	78	NaN	NaN	NaN	NaN	69	79	NaN	NaN	NaN	0.201	NaN	NaN	NaN	21000	41	2.410186311	NaN	NaN	42	37	58	NaN	NaN	NaN	NaN	NaN	58	560	NaN	NaN	0.2	68.5	15.7	71	21	225	NaN	NaN	2.998875619	0
3.0382	4.71888	3.90631	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11	7	771800	48.61272	559399	52.81472	NaN	212401	37.54596	92.15379	92.10128	92.20352	NaN	NaN	NaN	NaN	95.11934	94.28501	94.68484	2.05419	4.71332	3.30891	NaN	NaN	NaN	36.51495	45.1188	28.25773	40.83793	NaN	NaN	23.58806	NaN	3.44701	NaN	NaN	NaN	NaN	NaN	0.1	NaN	NaN	22.9	12.4	100	100	100	NaN	NaN	NaN	NaN	96	94	10.36999989	NaN	NaN	3.458	NaN	NaN	NaN	17	3400	0.029535744	NaN	NaN	100	99	100	NaN	NaN	NaN	98.9	NaN	NaN	23	NaN	NaN	NaN	NaN	NaN	NaN	84	46	NaN	5.5	0	2
4.62958	5.81298	5.23303	NaN	NaN	NaN	3536	65.29977	99.2175	NaN	NaN	521	NaN	NaN	12	6	56057	49.69406	48944	53.30378	17.93824	7113	24.8559	107.37655	109.38469	105.46393	92.98548	95.182	90.89345	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3125	1580	50.56	16.7264	20.94785	12.97967	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16	6	NaN	100	NaN	NaN	NaN	NaN	NaN	95	95	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	1400	0.074062078	NaN	NaN	NaN	NaN	100	97.1	NaN	33.8	97.6	NaN	7.6	21	46	NaN	NaN	13.6	6.6	NaN	76	10	NaN	NaN	0	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10	8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.3	8.5	96	99	97	NaN	NaN	NaN	NaN	55	53	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7	4100	0.024130129	NaN	NaN	95	93	98	NaN	NaN	NaN	NaN	NaN	NaN	14	NaN	NaN	NaN	NaN	NaN	97	76	84	NaN	NaN	0.633928643	2
1.20915	1.18074	1.19441	NaN	NaN	NaN	32200	NaN	86.40296	84.82733	87.91046	89857	49027	40830	10	7	1024600	NaN	902100	50.34919	12.541	122500	NaN	93.13606	NaN	NaN	NaN	NaN	NaN	NaN	97.16772	99.14738	98.19379	1.03479	1.00469	1.01984	81700	NaN	NaN	39.8695	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.46168	NaN	NaN	NaN	NaN	NaN	0.1	NaN	NaN	16.8	7.6	99	100	100	NaN	NaN	NaN	NaN	96	93	12.38000011	NaN	NaN	4.155	NaN	NaN	NaN	31	2400	0.041041895	NaN	NaN	93	96	91	NaN	NaN	NaN	99.9	NaN	NaN	28	NaN	NaN	NaN	NaN	NaN	NaN	59	81	NaN	10.5	0.048014631	2
8.62353	11.89742	10.31553	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11	6	20226	50.20765	20101	50.38058	NaN	125	22.4	66.50227	66.4203	66.58512	NaN	NaN	NaN	NaN	83.315	82.72884	83.01316	8.4329	10.19651	9.30799	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30.13833979	NaN	NaN	NaN	NaN	1.5	NaN	NaN	33.7	14.5	70	91	80	NaN	NaN	NaN	NaN	83	83	2.5	NaN	NaN	0.6	NaN	NaN	NaN	2	630	0.158672216	NaN	NaN	80	79	81	NaN	NaN	NaN	79	NaN	NaN	32	140	NaN	NaN	NaN	NaN	52	110	40	NaN	NaN	6.57854162	1
NaN	NaN	NaN	NaN	NaN	NaN	463	87.68898	NaN	NaN	NaN	NaN	NaN	NaN	12	5	NaN	NaN	3553	50.18294	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	110	6	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12	6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.60817	28.28607052	NaN	NaN	NaN	NaN	0.2	NaN	NaN	99.5	33.8	50	93	76	NaN	NaN	NaN	NaN	64	58	NaN	NaN	NaN	0.34	NaN	NaN	NaN	910	59	1.700652235	NaN	NaN	21	7	30	NaN	NaN	NaN	NaN	NaN	NaN	360	NaN	NaN	NaN	NaN	NaN	62	90	215	NaN	NaN	6.910358642	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.16183	NaN	109.76622	NaN	4.57043	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	47.9	23.5	72	97	91	NaN	NaN	NaN	NaN	81	87	NaN	NaN	NaN	1.31	NaN	NaN	NaN	3400	370	0.269664774	NaN	NaN	71	36	81	NaN	NaN	NaN	NaN	NaN	NaN	96	NaN	NaN	NaN	NaN	NaN	17	79	71	NaN	2.299999952	0.183206344	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11	6	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	38.70968015	NaN	NaN	NaN	NaN	0.1	NaN	NaN	16.5	8.6	100	100	100	NaN	NaN	NaN	NaN	93	92	7.4	NaN	NaN	1.28	NaN	NaN	NaN	2	1400	0.071652624	NaN	NaN	100	100	100	NaN	NaN	NaN	100	NaN	NaN	39	0	NaN	NaN	NaN	NaN	NaN	67	1.7	NaN	NaN	5.400843882	3
NaN	NaN	7.84121	NaN	NaN	NaN	2924	58.13953	99.09544	NaN	NaN	331	NaN	NaN	12	7	NaN	NaN	29265	52.08611	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2692	1187	44.09361	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.6	5.7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99	99	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	1200	0.082621337	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25	NaN	NaN	NaN	NaN	NaN	NaN	NaN	63	NaN	NaN	0	3
