Repeaters, primary, female (% of female enrollment)	Repeaters, primary, male (% of male enrollment)	Repeaters, primary, total (% of total enrollment)	Trained teachers in primary education, female (% of female teachers)	Trained teachers in primary education, male (% of male teachers)	Trained teachers in primary education (% of total teachers)	Primary education, teachers	Primary education, teachers (% female)	Total enrollment, primary (% net)	Total enrollment, primary, female (% net)	Total enrollment, primary, male (% net)	Children out of school, primary	Children out of school, primary, female	Children out of school, primary, male	Secondary school starting age (years)	Secondary education, duration (years)	Secondary education, pupils	Secondary education, pupils (% female)	Secondary education, general pupils	Secondary education, general pupils (% female)	Pupil-teacher ratio, secondary	Secondary education, vocational pupils	Secondary education, vocational pupils (% female)	School enrollment, secondary (% gross)	School enrollment, secondary, female (% gross)	School enrollment, secondary, male (% gross)	School enrollment, secondary (% net)	School enrollment, secondary, female (% net)	School enrollment, secondary, male (% net)	School enrollment, secondary, private (% of total secondary)	Progression to secondary school, female (%)	Progression to secondary school, male (%)	Progression to secondary school (%)	Repeaters, secondary, female (% of female enrollment)	Repeaters, secondary, male (% of male enrollment)	Repeaters, secondary, total (% of total enrollment)	Secondary education, teachers	Secondary education, teachers, female	Secondary education, teachers (% female)	School enrollment, tertiary (% gross)	School enrollment, tertiary, female (% gross)	School enrollment, tertiary, male (% gross)	Tertiary education, teachers (% female)	Expenditure per student, primary (% of GDP per capita)	Expenditure per student, secondary (% of GDP per capita)	Expenditure per student, tertiary (% of GDP per capita)	Public spending on education, total (% of government expenditure)	Public spending on education, total (% of GDP)	Female legislators, senior officials and managers (% of total)	Proportion of seats held by women in national parliaments (%)	Condom use, population ages 15-24, female (% of females ages 15-24)	Condom use, population ages 15-24, male (% of males ages 15-24)	Women's share of population ages 15+ living with HIV (%)	Prevalence of HIV, total (% of population ages 15-49)	Mortality rate, female child (per 1,000 female children age one)	Mortality rate, male child (per 1,000 male children age one)	Mortality rate, under-5 (per 1,000 live births)	Mortality rate, neonatal (per 1,000 live births)	Improved water source, rural (% of rural population with access)	Improved water source, urban (% of urban population with access)	Improved water source (% of population with access)	Children (0-14) living with HIV	Prevalence of HIV, female (% ages 15-24)	Prevalence of HIV, male (% ages 15-24)	Antiretroviral therapy coverage (% of people with advanced HIV infection)	Immunization, DPT (% of children ages 12-23 months)	Immunization, measles (% of children ages 12-23 months)	Hospital beds (per 1,000 people)	Community health workers (per 1,000 people)	Nurses and midwives (per 1,000 people)	Physicians (per 1,000 people)	Notified cases of malaria (per 100,000 people)	Use of insecticide-treated bed nets (% of under-5 population)	Children with fever receiving antimalarial drugs (% of children under age 5 with fever)	Number of maternal deaths	Lifetime risk of maternal death (1 in: rate varies by country)	Lifetime risk of maternal death (%)	Smoking prevalence, females (% of adults)	Smoking prevalence, males (% of adults)	Improved sanitation facilities (% of population with access)	Improved sanitation facilities, rural (% of rural population with access)	Improved sanitation facilities, urban (% of urban population with access)	Pregnant women receiving prenatal care (%)	ARI treatment (% of children under 5 taken to a health provider)	Exclusive breastfeeding (% of children under 6 months)	Births attended by skilled health staff (% of total)	Low-birthweight babies (% of births)	Malnutrition prevalence, weight for age (% of children under 5)	Maternal mortality ratio (modeled estimate, per 100,000 live births)	Maternal mortality ratio (national estimate, per 100,000 live births)	Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding)	Prevalence of overweight (% of children under 5)	Malnutrition prevalence, height for age (% of children under 5)	Prevalence of wasting (% of children under 5)	Tuberculosis treatment success rate (% of registered cases)	Tuberculosis case detection rate (%, all forms)	Incidence of tuberculosis (per 100,000 people)	Newborns protected against tetanus (%)	Outpatient visits per capita	External resources for health (% of total expenditure on health)	Income
5.64194	9.43079	7.58933	100	100	100	486	77.77778	98.7141	98.44471	98.97765	107	64	43	12	5	6178	50.50178	5239	53.6171	15.56171	939	33.12034	96.95543	98.54706	95.38366	77.18142	79.21668	75.17155	NaN	NaN	NaN	NaN	11.60555	12.34568	11.94885	397	193	48.61461	29.81859	35.82928	23.69325	44.5122	13.08244	19.23304	28.77569	16.0157	4.75221	35.85858445	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	100	100	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12	6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	5	1.5	100	100	100	NaN	NaN	NaN	NaN	98	97	3.200000048	NaN	NaN	2.549	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	100	100	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	50	95	19	NaN	NaN	0	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13	6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	136.2	42.6	18	36	22	NaN	NaN	NaN	NaN	24	27	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12000	12	8.328175169	NaN	NaN	32	28	46	36.9	NaN	NaN	12.4	NaN	NaN	1000	NaN	NaN	NaN	NaN	NaN	85	16	189	NaN	NaN	0.611455552	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10	7	354984	45.34373	284724	46.84326	18.83404	70260	39.26701	14.85065	13.36015	16.36533	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18848	5668	30.07216	NaN	NaN	NaN	20.41312	NaN	NaN	NaN	NaN	2.60753	NaN	16	NaN	NaN	NaN	1.9	NaN	NaN	199.3	48.5	40	52	46	13000	NaN	NaN	NaN	31	41	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6300	16	6.288086979	NaN	NaN	42	11	75	NaN	NaN	NaN	NaN	12.4	NaN	890	NaN	NaN	NaN	NaN	NaN	68	46	250	NaN	NaN	3.558981694	2
3.25183	4.56711	3.93223	NaN	NaN	NaN	12551	75.40435	99.17911	NaN	NaN	2119	NaN	NaN	10	8	363689	48.74054	349188	49.48022	16.34557	14501	30.9289	71.53304	70.08144	72.9702	67.48187	66.07377	68.87596	NaN	94.89953	93.21042	94.03323	4.28814	5.35517	4.8272	22250	12003	53.94607	16.66099	19.20423	13.91367	37.76057	NaN	NaN	NaN	NaN	NaN	NaN	5	NaN	NaN	NaN	NaN	NaN	NaN	26.3	12	96	100	98	NaN	NaN	NaN	NaN	97	95	3.259999991	NaN	NaN	1.389	NaN	NaN	NaN	21	1100	0.089043668	NaN	NaN	84	76	95	95.3	83	6.3	99.1	3.1	17	39	NaN	50.7	30	39.2	12.2	NaN	87	23	NaN	1.6	6.017310399	1
2.60951	4.1459	3.41066	NaN	NaN	NaN	16916	73.01963	81.00472	81.48143	80.56312	57883	27136	30747	12	6	210002	49.99952	208289	50.41073	12.80578	1713	NaN	85.23051	87.66583	82.92687	77.31875	79.21067	75.52914	31.77589	98.31877	96.8225	97.53704	4.62286	9.49569	7.03926	16399	8971	54.70456	17.96138	33.26186	8.97323	26.73267	4.99948	6.27886	26.23147	22.20848	1.33984	7.806527706	0	NaN	NaN	NaN	NaN	NaN	NaN	12.3	7.2	100	100	100	NaN	NaN	NaN	NaN	94	94	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7	2300	0.042885559	NaN	NaN	97	95	98	NaN	NaN	NaN	NaN	NaN	NaN	14	NaN	NaN	NaN	NaN	NaN	74	68	5.5	NaN	NaN	0	3
5.0547	7.19379	6.15034	NaN	NaN	NaN	244412	89.09751	NaN	NaN	NaN	NaN	NaN	NaN	12	6	3427731	50.38619	NaN	NaN	11.01021	NaN	NaN	86.56431	88.55749	84.62987	NaN	NaN	NaN	26.84639	NaN	NaN	NaN	NaN	NaN	NaN	311323	214873	69.01931	53.07586	64.71305	41.67035	54.40424	12.77052	17.61911	17.7225	13.72046	4.5976	27.39945421	28	NaN	NaN	NaN	0.4	NaN	NaN	20.3	11.2	78	98	96	NaN	NaN	NaN	NaN	83	91	4.1	NaN	NaN	NaN	NaN	NaN	NaN	430	610	0.163626582	NaN	NaN	91	77	92	NaN	NaN	NaN	NaN	NaN	NaN	63	NaN	NaN	NaN	NaN	NaN	47	79	40	NaN	NaN	0	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10	7	407400	NaN	407400	NaN	NaN	0	NaN	90.36946	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.57477	24.46012	22.62434	42.48168	NaN	NaN	NaN	12.82994	2.77273	NaN	3	7.1	32	NaN	0.1	3.1	4.9	29.8	16.9	81	98	92	NaN	NaN	NaN	NaN	93	92	5.46999979	NaN	NaN	2.987	NaN	NaN	NaN	16	1600	0.063030605	NaN	NaN	89	77	95	92.4	26.24648188	30	96.8	7.2	NaN	38	NaN	48	NaN	NaN	NaN	87	61	71	NaN	2.12	8.324676059	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	75	6.9	NaN	NaN	NaN	2
NaN	NaN	NaN	43.69287	58.78378	46.90647	695	78.70504	NaN	NaN	NaN	NaN	NaN	NaN	12	5	5276	50.2464	4576	52.84091	13.39086	700	33.28571	78.85219	75.54859	82.49529	69.97459	68.33856	71.77876	20.10993	NaN	NaN	NaN	0	0	0	394	278	70.55838	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.8	7.8	89	95	91	NaN	NaN	NaN	NaN	95	95	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	95	94	98	99.9	NaN	NaN	99.9	NaN	NaN	NaN	65	NaN	NaN	NaN	NaN	100	110	4.6	NaN	NaN	0	2
