Repeaters, primary, female (% of female enrollment)	Repeaters, primary, male (% of male enrollment)	Repeaters, primary, total (% of total enrollment)	Trained teachers in primary education, female (% of female teachers)	Trained teachers in primary education, male (% of male teachers)	Trained teachers in primary education (% of total teachers)	Primary education, teachers	Primary education, teachers (% female)	Total enrollment, primary (% net)	Total enrollment, primary, female (% net)	Total enrollment, primary, male (% net)	Children out of school, primary	Children out of school, primary, female	Children out of school, primary, male	Secondary school starting age (years)	Secondary education, duration (years)	Secondary education, pupils	Secondary education, pupils (% female)	Secondary education, general pupils	Secondary education, general pupils (% female)	Pupil-teacher ratio, secondary	Secondary education, vocational pupils	Secondary education, vocational pupils (% female)	School enrollment, secondary (% gross)	School enrollment, secondary, female (% gross)	School enrollment, secondary, male (% gross)	School enrollment, secondary (% net)	School enrollment, secondary, female (% net)	School enrollment, secondary, male (% net)	School enrollment, secondary, private (% of total secondary)	Progression to secondary school, female (%)	Progression to secondary school, male (%)	Progression to secondary school (%)	Repeaters, secondary, female (% of female enrollment)	Repeaters, secondary, male (% of male enrollment)	Repeaters, secondary, total (% of total enrollment)	Secondary education, teachers	Secondary education, teachers, female	Secondary education, teachers (% female)	School enrollment, tertiary (% gross)	School enrollment, tertiary, female (% gross)	School enrollment, tertiary, male (% gross)	Tertiary education, teachers (% female)	Expenditure per student, primary (% of GDP per capita)	Expenditure per student, secondary (% of GDP per capita)	Expenditure per student, tertiary (% of GDP per capita)	Public spending on education, total (% of government expenditure)	Public spending on education, total (% of GDP)	Female legislators, senior officials and managers (% of total)	Proportion of seats held by women in national parliaments (%)	Condom use, population ages 15-24, female (% of females ages 15-24)	Condom use, population ages 15-24, male (% of males ages 15-24)	Women's share of population ages 15+ living with HIV (%)	Prevalence of HIV, total (% of population ages 15-49)	Mortality rate, female child (per 1,000 female children age one)	Mortality rate, male child (per 1,000 male children age one)	Mortality rate, under-5 (per 1,000 live births)	Mortality rate, neonatal (per 1,000 live births)	Improved water source, rural (% of rural population with access)	Improved water source, urban (% of urban population with access)	Improved water source (% of population with access)	Children (0-14) living with HIV	Prevalence of HIV, female (% ages 15-24)	Prevalence of HIV, male (% ages 15-24)	Antiretroviral therapy coverage (% of people with advanced HIV infection)	Immunization, DPT (% of children ages 12-23 months)	Immunization, measles (% of children ages 12-23 months)	Hospital beds (per 1,000 people)	Community health workers (per 1,000 people)	Nurses and midwives (per 1,000 people)	Physicians (per 1,000 people)	Notified cases of malaria (per 100,000 people)	Use of insecticide-treated bed nets (% of under-5 population)	Children with fever receiving antimalarial drugs (% of children under age 5 with fever)	Number of maternal deaths	Lifetime risk of maternal death (1 in: rate varies by country)	Lifetime risk of maternal death (%)	Smoking prevalence, females (% of adults)	Smoking prevalence, males (% of adults)	Improved sanitation facilities (% of population with access)	Improved sanitation facilities, rural (% of rural population with access)	Improved sanitation facilities, urban (% of urban population with access)	Pregnant women receiving prenatal care (%)	ARI treatment (% of children under 5 taken to a health provider)	Exclusive breastfeeding (% of children under 6 months)	Births attended by skilled health staff (% of total)	Low-birthweight babies (% of births)	Malnutrition prevalence, weight for age (% of children under 5)	Maternal mortality ratio (modeled estimate, per 100,000 live births)	Maternal mortality ratio (national estimate, per 100,000 live births)	Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding)	Prevalence of overweight (% of children under 5)	Malnutrition prevalence, height for age (% of children under 5)	Prevalence of wasting (% of children under 5)	Tuberculosis treatment success rate (% of registered cases)	Tuberculosis case detection rate (%, all forms)	Incidence of tuberculosis (per 100,000 people)	Newborns protected against tetanus (%)	Outpatient visits per capita	External resources for health (% of total expenditure on health)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	96.2468	96.72006	95.79806	58260	24780	33480	12	6	2003504	48.62191	1273640	49.57861	NaN	729864	46.95245	132.03706	131.73017	132.32881	86.89353	87.9237	85.91419	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	66.79661	67.10259	66.5013	NaN	17.45931	17.75713	28.40619	NaN	5.19634	NaN	NaN	NaN	NaN	NaN	0.1	NaN	NaN	7.4	4	100	100	100	NaN	NaN	NaN	NaN	88	86	8.699999809	NaN	NaN	2.4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	100	100	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	88	6.7	NaN	6.5	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	32059	83.7144	88.18741	88.81727	87.58881	44683	20612	24071	10	8	778006	47.21647	469915	48.968	9.40802	308091	44.54496	105.43558	101.93126	108.78096	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	82696	46594	56.34372	42.5973	40.7259	44.41064	24.70079	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.1	NaN	NaN	7.4	3.8	100	100	100	NaN	NaN	NaN	NaN	90	60	9.5	NaN	NaN	2.6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	100	100	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	82	19	NaN	6.2	NaN	3
0.27904	0.27898	0.27901	NaN	NaN	NaN	30098	76.41704	NaN	NaN	NaN	NaN	NaN	NaN	10	7	873936	47.75693	838546	48.31637	NaN	35390	34.50127	84.60477	82.05251	87.08085	NaN	NaN	NaN	NaN	96.57829	99.0772	97.8849	0.41367	0.41418	0.41393	NaN	NaN	NaN	18.70969	16.5984	20.68775	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.1	NaN	NaN	87.7	29.8	51	88	70	NaN	NaN	NaN	NaN	69	60	10.07059956	NaN	NaN	3.896100044	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	57	43	70	NaN	NaN	NaN	99.6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	34	110	NaN	7.4	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	4.56527	NaN	NaN	NaN	NaN	NaN	5.8	NaN	NaN	179.8	49.1	69	94	71	15000	NaN	NaN	NaN	48	42	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	44	44	43	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	44	40	161	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	60738	71.82489	97.38459	97.34299	97.42418	18858	9341	9517	12	6	1053445	50.33704	496621	50.18676	8.29635	556824	50.47106	141.26606	145.45442	137.26001	95.7736	95.84845	95.702	NaN	NaN	NaN	NaN	5.31059	8.37527	6.83721	126977	67487	53.149	47.16399	47.53652	46.80638	35.82488	15.77862	24.49198	35.13121	NaN	5.47773	30.32943241	NaN	NaN	NaN	NaN	0.1	NaN	NaN	8.1	3.9	100	100	100	NaN	NaN	NaN	NaN	96	78	7.599999905	NaN	NaN	3.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	100	100	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	87	17	NaN	7.8	NaN	3
24.9024	24.52075	24.655	NaN	NaN	NaN	12924	25.44104	56.92337	39.69288	74.51722	385059	272353	112706	12	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.20584	0.75007	3.71967	12.3302	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.9	NaN	NaN	162.3	38.6	53	75	61	1000	NaN	NaN	NaN	81	78	0.233600006	NaN	NaN	0.060800001	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6	1	16	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	74	49	80	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.1	62.3	46.7	116.5	47.3	75	87	78	NaN	NaN	NaN	NaN	84	78	0.304899991	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41	36	58	25.7	27.9	NaN	9.5	NaN	61	NaN	NaN	NaN	0.2	70.1	17.4	73	19	225	NaN	NaN	NaN	0
3.68803	5.92945	4.84076	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11	7	778739	48.61603	567504	52.69496	NaN	211235	37.65759	90.4546	90.31104	90.59084	NaN	NaN	NaN	NaN	92.99619	90.00664	91.43096	NaN	NaN	NaN	NaN	NaN	NaN	33.68118	40.4327	27.19747	38.06034	NaN	NaN	30.22367	NaN	4.17066	NaN	NaN	NaN	NaN	NaN	0.1	NaN	NaN	22.9	12.4	100	100	100	NaN	NaN	NaN	NaN	93	93	10.19610024	NaN	NaN	3.327300072	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99	98	100	NaN	NaN	NaN	99	NaN	NaN	NaN	15	NaN	NaN	NaN	NaN	NaN	140	46	NaN	5.5	NaN	2
4.96937	5.18091	5.07708	NaN	NaN	NaN	3386	62.02008	98.77138	99.77646	97.82117	803	71	732	12	6	54193	49.95664	47417	53.45129	17.11718	6776	25.50177	106.39639	109.35051	103.6024	91.53627	94.43008	88.79933	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3166	1594	50.34744	16.92762	21.02474	13.35041	28.85496	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.1	6.3	NaN	100	NaN	NaN	NaN	NaN	NaN	96	93	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10	8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.4	9.1	96	99	97	NaN	NaN	NaN	NaN	82	57	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	95	93	98	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	95	52	89	NaN	NaN	NaN	2
1.19548	1.16887	1.18185	NaN	NaN	NaN	32400	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10	7	993900	NaN	867500	50.91643	12.58101	126400	NaN	91.91663	NaN	NaN	NaN	NaN	NaN	NaN	97.96178	96.86369	97.39777	1.10935	1.17426	1.14121	79000	NaN	NaN	40.8481	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.1	NaN	NaN	16.9	7.6	99	100	100	NaN	NaN	NaN	NaN	92	97	12.46389961	NaN	NaN	4.142499924	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	96	91	NaN	NaN	NaN	99.9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	52	81	NaN	10.3	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11	6	19751	49.82533	19593	50.12504	NaN	158	12.65823	67.96862	67.0642	68.89121	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	37.48801507	NaN	NaN	NaN	NaN	1.4	NaN	NaN	35.7	15.1	68	91	79	NaN	NaN	NaN	NaN	88	82	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	79	79	80	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	72	69	40	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12	5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.3	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12	6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.78421	22.03004905	NaN	NaN	NaN	NaN	0.2	47	52.6	103.7	34.6	48	93	74	NaN	NaN	NaN	NaN	58	64	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20	6	29	52.5	39.68434598	NaN	47.2	8.2	12.6	NaN	NaN	NaN	7.1	35.2	5.3	66	58	222	NaN	NaN	NaN	1
NaN	NaN	19.12068	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11	7	NaN	NaN	15799825	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	85.9412	NaN	NaN	15.26565	NaN	NaN	NaN	11.38199	12.0015	10.75859	37.82036	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	50.2	24.3	72	97	91	NaN	NaN	NaN	NaN	74	77	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	70	35	81	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	70	65	73	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11	6	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	43.42105255	NaN	NaN	NaN	NaN	0.1	NaN	NaN	16.5	8.6	100	100	100	NaN	NaN	NaN	NaN	90	97	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	100	100	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.8	NaN	NaN	NaN	3
