Repeaters, primary, female (% of female enrollment)	Repeaters, primary, male (% of male enrollment)	Repeaters, primary, total (% of total enrollment)	Trained teachers in primary education, female (% of female teachers)	Trained teachers in primary education, male (% of male teachers)	Trained teachers in primary education (% of total teachers)	Primary education, teachers	Primary education, teachers (% female)	Total enrollment, primary (% net)	Total enrollment, primary, female (% net)	Total enrollment, primary, male (% net)	Children out of school, primary	Children out of school, primary, female	Children out of school, primary, male	Secondary school starting age (years)	Secondary education, duration (years)	Secondary education, pupils	Secondary education, pupils (% female)	Secondary education, general pupils	Secondary education, general pupils (% female)	Pupil-teacher ratio, secondary	Secondary education, vocational pupils	Secondary education, vocational pupils (% female)	School enrollment, secondary (% gross)	School enrollment, secondary, female (% gross)	School enrollment, secondary, male (% gross)	School enrollment, secondary (% net)	School enrollment, secondary, female (% net)	School enrollment, secondary, male (% net)	School enrollment, secondary, private (% of total secondary)	Progression to secondary school, female (%)	Progression to secondary school, male (%)	Progression to secondary school (%)	Repeaters, secondary, female (% of female enrollment)	Repeaters, secondary, male (% of male enrollment)	Repeaters, secondary, total (% of total enrollment)	Secondary education, teachers	Secondary education, teachers, female	Secondary education, teachers (% female)	School enrollment, tertiary (% gross)	School enrollment, tertiary, female (% gross)	School enrollment, tertiary, male (% gross)	Tertiary education, teachers (% female)	Expenditure per student, primary (% of GDP per capita)	Expenditure per student, secondary (% of GDP per capita)	Expenditure per student, tertiary (% of GDP per capita)	Public spending on education, total (% of government expenditure)	Public spending on education, total (% of GDP)	Female legislators, senior officials and managers (% of total)	Proportion of seats held by women in national parliaments (%)	Condom use, population ages 15-24, female (% of females ages 15-24)	Condom use, population ages 15-24, male (% of males ages 15-24)	Women's share of population ages 15+ living with HIV (%)	Prevalence of HIV, total (% of population ages 15-49)	Mortality rate, female child (per 1,000 female children age one)	Mortality rate, male child (per 1,000 male children age one)	Mortality rate, under-5 (per 1,000 live births)	Mortality rate, neonatal (per 1,000 live births)	Improved water source, rural (% of rural population with access)	Improved water source, urban (% of urban population with access)	Improved water source (% of population with access)	Children (0-14) living with HIV	Prevalence of HIV, female (% ages 15-24)	Prevalence of HIV, male (% ages 15-24)	Antiretroviral therapy coverage (% of people with advanced HIV infection)	Immunization, DPT (% of children ages 12-23 months)	Immunization, measles (% of children ages 12-23 months)	Hospital beds (per 1,000 people)	Community health workers (per 1,000 people)	Nurses and midwives (per 1,000 people)	Physicians (per 1,000 people)	Notified cases of malaria (per 100,000 people)	Use of insecticide-treated bed nets (% of under-5 population)	Children with fever receiving antimalarial drugs (% of children under age 5 with fever)	Number of maternal deaths	Lifetime risk of maternal death (1 in: rate varies by country)	Lifetime risk of maternal death (%)	Smoking prevalence, females (% of adults)	Smoking prevalence, males (% of adults)	Improved sanitation facilities (% of population with access)	Improved sanitation facilities, rural (% of rural population with access)	Improved sanitation facilities, urban (% of urban population with access)	Pregnant women receiving prenatal care (%)	ARI treatment (% of children under 5 taken to a health provider)	Exclusive breastfeeding (% of children under 6 months)	Births attended by skilled health staff (% of total)	Low-birthweight babies (% of births)	Malnutrition prevalence, weight for age (% of children under 5)	Maternal mortality ratio (modeled estimate, per 100,000 live births)	Maternal mortality ratio (national estimate, per 100,000 live births)	Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding)	Prevalence of overweight (% of children under 5)	Malnutrition prevalence, height for age (% of children under 5)	Prevalence of wasting (% of children under 5)	Tuberculosis treatment success rate (% of registered cases)	Tuberculosis case detection rate (%, all forms)	Incidence of tuberculosis (per 100,000 people)	Newborns protected against tetanus (%)	Outpatient visits per capita	External resources for health (% of total expenditure on health)	Income
7.93138	10.5949	9.30732	100	100	100	567	80.77601	97.46001	96.23377	98.68307	235	174	61	12	5	7116	50.7448	5988	53.08951	14.1753	1128	38.29787	95.49114	95.68098	95.29636	74.77187	75.35771	74.17074	91.34345	NaN	NaN	95.24015	13.11733	16.98113	14.92986	502	260	51.79283	31.49394	37.08395	25.72904	44.73684	NaN	NaN	NaN	15.43036	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	100	100	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
0	0	0	NaN	NaN	NaN	356	74.1573	83.05812	82.43486	83.62741	873	446	427	12	6	3737	50.28097	3506	50.34227	7.75311	231	49.35065	90.37485	95.47764	85.74066	78.30713	82.06301	74.89617	4.12095	NaN	NaN	NaN	NaN	NaN	NaN	482	286	59.3361	8.01688	8.20368	7.83217	NaN	9.41827	8.79499	18.09629	NaN	2.04658	NaN	28.6	NaN	NaN	NaN	NaN	NaN	NaN	4.1	1.2	100	100	100	NaN	NaN	NaN	NaN	98	94	2.7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	100	100	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	80	110	12	NaN	NaN	0	3
13.85884	17.597	16.26296	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13	6	651453	23.36562	642442	23.55217	NaN	9011	10.06548	17.24345	8.36881	25.48265	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27.3	NaN	NaN	NaN	NaN	NaN	NaN	119.4	39.7	35	66	42	NaN	NaN	NaN	NaN	58	50	NaN	NaN	0.5	0.2	NaN	NaN	NaN	9100	19	5.14526555	NaN	NaN	35	29	56	NaN	NaN	NaN	NaN	NaN	NaN	710	NaN	NaN	NaN	NaN	NaN	90	42	189	NaN	NaN	20.76819103	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.95995	NaN	NaN	NaN	NaN	NaN	72.53524	NaN	2.55881	NaN	15	NaN	NaN	NaN	1.9	NaN	NaN	179.1	46.1	39	56	48	19000	NaN	NaN	4	47	45	0.8	NaN	NaN	NaN	NaN	NaN	NaN	5000	24	4.206827493	NaN	NaN	51	15	81	NaN	NaN	NaN	NaN	NaN	NaN	650	NaN	NaN	NaN	NaN	NaN	72	82	276	NaN	NaN	7.218071043	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10	8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.1	NaN	NaN	NaN	NaN	1	3.1	19.7	9.5	95	98	96	NaN	NaN	NaN	NaN	98	97	3	NaN	NaN	NaN	NaN	NaN	NaN	14	1800	0.055860232	NaN	NaN	90	85	95	97.1	45.3	2.3	99.8	6.9	6.6	31	20	50.3	25.2	27	7.3	79	86	19	NaN	1.5	3.502196442	1
1.52612	2.18159	1.86373	58.35793	68.6756	59.96523	17255	84.42191	97.12525	97.96833	96.34381	7095	2412	4683	11	7	284978	48.90763	283621	49.14164	13.07538	1357	NaN	90.67387	91.26244	90.11753	81.60833	82.46922	80.79458	42.32923	98.72489	97.52433	98.10288	2.81684	5.70072	4.28353	21795	11908	54.63638	NaN	NaN	NaN	NaN	3.96859	5.5561	NaN	28.32598	0.9695	10.16808878	0	NaN	NaN	NaN	NaN	NaN	NaN	9.3	5.5	100	100	100	NaN	NaN	NaN	NaN	94	92	1.88	NaN	NaN	1.545	NaN	NaN	NaN	9	2900	0.034628401	NaN	NaN	97	95	98	NaN	NaN	NaN	NaN	NaN	NaN	13	NaN	NaN	NaN	NaN	NaN	73	53	4.8	NaN	NaN	0	3
5.15999	7.59459	6.40593	NaN	NaN	NaN	279349	87.6248	99.12042	NaN	NaN	36189	NaN	NaN	12	6	3476306	51.91534	NaN	NaN	13.53259	NaN	NaN	84.91157	89.53902	80.42407	NaN	NaN	NaN	27.86768	NaN	NaN	NaN	NaN	NaN	NaN	256884	173536	67.55423	63.98607	76.06657	52.21573	50.36245	12.02132	19.60804	NaN	NaN	NaN	32.86333868	NaN	NaN	NaN	NaN	0.4	NaN	NaN	17.2	9.3	80	98	96	NaN	NaN	NaN	63	94	99	4	NaN	NaN	3.21	NaN	NaN	NaN	470	590	0.169292506	NaN	NaN	90	77	91	99.2	NaN	NaN	99.1	NaN	2.3	69	39	NaN	9.9	8.2	1.2	53	76	33	NaN	NaN	0	2
0.14923	0.16194	0.15581	77.91631	22.44898	77.45596	5904	99.17005	88.21105	89.72228	86.84321	15529	6432	9097	10	7	364234	49.61591	362707	49.69411	8.64733	1527	31.04126	87.8572	88.85294	86.89822	84.02364	85.14086	82.94765	0.73689	98.74942	99.76807	99.27443	0.13149	0.36391	0.24841	42121	34966	83.01322	28.33847	31.15095	25.47271	46.38414	NaN	NaN	NaN	14.56926	2.71203	NaN	5.3	4.9	67.8	NaN	0.1	3.1	7.8	23.2	13.9	89	99	95	NaN	NaN	NaN	5	90	94	4.5	NaN	NaN	NaN	NaN	NaN	NaN	15	1700	0.059531213	NaN	NaN	89	79	95	93	36	32.5	97.8	8.2	4.2	34	16	59.2	11.7	18.2	5.5	72	100	72	NaN	2.4	14.08089801	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	75	75	13	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12	5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.5	NaN	NaN	NaN	NaN	NaN	NaN	10.9	5.9	NaN	95	NaN	NaN	NaN	NaN	NaN	99	99	2.4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	98	99.9	NaN	NaN	99.9	5.300000191	NaN	NaN	0	NaN	NaN	NaN	NaN	50	110	6.5	NaN	NaN	0	2
