Repeaters, primary, female (% of female enrollment)	Repeaters, primary, male (% of male enrollment)	Repeaters, primary, total (% of total enrollment)	Trained teachers in primary education, female (% of female teachers)	Trained teachers in primary education, male (% of male teachers)	Trained teachers in primary education (% of total teachers)	Primary education, teachers	Primary education, teachers (% female)	Total enrollment, primary (% net)	Total enrollment, primary, female (% net)	Total enrollment, primary, male (% net)	Children out of school, primary	Children out of school, primary, female	Children out of school, primary, male	Secondary school starting age (years)	Secondary education, duration (years)	Secondary education, pupils	Secondary education, pupils (% female)	Secondary education, general pupils	Secondary education, general pupils (% female)	Pupil-teacher ratio, secondary	Secondary education, vocational pupils	Secondary education, vocational pupils (% female)	School enrollment, secondary (% gross)	School enrollment, secondary, female (% gross)	School enrollment, secondary, male (% gross)	School enrollment, secondary (% net)	School enrollment, secondary, female (% net)	School enrollment, secondary, male (% net)	School enrollment, secondary, private (% of total secondary)	Progression to secondary school, female (%)	Progression to secondary school, male (%)	Progression to secondary school (%)	Repeaters, secondary, female (% of female enrollment)	Repeaters, secondary, male (% of male enrollment)	Repeaters, secondary, total (% of total enrollment)	Secondary education, teachers	Secondary education, teachers, female	Secondary education, teachers (% female)	School enrollment, tertiary (% gross)	School enrollment, tertiary, female (% gross)	School enrollment, tertiary, male (% gross)	Tertiary education, teachers (% female)	Expenditure per student, primary (% of GDP per capita)	Expenditure per student, secondary (% of GDP per capita)	Expenditure per student, tertiary (% of GDP per capita)	Public spending on education, total (% of government expenditure)	Public spending on education, total (% of GDP)	Female legislators, senior officials and managers (% of total)	Proportion of seats held by women in national parliaments (%)	Condom use, population ages 15-24, female (% of females ages 15-24)	Condom use, population ages 15-24, male (% of males ages 15-24)	Women's share of population ages 15+ living with HIV (%)	Prevalence of HIV, total (% of population ages 15-49)	Mortality rate, female child (per 1,000 female children age one)	Mortality rate, male child (per 1,000 male children age one)	Mortality rate, under-5 (per 1,000 live births)	Mortality rate, neonatal (per 1,000 live births)	Improved water source, rural (% of rural population with access)	Improved water source, urban (% of urban population with access)	Improved water source (% of population with access)	Children (0-14) living with HIV	Prevalence of HIV, female (% ages 15-24)	Prevalence of HIV, male (% ages 15-24)	Antiretroviral therapy coverage (% of people with advanced HIV infection)	Immunization, DPT (% of children ages 12-23 months)	Immunization, measles (% of children ages 12-23 months)	Hospital beds (per 1,000 people)	Community health workers (per 1,000 people)	Nurses and midwives (per 1,000 people)	Physicians (per 1,000 people)	Notified cases of malaria (per 100,000 people)	Use of insecticide-treated bed nets (% of under-5 population)	Children with fever receiving antimalarial drugs (% of children under age 5 with fever)	Number of maternal deaths	Lifetime risk of maternal death (1 in: rate varies by country)	Lifetime risk of maternal death (%)	Smoking prevalence, females (% of adults)	Smoking prevalence, males (% of adults)	Improved sanitation facilities (% of population with access)	Improved sanitation facilities, rural (% of rural population with access)	Improved sanitation facilities, urban (% of urban population with access)	Pregnant women receiving prenatal care (%)	ARI treatment (% of children under 5 taken to a health provider)	Exclusive breastfeeding (% of children under 6 months)	Births attended by skilled health staff (% of total)	Low-birthweight babies (% of births)	Malnutrition prevalence, weight for age (% of children under 5)	Maternal mortality ratio (modeled estimate, per 100,000 live births)	Maternal mortality ratio (national estimate, per 100,000 live births)	Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding)	Prevalence of overweight (% of children under 5)	Malnutrition prevalence, height for age (% of children under 5)	Prevalence of wasting (% of children under 5)	Tuberculosis treatment success rate (% of registered cases)	Tuberculosis case detection rate (%, all forms)	Incidence of tuberculosis (per 100,000 people)	Newborns protected against tetanus (%)	Outpatient visits per capita	External resources for health (% of total expenditure on health)	Income
5.58197	8.26317	6.95897	100	98.9899	99.82818	582	82.98969	94.66321	95.93089	93.41398	473	179	294	12	5	7439	50.42344	6201	53.36236	13.45208	1238	35.70275	91.01921	91.35412	90.68109	73.13104	74.6225	71.62528	91.8403	NaN	NaN	NaN	10.75854	11.5491	11.12724	553	317	57.32369	29.81265	34.18735	25.28323	52.38095	15.26189	21.51232	39.38281	20.54394	5.91765	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	100	100	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	3
1.92669	2.94118	2.45865	100	100	100	433	78.52194	83.64505	84.4697	82.90566	939	455	484	12	6	3914	48.85028	3602	48.38978	NaN	312	54.16667	84.3171	87.02777	81.88139	72.68419	74.60173	70.96115	2.37609	NaN	NaN	NaN	7.45841	8.49919	7.99556	NaN	NaN	NaN	NaN	NaN	NaN	61.06195	15.26506	17.28739	NaN	NaN	3.09485	NaN	35.7	NaN	NaN	NaN	NaN	NaN	NaN	3.6	1	100	100	100	NaN	NaN	NaN	NaN	99	98	2.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	32.30339	38.35991	100	100	100	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	120	8.2	NaN	NaN	0	3
NaN	NaN	NaN	NaN	NaN	NaN	115454	29.46975	NaN	NaN	NaN	NaN	NaN	NaN	13	6	1716190	31.26018	1693479	31.24845	NaN	22711	32.13421	39.74185	25.77536	52.73697	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.33044	1.25048	5.25218	15.52962	NaN	NaN	NaN	NaN	NaN	NaN	27.7	NaN	NaN	NaN	NaN	NaN	NaN	106.7	37.3	42	78	50	NaN	NaN	NaN	NaN	63	60	0.4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	37	30	60	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	86	44	189	NaN	NaN	24.25014111	0
11.66698	10.60047	11.08938	NaN	NaN	NaN	NaN	NaN	86.25397	80.66937	91.81686	457837	321294	136542	12	6	711232	43.5398	408364	48.44379	NaN	302868	36.92764	27.12827	23.54051	30.74134	11.51241	10.85663	12.17281	10.22761	NaN	NaN	NaN	16.55184	20.52561	18.60056	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	37.3	NaN	NaN	60.43956044	2	NaN	NaN	164.5	44.3	38	60	51	22000	1.6	0.6	24	73	77	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	57	19	85	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	72	75	298	NaN	NaN	2.759258272	2
1.09076	1.62405	1.37017	NaN	NaN	NaN	11701	81.95881	79.64216	79.75977	79.53464	43010	20423	22587	11	7	354587	48.60584	332929	49.48472	14.7321	21658	35.09558	86.25805	86.44601	86.08104	NaN	NaN	NaN	5.8186	97.19863	96.58859	96.88128	0.80911	2.08467	1.45346	24069	14788	61.44003	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.4	NaN	NaN	NaN	NaN	NaN	NaN	15.8	7.8	94	96	95	NaN	NaN	NaN	NaN	98	97	2.8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.4045	60.09254	94	92	95	97.3	69.6	38.6	99.3	NaN	6.3	NaN	NaN	63.3	23.4	23.1	9.4	89	93	15	NaN	NaN	2.673809041	1
1.93083	2.13525	2.03681	100	100	100	19503	85.86884	NaN	NaN	NaN	NaN	NaN	NaN	11	7	324027	48.45553	322470	48.68949	11.94129	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	54.32881	98.52258	93.85489	96.0885	2.30369	3.82567	3.08463	27135	15737	57.99521	NaN	NaN	NaN	30.501	6.24796	8.57838	19.87342	23.37512	0.99358	NaN	22.5	NaN	NaN	NaN	NaN	NaN	NaN	7.4	4.4	100	100	100	NaN	NaN	NaN	NaN	93	93	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.723716	18.67924	98	95	98	NaN	NaN	NaN	NaN	6.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	73	51	3.3	NaN	NaN	0	3
4.11187	6.11349	5.13695	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12	6	3636717	52.14962	3349412	53.39857	NaN	287305	37.58932	88.5321	93.80897	83.41812	82.18855	86.58059	77.93209	28.15539	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	71.23081	85.98979	56.88069	NaN	16.84116	27.06579	19.06417	13.95197	6.02585	NaN	41.6	NaN	NaN	31.57894737	0.5	NaN	NaN	15	8	NaN	98	NaN	NaN	0.2	0.3	70	87	99	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.7491	31.69057	NaN	NaN	NaN	NaN	NaN	NaN	97.9	7.1	NaN	NaN	55	NaN	NaN	NaN	NaN	46	68	28	NaN	NaN	0.12608495	2
0.21069	0.23647	0.2244	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10	7	304116	48.39371	300253	48.70159	7.035	3863	24.46285	92.95095	93.6972	92.26188	87.05815	88.06542	86.12806	1.25873	NaN	NaN	NaN	0.11147	0.13439	0.12323	43229	36437	84.28832	50.04239	56.25836	43.86061	NaN	16.69424	23.3388	7.17275	12.9871	3.84079	NaN	8.4	NaN	NaN	43.47826087	0.1	NaN	NaN	19.2	12	96	99	98	NaN	0.1	0.1	24	93	96	3.7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.101506	50.9204	90	80	95	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27	NaN	NaN	NaN	NaN	73	69	73	NaN	NaN	8.435423436	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	75	7.9	NaN	NaN	NaN	2
6.66055	5.38963	6.0039	56.66667	65.71429	57.1223	695	94.96403	90.5281	NaN	NaN	1060	637	423	12	5	8557	51.2446	7966	52.47301	12.62094	591	34.68697	108.12484	108.3251	107.91516	86.1764	85.30138	87.0926	17.12049	NaN	NaN	76.94142	10.66986	14.68568	12.57846	678	465	68.58407	14.92086	20.22658	9.15641	47.61905	7.96814	12.21061	15.30997	9.79838	2.4591	NaN	10.5	NaN	NaN	NaN	NaN	NaN	NaN	8.6	4.7	NaN	95	NaN	NaN	NaN	NaN	NaN	99	99	2.2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	98	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	67	89	3.8	NaN	NaN	0.026885406	2
