Repeaters, primary, female (% of female enrollment)	Repeaters, primary, male (% of male enrollment)	Repeaters, primary, total (% of total enrollment)	Trained teachers in primary education, female (% of female teachers)	Trained teachers in primary education, male (% of male teachers)	Trained teachers in primary education (% of total teachers)	Primary education, teachers	Primary education, teachers (% female)	Total enrollment, primary (% net)	Total enrollment, primary, female (% net)	Total enrollment, primary, male (% net)	Children out of school, primary	Children out of school, primary, female	Children out of school, primary, male	Secondary school starting age (years)	Secondary education, duration (years)	Secondary education, pupils	Secondary education, pupils (% female)	Secondary education, general pupils	Secondary education, general pupils (% female)	Pupil-teacher ratio, secondary	Secondary education, vocational pupils	Secondary education, vocational pupils (% female)	School enrollment, secondary (% gross)	School enrollment, secondary, female (% gross)	School enrollment, secondary, male (% gross)	School enrollment, secondary (% net)	School enrollment, secondary, female (% net)	School enrollment, secondary, male (% net)	School enrollment, secondary, private (% of total secondary)	Progression to secondary school, female (%)	Progression to secondary school, male (%)	Progression to secondary school (%)	Repeaters, secondary, female (% of female enrollment)	Repeaters, secondary, male (% of male enrollment)	Repeaters, secondary, total (% of total enrollment)	Secondary education, teachers	Secondary education, teachers, female	Secondary education, teachers (% female)	School enrollment, tertiary (% gross)	School enrollment, tertiary, female (% gross)	School enrollment, tertiary, male (% gross)	Tertiary education, teachers (% female)	Expenditure per student, primary (% of GDP per capita)	Expenditure per student, secondary (% of GDP per capita)	Expenditure per student, tertiary (% of GDP per capita)	Public spending on education, total (% of government expenditure)	Public spending on education, total (% of GDP)	Female legislators, senior officials and managers (% of total)	Proportion of seats held by women in national parliaments (%)	Condom use, population ages 15-24, female (% of females ages 15-24)	Condom use, population ages 15-24, male (% of males ages 15-24)	Women's share of population ages 15+ living with HIV (%)	Prevalence of HIV, total (% of population ages 15-49)	Mortality rate, female child (per 1,000 female children age one)	Mortality rate, male child (per 1,000 male children age one)	Mortality rate, under-5 (per 1,000 live births)	Mortality rate, neonatal (per 1,000 live births)	Improved water source, rural (% of rural population with access)	Improved water source, urban (% of urban population with access)	Improved water source (% of population with access)	Children (0-14) living with HIV	Prevalence of HIV, female (% ages 15-24)	Prevalence of HIV, male (% ages 15-24)	Antiretroviral therapy coverage (% of people with advanced HIV infection)	Immunization, DPT (% of children ages 12-23 months)	Immunization, measles (% of children ages 12-23 months)	Hospital beds (per 1,000 people)	Community health workers (per 1,000 people)	Nurses and midwives (per 1,000 people)	Physicians (per 1,000 people)	Notified cases of malaria (per 100,000 people)	Use of insecticide-treated bed nets (% of under-5 population)	Children with fever receiving antimalarial drugs (% of children under age 5 with fever)	Number of maternal deaths	Lifetime risk of maternal death (1 in: rate varies by country)	Lifetime risk of maternal death (%)	Smoking prevalence, females (% of adults)	Smoking prevalence, males (% of adults)	Improved sanitation facilities (% of population with access)	Improved sanitation facilities, rural (% of rural population with access)	Improved sanitation facilities, urban (% of urban population with access)	Pregnant women receiving prenatal care (%)	ARI treatment (% of children under 5 taken to a health provider)	Exclusive breastfeeding (% of children under 6 months)	Births attended by skilled health staff (% of total)	Low-birthweight babies (% of births)	Malnutrition prevalence, weight for age (% of children under 5)	Maternal mortality ratio (modeled estimate, per 100,000 live births)	Maternal mortality ratio (national estimate, per 100,000 live births)	Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding)	Prevalence of overweight (% of children under 5)	Malnutrition prevalence, height for age (% of children under 5)	Prevalence of wasting (% of children under 5)	Tuberculosis treatment success rate (% of registered cases)	Tuberculosis case detection rate (%, all forms)	Incidence of tuberculosis (per 100,000 people)	Newborns protected against tetanus (%)	Outpatient visits per capita	External resources for health (% of total expenditure on health)	Income
NaN	NaN	NaN	NaN	NaN	NaN	104500	NaN	94.81311	95.14274	94.49988	96198	43894	52304	12	6	2433445	49.73192	NaN	49.98673	NaN	NaN	49.41308	154.19429	157.09321	151.42969	NaN	NaN	NaN	23.62963	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	67.41828	74.18761	60.87149	NaN	15.52962	14.50167	26.89003	NaN	4.79684	31.36402376	16	NaN	NaN	NaN	0.1	NaN	NaN	6.5	3.6	100	100	100	NaN	NaN	NaN	NaN	82	82	8.199999809	NaN	NaN	2.4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	100	100	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	72	75	6.4	NaN	6.599999905	0	3
1.18122	1.63906	1.41704	NaN	NaN	NaN	31716	84.17833	NaN	NaN	NaN	NaN	NaN	NaN	10	8	NaN	47.37593	NaN	50.13359	10.15429	NaN	42.861	96.86592	93.96497	99.63515	NaN	NaN	NaN	NaN	NaN	NaN	93.38796	NaN	NaN	NaN	NaN	NaN	55.73676	52.36645	52.20581	52.52274	NaN	25.0822	29.59729	52.79651	NaN	6.2448	28.78031338	26	NaN	NaN	NaN	0.1	NaN	NaN	5.9	3.3	100	100	100	NaN	NaN	NaN	NaN	82	78	9	NaN	NaN	3.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	100	100	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	80	90	18	NaN	6.5	0	3
0.42992	0.42496	0.42735	NaN	NaN	NaN	36413	78.7466	NaN	NaN	NaN	NaN	NaN	NaN	10	7	NaN	49.30648	NaN	49.76859	NaN	NaN	32.69895	75.64823	76.00091	75.30833	NaN	NaN	NaN	0	97.82118	97.25478	97.5298	NaN	NaN	NaN	NaN	NaN	NaN	15.0239	12.14374	17.95835	NaN	5.98166	15.4371	17.3814	22.01095	3.38	NaN	12	NaN	NaN	NaN	0.1	NaN	NaN	74.5	27	56	88	72	NaN	NaN	NaN	NaN	73	67	9.06000042	NaN	NaN	3.602	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	57	43	70	NaN	NaN	NaN	99.8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	84	53	110	NaN	5.3	0.432120635	2
NaN	NaN	NaN	NaN	NaN	NaN	11597	51.71165	NaN	NaN	NaN	NaN	NaN	NaN	13	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.87221	0.4996	1.2553	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.7	NaN	NaN	169.6	47.8	69	91	71	22000	NaN	NaN	NaN	65	70	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	45	45	45	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	74	60	174	NaN	NaN	20.90372202	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12	6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30.8872104	13	NaN	NaN	NaN	0.2	NaN	NaN	6.4	3.3	100	100	100	NaN	NaN	NaN	NaN	79	80	7.199999809	NaN	NaN	3.7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	100	100	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	87	14	NaN	7.7	0	3
23.69507	23.75915	23.73456	NaN	NaN	NaN	16043	23.14405	NaN	NaN	NaN	NaN	NaN	NaN	12	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	52.36074	51.82873	51.99635	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.79998	2.88975	NaN	7	NaN	NaN	NaN	1.4	NaN	NaN	146.8	36.7	57	77	65	2000	NaN	NaN	NaN	70	67	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8	2	18	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	76	47	83	NaN	NaN	14.44678909	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11	7	NaN	47.43518	NaN	47.70778	36.31324	NaN	23.41681	43.76221	42.44219	45.02592	40.65776	39.36414	41.89621	95.23137	NaN	NaN	NaN	4.96193	5.1949	5.08376	NaN	NaN	12.63786	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	0.1	NaN	NaN	93.9	41.8	76	86	78	NaN	NaN	NaN	NaN	74	65	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	45	41	58	NaN	NaN	NaN	NaN	30	53.3	NaN	NaN	NaN	0.2	61.8	15.6	77	26	225	NaN	NaN	5.253343639	0
2.74495	3.81751	3.30097	NaN	NaN	NaN	24716	89.5776	98.05622	96.63217	99.41545	7968	6742	1226	11	7	NaN	48.26357	NaN	52.48106	11.2169	NaN	37.19563	91.95117	91.29815	92.56883	84.71378	84.13965	85.25683	NaN	96.00393	95.27198	95.62441	NaN	NaN	NaN	NaN	NaN	73.26577	42.96551	53.66174	32.77825	NaN	14.03251	16.05696	14.35037	NaN	3.15268	NaN	11	NaN	NaN	NaN	0.1	NaN	NaN	22	11.9	100	100	100	NaN	NaN	NaN	NaN	95	95	8.409999847	NaN	NaN	3.449	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	99	100	NaN	NaN	NaN	99.9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	91	56	NaN	5.5	0.118362194	2
4.91908	5.63659	5.2864	NaN	NaN	NaN	NaN	NaN	99.32957	NaN	NaN	467	NaN	NaN	12	6	58547	50.7336	50744	53.51372	NaN	7803	32.65411	97.45651	101.99856	93.18343	86.68831	90.49483	83.10719	NaN	NaN	NaN	95.50863	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.4	5.1	NaN	100	NaN	NaN	NaN	NaN	NaN	98	99	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13	83	16	NaN	NaN	0	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11	8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.9	7.1	96	99	97	NaN	NaN	NaN	NaN	89	84	3.819999933	NaN	NaN	1.427	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	95	93	98	NaN	NaN	NaN	99.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	88	99	79	NaN	NaN	10.08721769	2
0.44323	1.05787	0.7646	NaN	NaN	NaN	31900	99.05956	NaN	NaN	NaN	NaN	NaN	NaN	10	7	NaN	50.2414	NaN	50.4193	NaN	NaN	27.63158	84.88343	86.91202	82.92902	NaN	NaN	NaN	NaN	99.76533	97.32475	98.49361	NaN	NaN	NaN	NaN	NaN	NaN	48.63458	54.50851	42.91869	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.1	NaN	NaN	15.4	7	99	100	100	NaN	NaN	NaN	NaN	99	98	12.42000008	NaN	NaN	4.431	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	96	91	NaN	NaN	NaN	99.9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	77	78	NaN	11.6	0.043560642	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29.00919229	3	NaN	NaN	NaN	1.9	NaN	NaN	28.7	12.8	76	92	84	NaN	NaN	NaN	NaN	87	84	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	82	81	83	98	NaN	NaN	79	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	130	40	NaN	NaN	4.207707756	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17	2.15227	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	1.5	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	95.75276	95.44816	96.04688	52696	27744	24952	NaN	6	NaN	47.59268	NaN	46.82601	NaN	NaN	57.964	71.99169	69.34074	74.58105	NaN	NaN	NaN	NaN	90.51491	88.80102	89.60225	NaN	NaN	NaN	NaN	NaN	NaN	30.21797	21.34515887	38.90915028	NaN	13.35882	11.95518	52.17198	15.37	5.52301	NaN	NaN	NaN	30	NaN	0.2	26	26	87.8	31.4	54	94	78	NaN	NaN	NaN	NaN	61	65	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22	7	31	69	42.51321936	NaN	59.3	8.7	5.9	NaN	NaN	NaN	10.7	33.1	1.6	62	65	196	NaN	NaN	6.030245533	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7	6967905	NaN	NaN	NaN	NaN	NaN	56.36769	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.33068	14.67905	11.98691	42.00894	NaN	NaN	80.24247	12.25821	4.86875	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	40.3	20.8	75	97	93	NaN	NaN	NaN	NaN	93	94	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	73	37	82	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	40	87	64	NaN	NaN	0.339145892	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	38.46153846	11	NaN	NaN	NaN	0.3	NaN	NaN	16.9	8.8	100	100	100	NaN	NaN	NaN	NaN	93	97	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	100	100	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	140	1.8	NaN	NaN	4.545454545	3
