Repeaters, primary, female (% of female enrollment)	Repeaters, primary, male (% of male enrollment)	Repeaters, primary, total (% of total enrollment)	Trained teachers in primary education, female (% of female teachers)	Trained teachers in primary education, male (% of male teachers)	Trained teachers in primary education (% of total teachers)	Primary education, teachers	Primary education, teachers (% female)	Total enrollment, primary (% net)	Total enrollment, primary, female (% net)	Total enrollment, primary, male (% net)	Children out of school, primary	Children out of school, primary, female	Children out of school, primary, male	Secondary school starting age (years)	Secondary education, duration (years)	Secondary education, pupils	Secondary education, pupils (% female)	Secondary education, general pupils	Secondary education, general pupils (% female)	Pupil-teacher ratio, secondary	Secondary education, vocational pupils	Secondary education, vocational pupils (% female)	School enrollment, secondary (% gross)	School enrollment, secondary, female (% gross)	School enrollment, secondary, male (% gross)	School enrollment, secondary (% net)	School enrollment, secondary, female (% net)	School enrollment, secondary, male (% net)	School enrollment, secondary, private (% of total secondary)	Progression to secondary school, female (%)	Progression to secondary school, male (%)	Progression to secondary school (%)	Repeaters, secondary, female (% of female enrollment)	Repeaters, secondary, male (% of male enrollment)	Repeaters, secondary, total (% of total enrollment)	Secondary education, teachers	Secondary education, teachers, female	Secondary education, teachers (% female)	School enrollment, tertiary (% gross)	School enrollment, tertiary, female (% gross)	School enrollment, tertiary, male (% gross)	Tertiary education, teachers (% female)	Expenditure per student, primary (% of GDP per capita)	Expenditure per student, secondary (% of GDP per capita)	Expenditure per student, tertiary (% of GDP per capita)	Public spending on education, total (% of government expenditure)	Public spending on education, total (% of GDP)	Female legislators, senior officials and managers (% of total)	Proportion of seats held by women in national parliaments (%)	Condom use, population ages 15-24, female (% of females ages 15-24)	Condom use, population ages 15-24, male (% of males ages 15-24)	Women's share of population ages 15+ living with HIV (%)	Prevalence of HIV, total (% of population ages 15-49)	Mortality rate, female child (per 1,000 female children age one)	Mortality rate, male child (per 1,000 male children age one)	Mortality rate, under-5 (per 1,000 live births)	Mortality rate, neonatal (per 1,000 live births)	Improved water source, rural (% of rural population with access)	Improved water source, urban (% of urban population with access)	Improved water source (% of population with access)	Children (0-14) living with HIV	Prevalence of HIV, female (% ages 15-24)	Prevalence of HIV, male (% ages 15-24)	Antiretroviral therapy coverage (% of people with advanced HIV infection)	Immunization, DPT (% of children ages 12-23 months)	Immunization, measles (% of children ages 12-23 months)	Hospital beds (per 1,000 people)	Community health workers (per 1,000 people)	Nurses and midwives (per 1,000 people)	Physicians (per 1,000 people)	Notified cases of malaria (per 100,000 people)	Use of insecticide-treated bed nets (% of under-5 population)	Children with fever receiving antimalarial drugs (% of children under age 5 with fever)	Number of maternal deaths	Lifetime risk of maternal death (1 in: rate varies by country)	Lifetime risk of maternal death (%)	Smoking prevalence, females (% of adults)	Smoking prevalence, males (% of adults)	Improved sanitation facilities (% of population with access)	Improved sanitation facilities, rural (% of rural population with access)	Improved sanitation facilities, urban (% of urban population with access)	Pregnant women receiving prenatal care (%)	ARI treatment (% of children under 5 taken to a health provider)	Exclusive breastfeeding (% of children under 6 months)	Births attended by skilled health staff (% of total)	Low-birthweight babies (% of births)	Malnutrition prevalence, weight for age (% of children under 5)	Maternal mortality ratio (modeled estimate, per 100,000 live births)	Maternal mortality ratio (national estimate, per 100,000 live births)	Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding)	Prevalence of overweight (% of children under 5)	Malnutrition prevalence, height for age (% of children under 5)	Prevalence of wasting (% of children under 5)	Tuberculosis treatment success rate (% of registered cases)	Tuberculosis case detection rate (%, all forms)	Incidence of tuberculosis (per 100,000 people)	Newborns protected against tetanus (%)	Outpatient visits per capita	External resources for health (% of total expenditure on health)	Income
5.87309	9.4583	7.70668	100	100	100	473	77.80127	98.40228	99.07129	97.75061	129	37	92	12	5	6159	50.88488	5034	54.78745	15.59241	1125	33.42222	99.2107	102.05145	96.42971	78.14111	81.34158	75.00797	NaN	97.47024	96.18209	96.82188	14.57578	13.35677	14.02463	395	195	49.36709	28.19813	30.20914	26.15868	43.13725	11.517	18.44359	31.28889	13.84126	4.39527	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	100	100	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12	6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	5.2	1.5	100	100	100	NaN	NaN	NaN	NaN	90	97	3.200000048	NaN	NaN	2.594	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	100	100	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	67	72	22	NaN	NaN	0	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13	6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	139.8	43.2	15	30	18	NaN	NaN	NaN	NaN	27	31	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31	28	44	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	86	7.9	189	NaN	NaN	0.456371584	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10	7	300480	43.38891	242284	47.23919	18.26959	58196	27.35927	12.95819	11.15765	14.7871	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16447	5348	32.51657	0.59457	0.46141	0.72913	20.35176	NaN	NaN	NaN	6.35088	2.59149	NaN	16	NaN	NaN	NaN	1.9	NaN	NaN	203.5	48.9	40	51	45	11000	NaN	NaN	NaN	21	46	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41	10	74	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	43	245	NaN	NaN	3.767338418	2
3.24728	4.55764	3.9268	NaN	NaN	NaN	12942	75.40566	99.17279	NaN	NaN	2211	NaN	NaN	10	8	363502	48.43027	348369	49.24548	NaN	15133	29.66365	72.54298	70.63499	74.43112	68.41554	66.59458	70.21755	NaN	91.25377	90.70316	90.9706	NaN	NaN	NaN	NaN	NaN	NaN	15.85319	18.3743	13.16405	35.78652	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27.8	12.5	96	100	98	NaN	NaN	NaN	NaN	97	85	3.029999971	NaN	NaN	1.282	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	82	74	94	NaN	NaN	NaN	99	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	87	27	NaN	1.7	9.728309097	1
2.46936	4.43041	3.48854	NaN	NaN	NaN	16889	73.36728	84.56376	84.98123	84.17476	44666	20962	23704	12	6	201522	50.11413	199750	50.5587	12.3618	1772	NaN	83.28491	87.15437	79.72893	75.40574	78.70051	72.37789	30.71327	97.47169	94.60686	95.99624	5.21532	8.92374	7.04881	16302	8912	54.66814	17.16116	31.31996	8.90487	NaN	5.38038	7.16866	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	13.1	7.7	100	100	100	NaN	NaN	NaN	NaN	94	96	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	97	95	98	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	43	5.3	NaN	NaN	0	3
4.90273	6.94892	5.94717	NaN	NaN	NaN	221495	88.36588	99.35424	98.91569	99.77875	26663	22021	4642	12	6	3344470	50.46737	NaN	NaN	NaN	NaN	NaN	84.93886	87.00973	82.92789	NaN	NaN	NaN	26.26933	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	47.88739	59.62421	36.37118	53.97854	12.87452	18.23305	17.69166	13.28525	4.52168	26.75062517	28	NaN	NaN	NaN	0.3	NaN	NaN	20.8	11.5	78	98	96	NaN	NaN	NaN	NaN	86	97	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	90	76	92	NaN	NaN	NaN	97.5	7.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	55	77	42	NaN	NaN	0	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11	6	347200	NaN	347200	NaN	NaN	0	NaN	91.58195	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.558	24.53168	22.50164	42.46125	NaN	NaN	NaN	NaN	2.23519	NaN	6	NaN	NaN	NaN	0.1	NaN	NaN	31.3	17.6	80	98	92	NaN	NaN	NaN	NaN	91	92	6.199999809	NaN	NaN	3.051	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	88	76	95	NaN	NaN	NaN	97.3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	88	72	67	NaN	2.31	14.14947612	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12	6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.781	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	75	9.4	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12	5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.23707	NaN	5	NaN	NaN	NaN	NaN	NaN	NaN	15.7	8.2	89	95	91	NaN	NaN	NaN	NaN	99	99	NaN	NaN	3.28	0.17	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	95	94	98	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	50	74	5.3	NaN	NaN	0	2
