Repeaters, primary, female (% of female enrollment)	Repeaters, primary, male (% of male enrollment)	Repeaters, primary, total (% of total enrollment)	Trained teachers in primary education, female (% of female teachers)	Trained teachers in primary education, male (% of male teachers)	Trained teachers in primary education (% of total teachers)	Primary education, teachers	Primary education, teachers (% female)	Total enrollment, primary (% net)	Total enrollment, primary, female (% net)	Total enrollment, primary, male (% net)	Children out of school, primary	Children out of school, primary, female	Children out of school, primary, male	Secondary school starting age (years)	Secondary education, duration (years)	Secondary education, pupils	Secondary education, pupils (% female)	Secondary education, general pupils	Secondary education, general pupils (% female)	Pupil-teacher ratio, secondary	Secondary education, vocational pupils	Secondary education, vocational pupils (% female)	School enrollment, secondary (% gross)	School enrollment, secondary, female (% gross)	School enrollment, secondary, male (% gross)	School enrollment, secondary (% net)	School enrollment, secondary, female (% net)	School enrollment, secondary, male (% net)	School enrollment, secondary, private (% of total secondary)	Progression to secondary school, female (%)	Progression to secondary school, male (%)	Progression to secondary school (%)	Repeaters, secondary, female (% of female enrollment)	Repeaters, secondary, male (% of male enrollment)	Repeaters, secondary, total (% of total enrollment)	Secondary education, teachers	Secondary education, teachers, female	Secondary education, teachers (% female)	School enrollment, tertiary (% gross)	School enrollment, tertiary, female (% gross)	School enrollment, tertiary, male (% gross)	Tertiary education, teachers (% female)	Expenditure per student, primary (% of GDP per capita)	Expenditure per student, secondary (% of GDP per capita)	Expenditure per student, tertiary (% of GDP per capita)	Public spending on education, total (% of government expenditure)	Public spending on education, total (% of GDP)	Female legislators, senior officials and managers (% of total)	Proportion of seats held by women in national parliaments (%)	Condom use, population ages 15-24, female (% of females ages 15-24)	Condom use, population ages 15-24, male (% of males ages 15-24)	Women's share of population ages 15+ living with HIV (%)	Prevalence of HIV, total (% of population ages 15-49)	Mortality rate, female child (per 1,000 female children age one)	Mortality rate, male child (per 1,000 male children age one)	Mortality rate, under-5 (per 1,000 live births)	Mortality rate, neonatal (per 1,000 live births)	Improved water source, rural (% of rural population with access)	Improved water source, urban (% of urban population with access)	Improved water source (% of population with access)	Children (0-14) living with HIV	Prevalence of HIV, female (% ages 15-24)	Prevalence of HIV, male (% ages 15-24)	Antiretroviral therapy coverage (% of people with advanced HIV infection)	Immunization, DPT (% of children ages 12-23 months)	Immunization, measles (% of children ages 12-23 months)	Hospital beds (per 1,000 people)	Community health workers (per 1,000 people)	Nurses and midwives (per 1,000 people)	Physicians (per 1,000 people)	Notified cases of malaria (per 100,000 people)	Use of insecticide-treated bed nets (% of under-5 population)	Children with fever receiving antimalarial drugs (% of children under age 5 with fever)	Number of maternal deaths	Lifetime risk of maternal death (1 in: rate varies by country)	Lifetime risk of maternal death (%)	Smoking prevalence, females (% of adults)	Smoking prevalence, males (% of adults)	Improved sanitation facilities (% of population with access)	Improved sanitation facilities, rural (% of rural population with access)	Improved sanitation facilities, urban (% of urban population with access)	Pregnant women receiving prenatal care (%)	ARI treatment (% of children under 5 taken to a health provider)	Exclusive breastfeeding (% of children under 6 months)	Births attended by skilled health staff (% of total)	Low-birthweight babies (% of births)	Malnutrition prevalence, weight for age (% of children under 5)	Maternal mortality ratio (modeled estimate, per 100,000 live births)	Maternal mortality ratio (national estimate, per 100,000 live births)	Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding)	Prevalence of overweight (% of children under 5)	Malnutrition prevalence, height for age (% of children under 5)	Prevalence of wasting (% of children under 5)	Tuberculosis treatment success rate (% of registered cases)	Tuberculosis case detection rate (%, all forms)	Incidence of tuberculosis (per 100,000 people)	Newborns protected against tetanus (%)	Outpatient visits per capita	External resources for health (% of total expenditure on health)	Income
7.01525	9.513	8.29801	100	100	100	498	78.71486	96.58788	96.86702	96.31535	293	133	160	12	5	6428	51.05787	5352	53.94245	15.05386	1076	36.71004	98.45306	100.70574	96.20795	72.76765	74.59343	70.94801	91.41257	96.9147	96.66667	96.798	10.5646	11.76471	11.11734	427	216	50.58548	29.21752	35.05155	23.2693	41.76471	12.26041	20.351	33.07156	17.15589	4.79285	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	100	100	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12	6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	4.8	1.4	100	100	100	NaN	NaN	NaN	NaN	96	97	2.589999914	NaN	NaN	2.594	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	100	100	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	86	17	NaN	NaN	0	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13	6	362415	0	362415	0	NaN	0	NaN	11.47016	0	22.0938	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	132.8	42.1	22	42	26	NaN	NaN	NaN	NaN	33	37	0.400000006	NaN	NaN	0.186	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	32	28	48	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	84	23	189	NaN	NaN	0.989846113	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10	7	413695	44.18037	337155	45.36756	18.96118	76540	38.95088	16.78409	14.70929	18.89339	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21818	6549	30.0165	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16	NaN	NaN	NaN	1.9	NaN	NaN	195.4	48	39	53	46	14000	NaN	NaN	NaN	42	72	NaN	NaN	NaN	NaN	NaN	2.299999952	63	NaN	NaN	NaN	NaN	NaN	44	12	76	65.6	NaN	11.3	44.7	NaN	27.5	NaN	NaN	NaN	5.3	50.8	7.7	68	59	255	NaN	NaN	9.090466978	2
3.44913	4.62233	4.05239	NaN	NaN	NaN	12607	73.46712	99.37898	NaN	NaN	1545	NaN	NaN	10	8	377198	48.74814	360854	49.57933	16.92989	16344	30.39648	73.59961	72.19328	74.98904	69.41268	68.02839	70.78034	0.74841	NaN	NaN	NaN	5.4905	6.78612	6.14376	22280	12055	54.10682	16.53842	19.46109	13.35431	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5	NaN	NaN	NaN	NaN	NaN	NaN	25	11.5	96	100	98	NaN	NaN	NaN	NaN	97	95	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	85	78	95	NaN	NaN	NaN	99	NaN	NaN	NaN	23	NaN	NaN	NaN	NaN	91	87	21	NaN	1.6	5.221142045	1
2.51231	3.61547	3.0862	NaN	NaN	NaN	17573	73.84055	79.6909	80.05782	79.35233	64850	30560	34290	12	6	220134	49.58934	218475	49.9659	12.98726	1659	NaN	85.9932	87.20413	84.83438	77.16395	78.56624	75.822	33.66041	98.57731	94.92203	96.66832	3.62027	6.56287	5.09257	16950	9213	54.35398	24.58196	43.0428	13.25805	26.73841	4.8443	6.36891	21.69915	22.81251	1.36263	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	11.7	6.9	100	100	100	NaN	NaN	NaN	NaN	94	94	NaN	NaN	NaN	2.023	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	97	95	98	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	62	42	5.7	NaN	NaN	0	3
5.20107	7.468	6.36038	NaN	NaN	NaN	274580	86.36244	NaN	NaN	NaN	NaN	NaN	NaN	12	6	3493624	50.09426	NaN	NaN	15.64073	NaN	NaN	87.50235	89.00299	86.04608	NaN	NaN	NaN	27.18518	NaN	NaN	NaN	NaN	NaN	NaN	223367	147513	66.04064	58.28302	69.78231	47.02835	49.10257	14.37068	18.90266	16.09972	13.52674	4.83374	27.16694319	27	NaN	NaN	NaN	0.4	NaN	NaN	19.7	10.8	79	98	96	NaN	NaN	NaN	NaN	83	89	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	91	77	92	97.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	61	79	39	NaN	NaN	0	2
0.08845	0.14496	0.11741	NaN	NaN	NaN	8666	99.09993	93.16217	93.63122	92.71596	11793	5355	6438	10	7	395900	51.06239	395900	51.06239	NaN	0	NaN	87.68569	90.21479	85.19365	85.9982	88.4699	83.56272	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.93422	26.50809	23.27149	42.45469	NaN	NaN	NaN	11.88208	2.46944	23.93956035	3	NaN	NaN	NaN	0.1	NaN	NaN	28.3	16.3	83	98	93	NaN	NaN	NaN	NaN	94	93	4.25	NaN	NaN	3.526	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	89	77	95	NaN	NaN	NaN	98.4	NaN	2.6	NaN	NaN	NaN	16	17.7	2.5	90	63	72	NaN	1.8	16.34029785	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	75	6.8	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12	5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	45.0597877	5	NaN	NaN	NaN	NaN	NaN	NaN	14	7.4	89	95	91	NaN	NaN	NaN	NaN	97	97	2.6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	95	94	98	NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	36	3.5	NaN	NaN	0	2
