-0.849	-3.778	-2.941	-2.022	-0.32	-0.713	-0.991	-0.491	-1.724	-1.471	-1.747	-0.699	-0.882	0.815	0.821	-0.3	-0.241	-0.192	-1.12	-1.349	0.919	-0.949	-1.006	0.134	-3.8
-0.695	-3.869	-3.009	-2.11	-0.32	-0.669	-0.991	-0.406	-1.669	-1.425	-1.684	-0.67	-0.834	0.881	0.821	-0.229	-0.241	-0.192	-1.12	-1.349	0.919	-10.69	-4.978	0.134	-3.972
-0.768	-3.846	-2.963	-2.044	-0.32	-0.625	-0.991	-0.406	-1.559	-1.425	-1.653	-0.67	-0.785	0.881	0.776	-0.194	-0.241	-0.192	-1.12	-1.381	0.919	-0.5	0.398	0.134	-3.972
-0.841	-3.892	-2.963	-2.001	-0.399	-0.493	-1.027	-0.32	-1.283	-1.379	-1.464	-0.728	-0.64	1.012	0.597	-0.053	-0.241	-0.192	-1.12	-1.318	0.919	-0.949	-1.006	0.134	-3.923
-0.834	-3.301	-2.918	-2.462	0.033	-0.14	-0.676	0.149	-1.007	-1.196	-1.151	-0.296	-0.252	1.21	1.269	0.158	-0.241	-0.192	-1.12	-1.76	0.919	-0.949	-1.006	0.134	-3.359
-0.915	-3.279	-2.918	-2.484	0.033	-0.228	-0.816	0.149	-0.952	-1.104	-1.151	-0.239	-0.058	1.21	1.18	0.123	-0.241	-0.192	-1.12	-1.886	0.919	-10.69	-4.978	0.134	-3.359
-0.944	-3.892	-2.918	-1.913	-0.399	-0.449	-1.027	-0.32	-1.283	-1.379	-1.433	-0.728	-0.64	1.078	0.552	-0.018	-0.241	-0.192	-1.12	-1.286	0.919	-10.69	-4.978	0.134	-3.923
-0.511	-3.438	-3.077	-2.66	0.033	-0.184	-0.746	0.191	-1.007	-1.15	-1.151	-0.239	-0.155	1.144	1.18	0.158	-0.241	-0.192	-1.12	-1.76	0.919	-0.65	-0.468	0.134	-3.28
-0.827	-3.438	-2.963	-2.418	-0.085	-0.36	-0.851	0.064	-1.117	-1.15	-1.245	-0.325	-0.3	1.078	1.09	0.053	-0.241	-0.192	-1.12	-1.728	0.919	-0.949	-1.006	-0.881	-3.495
-0.819	-3.528	-2.963	-2.352	-0.124	-0.449	-0.886	0.021	-1.172	-1.15	-1.308	-0.383	-0.446	1.012	0.956	-0.018	-0.241	-0.192	-1.12	-1.665	0.919	-0.65	-0.468	0.134	-3.495
