Agricultural land (sq. km)	Arable land (hectares)	Arable land (hectares per person)	Land under cereal production (hectares)	Permanent cropland (% of land area)	Land area (sq. km)	Cereal production (metric tons)	Surface area (sq. km)	Income payments (BoP, current US$)	Imports of goods and services (BoP, current US$)	Insurance and financial services (% of service imports, BoP)	Goods imports (BoP, current US$)	Service imports (BoP, current US$)	Royalty and license fees, payments (BoP, current US$)	Imports of goods, services and income (BoP, current US$)	Foreign direct investment, net outflows (% of GDP)	Private current transfers, payments (BoP, current US$)	Workers' remittances and compensation of employees, paid (current US$)	Current account balance (BoP, current US$)	Net income (BoP, current US$)	Net trade in goods and services (BoP, current US$)	Net trade in goods (BoP, current US$)	Net errors and omissions, adjusted (BoP, current US$)	Foreign direct investment, net (BoP, current US$)	Private capital flows, total (BoP, current US$)	Portfolio investment, excluding LCFAR (BoP, current US$)	Changes in net reserves (BoP, current US$)	Net current transfers (BoP, current US$)	Net capital account (BoP, current US$)	ICT service exports (BoP, current US$)	ICT service exports (% of service exports, BoP)	Income receipts (BoP, current US$)	Exports of goods and services (BoP, current US$)	Insurance and financial services (% of service exports, BoP)	Goods exports (BoP, current US$)	Service exports (BoP, current US$)	Royalty and license fees, receipts (BoP, current US$)	Exports of goods, services and income (BoP, current US$)	Foreign direct investment, net inflows (BoP, current US$)	Foreign direct investment, net inflows (% of GDP)	Profit remittances on FDI (current US$)	Portfolio equity, net inflows (BoP, current US$)	Workers' remittances and compensation of employees, received (current US$)	Workers' remittances and compensation of employees, received (% of GDP)	Market capitalization of listed companies (current US$)	Listed domestic companies, total	Stocks traded, total value (current US$)	Stocks traded, turnover ratio (%)	Income
20	2000	0.032150206	NaN	NaN	180	NaN	180	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
210	1000	0.022916858	NaN	NaN	470	NaN	470	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
380540	7910000	0.482550198	2649000	0.220781013	652230	3591000	652230	21400000	1041500000	8.837981408	890900000	150600000	NaN	1062900000	NaN	2300000	NaN	-138800000	6300000	-263000000	-162100000	-104500701.6	NaN	NaN	NaN	59300701.58	117900000	NaN	NaN	NaN	27700000	778500000	NaN	728800000	49700000	NaN	806200000	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	0
574000	2900000	0.341510669	695400	0.401058795	1246700	337000	1246700	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	104330000	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
11100	589000	0.208003582	350300	4.416058394	27400	1067000	28750	1100000	404900000	4.841628959	382800000	22100000	NaN	406000000	NaN	NaN	NaN	-38300000	6600000	-50900000	-41800000	26600000	NaN	NaN	NaN	41200000	6000000	NaN	NaN	NaN	7700000	354000000	4.538461538	341000000	13000000	NaN	361700000	NaN	NaN	0	0	NaN	NaN	NaN	NaN	NaN	NaN	1
2320	23000	0.018898606	900	0.107655502	83600	1276	83600	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	45540000	0.106393608	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
1286440	27000000	0.916871256	13599000	0.364308709	2736690	31687000	2780400	5873000000	6343000000	NaN	4119000000	2224000000	524000000	12216000000	0.001923463	19000000	19000000	-2436000000	-5399000000	2947000000	3716000000	-447354217.9	183000000	1323000000	1140000000	2457354218	16000000	NaN	NaN	NaN	474000000	9290000000	0.343642612	7835000000	1455000000	2000000	9764000000	185000000	0.177920359	431000000	0	28000000	0.026928487	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	28480	NaN	29740	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
40	1000	0.02762202	NaN	15	200	NaN	200	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
120	8000	0.118008025	38	2.272727273	440	68	440	6000000	118000000	5.459886548	99718518.52	18281481.48	NaN	124000000	NaN	1400000	NaN	-9100000	-1000000	-18700000	-63218518.52	6798888.889	5000000	5000000	NaN	-1400000	10600000	NaN	NaN	NaN	5000000	99300000	NaN	36500000	62800000	NaN	104300000	5000000	3.262209051	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	2
4711250	44817000	2.916064806	18873014	0.020566757	7682300	31068965	7741220	4441910402	26729471906	3.417864273	19739680521	6989791385	328294820.6	31171382308	0.291689228	645845778.6	381575408.9	-6330428627	-3166478356	-2777648519	25841040.29	1212650508	2463792437	4007194735	1543402298	-3030171741	-386301752.1	331966378.2	NaN	NaN	1275432045	23951823387	1.292959213	19765521562	4186301826	90441897.87	25227255432	2985134041	1.670174485	NaN	887969979.6	900273193.4	0.503700436	NaN	NaN	NaN	NaN	3
35020	1439000	0.190295838	1067296	0.933899333	82450	5075522	83870	2966261240	24179340479	5.081733096	18464481365	5714859114	149850747.8	27145601718	0.263824986	657055527.4	214980117.8	276084773.5	-367795446.6	726408085.6	-3172231905	-315192965.6	27495122.36	467915483.7	440420361.3	527577697.3	-82527865.5	1691821.157	NaN	NaN	2598465793	24905748564	2.617363272	15292249460	9613499104	30147009.6	27504214357	216121460.7	0.302281441	NaN	7546035.039	214508590.7	0.300025577	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	83210	NaN	86600	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
21500	930000	0.204734564	207500	12.46105919	25680	227000	27830	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
