Agricultural land (sq. km)	Arable land (hectares)	Arable land (hectares per person)	Land under cereal production (hectares)	Permanent cropland (% of land area)	Land area (sq. km)	Cereal production (metric tons)	Surface area (sq. km)	Income payments (BoP, current US$)	Imports of goods and services (BoP, current US$)	Insurance and financial services (% of service imports, BoP)	Goods imports (BoP, current US$)	Service imports (BoP, current US$)	Royalty and license fees, payments (BoP, current US$)	Imports of goods, services and income (BoP, current US$)	Foreign direct investment, net outflows (% of GDP)	Private current transfers, payments (BoP, current US$)	Workers' remittances and compensation of employees, paid (current US$)	Current account balance (BoP, current US$)	Net income (BoP, current US$)	Net trade in goods and services (BoP, current US$)	Net trade in goods (BoP, current US$)	Net errors and omissions, adjusted (BoP, current US$)	Foreign direct investment, net (BoP, current US$)	Private capital flows, total (BoP, current US$)	Portfolio investment, excluding LCFAR (BoP, current US$)	Changes in net reserves (BoP, current US$)	Net current transfers (BoP, current US$)	Net capital account (BoP, current US$)	ICT service exports (BoP, current US$)	ICT service exports (% of service exports, BoP)	Income receipts (BoP, current US$)	Exports of goods and services (BoP, current US$)	Insurance and financial services (% of service exports, BoP)	Goods exports (BoP, current US$)	Service exports (BoP, current US$)	Royalty and license fees, receipts (BoP, current US$)	Exports of goods, services and income (BoP, current US$)	Foreign direct investment, net inflows (BoP, current US$)	Foreign direct investment, net inflows (% of GDP)	Profit remittances on FDI (current US$)	Portfolio equity, net inflows (BoP, current US$)	Workers' remittances and compensation of employees, received (current US$)	Workers' remittances and compensation of employees, received (% of GDP)	Market capitalization of listed companies (current US$)	Listed domestic companies, total	Stocks traded, total value (current US$)	Stocks traded, turnover ratio (%)	Income
20	2000	0.020192638	NaN	NaN	180	NaN	180	109927374.3	4234374302	1.17322112	3589156425	645217877.1	4547486.034	4344301676	NaN	148413407.8	61027931.21	270888268.2	-74245810.06	453525139.7	-154575419	5143568.761	-97541899.44	-80575418.99	16966480.45	-1396648.045	-108391061.5	16945816.71	NaN	NaN	35681564.25	4687899441	0.241593267	3434581006	1253318436	NaN	4723581006	133910614.5	NaN	NaN	0	13039106.37	NaN	NaN	NaN	NaN	NaN	3
180	1000	0.013281624	NaN	NaN	470	NaN	470	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
379110	7816000	0.268880773	2667000	0.14565414	652230	3560000	652230	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	186900000	3.276531558	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
575900	3300000	0.206799829	1435616	0.232614101	1246700	717403	1246700	2521573435	10634512711	4.86101223	5831784556	4802728156	2495000	13156086146	0.178202831	117850790	296009582.5	681237662	-2488563725	3163257045	7643217554	282219371.8	1413991820	1411327820	-2664000	-780250974.3	6544342.24	439993000	NaN	NaN	33009710	13797769756	NaN	13475002110	322767646	226800000	13830779466	1449231820	7.328524772	1955114280	0	NaN	NaN	NaN	NaN	NaN	NaN	2
11220	578000	0.184968227	143900	4.416058394	27400	498800	28750	28322843.72	3249717272	2.984005777	2194897396	1054819876	4942627.61	3278040116	0.182249301	90640381.97	4863740.444	-357925427.3	175411605.4	-1642928989	-1591560334	115319678.8	327681210.2	324039884.2	-3641326	-286082615.8	1109591956	132406711.6	75711528.78	7.545113019	203734449.1	1606788284	1.736956118	603337061.9	1003451222	15410498.39	1810522733	341285112.5	4.572141979	207482.64	NaN	1160672119	15.54933844	NaN	NaN	NaN	NaN	1
5600	64000	0.017495699	10	2.284688995	83600	20	83600	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10003500000	6.76715192	NaN	NaN	NaN	NaN	93942373105	50	4449786358	7.159429954	3
1335700	30000000	0.782456736	9781147	0.365404923	2736690	35883334	2780400	13003580000	27930240000	3.979066767	21311100000	6619140000	520630000	40933820000	0.441449936	462340000	234470001.2	3211790000	-9282810000	11933610000	13264600000	490910937.1	3448720000	-5966890000	-9415610000	-7320670943	560990000	243600000	355770000	6.727683594	3720770000	39863850000	0.033281961	34575700000	5288150000	61210000	43584620000	4124710000	2.693609323	2556000000	-86150000	311779998.8	0.203605468	46432020000	104	7642230000	17.90601523	2
15050	455000	0.148565995	197983	1.755617978	28480	459985	29740	290043000	1627796307	4.757450249	1196263655	431532651.6	NaN	1917839307	0.06290864	82975249.51	138195999.1	-19629054.08	107414636.1	-556886552.2	-457953001.4	-5526097.973	245605451.6	242729761.9	-2875689.681	-32806656.92	429842862.1	41343193.55	41380900	12.44167525	397457636.1	1070909755	3.591442824	738310653.8	332599100.8	NaN	1468367391	247855451.6	6.929888594	146533000	1374997	434552612.3	12.14982835	18104808.17	194	1618858.382	7.160349713	1
50	2000	0.032325322	NaN	15	200	NaN	200	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
130	8000	0.096574036	38	2.272727273	440	60	440	56622724.81	592338412.2	16.64714707	402358690.4	189979721.9	528748.1481	648961137	NaN	13165140.74	1566737.056	-95101379.26	-45085318.89	-58365301.11	-345229045.9	-19235772.94	80366585.19	92466668.15	12100082.96	-6420553.359	8349240.741	21302178.15	NaN	NaN	11537405.93	533973111.1	2.903970288	57129644.44	476843466.7	NaN	545510517	80366585.19	8.699670827	NaN	NaN	20934959.41	2.266206225	NaN	NaN	NaN	NaN	2
