Agricultural land (sq. km)	Arable land (hectares)	Arable land (hectares per person)	Land under cereal production (hectares)	Permanent cropland (% of land area)	Land area (sq. km)	Cereal production (metric tons)	Surface area (sq. km)	Income payments (BoP, current US$)	Imports of goods and services (BoP, current US$)	Insurance and financial services (% of service imports, BoP)	Goods imports (BoP, current US$)	Service imports (BoP, current US$)	Royalty and license fees, payments (BoP, current US$)	Imports of goods, services and income (BoP, current US$)	Foreign direct investment, net outflows (% of GDP)	Private current transfers, payments (BoP, current US$)	Workers' remittances and compensation of employees, paid (current US$)	Current account balance (BoP, current US$)	Net income (BoP, current US$)	Net trade in goods and services (BoP, current US$)	Net trade in goods (BoP, current US$)	Net errors and omissions, adjusted (BoP, current US$)	Foreign direct investment, net (BoP, current US$)	Private capital flows, total (BoP, current US$)	Portfolio investment, excluding LCFAR (BoP, current US$)	Changes in net reserves (BoP, current US$)	Net current transfers (BoP, current US$)	Net capital account (BoP, current US$)	ICT service exports (BoP, current US$)	ICT service exports (% of service exports, BoP)	Income receipts (BoP, current US$)	Exports of goods and services (BoP, current US$)	Insurance and financial services (% of service exports, BoP)	Goods exports (BoP, current US$)	Service exports (BoP, current US$)	Royalty and license fees, receipts (BoP, current US$)	Exports of goods, services and income (BoP, current US$)	Foreign direct investment, net inflows (BoP, current US$)	Foreign direct investment, net inflows (% of GDP)	Profit remittances on FDI (current US$)	Portfolio equity, net inflows (BoP, current US$)	Workers' remittances and compensation of employees, received (current US$)	Workers' remittances and compensation of employees, received (% of GDP)	Market capitalization of listed companies (current US$)	Listed domestic companies, total	Stocks traded, total value (current US$)	Stocks traded, turnover ratio (%)	Income
4710200	46941000	2.886208105	13857882	0.021477943	7682300	19899624	7741220	8326348492	35655786992	6.036706654	26885204399	8770582594	586082937.2	43982135484	2.686309491	634192127.6	340696655.3	-7966023371	-5834105329	-2160817263	492118592.3	-1788011115	148245854.5	6018790311	5870544457	-374454990.9	28899220.84	943638635	NaN	NaN	2492243163	33494969729	3.493024984	27377322991	6117646738	161954075.8	35987212892	5263503873	2.764161721	NaN	3203787301	1396266846	0.733258199	NaN	NaN	NaN	NaN	3
34990	1439000	0.18997738	1000352	0.897513645	82450	4964598	83870	5346260033	41069508293	4.760328552	31434431809	9635076484	217135995.4	46415768327	0.254676789	1116743594	228747100.8	-262575540.4	-862199240.2	672148027.6	-4808610420	-432677091	96061094.88	338711299.2	242650204.3	-332700635.8	-72524327.73	-6718996.818	NaN	NaN	4484060793	41741656321	2.731389386	26625821389	15115834932	55361329.74	46225717114	409526123.8	0.332722278	NaN	239618602.7	400337341.3	0.325256789	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	83210	NaN	86600	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
21500	930000	0.180009186	227400	13.62928349	25680	279300	27830	31295565.18	291250271.5	2.928921569	159172789.2	132077482.2	40464.9149	322545836.6	NaN	1788549.238	8797072.411	-95230130.72	-28373998.32	-180999564.3	-60834953.05	-37253909.14	1367714.123	1367714.123	NaN	2648313.926	114143431.9	-1246319.379	NaN	NaN	2921566.855	110250707.1	0.577445652	98337836.18	11912870.95	NaN	113172274	1367714.123	0.120879772	5875505.643	0	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	376564	NaN	NaN	2062720	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1276381836	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1275191284	0.864091495	NaN	NaN	NaN	NaN	3
22000	1600000	0.366009603	552571	0.903995661	110620	400650	112620	31960705.82	602588911.5	5.871121718	463171598.4	139417313	NaN	634549617.3	NaN	3327382.173	3327382.088	-34289873.35	-28633323.65	-145406601	-96826821.23	-52590584.9	NaN	NaN	NaN	-2293383.981	139750051.3	NaN	NaN	NaN	3327382.173	457182310.5	NaN	366344777.2	90837533.32	NaN	460509692.7	100000	0.006400433	0	0	60225616.46	3.854700191	NaN	NaN	NaN	NaN	0
101150	9235000	0.094786691	11036895	2.151033264	130170	24304297	144000	172510865	2939820628	5.412175696	2445632544	494188084.1	NaN	3112331493	NaN	420076.9373	NaN	-237116009.3	-125088268.3	-1615000802	-1368753616	-123773084.6	3205086.762	3140570.633	-64516.12903	-155772021	1502973061	NaN	NaN	NaN	47422596.68	1324819826	0.07171477	1076878928	247940897.8	NaN	1372242423	3205086.762	0.013477281	0	-64516.12903	747808898.9	3.14451102	NaN	NaN	NaN	NaN	0
61660	3825000	0.426356809	1969204	2.765976679	110630	7275589	110990	429000000	11969000000	5.703479576	11308000000	661000000	NaN	12398000000	NaN	53000000	NaN	-720000000	-314000000	-514000000	-1011000000	-257000000	NaN	NaN	NaN	497000000	108000000	NaN	NaN	NaN	115000000	11455000000	3.160621762	10297000000	1158000000	NaN	11570000000	NaN	NaN	0	0	NaN	NaN	NaN	NaN	NaN	NaN	2
80	2000	0.004482878	NaN	2.898550725	690	NaN	690	678457446.8	2967287234	5.167173252	2442287234	525000000	NaN	3645744681	NaN	244148936.2	672074462.9	-201329787.2	-396276595.7	325797872.3	-12765957.45	-85761263.89	-35904255.32	-37765957.45	-1861702.128	342676157.5	-130851063.8	NaN	NaN	NaN	282180851.1	3293085106	NaN	2429521277	863563829.8	NaN	3575265957	-35904255.32	-1.058491471	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	51000	NaN	51210	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	202840	NaN	207600	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
1120	49000	0.279680365	16300	0.657606313	22810	27818	22970	13350000	172900000	3.482045702	126950000	45950000	250000	186250000	NaN	2300000	5349999.905	9400000	-7450000	-14100000	-24100000	-184774.8	6850000	6850000	NaN	-11865225.2	30950000	NaN	NaN	NaN	5900000	158800000	NaN	102850000	55950000	550000	164700000	6850000	2.476947967	3100000	0	19350000.38	6.996926147	NaN	NaN	NaN	NaN	1
10	1000	0.017301038	NaN	NaN	50	NaN	50	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
352270	2070000	0.332609038	649338	0.144927536	1083300	865495	1098580	293900000	916500000	9.77054034	646300000	270200000	3800000	1210400000	0.039318871	1100000	4199999.809	-432236000	-277700000	-266300000	-127600000	144940710	66100000	66100000	NaN	48395290	111764000	9500000	NaN	NaN	16200000	650200000	7.224334601	518700000	131500000	NaN	666400000	67800000	1.568129106	40900000	0	8600000.381	0.198907241	NaN	NaN	NaN	NaN	1
2357910	49500000	0.349104573	23456672	0.69638344	8459420	44148447	8514880	10882000000	19368000000	5.607043559	15052000000	4316000000	41000000	30250000000	0.04692535	30000000	10000000	-1452000000	-10314000000	8794000000	11158000000	-805090316	1031000000	603000000	-428000000	-2164909684	68000000	5000000	NaN	NaN	568000000	28162000000	1.485655738	26210000000	1952000000	5000000	28730000000	1169000000	0.397505323	1558000000	61000000	42000000	0.014281628	NaN	NaN	NaN	NaN	2
190	16000	0.062353372	820	2.325581395	430	2100	430	65700000	674650000	17.38212526	461500000	213150000	15450000	740350000	0.169121222	5550000	4500000	-16300000	-33600000	11550000	-294450000	-72825014.6	4650000	3250000	-1400000	-6124985.4	5750000	NaN	NaN	NaN	32100000	686200000	6.549166907	167050000	519150000	150000	718300000	7100000	0.490106399	NaN	0	28200000.76	1.946619834	NaN	NaN	NaN	NaN	3
120	3000	0.012947777	1016	0.759013283	5270	1080	5770	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
4650	145000	0.27664734	118200	0.425531915	47000	139700	47000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
260100	409000	0.324285324	127300	0.001764509	566730	24275	581730	415321365.8	1007301726	6.398243045	803899680.8	203402045.6	NaN	1422623092	NaN	28112962.09	1131665.826	628491474.5	-243546402.5	704432209	782695836.5	16945760.05	113583514.2	113583514.2	NaN	-561515277.8	167605668.1	5837013.315	NaN	NaN	171774963.3	1711733935	2.075202285	1586595517	125138418.1	NaN	1883508899	113583514.2	5.779867332	290718999.9	0	54319961.55	2.764152645	NaN	NaN	NaN	NaN	2
50050	1920000	0.698257484	131796	0.136440977	622980	126314	622980	21932897.7	352090272	7.785942079	197673120.1	154417151.9	NaN	374023169.7	0.212257565	30385654	28944896.7	-73427464.2	-19161188.35	-155355473.6	-68776989.51	-1603628.349	9326652.23	9326652.23	NaN	-11083679.88	101089197.8	NaN	NaN	NaN	2771709.35	196734798.3	3.850794585	128896130.6	67838667.74	NaN	199506507.7	11898718.65	0.981931503	1181220.671	0	21626.5805	0.001784715	NaN	NaN	NaN	NaN	0
678120	45306000	1.706440678	21544800	0.74613653	9093510	51635200	9984670	25981666999	1.07663E+11	NaN	90017118664	17645859277	NaN	1.33645E+11	1.689223412	800178684.8	NaN	-13430337500	-17150945436	4606986534	9169634858	-2340164034	994079109.3	11741371140	10747292031	-3877427198	-886378597.3	2803363445	NaN	NaN	8830721563	1.1227E+11	NaN	99186753523	13083210953	NaN	1.21101E+11	8114665361	1.92504974	NaN	4974271661	NaN	NaN	NaN	NaN	NaN	NaN	3
20210	391000	0.059739292	186190	0.525	40000	939000	41280	10759180298	69803233432	1.229306671	61620516030	8182717402	NaN	80562413730	0.713104967	1808620622	5032216797	6287588785	6773777125	1018648396	-6016664524	4981629239	1046813790	-686028511.9	-1732842302	-3212574288	-1504836736	NaN	NaN	NaN	17532957422	70821881828	25.08703124	55603851506	15218030323	NaN	88354839250	2320291937	1.299285511	NaN	3452943116	779242553.7	0.436349644	NaN	NaN	NaN	NaN	3
80	3000	0.021995102	NaN	NaN	190	NaN	190	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
161630	3076000	0.2457079	874770	0.318749748	743530	2819065	756090	1903800000	5493100000	3.889778489	3994300000	1498800000	29700000	7396900000	0.02631315	24100000	14199999.81	-734900000	-1728000000	854900000	1308700000	-142210637.5	885000000	876800000	-8200000	-135089362.5	138200000	NaN	NaN	NaN	175800000	6348000000	4.602870813	5303000000	1045000000	NaN	6523800000	890500000	4.260338185	222400000	0	500000	0.002392105	NaN	NaN	NaN	NaN	2
5137950	121613000	0.112185492	90299944	0.769880632	9327420	359240679	9599960	1191000000	38880000000	5.714285714	36395000000	2485000000	NaN	40071000000	0.238560034	11000000	3000000	300000000	-215000000	291000000	-1661000000	-1518149138	1669000000	2720000000	1051000000	-4782850862	224000000	NaN	NaN	NaN	976000000	39171000000	5.679513185	34734000000	4437000000	NaN	40147000000	2314000000	0.855857238	2000000	0	228040000	0.084342992	NaN	NaN	NaN	NaN	2
92100	5930000	0.531428674	582102	2.707791246	472710	714801	475440	418950689.4	2487218174	5.532089788	1434767193	1052450981	NaN	2906168864	0.093851178	156020950.1	136655578.6	-892736637	-406506280	-387174189.6	253879259.8	-403940635.7	104379978.8	104379978.8	NaN	-1401060.558	-99056167.28	NaN	NaN	NaN	12444409.33	2100043985	6.319961178	1688646453	411397531.8	NaN	2112488394	115925994.9	0.942298283	149033447.5	0	12777147.29	0.103858362	NaN	NaN	NaN	NaN	1
454010	3824000	0.122286446	1320800	1.346552501	1109500	3598000	1141750	2192000000	5502000000	12.01287303	3793000000	1709000000	10000000	7694000000	0.07148098	13000000	32000000	336000000	-1990000000	1325000000	1868000000	66974169.4	293000000	341000000	48000000	-401974169.4	1001000000	NaN	NaN	NaN	202000000	6827000000	10.85763293	5661000000	1166000000	11000000	7029000000	319000000	0.877016641	762000000	0	625000000	1.718292793	NaN	NaN	NaN	NaN	2
1270	77000	0.189283133	14236	18.8172043	1860	16450	1860	2918138.894	85953664.65	2.858393696	44151408.19	41802256.47	NaN	88871803.55	NaN	5922790.457	5922790.527	-21365301.98	-1121337.294	-59913351.11	-32552055.64	646903.8775	7546566.717	7546566.717	NaN	-8792404.461	39669386.42	NaN	NaN	NaN	1796801.599	26040313.55	NaN	11599352.55	14440961	NaN	27837115.15	7546566.717	3.841801298	23291.87258	0	6801226.616	3.462364042	NaN	NaN	NaN	NaN	0
650	38000	0.113106683	34882	0.496277916	4030	21182	4030	4389240.907	113152359.2	NaN	93586034.8	19566324.36	401844.5474	117541600.1	NaN	752078.5658	1430881.262	-2571970.699	-223001.6445	-66317321.96	-69542428.04	-5779132.888	2786140.595	2786140.595	NaN	38358.5	63968352.9	1655952.805	NaN	NaN	4166239.262	46835037.2	NaN	24043606.76	22791430.44	NaN	51001276.46	2786140.595	1.184315847	0	0	36425994.87	15.48374229	NaN	NaN	NaN	NaN	1
25390	285000	0.100328797	132725	4.719937329	51060	299427	51100	338430000	1636300000	7.005880849	1245200000	391100000	8600000	1974730000	0.077039849	8800000	800000.0119	-256430000	-289930000	-192500000	-138500000	131217279.5	75800000	75800000	NaN	-37287279.5	226000000	NaN	NaN	NaN	48500000	1443800000	NaN	1106700000	337100000	NaN	1492300000	80300000	1.374733301	29200000	0	7900000.095	0.135247736	NaN	NaN	NaN	NaN	2
67260	3330000	0.324666018	231295	3.724394786	107400	562139	109890	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	130000	0.000515594	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
20	0	0	NaN	0	240	NaN	260	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	104740000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
1620	103000	0.142376499	54047	5.844155844	9240	126000	9250	140720184.6	1859709736	5.702167766	1418634062	441075674.5	2702160.117	2000429921	0.061715467	2702160.117	7275046.349	-7690763.41	-63188975.05	-52172476.11	-799007960.8	-75152786.31	49678174.46	49678174.46	NaN	-63696672.02	107670687.7	NaN	NaN	NaN	77531209.52	1807537260	NaN	619626100.7	1187911159	NaN	1885068469	51964617.64	1.402624252	NaN	0	63812549.59	1.722422558	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	77270	NaN	78870	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
181250	11945000	0.153455964	7157697	1.274596855	349130	35061100	356970	26906627584	2.81648E+11	1.301132313	2.22896E+11	58751914481	2456301273	3.08554E+11	0.69726913	7543829118	5534590820	44216520652	5536409985	55189849333	67760725781	1570082508	-6640908620	-2580040930	4060867690	-21426939002	-16509738666	-1222511660	1149077693	2.488202393	32443037570	3.36837E+11	2.969623257	2.90656E+11	46181038033	1161327536	3.69281E+11	2118621892	0.168644843	NaN	-836126964.8	3582102295	0.285139637	NaN	NaN	NaN	NaN	3
190	6000	0.08291301	130	14.66666667	750	180	750	5033333.333	77500000	7.86963434	58862962.96	18637037.04	74074.07407	82533333.33	NaN	1829629.63	1962962.985	-7011962.963	-2344444.444	-11207407.41	-9570370.37	178779.4593	13518518.52	13518518.52	NaN	-8444594.274	6539888.889	7074074.074	NaN	NaN	2688888.889	66292592.59	5.664488017	49292592.59	17000000	NaN	68981481.48	13518518.52	10.69941978	1962962.963	0	11777777.67	9.321686191	NaN	NaN	NaN	NaN	2
27980	2578000	0.502825811	1498961	0.235904695	42390	7183951	43090	6749538464	32201533281	1.474539156	24899915509	7301617772	NaN	38951071745	0.576176447	186643913.3	NaN	-3001504830	-4122987050	1341713163	794922269.9	85064699.7	-533958766.7	3149471268	3683430035	-3731689334	-220230943	NaN	NaN	NaN	2626551414	33543246444	2.213003472	25694837779	7848408665	NaN	36169797858	84660817.12	0.078852287	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	3
26370	991000	0.146494697	161772	9.23013245	48320	599490	48670	317700000	1951900000	4.450610433	1591500000	360400000	NaN	2269600000	NaN	NaN	NaN	-364100000	-306100000	-388600000	-880200000	248885217.1	89000000	89000000	NaN	146814782.9	330600000	NaN	NaN	NaN	11600000	1563300000	0.136150235	711300000	852000000	NaN	1574900000	89000000	1.527359246	0	0	273100006.1	4.686762017	NaN	NaN	NaN	NaN	2
387790	7069000	0.302113771	2719150	0.233022916	2381740	2066344	2381740	2008560593	8071151556	6.351796193	6630456261	1440695295	412393.1	10079712150	0.022552946	88252123.39	82272422.79	141244636.7	-1898864029	1522761522	2398065876	-802383608.2	-11340810.25	-11340810.25	NaN	351844146.5	517347143.9	NaN	NaN	NaN	109696564.6	9593913078	7.665937272	9028522138	565390940.1	NaN	9703609642	3711537.9	0.005561	367236055.5	0	487000000	0.729672525	NaN	NaN	NaN	NaN	2
77210	1616000	0.169073488	853392	4.406877619	276840	1296961	283560	1087000000	2702000000	6.944444444	2054000000	648000000	45000000	3789000000	NaN	NaN	147000000	-1187000000	-1059000000	-260000000	-33000000	629363537.1	123000000	123000000	NaN	116636462.9	132000000	NaN	NaN	NaN	28000000	2442000000	7.125890736	2021000000	421000000	NaN	2470000000	123000000	1.351743132	130000000	0	3000000	0.032969345	NaN	NaN	NaN	NaN	2
25470	2288000	0.043034624	1930870	0.260183836	995450	9445000	1001450	983000000	10836714286	4.814255197	8094857143	2741857143	NaN	11819714286	0.046904391	NaN	NaN	20142857.14	-480142857.1	-4094714286	-4979714286	892433312.8	928714285.7	930428571.4	1714285.714	-580290455.6	4595000000	NaN	NaN	NaN	502857142.9	6742000000	2.623286592	3115142857	3626857143	NaN	7244857143	947714285.7	2.339576941	30000000	0	3604285645	8.89772763	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	101000	NaN	117600	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
306010	15584000	0.40340847	7879252	9.622777511	499440	20697408	505990	4438301427	56750014650	6.301383396	48495302017	8254712633	379394143.3	61188316077	0.240829256	744477334.5	129935958.9	-263468751.5	-2576498752	-291431443.8	-13742058417	-1291241852	3825367267	7624487748	3799120481	-12705627329	2604461444	30892521.42	NaN	NaN	1861802675	56458583206	1.496562741	34753243600	21705339606	29217433.58	58320385881	4570700793	1.476866975	NaN	3433600198	1583675903	0.511711168	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	42390	NaN	45230	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	1101000	NaN	1221900	58695652.17	1240338164	3.925262993	932657004.8	307681159.4	NaN	1299033816	NaN	4637681.159	869565.1889	-216859903.4	-36811594.2	-588260869.6	-577439613.5	-182754983.2	NaN	NaN	NaN	107006190.9	408212560.4	-628019.3237	NaN	NaN	21884057.97	652077294.7	NaN	355217391.3	296859903.4	NaN	673961352.7	NaN	NaN	0	0	8550724.983	0.08184714	NaN	NaN	NaN	NaN	0
24190	2288000	0.463897595	1136700	0.013132407	304590	2182500	338150	3074051282	22539948094	3.919507752	18018605676	4521342418	208153042.8	25613999376	1.267226203	259049103.2	7287922.382	-1731474349	-1577732442	324345689.4	1507262030	-1371183347	-876358534.7	738389608.8	1614748144	-4032724172	-478087596.5	NaN	149760582.3	4.485963709	1496318840	22864293783	0.518472328	19525867706	3338426078	27073847.35	24360612623	264727838.1	0.293991814	NaN	133448261.4	77741462.71	0.086335286	NaN	NaN	NaN	NaN	3
