Agricultural land (sq. km)	Arable land (hectares)	Arable land (hectares per person)	Land under cereal production (hectares)	Permanent cropland (% of land area)	Land area (sq. km)	Cereal production (metric tons)	Surface area (sq. km)	Income payments (BoP, current US$)	Imports of goods and services (BoP, current US$)	Insurance and financial services (% of service imports, BoP)	Goods imports (BoP, current US$)	Service imports (BoP, current US$)	Royalty and license fees, payments (BoP, current US$)	Imports of goods, services and income (BoP, current US$)	Foreign direct investment, net outflows (% of GDP)	Private current transfers, payments (BoP, current US$)	Workers' remittances and compensation of employees, paid (current US$)	Current account balance (BoP, current US$)	Net income (BoP, current US$)	Net trade in goods and services (BoP, current US$)	Net trade in goods (BoP, current US$)	Net errors and omissions, adjusted (BoP, current US$)	Foreign direct investment, net (BoP, current US$)	Private capital flows, total (BoP, current US$)	Portfolio investment, excluding LCFAR (BoP, current US$)	Changes in net reserves (BoP, current US$)	Net current transfers (BoP, current US$)	Net capital account (BoP, current US$)	ICT service exports (BoP, current US$)	ICT service exports (% of service exports, BoP)	Income receipts (BoP, current US$)	Exports of goods and services (BoP, current US$)	Insurance and financial services (% of service exports, BoP)	Goods exports (BoP, current US$)	Service exports (BoP, current US$)	Royalty and license fees, receipts (BoP, current US$)	Exports of goods, services and income (BoP, current US$)	Foreign direct investment, net inflows (BoP, current US$)	Foreign direct investment, net inflows (% of GDP)	Profit remittances on FDI (current US$)	Portfolio equity, net inflows (BoP, current US$)	Workers' remittances and compensation of employees, received (current US$)	Workers' remittances and compensation of employees, received (% of GDP)	Market capitalization of listed companies (current US$)	Listed domestic companies, total	Stocks traded, total value (current US$)	Stocks traded, turnover ratio (%)	Income
20	2000	0.030939637	NaN	NaN	180	NaN	180	25698324.02	1550670391	22.69463341	1402849162	147821229.1	NaN	1576368715	NaN	38100558.66	20279329.3	-209497206.7	-7765363.128	-199217877.1	-524078212.3	6536312.849	184748603.4	172513966.5	-12234636.87	-22849162.01	-2513966.48	-2960893.855	NaN	NaN	17932960.89	1351452514	3.258480085	878770949.7	472681564.2	NaN	1369385475	184748603.4	21.18513815	NaN	0	2569832.325	0.294682893	NaN	NaN	NaN	NaN	3
180	1000	0.018183141	NaN	NaN	470	NaN	470	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
380300	7910000	0.402159561	2348269	0.183984177	652230	2724184	652230	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-280000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
574500	2950000	0.276903914	891200	0.401058795	1246700	372060	1246700	1057100000	3186300000	2.657278016	1347200000	1839100000	NaN	4243400000	NaN	81200000	124500000	-579600000	-1042100000	434300000	2102100000	26913435.1	664500000	664500000	NaN	-48313435.1	28200000	NaN	NaN	NaN	15000000	3620600000	8.238178634	3449300000	171300000	NaN	3635600000	664500000	5.449514579	313200000	0	NaN	NaN	NaN	NaN	NaN	NaN	2
11270	578000	0.175593425	215339	4.562043796	27400	446152	28750	25900000	314400000	1.676646707	281000000	33400000	NaN	340300000	NaN	NaN	NaN	-168000000	-25100000	-232200000	-208000000	125200000	NaN	NaN	NaN	28000000	89300000	NaN	NaN	NaN	800000	82200000	1.956521739	73000000	9200000	NaN	83000000	NaN	NaN	0	0	NaN	NaN	NaN	NaN	NaN	NaN	1
3100	35000	0.018326411	1547	0.299043062	83600	2466	83600	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25940000	0.050317964	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
1273800	26400000	0.797737833	8141395	0.372713022	2736690	21705860	2780400	6006000000	11566000000	NaN	7559000000	4007000000	420000000	17572000000	NaN	28000000	118440002.4	-647000000	-4260000000	2820000000	4419000000	-341357938.8	2439000000	2922000000	483000000	-2629642061	793000000	NaN	NaN	NaN	1746000000	14386000000	0.124584718	11978000000	2408000000	4000000	16132000000	2439000000	1.285578818	807000000	0	19120000.84	0.010078011	18499999744	174	4824000000	44.31786889	2
NaN	NaN	NaN	NaN	NaN	28480	NaN	29740	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
40	1000	0.020660303	NaN	15	200	NaN	200	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
130	8000	0.127481914	30	2.272727273	440	55	440	34859259.26	369888888.9	6.990466031	258785185.2	111103703.7	NaN	404748148.1	NaN	7111111.111	7867901.325	-30922222.22	-32200000	-25925.92593	-203581481.5	24467407.41	54792592.59	54792592.59	NaN	-5259259.259	1303703.704	6433333.333	NaN	NaN	2659259.259	369862963	0.633254078	55203703.7	314659259.3	NaN	372522222.2	54792592.59	13.35138272	NaN	NaN	3048148.155	0.742746249	NaN	NaN	NaN	NaN	2
4629740	45700000	2.644063874	11692782	0.022649467	7682300	18747866	7741220	15456244896	52268586691	5.819620789	38833494245	13435092446	806995923.3	67724831587	0.367559224	1138771869	653431152.3	-10981722941	-12170889363	1063196482	3528299210	-897249907	3101819006	12216120933	9114301927	324280600	125969940.4	1635818513	386807271.5	3.526049536	3285355532	53331783173	5.347926404	42361793455	10969989718	154230038.2	56617138705	4312358476	1.309372534	NaN	2797899802	2484919434	0.754502501	1.49E+11	957	46833999872	36.30542698	3
35190	1445000	0.186334018	923443	0.958156458	82450	5044860	83870	11019683307	64245481662	5.3486837	48912606803	15332874859	302187461.5	75265164969	0.751944212	1722557171	415871521	60942024.47	-1475301225	1667135881	-8559762466	731340261.1	-933336841.4	-518543042.8	414793798.6	-835477275.3	-130892630.8	54745619.26	NaN	NaN	9544382082	65912617542	3.372604057	40352844337	25559773205	79388927.63	75456999624	360071602.9	0.209333532	NaN	185912346.1	772377197.3	0.449034151	7689999872	105	7039000064	73.36112576	3
NaN	NaN	NaN	NaN	NaN	83210	NaN	86600	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
21250	930000	0.162472943	219000	14.01869159	25680	299800	27830	20698289.51	337237776.4	3.017165759	195925810.5	141311966	203842.617	357936066	0.002359631	385648.1943	5040972.71	-33275378.98	-11040556.88	-218623410.4	-102968067.9	-3885764.508	864953.8072	864953.8072	NaN	-32575068.56	196388588.3	-677638.9699	NaN	NaN	9657732.637	118614366	0.64419154	92957742.6	25656623.44	NaN	128272098.7	892500.1067	0.076452053	2137592.848	0	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	347798	NaN	NaN	2214791	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2432428223	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3972553223	1.910353134	71299997696	183	6208999936	9.084125848	3
22800	1620000	0.328328885	668487	0.994395227	110620	587330	112620	39470497.36	862950861.5	3.001174218	673368833.1	189582028.4	NaN	902421358.9	NaN	24492842.2	20727603.91	-216384278.8	-15396645.26	-343430086.2	-299835620.3	2135406.784	120780806.6	124577239.7	3796433.078	-104535238.5	142442452.6	227849790.2	NaN	NaN	24073852.1	519520775.4	4.942684191	373533212.8	145987562.6	NaN	543594627.5	120780806.6	6.432002306	392049.9518	70895.10882	117970527.6	6.282345074	NaN	NaN	NaN	NaN	0
103200	9385000	0.087084615	10954900	2.573557655	130170	28326730	144000	166919902.7	3769730614	4.876897155	3074451943	695278670.3	NaN	3936650516	NaN	328857.8008	NaN	64593233.33	-96963993.17	-1650022839	-1385793343	-98425109.1	1390444.322	3604363.075	2213918.752	-433791640.8	1811580065	NaN	NaN	NaN	69955909.52	2119707775	0.069931297	1688658601	431049174	NaN	2189663684	1390444.322	0.00449147	0	2213918.752	769365722.7	2.485236519	269000000	138	3000000	1.016949153	0
61610	3864000	0.44761767	2251876	2.693663563	110630	8985182	110990	83700000	4254800000	NaN	3769000000	485800000	NaN	4338500000	NaN	54300000	NaN	-76900000	-28100000	-117900000	-32000000	231520695.5	55900000	55900000	NaN	81479304.5	69100000	NaN	NaN	NaN	55600000	4136900000	NaN	3737000000	399900000	NaN	4192500000	55900000	0.510803227	0	0	NaN	NaN	NaN	NaN	NaN	NaN	2
80	2000	0.003947226	NaN	2.898550725	690	NaN	690	3326329787	4414893617	4.430064709	3880585106	534308510.6	NaN	7741223404	1.08313647	369148936.2	369148925.8	-602659574.5	191223404.3	-490425531.9	-367287234	-87293246.61	569414893.6	-493617021.3	-1063031915	523463459.4	-303457446.8	101063829.8	NaN	NaN	3517553191	3924468085	NaN	3513297872	411170212.8	NaN	7442021277	619414893.6	13.41821722	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	51000	NaN	51210	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	202840	NaN	207600	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
1300	54000	0.278350515	18455	1.183691363	22810	42006	22970	19100000	291800000	4.046920821	223600000	68200000	400000	310900000	NaN	2900000	5699999.809	-25800000	-10800000	-43000000	-97500000	-12830670.4	13600000	13600000	NaN	16395670.4	28000000	NaN	NaN	NaN	8300000	248800000	NaN	126100000	122700000	600000	257100000	13600000	3.05809898	8900000	0	15600000.38	3.507819504	NaN	NaN	NaN	NaN	1
10	1000	0.016393443	NaN	NaN	50	NaN	50	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
357960	2110000	0.309664133	664550	0.171697591	1083300	902497	1098580	271600000	1115400000	9.447300771	804200000	311200000	3700000	1387000000	0.037430336	1600000	8600000.381	-262600000	-247000000	-198100000	-43900000	53245283.75	50000000	50000000	NaN	-22345283.75	182500000	500000	NaN	NaN	24600000	917300000	9.01910828	760300000	157000000	NaN	941900000	52000000	0.973188746	18000000	0	3400000.095	0.063631574	NaN	NaN	NaN	NaN	1
2449410	51998000	0.34176184	19821129	0.826179573	8459420	36682023	8514880	10555000000	28251000000	2.6629681	21041000000	7210000000	53000000	38806000000	0.24893342	39000000	22000000	-1450000000	-9651000000	6687000000	10578000000	852288129.9	89000000	3897000000	3808000000	-197288129.9	1514000000	42000000	NaN	NaN	904000000	34938000000	1.807773426	31619000000	3319000000	13000000	35842000000	1103000000	0.270782606	1053000000	578000000	1110000000	0.272501081	42800001024	570	13372999680	45.17905219	2
190	16000	0.061455497	800	2.325581395	430	2100	430	77500000	841400000	21.08392408	622750000	218650000	2700000	918900000	0.077052221	9850000	7699999.809	-23600000	-39500000	-17300000	-416250000	-54640087.9	6100000	3250000	-2850000	40140087.9	33200000	NaN	NaN	NaN	38000000	824100000	5.667098446	206500000	617600000	250000	862100000	7400000	0.43860495	NaN	-650000	45150001.53	2.676082993	308000000	14	9000000	3.050847458	3
110	2000	0.007711379	550	0.759013283	5270	880	5770	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
5040	130000	0.233919391	91524	0.510638298	47000	115405	47000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
259010	300000	0.210737793	136753	0.001764509	566730	52300	581730	420220721	1986488960	3.957067115	1603961963	382526996.5	5837085.942	2406709681	0.21583631	74200245.03	118967727.7	302934867	62872340.95	94531112.16	267170348.9	-89672855.75	-16719788.55	-17906992.47	-1187203.92	-374078675.7	145531413.9	37495857.15	NaN	NaN	483093061.9	2081020072	3.794485034	1871132312	209887759.8	49466.83002	2564113134	-8211493.783	-0.208307136	318813719.5	0	83500007.63	2.118207467	261000000	9	8000000	NaN	2
