Agricultural land (sq. km)	Arable land (hectares)	Arable land (hectares per person)	Land under cereal production (hectares)	Permanent cropland (% of land area)	Land area (sq. km)	Cereal production (metric tons)	Surface area (sq. km)	Income payments (BoP, current US$)	Imports of goods and services (BoP, current US$)	Insurance and financial services (% of service imports, BoP)	Goods imports (BoP, current US$)	Service imports (BoP, current US$)	Royalty and license fees, payments (BoP, current US$)	Imports of goods, services and income (BoP, current US$)	Foreign direct investment, net outflows (% of GDP)	Private current transfers, payments (BoP, current US$)	Workers' remittances and compensation of employees, paid (current US$)	Current account balance (BoP, current US$)	Net income (BoP, current US$)	Net trade in goods and services (BoP, current US$)	Net trade in goods (BoP, current US$)	Net errors and omissions, adjusted (BoP, current US$)	Foreign direct investment, net (BoP, current US$)	Private capital flows, total (BoP, current US$)	Portfolio investment, excluding LCFAR (BoP, current US$)	Changes in net reserves (BoP, current US$)	Net current transfers (BoP, current US$)	Net capital account (BoP, current US$)	ICT service exports (BoP, current US$)	ICT service exports (% of service exports, BoP)	Income receipts (BoP, current US$)	Exports of goods and services (BoP, current US$)	Insurance and financial services (% of service exports, BoP)	Goods exports (BoP, current US$)	Service exports (BoP, current US$)	Royalty and license fees, receipts (BoP, current US$)	Exports of goods, services and income (BoP, current US$)	Foreign direct investment, net inflows (BoP, current US$)	Foreign direct investment, net inflows (% of GDP)	Profit remittances on FDI (current US$)	Portfolio equity, net inflows (BoP, current US$)	Workers' remittances and compensation of employees, received (current US$)	Workers' remittances and compensation of employees, received (% of GDP)	Market capitalization of listed companies (current US$)	Listed domestic companies, total	Stocks traded, total value (current US$)	Stocks traded, turnover ratio (%)	Income
20	2000	0.027558458	NaN	NaN	180	NaN	180	24581005.59	1715586592	22.70564916	1546480447	169106145.3	NaN	1740167598	NaN	30558659.22	7094972.134	41731843.58	-11229050.28	42849162.01	-392122905	1955307.263	-17932960.89	-21787709.5	-3854748.603	-33407821.23	10111731.84	-1843575.419	NaN	NaN	13351955.31	1758435754	3.557754555	1154357542	604078212.3	NaN	1771787709	-17932960.89	-1.655492432	NaN	0	3351955.414	0.309437848	NaN	NaN	NaN	NaN	3
180	1000	0.016482611	NaN	NaN	470	NaN	470	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
379340	7824000	0.372120454	2627839	0.168652163	652230	2984163	652230	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-20000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
575000	3000000	0.263811638	1202159	0.401058795	1246700	322000	1246700	827400000	3024500000	2.116844868	1462600000	1561900000	NaN	3851900000	NaN	85300000	132899993.9	-668500000	-816100000	-18200000	1437900000	-377087600	302100000	302100000	NaN	192887600	165800000	NaN	NaN	NaN	11300000	3006300000	8.275047259	2900500000	105800000	14100000	3017600000	302100000	5.71552893	378600000	0	NaN	NaN	NaN	NaN	NaN	NaN	2
11260	577000	0.178920221	247936	4.562043796	27400	665720	28750	31000000	763400000	2.723903644	601500000	161900000	NaN	794400000	NaN	1700000	NaN	14900000	33900000	-574200000	-489900000	-10282014.33	58000000	58000000	NaN	-98217985.67	555200000	NaN	NaN	NaN	64900000	189200000	0.81185567	111600000	77600000	NaN	254100000	58000000	4.722853828	0	0	332000000	27.03426674	NaN	NaN	NaN	NaN	1
3550	40000	0.018852771	891	0.418660287	83600	765	83600	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	401320000	0.72147195	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
1279600	27000000	0.794537467	8844085	0.372713022	2736690	25174721	2780400	5604229373	22028700000	3.999249554	15632500000	6396200000	319800000	27632929373	0.297807556	195300000	163100006.1	-8205889940	-3068849940	-5689240000	-2363600000	-1707906031	2088015410	36490487501	34402472091	-3068138251	552200000	32200000	241000000	7.848731176	2535379433	16339460000	1.667448283	13268900000	3070560000	6960000	18874839433	2793085410	1.179743768	1790800000	5671253303	57700000.76	0.024371334	44000002048	180	10339000320	33.03194909	2
11810	433000	0.128472427	181430	2.106741573	28480	306410	29740	1300000	294240000	9.935097354	254180000	40060000	NaN	295540000	NaN	NaN	NaN	-66830000	-1300000	-120770000	-97990000	17173079.8	800000	800000	NaN	-13263079.8	55240000	5100000	NaN	NaN	NaN	173470000	NaN	156190000	17280000	NaN	173470000	800000	0.066593791	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
30	1000	0.019684652	NaN	10	200	NaN	200	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
130	8000	0.122627916	38	2.272727273	440	60	440	26048148.15	398500000	11.11078979	270429629.6	128070370.4	NaN	424548148.1	NaN	10981481.48	10981481.55	15055555.56	-22937037.04	40666666.67	-208348148.1	-2993079.8	15240740.74	15240740.74	NaN	11844931.65	-2674074.074	6811111.111	NaN	NaN	3111111.111	439166666.7	0.612888334	62081481.48	377085185.2	NaN	442277777.8	15240740.74	3.338336207	NaN	NaN	11629630.09	2.547357498	NaN	NaN	NaN	NaN	2
