Agricultural land (sq. km)	Arable land (hectares)	Arable land (hectares per person)	Land under cereal production (hectares)	Permanent cropland (% of land area)	Land area (sq. km)	Cereal production (metric tons)	Surface area (sq. km)	Income payments (BoP, current US$)	Imports of goods and services (BoP, current US$)	Insurance and financial services (% of service imports, BoP)	Goods imports (BoP, current US$)	Service imports (BoP, current US$)	Royalty and license fees, payments (BoP, current US$)	Imports of goods, services and income (BoP, current US$)	Foreign direct investment, net outflows (% of GDP)	Private current transfers, payments (BoP, current US$)	Workers' remittances and compensation of employees, paid (current US$)	Current account balance (BoP, current US$)	Net income (BoP, current US$)	Net trade in goods and services (BoP, current US$)	Net trade in goods (BoP, current US$)	Net errors and omissions, adjusted (BoP, current US$)	Foreign direct investment, net (BoP, current US$)	Private capital flows, total (BoP, current US$)	Portfolio investment, excluding LCFAR (BoP, current US$)	Changes in net reserves (BoP, current US$)	Net current transfers (BoP, current US$)	Net capital account (BoP, current US$)	ICT service exports (BoP, current US$)	ICT service exports (% of service exports, BoP)	Income receipts (BoP, current US$)	Exports of goods and services (BoP, current US$)	Insurance and financial services (% of service exports, BoP)	Goods exports (BoP, current US$)	Service exports (BoP, current US$)	Royalty and license fees, receipts (BoP, current US$)	Exports of goods, services and income (BoP, current US$)	Foreign direct investment, net inflows (BoP, current US$)	Foreign direct investment, net inflows (% of GDP)	Profit remittances on FDI (current US$)	Portfolio equity, net inflows (BoP, current US$)	Workers' remittances and compensation of employees, received (current US$)	Workers' remittances and compensation of employees, received (% of GDP)	Market capitalization of listed companies (current US$)	Listed domestic companies, total	Stocks traded, total value (current US$)	Stocks traded, turnover ratio (%)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	269301676	6748502793	1.430834317	5891480447	857022346.4	9547486.034	7017804469	NaN	179983240.2	NaN	-234886592.2	-228743016.8	107677653.6	-712039106.1	-4616201.117	540670391.1	543575419	2905027.933	36256983.24	-113821229.1	3245810.056	20167597.77	1.202786867	40558659.22	6856180447	0.689686652	5179441341	1676739106	NaN	6896739106	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	289939168.3	7324304264	4.724815325	5075506578	2248797687	12667196.95	7614243433	0.314610318	147376940.5	NaN	-1594610456	32619148.32	-2933015547	-3121190868	280043272.2	991976803.3	874670593.6	-117306209.7	28113449.14	1305785943	118286540.2	116895553.1	4.796752064	322558316.6	4391288718	0.747353752	1954315710	2436973008	13323433.57	4713847034	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93767446672	104	15823944678	15.94863638	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13801269229	87218981288	4.891028821	70743011000	16475970288	1739053218	1.0102E+11	0.333640836	2301428873	NaN	-243373347.7	-10763492089	10982519309	13207188000	-4297596466	5591904066	4065670369	-1526233697	6095428423	-462400567.2	136645200	1945399911	13.65068235	3037777140	98201500596	0.194313007	83950199000	14251301596	189961007.2	1.01239E+11	7243148181	1.62406587	NaN	NaN	NaN	NaN	43579790892	99	2558251126	4.75999817	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	703293516.6	4796702118	5.812398377	3657662616	1139039502	NaN	5499995635	0.761098795	242721611.3	NaN	-1108170879	558538874.6	-2389760584	-2077645931	-28817324.33	446955424.5	436570698	-10384726.49	-42078374.17	723050830.2	96241664.52	101994951.2	12.33424676	1261832391	2406941534	3.236028623	1580016686	826924848.1	NaN	3668773925	662628280.3	6.466061003	NaN	NaN	NaN	NaN	43524483.5	12	538200	1.505167355	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	47337007.78	644061037.8	20.17214444	426972542.6	217088495.2	1163463.333	691398045.6	NaN	13226428.52	NaN	-120077644.8	-35764031.48	-107135303	-383524835.2	-17961032.38	57723257.41	59037635.56	1314378.148	-488509.3302	22821689.63	12130205.93	NaN	NaN	11572976.3	536925734.8	3.438273465	43447707.41	493478027.4	NaN	548498711.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.19816E+12	1922	1.24641E+12	93.9728664	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	39884865746	2.25615E+11	3.673025791	1.83279E+11	42335791172	1653383791	2.655E+11	7.662741912	3251698625	NaN	7987724909	1179924821	9685169868	-9647308164	1829890732	-18072253875	2609922970	20682176845	-1004588910	-2877369781	-962627544.2	4006979142	6.497635159	41064790567	2.353E+11	3.61071271	1.73632E+11	61668269205	779960249.7	2.76365E+11	13995093100	3.344236321	NaN	NaN	NaN	NaN	82373779948	73	38725965535	51.61514133	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5878555000	15895128000	2.740048846	10166471000	5728657000	18423000	21773683000	0.840249723	1175809000	NaN	17144935000	-4859847000	21331439000	24328409000	569020223.4	932582000	615677000	-316905000	-4185529223	673343000	19592000	74813000	2.738710548	1018708000	37226567000	0.453785518	34494880000	2731687000	23000	38245275000	1465331000	2.311114554	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24950792.61	765320887.2	1.977752105	552469885.1	212851002	620740.6517	790271679.8	NaN	13540361.42	NaN	-283583082.9	-17489217.2	-529656635.3	-428487962.3	5660786.681	3354996.964	3354996.964	NaN	45486086.12	263562769.6	96470218.18	3034000.776	2.716634585	7461575.416	235664251.8	3.715074656	123981922.8	111682329	4678.551156	243125827.3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	63872558241	4.34225E+11	3.960509144	3.44465E+11	89760910998	2594149115	4.98098E+11	13.7310389	11478603549	NaN	-4839048953	12267037319	-7039417942	-11693208884	-792077242	18427718873	-949530030.6	-19377248903	-1499349673	-10066668330	-809628119.2	9475928138	10.03649638	76139595561	4.27186E+11	5.19545874	3.32771E+11	94414701940	2555483819	5.03326E+11	91842784483	17.95440854	NaN	NaN	NaN	NaN	2.29896E+11	158	1.07236E+11	42.95990552	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1620024998	37801926820	1.967231181	32583906195	5218020625	11677626.81	39421951817	0.001414788	484498591.6	NaN	243520785.8	-1470927134	-10592136113	-8019600030	-1415848556	792930716.7	849913464.5	56982747.82	1919799362	12306584033	527614194.8	458748250.9	17.34080255	149097863.6	27209790707	2.519245026	24564306165	2645484542	710873.6878	27358888571	794495643.5	0.718271752	NaN	NaN	NaN	NaN	23546000000	216	18158349583	92.5753602	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3195090124	35262970145	3.865345312	30917975674	4344994471	125988588.4	38458060269	0.35606059	88778378.37	NaN	579254324.7	-2295851097	500709639.2	-2740343613	735359631.7	1629526442	1153652601	-475873841.4	-342113507.7	2374395782	716975502.1	730378252.2	9.627915337	899239027.5	35763679784	3.086721742	28177632061	7586047723	18517396.63	36662918812	1820069057	3.401101976	NaN	NaN	NaN	NaN	8253157432	393	263601872	3.394948211	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10586170213	13884308511	4.770450127	12105851064	1778457447	NaN	24470478723	NaN	2050000000	NaN	3247340426	-3764361702	9061702128	7800265957	71498400.5	-112765957.4	5470478723	5583244681	587278195.2	-2050000000	76063829.79	NaN	NaN	6821808511	22946010638	11.58355206	19906117021	3039893617	NaN	29767819149	NaN	NaN	NaN	NaN	NaN	NaN	17152201592	44	278412098.7	1.481643851	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	393512819.9	11630485327	5.598428004	11101131700	529353626.9	4604166.894	12023998147	0.10957321	251144046.3	NaN	-1587610943	229119878.2	-4292536563	-5050636766	97753824.35	412507741.3	428531801.3	16024059.98	24098099.75	2475805742	254899779.7	NaN	NaN	622632698.2	7337948765	1.397458425	6050494935	1287453830	12827695.8	7960581463	432327604.4	2.390103465	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2136500000	48308500000	3.201784704	45125900000	3182600000	90700000	50445000000	0.104105938	286300000	NaN	-5774700000	-1557700000	-1638100000	-3716400000	1550669111	3928400000	4782500000	854100000	-2790469111	-2578900000	190100000	463300000	8.806477979	578800000	46670400000	0.319336996	41409500000	5260900000	20000000	47249200000	3985800000	7.229014777	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	123061798.8	944212969.3	15.19919032	773944927.9	170268041.4	1976691.481	1067274768	0.042945539	20087354.72	NaN	-31282577.37	-118471798.7	3076021.555	-170689677.5	9803509.251	90434900.45	77240627.31	-13194273.14	-18212032.82	84113199.77	23713260.52	NaN	NaN	4590000.121	947288990.9	1.388271224	603255250.4	344033740.5	2500000	951878991	91067917.69	6.178284782	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1435708145	13	25200000	1.696593736	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1122528485	8787026051	12.06348389	7126366595	1660659456	20800500	9909554536	0.001124856	117431765.4	NaN	537204935.3	-985761227.6	345773475.2	1205553273	94784287.97	858666303.7	1014668229	156001925.6	-2160767468	1177192688	5932825.26	88533000	11.05446981	136767257	9132799526	8.516373128	8331919868	800879658.2	7178601.88	9269566783	NaN	NaN	NaN	NaN	NaN	NaN	4125080000	40	14940000	0.3977064	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	58071792710	3.02583E+11	4.579716182	2.26243E+11	76339602558	3301090225	3.60655E+11	-0.375374056	1514947189	NaN	-52612056489	-47318912458	-8109594994	29796165861	-620747645.5	75956974544	1.01063E+11	25106259374	-58382813143	2816450964	1566665568	556275956.3	1.447359753	10752880252	2.94473E+11	8.238713812	2.5604E+11	38433841703	590769563	3.05226E+11	66660264776	2.691547285	NaN	6198406970	NaN	NaN	1.22897E+12	366	9.61306E+11	69.29496225	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4571308035	22	120324202.4	2.692749215	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4106891988	23	145440250.2	3.554761303	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	89935706213	5.61927E+11	10.231206	4.60739E+11	1.01188E+11	9217822934	6.51863E+11	2.841775472	7615367597	NaN	-49086421420	-22876521982	-22868435671	2166272676	-7434833714	-8010993136	71851620627	79862613762	-7916293399	-3341463768	4877192534	8534846626	11.20741701	67059184232	5.39059E+11	10.97641952	4.62905E+11	76153556356	3946354519	6.06118E+11	41146994251	2.370149609	NaN	NaN	NaN	NaN	1.90659E+12	3932	1.51998E+12	74.75030767	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.00521E+11	3.72079E+11	6.499217168	3.20424E+11	51654705627	NaN	4.726E+11	6.725323831	34007857061	NaN	49723471972	14988562200	47833030511	3092292238	-14341971492	-37838822130	-57419290262	-19580468132	-21639217575	-13098120740	-3054187212	NaN	NaN	1.1551E+11	4.19912E+11	23.65381057	3.23517E+11	96395443899	NaN	5.35422E+11	2678702745	0.421411511	NaN	NaN	NaN	NaN	9.32207E+11	246	9.28119E+11	85.87472962	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.70289E+11	229	56899479026	18.59844809	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.56474E+11	1.89834E+12	8.604533068	1.66027E+12	2.38068E+11	14706108691	2.05481E+12	0.67902715	27706137699	NaN	2.01714E+11	-11867756536	1.88321E+11	2.43549E+11	-34971003785	1.70449E+11	1.90088E+11	19639146481	-3.87799E+11	25261174588	7293666947	13908433591	7.606909312	1.44606E+11	2.08666E+12	2.115014477	1.90382E+12	1.82839E+11	743301698	2.23127E+12	NaN	NaN	NaN	NaN	NaN	NaN	3.3891E+12	2342	7.67136E+12	188.2096661	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18051553146	61726319273	9.137213034	52225377172	9500942101	422710797.4	79777872420	2.367082075	696110585	NaN	-9977898527	-15766636852	851112741.2	5495911184	353297467.3	5446941687	12118210930	6671269243	-3736592656	4937625583	NaN	307259833.1	6.327239364	2284916295	62577432015	1.130702341	57721288357	4856143658	58873895.62	64862348309	13234162722	3.990344116	NaN	NaN	NaN	NaN	2.01296E+11	79	27225056086	13.28708608	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	74116487.04	1375273960	7.277620853	1059919440	315354520.3	NaN	1449390447	0.074093147	89908349.53	NaN	-287798670.1	-59948437.67	-586642703.2	-848894724.2	4389081.764	91529711.99	91529711.99	NaN	48250486	358792470.7	12307303.85	28546502.52	4.942205545	14168049.37	788631256.8	2.00118761	211024715.4	577606541.4	NaN	802799306.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	818414653.1	17269960580	7.224690823	15534481420	1735479159	59459250	18088375233	0.140937887	257741548.1	NaN	-2195475742	-603902504	-1914496199	-5151370989	-278631837.9	2118379997	2381737131	263357134.6	-132357332.3	322922961	21605724.71	1578087309	31.73722799	214512149.1	15355464381	0.574878625	10383110432	4972353950	4112000	15569976530	2104114969	5.131116743	NaN	NaN	NaN	NaN	1443051847	9	37273005	2.58125986	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
