Agricultural land (sq. km)	Arable land (hectares)	Arable land (hectares per person)	Land under cereal production (hectares)	Permanent cropland (% of land area)	Land area (sq. km)	Cereal production (metric tons)	Surface area (sq. km)	Income payments (BoP, current US$)	Imports of goods and services (BoP, current US$)	Insurance and financial services (% of service imports, BoP)	Goods imports (BoP, current US$)	Service imports (BoP, current US$)	Royalty and license fees, payments (BoP, current US$)	Imports of goods, services and income (BoP, current US$)	Foreign direct investment, net outflows (% of GDP)	Private current transfers, payments (BoP, current US$)	Workers' remittances and compensation of employees, paid (current US$)	Current account balance (BoP, current US$)	Net income (BoP, current US$)	Net trade in goods and services (BoP, current US$)	Net trade in goods (BoP, current US$)	Net errors and omissions, adjusted (BoP, current US$)	Foreign direct investment, net (BoP, current US$)	Private capital flows, total (BoP, current US$)	Portfolio investment, excluding LCFAR (BoP, current US$)	Changes in net reserves (BoP, current US$)	Net current transfers (BoP, current US$)	Net capital account (BoP, current US$)	ICT service exports (BoP, current US$)	ICT service exports (% of service exports, BoP)	Income receipts (BoP, current US$)	Exports of goods and services (BoP, current US$)	Insurance and financial services (% of service exports, BoP)	Goods exports (BoP, current US$)	Service exports (BoP, current US$)	Royalty and license fees, receipts (BoP, current US$)	Exports of goods, services and income (BoP, current US$)	Foreign direct investment, net inflows (BoP, current US$)	Foreign direct investment, net inflows (% of GDP)	Profit remittances on FDI (current US$)	Portfolio equity, net inflows (BoP, current US$)	Workers' remittances and compensation of employees, received (current US$)	Workers' remittances and compensation of employees, received (% of GDP)	Market capitalization of listed companies (current US$)	Listed domestic companies, total	Stocks traded, total value (current US$)	Stocks traded, turnover ratio (%)	Income
20	2000	0.018952675	NaN	NaN	180	NaN	180	183363128.5	6795568715	1.986045697	6011044693	784524022.3	11916201.12	6978931844	NaN	188223463.7	85631286.62	18931843.58	-111296089.4	259233519.6	-554843575.4	-12328135.36	11452513.97	54111731.84	42659217.88	-225195530.7	-129005586.6	156985677.3	16972067.04	1.061682421	72067039.11	7054802235	0.503932209	5456201117	1598601117	44692.73743	7126869274	200335195.5	NaN	NaN	0	15318435.67	NaN	NaN	NaN	NaN	NaN	3
180	1000	0.01210991	NaN	NaN	470	NaN	470	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
379100	7794000	0.239685173	2714000	0.177851371	652230	3870000	652230	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	300000000	2.5125005	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
576900	3400000	0.18849134	1016964	0.232614101	1246700	742354	1246700	14139846902	43121530792	9.192742353	20982185983	22139344809	470000	57261377695	3.052630008	222451405	669453674.3	7194246953	-13717547686	21121860427	42931755131	-1235912769	-890672963.9	-2648188602	-1757515638	-6672617313	-210065788.9	12896604.55	NaN	NaN	422299216.8	64243391220	NaN	63913941114	329450105.7	12000000	64665690437	1678971010	1.994547626	13184555040	0	82083999.63	0.097512373	NaN	NaN	NaN	NaN	2
11810	610000	0.191739667	149100	3.175182482	27400	608500	28750	418118494.9	7285942892	6.302743687	4906848499	2379094392	12436046.53	7704061387	0.649480881	263746866.8	15889718.06	-2018402310	54830717.68	-3452609515	-3551349089	14227308.64	874269998.9	836454593.1	-37815405.76	-269298454.3	1379376488	115299006.1	168896339.5	6.816289621	472949212.5	3833333376	3.005651079	1355499410	2477833966	39134188.22	4306282589	958498924.1	7.390890059	301194504	23325686.08	1495079102	11.52840655	NaN	NaN	NaN	NaN	1
5690	64000	0.010311566	10	2.392344498	83600	30	83600	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13723600000	4.358847875	NaN	NaN	NaN	NaN	97851793469	96	1.4489E+11	89.84692865	3
1410000	32000000	0.805755146	9411495	0.365404923	2736690	36759916	2780400	13172650000	68036150000	3.964151652	54596200000	13439950000	1463220000	81208800000	0.425781855	1583660000	630148620.6	6755860000	-7552240000	14138410000	15422600000	1076909339	8334630000	306340000	-8028290000	-23729339.27	169690000	361860000	1257380000	10.34390281	5620410000	82174560000	0.160088715	70018800000	12155760000	104770000	87794970000	9725560000	2.977121049	7901872699	-530620000	697565612.8	0.213533953	52309391298	101	13419755721	19.30989133	2
17470	449000	0.145822447	175941	1.896067416	28480	419882	29740	523234260	4748671764	8.180862076	3775548745	973123018.3	NaN	5271906023	0.087547123	98882178.67	185156189	-1382848261	471198666.7	-2991679960	-2663528745	13704159.43	925224598.8	933558252.6	8333653.835	214000407	1137633032	148878597.6	112519057.6	17.44557777	994432926.7	1756991803	3.003873725	1112020000	644971803.4	NaN	2751424730	935434359.8	8.021205012	279183097.6	-699637.7729	1062109253	9.107422636	176021426.6	10	854554.0795	0.60817717	1
50	2000	0.030203724	NaN	15	200	NaN	200	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
130	8000	0.092079971	42	2.272727273	440	68	440	77191203.33	941548735.6	20.82529688	669885794.1	271662941.5	1886308.889	1018739939	NaN	14026806.67	2367652.178	-348512076.3	-61084055.19	-316179933.7	-604429271.1	-3963019.873	158783774.4	169581684.8	10797910.37	5825782.096	28751912.59	14814814.81	NaN	NaN	16107148.15	625368801.9	3.35927403	65456522.96	559912278.9	NaN	641475950	174188641.1	12.85907813	NaN	NaN	25532106.4	1.884849373	NaN	NaN	NaN	NaN	2
4172880	44024000	2.047770775	20856548	0.045559273	7682300	35211088	7741220	76718740207	2.42311E+11	2.797286579	1.93972E+11	48338403504	3026254387	3.19029E+11	3.589952302	4036260331	3048528564	-47786269399	-39399061268	-8013035148	-4914841831	370151354.8	9170272431	42602190803	33431918372	-1402666992	-374172982.3	1827212441	2213174505	4.892051774	37319678939	2.34298E+11	3.375982988	1.89057E+11	45240210187	703299613.7	2.71617E+11	47280610081	4.453781979	NaN	19407958645	4713164551	0.443974968	6.75619E+11	1924	1.01771E+12	103.1084462	3
31710	1374000	0.164808948	840987	0.800485143	82450	5748138	83870	42092872030	2.22688E+11	4.234920548	1.79794E+11	42894419494	1597684225	2.64781E+11	7.131380195	4018833721	3505112305	20127241172	2385521173	20241489246	-592303412.7	1895106626	-22934098025	14359661755	37293759780	839794087.7	-2499769246	-282569655.4	3917124115	6.146609144	44478393203	2.4293E+11	4.481245265	1.79201E+11	63728212152	904502523.9	2.87408E+11	6602199362	1.594065538	NaN	-6808134701	3317103516	0.800896809	72299836620	102	1.0452E+11	69.44688426	3
47560	1860000	0.212246388	882711	2.747518761	82620	2419908	86600	5861154000	11465843000	1.677338709	7574679000	3891164000	4827000	17326997000	1.137299409	433409000	592645019.5	16452805000	-5266049000	20668404000	23011664000	-845057695	-540824000	-888209000	-347385000	-2459504305	1050450000	10624000	55376000	3.577482841	595105000	32134247000	0.321079343	30586343000	1547904000	13000	32729352000	14775000	0.030244113	5401374000	0	1554296997	3.181613099	NaN	NaN	NaN	NaN	2
21900	900000	0.113301823	220800	15.18691589	25680	291085	27830	15182288.24	594245042.8	2.852222455	335469828.1	258775214.7	NaN	609427331	0.035880767	1968894.365	249306.1423	-259356226.2	-4304326.1	-441272619.5	-265821655.3	59405639.87	3251690.822	3251690.822	NaN	-88054086.03	186220719.4	140670396.8	NaN	NaN	10877962.14	152972423.2	0.295556131	69648172.76	83324250.49	NaN	163850385.4	3833208.348	0.236516441	5285526.23	0	3645216.703	0.224916989	NaN	NaN	NaN	NaN	0
13730	845000	0.078898425	350366	0.759577279	30280	3113274	30530	95142706158	4.31794E+11	5.345745224	3.48507E+11	83286405422	1876144850	5.26936E+11	42.10004109	10131260867	4062426514	-7109614255	12743259004	-10962318535	-16123337595	-1740757816	-28771398068	19035752381	47807150449	1316293349	-8890554724	-4625033174	7642642121	8.640887132	1.07886E+11	4.20831E+11	5.91067405	3.32384E+11	88447424482	1166912487	5.28717E+11	1.84842E+11	36.42961247	NaN	8817670358	10285981450	2.027218958	1.67447E+11	167	2.11781E+11	76.48151044	3
