Agricultural land (sq. km)	Arable land (hectares)	Arable land (hectares per person)	Land under cereal production (hectares)	Permanent cropland (% of land area)	Land area (sq. km)	Cereal production (metric tons)	Surface area (sq. km)	Income payments (BoP, current US$)	Imports of goods and services (BoP, current US$)	Insurance and financial services (% of service imports, BoP)	Goods imports (BoP, current US$)	Service imports (BoP, current US$)	Royalty and license fees, payments (BoP, current US$)	Imports of goods, services and income (BoP, current US$)	Foreign direct investment, net outflows (% of GDP)	Private current transfers, payments (BoP, current US$)	Workers' remittances and compensation of employees, paid (current US$)	Current account balance (BoP, current US$)	Net income (BoP, current US$)	Net trade in goods and services (BoP, current US$)	Net trade in goods (BoP, current US$)	Net errors and omissions, adjusted (BoP, current US$)	Foreign direct investment, net (BoP, current US$)	Private capital flows, total (BoP, current US$)	Portfolio investment, excluding LCFAR (BoP, current US$)	Changes in net reserves (BoP, current US$)	Net current transfers (BoP, current US$)	Net capital account (BoP, current US$)	ICT service exports (BoP, current US$)	ICT service exports (% of service exports, BoP)	Income receipts (BoP, current US$)	Exports of goods and services (BoP, current US$)	Insurance and financial services (% of service exports, BoP)	Goods exports (BoP, current US$)	Service exports (BoP, current US$)	Royalty and license fees, receipts (BoP, current US$)	Exports of goods, services and income (BoP, current US$)	Foreign direct investment, net inflows (BoP, current US$)	Foreign direct investment, net inflows (% of GDP)	Profit remittances on FDI (current US$)	Portfolio equity, net inflows (BoP, current US$)	Workers' remittances and compensation of employees, received (current US$)	Workers' remittances and compensation of employees, received (% of GDP)	Market capitalization of listed companies (current US$)	Listed domestic companies, total	Stocks traded, total value (current US$)	Stocks traded, turnover ratio (%)	Income
20	2000	0.019802764	NaN	NaN	180	NaN	180	521078212.3	4999385475	1.589569286	4287692737	711692737.4	6770949.721	5520463687	NaN	172597765.4	70139663.7	113513966.5	-478446927.4	724614525.1	128620111.7	16086039.79	-198882681.6	-176480446.9	22402234.64	24748603.35	-132653631.3	18595524.46	10497206.7	0.802730737	42631284.92	5724000000	0.299475384	4416312849	1307687151	NaN	5766631285	100837988.8	NaN	NaN	0	11620111.47	NaN	NaN	NaN	NaN	NaN	3
180	1000	0.012838948	NaN	NaN	470	NaN	470	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
379100	7805000	0.260993477	3030000	0.160986155	652230	5425000	652230	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	271000000	3.976666167	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
575900	3300000	0.200133167	1478581	0.232614101	1246700	885486	1246700	4056639375	15144220834	1.761564487	8353237654	6790983179	3378446.38	19200860209	0.7769508	117326826.7	214905212.4	5137882651	-4030888677	9142016031	15756173957	-574183324.5	-1523198987	-2790224837	-1267025850	-1817280808	26755297.71	7770000	NaN	NaN	25750697.7	24286236865	NaN	24109411611	176825253.6	49430571.11	24311987562	-1303836930	-4.618014436	3405861180	0	NaN	NaN	NaN	NaN	NaN	NaN	2
10770	538000	0.171239417	147655	4.416058394	27400	511200	28750	52612420.53	3860465617	3.468562846	2477575213	1382890404	4204267.362	3913078038	0.048487218	220457841	6511797.905	-571475353.7	174058711.9	-2039576837	-1821257261	203751680	258417488.7	252752927.7	-5664561.022	-147779963.4	1294042772	122908636.5	74556021.66	6.402016942	226671132.5	1820888780	1.864588116	656317952.5	1164570827	505314.458	2047559912	262479012.6	3.133522618	2140821.522	NaN	1289704346	15.39672715	NaN	NaN	NaN	NaN	1
5580	64000	0.015727331	12	2.26076555	83600	24	83600	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10899931926	6.034830889	NaN	NaN	NaN	NaN	2.25568E+11	79	1.43127E+11	89.59175771	3
1344000	29500000	0.762644898	9017783	0.365404923	2736690	38165262	2780400	11617170000	34925990000	5.758278706	27300100000	7625890000	650640000	46543160000	0.715669853	657830000	314010009.8	5273750000	-7305360000	12095220000	13086700000	336293810.4	3954190000	3567730000	-386460000	-12670133810	483890000	177800000	447880000	6.750864056	4311810000	47021210000	0.05637276	40386800000	6634410000	51080000	51333020000	5265250000	2.874148164	5456180000	-48100000	432089996.3	0.235865471	61477590000	101	16425640000	30.44333123	2
16050	455000	0.148404053	202111	1.755617978	28480	399168	29740	324994251.6	2123831091	4.817969137	1592784185	531046905.8	NaN	2448825343	0.137190671	77438447.05	151837997.4	-51714172.61	132518231.9	-707891330.6	-587929985.3	2367903.724	232661771	231071625.3	-1590145.67	-186637984.8	523658926.1	73251110.68	50630700	12.31634114	457512483.5	1415939761	3.677298127	1004854200	411085560.5	NaN	1873452244	239384713	4.884966889	169906309.1	1329079.687	498063262.9	10.16365045	42800000	198	1114438.478	3.659607546	1
50	2000	0.031765192	NaN	15	200	NaN	200	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
130	8000	0.095333429	35	2.272727273	440	57	440	59998931.85	682720511.9	16.0440273	455354766.7	227365745.2	578800	742719443.7	NaN	13948203.7	1670140.743	-171492877	-42040239.26	-137451126.7	-372615945.2	-11066225.69	220963374.1	231492107.4	10528733.33	-7236016.159	7998488.889	214325840.7	NaN	NaN	17958692.59	545269385.2	3.351901017	82738821.48	462530563.7	NaN	563228077.8	220963374.1	21.59497791	NaN	NaN	22009193.42	2.15098112	NaN	NaN	NaN	NaN	2
4451490	49402000	2.422284112	19086391	0.044257579	7682300	39839635	7741220	44166150590	1.50888E+11	3.556485685	1.20383E+11	30504803225	2004751769	1.95054E+11	-4.873190975	3169724744	2374851318	-41031814658	-27721415711	-12830137428	-13372111437	-581286693.1	-1660553561	36046866753	37707420314	9241863986	-480261518.3	1295680449	1510830113	4.866302551	16444734879	1.38058E+11	4.167204871	1.07011E+11	31046777234	552360337.5	1.54503E+11	-35600962214	-5.111614581	NaN	8127055257	2989796143	0.429277317	8.04074E+11	1643	6.16115E+11	77.96577543	3
32630	1387000	0.168574238	818560	0.800485143	82450	5194503	83870	27957035691	1.51708E+11	5.396807694	1.20977E+11	30730184328	1333839904	1.79665E+11	26.83487369	2479435251	2566507324	6245047787	-2042988005	10109416474	-1749640026	-5840642395	-193822310.2	-13672938072	-13479115762	749807977.6	-1821380682	-252181986.2	2244221429	5.269456289	25914047686	1.61817E+11	4.013973747	1.19228E+11	42589240828	390689679.2	1.87731E+11	81648142050	26.77132198	NaN	5998823495	2608170410	0.855183818	1.2439E+11	92	45900522743	43.56269935	3
47580	1843000	0.219617844	792935	2.67360271	82660	2056190	86600	1847444000	7002839000	1.923081272	4349857000	2652982000	46000	8850283000	9.216535426	135025000	268610992.4	167315000	-1645637000	1329081000	3299105000	-125712535.5	459151000	489654000	30503000	-160501464.5	483871000	40904000	35708000	5.228432788	201807000	8331920000	1.162150528	7648962000	682958000	6000	8533727000	1679920000	12.68302373	1581672000	0	693435974.1	5.235287938	NaN	NaN	NaN	NaN	2
22860	946000	0.130457135	208900	15.18691589	25680	287648	27830	20937294.81	322992765.3	3.237030811	188911994.7	134080770.6	NaN	343930060.2	NaN	1731268.057	328131.9141	-5698160.233	-17786710.55	-227398384.1	-128110230.4	-84278402.89	584701.6926	584701.6926	NaN	-12534014.41	239486934.4	31797916.1	NaN	NaN	3150584.263	95594381.23	0.134729704	60801764.34	34792616.89	NaN	98744965.49	584331.8623	0.0523007	2141317.394	0	71562.1635	0.006405181	NaN	NaN	NaN	NaN	0
13850	843000	0.080449548	322166	0.759577279	30280	2786575	30530	53604163319	2.87741E+11	7.851047956	2.36569E+11	51172132407	1049602123	3.41345E+11	8.624511513	7707282506	2753924805	7702627141	5423679600	8648084378	3675896094	2412728761	1139201857	-43567208558	-44706410414	-7471947314	-6369136836	-1155223489	4787048443	8.526327123	59027842919	2.96389E+11	7.526631834	2.40245E+11	56144320691	1360430546	3.55417E+11	33683830158	8.926406481	NaN	5711596373	7241921387	1.919150337	2.88515E+11	222	1.25728E+11	44.76190507	3
35200	2700000	0.35369216	1013628	2.440788284	110620	1151853	112620	43164692.14	1144758614	10.76186271	865680148.1	279078465.7	1861723.809	1187923306	-0.008976341	32180142.5	39845062.26	-226084743.9	-17758418.45	-372717296.1	-287404087	8819162.236	53428819.13	70080061.71	16651242.58	-119624906.2	164390970.7	121853804.6	5401274.065	2.787534856	25406273.69	772041317.6	2.10655056	578276061.1	193765256.5	NaN	797447591.3	53043961.76	1.237187372	9005283.19	2295873.251	172725128.2	4.028608354	NaN	NaN	NaN	NaN	0
93110	7931000	0.056413096	11176371	5.992164093	130170	41146740	144000	910190410.3	14708233721	7.428304805	12501569435	2206664286	2744867.845	15618424131	0.003218305	9821934.424	5457649.231	-176224669	-793630473	-4156759716	-3199094898	-643947900.3	811382056.1	830825737.5	19443681.45	416087163.5	4774165520	261724398.7	42618324.55	3.412197174	116559937.3	10551474005	1.841424929	9302474537	1248999468	260850.8995	10668033942	813321971.9	1.34929476	661369744.8	19520520.67	4314502930	7.157726458	3035400000	262	1000430000	31.49780082	0
52650	3173000	0.409953617	1723958	1.850147275	108640	5839083	111000	1426008750	20608218379	3.720778887	17204395498	3403822881	80611097.17	22034227129	1.06459663	186650049.5	35452285.77	-3346998840	89631708.65	-4449983422	-5450256097	-1219350737	4004786052	2700653555	-1304132498	-963660932.3	1013352874	289689751.6	178338471	4.049377873	1515640459	16158234957	1.096837138	11754139401	4404095556	5049809.512	17673875416	4312402138	14.92434563	912051764.5	449034874.6	1612912476	5.581961629	5085590000	331	1388390000	35.19567022	2
