Agricultural land (sq. km)	Arable land (hectares)	Arable land (hectares per person)	Land under cereal production (hectares)	Permanent cropland (% of land area)	Land area (sq. km)	Cereal production (metric tons)	Surface area (sq. km)	Income payments (BoP, current US$)	Imports of goods and services (BoP, current US$)	Insurance and financial services (% of service imports, BoP)	Goods imports (BoP, current US$)	Service imports (BoP, current US$)	Royalty and license fees, payments (BoP, current US$)	Imports of goods, services and income (BoP, current US$)	Foreign direct investment, net outflows (% of GDP)	Private current transfers, payments (BoP, current US$)	Workers' remittances and compensation of employees, paid (current US$)	Current account balance (BoP, current US$)	Net income (BoP, current US$)	Net trade in goods and services (BoP, current US$)	Net trade in goods (BoP, current US$)	Net errors and omissions, adjusted (BoP, current US$)	Foreign direct investment, net (BoP, current US$)	Private capital flows, total (BoP, current US$)	Portfolio investment, excluding LCFAR (BoP, current US$)	Changes in net reserves (BoP, current US$)	Net current transfers (BoP, current US$)	Net capital account (BoP, current US$)	ICT service exports (BoP, current US$)	ICT service exports (% of service exports, BoP)	Income receipts (BoP, current US$)	Exports of goods and services (BoP, current US$)	Insurance and financial services (% of service exports, BoP)	Goods exports (BoP, current US$)	Service exports (BoP, current US$)	Royalty and license fees, receipts (BoP, current US$)	Exports of goods, services and income (BoP, current US$)	Foreign direct investment, net inflows (BoP, current US$)	Foreign direct investment, net inflows (% of GDP)	Profit remittances on FDI (current US$)	Portfolio equity, net inflows (BoP, current US$)	Workers' remittances and compensation of employees, received (current US$)	Workers' remittances and compensation of employees, received (% of GDP)	Market capitalization of listed companies (current US$)	Listed domestic companies, total	Stocks traded, total value (current US$)	Stocks traded, turnover ratio (%)	Income
20	0	0	NaN	0	240	NaN	260	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19560000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
1730	103000	0.150253096	49097	7.034632035	9240	95220	9250	63446800.69	1346828291	2.010582011	1079162101	267666190.4	283244.646	1410275092	NaN	1416223.23	9063828.468	-258319117.1	34272602.16	-337344373.3	-551477325.7	16101908.22	84973393.79	84973393.79	NaN	-37062012.02	44752654.06	28607709.24	NaN	NaN	97719402.85	1009483918	NaN	527684775.4	481799142.8	NaN	1107203321	84973393.79	3.94434141	NaN	0	94037223.82	4.365071223	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	77270	NaN	78870	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
185190	12030000	0.153662266	7737979	1.432131298	349130	32712969	356970	14931612263	2.29292E+11	0.887136518	1.84149E+11	45142721234	1445858316	2.44223E+11	0.510009449	7112504580	5818916016	-15655476542	1730899143	-4881469154	7444062776	2366084524	-4347667647	-7617892194	-3270224546	12531504536	-12504906532	-1688899096	NaN	NaN	16662511406	2.2441E+11	1.063358174	1.91593E+11	32817189305	606121398.7	2.41073E+11	342426421.3	0.037236078	NaN	313152347	2380181152	0.258825273	NaN	NaN	NaN	NaN	3
190	7000	0.092946675	160	13.33333333	750	230	750	300000	54700000	7.634345794	48359259.26	6340740.741	NaN	55000000	NaN	2300000	NaN	-14300000	300000	-39000000	-38259259.26	6770441.111	NaN	-196296.2963	-196296.2963	3944373.704	24400000	NaN	NaN	NaN	600000	15700000	NaN	10100000	5600000	NaN	16300000	NaN	NaN	0	0	8600000.381	14.55160835	NaN	NaN	NaN	NaN	2
29050	2639000	0.51512514	1816322	0.330344502	42380	7070008	43090	2831460744	23618966599	NaN	19125959827	4493006772	NaN	26450427343	0.280666841	476986643.6	NaN	-2388928524	-1704491757	-734270148.7	-2103581763	2274072019	-91531366.74	-165400484	-73869117.23	280256989.4	49833381.76	NaN	NaN	NaN	1126968987	22884696451	NaN	17022378064	5862318386	NaN	24011665437	104119701	0.149362577	NaN	93837905.34	NaN	NaN	NaN	NaN	NaN	NaN	3
26200	1070000	0.184671442	150747	7.243377483	48320	453005	48670	318800000	1918700000	4.107769424	1519700000	399000000	NaN	2237500000	NaN	300000	NaN	-719900000	-277000000	-647400000	-557800000	48015066.18	92700000	92700000	NaN	-32615066.18	204500000	NaN	NaN	NaN	41800000	1271300000	0.465416936	961900000	309400000	NaN	1313100000	92700000	1.397979175	65500000	0	183100006.1	2.761272875	NaN	NaN	NaN	NaN	2
438300	6875000	0.36547378	3181380	0.266191944	2381740	2419078	2381740	2240810956	12311300476	6.752343222	9614457520	2696842956	260589.7146	14552111432	0.079385651	173813339.6	164692703.2	249123767.1	-1868688843	1816831490	4037316448	137111338.5	315052964.9	315052964.9	NaN	-1341296410	300981120.4	NaN	NaN	NaN	372122112.4	14128131966	5.421225383	13651773968	476357998.3	NaN	14500254079	348669038.1	0.823395355	686914487.7	0	406000000	0.958784629	NaN	NaN	NaN	NaN	2
64780	1542000	0.19377188	414747	3.323219188	276840	680006	283560	701100000	2945700000	12.44779088	2241800000	703900000	22000000	3646800000	NaN	NaN	66900001.53	-641590000	-613090000	-58700000	278200000	-68420321.9	70000000	70000000	NaN	-270089678.1	30200000	NaN	NaN	NaN	88010000	2887000000	15.96730245	2520000000	367000000	NaN	2975010000	70000000	0.588200458	111000000	0	NaN	NaN	NaN	NaN	NaN	NaN	2
24450	2286000	0.050853682	1978165	0.159726757	995450	8099581	1001450	588571428.9	9157142870	3.438395415	6813857153	2343285718	NaN	9745714299	0.03055101	NaN	NaN	-436428571.6	-318857142.8	-2910857147	-2960285719	92253867.74	541285715.1	546428572.2	5142857.15	-635682440.4	2793285718	NaN	NaN	NaN	269714286.1	6246285723	0.405994388	3853571434	2392714289	NaN	6516000009	548285715.1	2.392954597	14714285.74	0	2696000000	11.76650315	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	101000	NaN	117600	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
312380	15558000	0.415555583	7526907	9.892486035	499470	18665639	505990	3084638828	38004392251	5.382959872	32271932918	5732459333	169967223.2	41089031079	0.137508213	304290768.8	11255760.19	-5579999645	-1362025801	-5864272516	-11725161631	-868760881.3	1181923855	1181707152	-216703.4854	795133837.9	1646298672	406650065.2	NaN	NaN	1722613027	32140119734	2.427971574	20546771287	11593348448	36187135.26	33862732762	1492697190	0.660475336	NaN	14185791.37	2187928955	0.968095285	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	42390	NaN	45230	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	1101000	NaN	1221900	13526570.05	857874396.5	NaN	649613526.9	208260869.7	NaN	871400966.6	NaN	1835748.793	579710.1259	-226135265.8	14589371.99	-313140096.8	-230289855.2	-33410193.88	NaN	NaN	NaN	101815991	72415458.97	-579710.1452	NaN	NaN	28115942.04	544734299.8	0.223420647	419323671.7	125410628.1	NaN	572850241.8	NaN	NaN	0	0	12222222.33	NaN	NaN	NaN	NaN	NaN	0
25360	2369000	0.495654912	1170900	0.009849306	304590	3305900	338150	1313126652	17307371782	2.36053304	14752427904	2554943879	87959823.25	18620498434	0.258015615	80510495.99	14749095.92	-1402766285	-783343375.6	-505003968	-682827927.8	175064161.8	-108818294.6	-75572099.39	33246195.25	-280192942.2	-114418940.9	-7241040.562	NaN	NaN	529783276	16802367815	2.874889789	14069599976	2732767839	3476102.484	17332151090	27949721.28	0.052727712	NaN	0	106253776.6	0.200449889	NaN	NaN	NaN	NaN	3
317220	17472000	0.316716554	9893542	2.556283894	547670	48024770	549190	18240965127	1.55915E+11	4.799698191	1.23767E+11	32148098914	1028041878	1.74156E+11	0.448362479	4047764172	5070108398	-4208340489	2679540563	-2718368613	-14076201745	2274523183	187617533.9	492618836.5	305001302.6	-6561008349	-4169512438	NaN	NaN	NaN	20920505689	1.53197E+11	3.389990209	1.09691E+11	43505932046	495717088.8	1.74117E+11	3282773278	0.475540647	NaN	NaN	1440365112	0.208650461	NaN	NaN	NaN	NaN	3
