Agricultural land (sq. km)	Arable land (hectares)	Arable land (hectares per person)	Land under cereal production (hectares)	Permanent cropland (% of land area)	Land area (sq. km)	Cereal production (metric tons)	Surface area (sq. km)	Income payments (BoP, current US$)	Imports of goods and services (BoP, current US$)	Insurance and financial services (% of service imports, BoP)	Goods imports (BoP, current US$)	Service imports (BoP, current US$)	Royalty and license fees, payments (BoP, current US$)	Imports of goods, services and income (BoP, current US$)	Foreign direct investment, net outflows (% of GDP)	Private current transfers, payments (BoP, current US$)	Workers' remittances and compensation of employees, paid (current US$)	Current account balance (BoP, current US$)	Net income (BoP, current US$)	Net trade in goods and services (BoP, current US$)	Net trade in goods (BoP, current US$)	Net errors and omissions, adjusted (BoP, current US$)	Foreign direct investment, net (BoP, current US$)	Private capital flows, total (BoP, current US$)	Portfolio investment, excluding LCFAR (BoP, current US$)	Changes in net reserves (BoP, current US$)	Net current transfers (BoP, current US$)	Net capital account (BoP, current US$)	ICT service exports (BoP, current US$)	ICT service exports (% of service exports, BoP)	Income receipts (BoP, current US$)	Exports of goods and services (BoP, current US$)	Insurance and financial services (% of service exports, BoP)	Goods exports (BoP, current US$)	Service exports (BoP, current US$)	Royalty and license fees, receipts (BoP, current US$)	Exports of goods, services and income (BoP, current US$)	Foreign direct investment, net inflows (BoP, current US$)	Foreign direct investment, net inflows (% of GDP)	Profit remittances on FDI (current US$)	Portfolio equity, net inflows (BoP, current US$)	Workers' remittances and compensation of employees, received (current US$)	Workers' remittances and compensation of employees, received (% of GDP)	Market capitalization of listed companies (current US$)	Listed domestic companies, total	Stocks traded, total value (current US$)	Stocks traded, turnover ratio (%)	Income
50220	1930000	0.566572072	145950	0.147677293	622980	126400	622980	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10925575.5	1.021008773	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
680550	45529000	1.534414716	20566100	0.760322472	9093510	58494100	9984670	40754729262	2.10258E+11	11.45788191	1.74352E+11	35906227997	1950846782	2.51013E+11	2.135519891	1390675969	NaN	3378291164	-21550999683	24427556551	31091092171	5562781759	-3471892860	-3936998718	-465105858.3	-5497658419	501734296.9	5833410924	2070548443	7.080567058	19203729579	2.34686E+11	9.986784804	2.05443E+11	29242692376	877050089.8	2.5389E+11	9635109106	1.569845431	NaN	5899719751	NaN	NaN	4.86268E+11	1265	2.6536E+11	62.24636763	3
15810	423000	0.059814617	195870	0.6	40000	1347568	41280	21394648911	1.09366E+11	1.16602519	93674879334	15691226118	NaN	1.30761E+11	5.300045898	3946003673	9614000000	19915939191	11602171503	12583959677	1868684229	10134029713	-11779030914	-21615520910	-9836489996	-2521469944	-4270191989	-305741862.9	NaN	NaN	32996820414	1.2195E+11	29.82533005	95543563563	26406501566	NaN	1.54947E+11	4372941966	1.43492026	NaN	11677089991	1390360962	0.456227668	4.02104E+11	213	3.92783E+11	93.99814532	3
80	3000	0.021060317	NaN	NaN	190	NaN	190	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
152320	1985000	0.135672978	604456	0.423654728	743530	2577564	756090	3359327655	21287349100	6.554135248	17698775000	3588574100	116800000	24646676755	1.495931187	127600000	14000000	-3082652308	-2517627174	-1072625133	-1072009196	15813837.72	3681163777	4815307174	1134143398	-1118869307	507600000	NaN	219700000	6.123259804	841700480.6	20214723967	3.285991492	16626765804	3587958163	10100000	21056424447	4814616000	6.354334201	1892400000	699682000	NaN	NaN	65940000000	283	8460000000	12.10300429	2
5322400	121313000	0.099636976	92642734	1.171377478	9327480	453769199	9599980	19755000000	1.54127E+11	1.03165818	1.31542E+11	22585000000	NaN	1.73882E+11	0.246938174	161000000	152333328.2	7243000000	-12437000000	17551000000	19535000000	-15503955316	38066000000	39810000000	1744000000	-31705044684	2129000000	NaN	NaN	NaN	7318000000	1.71678E+11	0.597058395	1.51077E+11	20601000000	NaN	1.78996E+11	40180000000	4.693460662	11679000000	0	1881220000	0.21974694	1.13755E+11	540	2.56008E+11	328.6156216	2
91600	5960000	0.417148586	947515	2.538554293	472710	1296414	475440	632329710.2	2283873619	2.903582509	1240674391	1043199227	918771.9033	2916203329	0.083177982	43460061.34	37081634.52	-286663480.3	-594753307.8	213784342.6	761603262.8	169095858.8	93220747.63	92810232.52	-410515.1057	23913096.18	94305484.92	24435422.96	NaN	NaN	37576402.46	2497657961	2.683800752	2002277654	495380307.1	273676.7372	2535234364	101315910	1.041023329	50270897.91	0	13409964.56	0.137787697	NaN	NaN	NaN	NaN	1
449200	2433000	0.065557213	1183840	1.498873366	1109500	3177326	1141750	2778351025	16443027931	12.43195716	13057753968	3385273963	60648380	19221378956	0.337512248	180438584.6	140224319.5	-4641240162	-2062426626	-3284689501	-2091565409	-312270684.4	2783749313	4467713136	1683963823	-1729461048	705875965.4	NaN	260390660	11.87832381	715924398.4	13158338430	5.051822938	10966188560	2192149870	671560	13874262828	3111676590	3.202627642	643066912.1	292154185	753036315.9	0.77504678	17137000000	189	1360000000	7.764773052	2
1370	78000	0.153827343	17614	23.65591398	1860	21124	1860	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	510000	0.22126452	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
700	42000	0.103917697	32127	0.744416873	4030	10190	4030	7376185.756	277548164.8	NaN	207516353.6	70031811.2	26273.90077	284924350.5	0.05248535	2868213.988	3480262.756	-35041392.49	-4400938.919	-176152459.7	-183637857.7	-1337806.127	28264542.26	28264542.26	NaN	-19756261.7	145512006.1	12831349.81	NaN	NaN	2975246.837	101395705.1	NaN	23878495.92	77517209.2	10291.62012	104370952	28528007.74	5.683106947	300000	0	100349716.2	19.99081655	NaN	NaN	NaN	NaN	1
19950	210000	0.059036939	76455	5.581668625	51060	266319	51100	326730000	5056560000	3.98730257	4023280000	1033280000	23570000	5383290000	0.048044332	39640000	46020000.46	-263670000	-184240000	-228910000	-249170000	118684718.4	421260000	399720000	-21540000	54285281.63	149480000	28160000	NaN	NaN	142490000	4827650000	0.194582076	3774110000	1053540000	2190000	4970140000	426950000	3.605013661	89200000	0	130770004.3	1.104175318	781000000	114	15000000	NaN	2
66150	3485000	0.31828792	356902	5.121042831	107400	717712	109890	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19270000	0.077026698	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
20	0	0	NaN	0	240	NaN	260	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1231710000	121.6570941	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
1470	99000	0.113366091	58940	4.761904762	9240	141190	9250	643776018.7	4982937898	6.735751295	3575723296	1407214602	16727025.14	5626713917	0.376278995	13724738.57	53612258.91	-467713356.7	-226029288.4	-280713793.6	-2183305678	157622907.1	198579811.2	125452688.5	-73127122.71	59828419.69	39029725.32	NaN	NaN	NaN	417746730.3	4702224105	2.863807179	1392417618	3309806487	6433471.206	5119970835	233749453.8	2.500878688	NaN	0	49323280.33	0.527708359	2355000000	39	462000000	18.9694108	3
42800	3257000	0.31574638	1585582	0.996505759	77270	6653644	78870	1892392522	33920052651	4.512605539	27656244801	6263807850	97954964.07	35812445173	0.238380784	197620525.3	302574646	-4127553020	-722312922.6	-3789213045	-5705907349	-900671408.2	1280582848	2000921389	720338540.6	825204806.7	383972947.4	571118.3398	105098605.9	1.284745165	1170079599	30130839606	2.243789651	21950337452	8180502154	42784149.88	31300919206	1435279128	2.21170777	NaN	600779944.8	111502960.2	0.171821605	18077000000	1588	8431000000	49.9748081	3
173370	11835000	0.144479331	6707519	0.655991292	349090	42135653	357030	82693947905	5.84575E+11	2.492345482	4.49318E+11	1.35257E+11	5884226123	6.67269E+11	2.082555356	13399345676	11026475590	-14401439898	738569665.7	18833156346	70806732952	80940121.33	-44321932733	18690058704	63011991437	1196362347	-33973165909	-2178237001	3623398798	4.350684716	83432517571	6.03408E+11	6.638728513	5.20125E+11	83283414792	3365027065	6.86841E+11	6429188834	0.263819621	NaN	12981219725	4344374512	0.17826996	6.70997E+11	681	7.68745E+11	123.1605896	3
170	3000	0.042144302	154	16	750	217	750	21655555.56	164370370.4	9.013819095	117200000	47170370.37	103703.7037	186025925.9	NaN	3151851.852	181481.4806	-51162962.96	-18807407.41	-42525925.93	-64292592.59	22695370.22	17800000	18266666.67	466666.6667	-2238343.676	10170370.37	29351851.85	NaN	NaN	2848148.148	121844444.4	3.921990007	52907407.41	68937037.04	NaN	124692592.6	17800000	7.528195622	16970370.37	NaN	13751852.04	5.816102939	NaN	NaN	NaN	NaN	2
27160	2322000	0.441187033	1523000	0.21211407	42430	9218040	43090	42235221118	57973133194	NaN	43202521215	14770611979	NaN	1.00208E+11	1.361157837	529520641.9	289415405.3	3089672486	-4608737628	9263490305	7532134259	-1408329475	-1737018527	3779039936	5516058463	-3563327401	-1565080190	NaN	NaN	NaN	37626483489	67236623498	NaN	50734655474	16501968025	NaN	1.04863E+11	773444115.8	0.419356776	NaN	NaN	687658142.1	0.372844134	71688000000	237	34667000000	54.20487683	3
25800	900000	0.111735062	142408	9.933774834	48320	534771	48670	855100000	6848400000	12.67166042	5727000000	1121400000	28500000	7703500000	NaN	16700000	8899999.619	-212700000	-724800000	-655600000	-1674200000	108761651.8	96500000	89200000	-7300000	-44261651.82	1167700000	7800000	NaN	NaN	130300000	6192800000	NaN	4052800000	2140000000	NaN	6323100000	96500000	0.532213739	604000000	NaN	962700012.2	5.309452575	NaN	NaN	NaN	NaN	2
396360	7521000	0.261265081	3663945	0.217907916	2381740	4902263	2381740	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	270000000	0.575184051	0	NaN	880000000	1.874673944	NaN	NaN	NaN	NaN	2
79870	1607000	0.138724943	1048830	4.999277561	276840	1947441	283560	1120770000	5118550000	4.39907786	4008090000	1110460000	68000000	6239320000	NaN	90000000	9000000	-54840000	-1040480000	493900000	921330000	-187471573.8	499680000	579750000	80070000	-270168426.2	491740000	26740000	NaN	NaN	80290000	5612450000	0.150798647	4929420000	683030000	NaN	5692740000	499680000	2.348318861	189120000	5880000	488959991.5	2.297938621	1946000000	42	120000000	5.243609351	2
32860	2820000	0.044676454	2545315	0.468129991	995450	16542180	1001450	1556000000	18253000000	3.815892998	13169000000	5084000000	40000000	19809000000	0.0073932	205000000	142000000	-192000000	345000000	-4203000000	-8390000000	-73624915.42	631000000	1176000000	545000000	-1095375085	3666000000	608000000	211000000	2.275914141	1901000000	14050000000	1.003128034	4779000000	9271000000	55000000	15951000000	636000000	0.940414985	34000000	0	3107000000	4.594134209	14173000000	649	2463000000	22.12838597	1
73380	369000	0.113085563	322179	0.01980198	101000	85361	117600	15600785.93	606530555.7	NaN	552827850.3	53702705.43	NaN	622131341.6	NaN	1600080.609	NaN	-59803012.75	-7300367.777	-403620333.5	-454822913	-64503249.53	36701848.96	36701848.96	NaN	-57102876.72	351117688.5	NaN	NaN	NaN	8300418.157	202910222.2	NaN	98004937.28	104905284.9	NaN	211210640.3	36701848.96	5.291989368	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
301390	14450000	0.366024923	6762316	9.39852635	499440	22366038	505990	23037517031	1.44435E+11	6.316097098	1.18909E+11	25526117556	1447370353	1.67472E+11	1.134708312	1842816866	1022739624	-2233973439	-7455318307	2884818093	-16065981699	-1608247112	2560464077	2031772887	-528691189.6	-24279929096	2336526775	6581943737	1920718011	4.318460283	15582198725	1.4732E+11	3.740506095	1.02843E+11	44476917349	214088034	1.62902E+11	9623214732	1.546074933	NaN	146653324.1	3495279053	0.561554894	2.42779E+11	357	2.50951E+11	113.9218325	3
10050	884000	0.624472836	288224	0.283085633	42390	629158	45230	110292356.5	3420219219	4.437525531	2830575907	589643312.7	2909349.75	3530511576	0.846478167	10607263.64	2192880.63	-398235485.9	1868915.716	-500553151.1	-1018822310	-35611573.49	110201926.9	255523849.7	145321922.7	-106286111.4	100448749.4	-650404.1599	17123071.77	1.545525681	112161272.3	2919666068	1.065208891	1811753597	1107912471	1349056.724	3031827341	150222440.2	3.177370934	NaN	172249086.5	1684442.043	0.035627814	NaN	NaN	NaN	NaN	3
