Agricultural land (sq. km)	Arable land (hectares)	Arable land (hectares per person)	Land under cereal production (hectares)	Permanent cropland (% of land area)	Land area (sq. km)	Cereal production (metric tons)	Surface area (sq. km)	Income payments (BoP, current US$)	Imports of goods and services (BoP, current US$)	Insurance and financial services (% of service imports, BoP)	Goods imports (BoP, current US$)	Service imports (BoP, current US$)	Royalty and license fees, payments (BoP, current US$)	Imports of goods, services and income (BoP, current US$)	Foreign direct investment, net outflows (% of GDP)	Private current transfers, payments (BoP, current US$)	Workers' remittances and compensation of employees, paid (current US$)	Current account balance (BoP, current US$)	Net income (BoP, current US$)	Net trade in goods and services (BoP, current US$)	Net trade in goods (BoP, current US$)	Net errors and omissions, adjusted (BoP, current US$)	Foreign direct investment, net (BoP, current US$)	Private capital flows, total (BoP, current US$)	Portfolio investment, excluding LCFAR (BoP, current US$)	Changes in net reserves (BoP, current US$)	Net current transfers (BoP, current US$)	Net capital account (BoP, current US$)	ICT service exports (BoP, current US$)	ICT service exports (% of service exports, BoP)	Income receipts (BoP, current US$)	Exports of goods and services (BoP, current US$)	Insurance and financial services (% of service exports, BoP)	Goods exports (BoP, current US$)	Service exports (BoP, current US$)	Royalty and license fees, receipts (BoP, current US$)	Exports of goods, services and income (BoP, current US$)	Foreign direct investment, net inflows (BoP, current US$)	Foreign direct investment, net inflows (% of GDP)	Profit remittances on FDI (current US$)	Portfolio equity, net inflows (BoP, current US$)	Workers' remittances and compensation of employees, received (current US$)	Workers' remittances and compensation of employees, received (% of GDP)	Market capitalization of listed companies (current US$)	Listed domestic companies, total	Stocks traded, total value (current US$)	Stocks traded, turnover ratio (%)	Income
20	2000	0.031830408	NaN	NaN	180	NaN	180	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
200	1000	0.02188088	NaN	NaN	470	NaN	470	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
380540	7910000	0.471619562	2562000	0.220781013	652230	3418000	652230	18500000	1400900000	9.174311927	1204700000	196200000	NaN	1419400000	NaN	NaN	NaN	-450600000	1900000	-579800000	-417000000	207577103.2	NaN	NaN	NaN	-70177103.2	127300000	NaN	NaN	NaN	20400000	821100000	NaN	787700000	33400000	NaN	841500000	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	0
574000	2900000	0.330046074	688800	0.401058795	1246700	321000	1246700	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	67140000	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
11130	589000	0.20373545	350400	4.525547445	27400	1039400	28750	1100000	372300000	3.979057592	353200000	19100000	NaN	373400000	NaN	NaN	NaN	-28100000	3200000	-37800000	-34100000	7600000	NaN	NaN	NaN	12000000	6500000	NaN	NaN	NaN	4300000	334500000	4.675324675	319100000	15400000	NaN	338800000	NaN	NaN	0	0	NaN	NaN	NaN	NaN	NaN	NaN	1
2320	24000	0.018764513	952	0.09569378	83600	1536	83600	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	170240000	0.407195241	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
1285170	27000000	0.903017795	12337485	0.366501138	2736690	31849300	2780400	5999000000	6407000000	NaN	4118000000	2289000000	446000000	12406000000	NaN	19000000	22000000	-2495000000	-5701000000	3204000000	3982000000	-54631677.38	268000000	1027000000	759000000	-166368322.6	2000000	NaN	NaN	NaN	298000000	9611000000	0.330906684	8100000000	1511000000	4000000	9909000000	268000000	0.338845892	440000000	0	32000000	0.040459211	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	28480	NaN	29740	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
40	1000	0.026520978	NaN	15	200	NaN	200	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
130	8000	0.119938232	17	2.272727273	440	29	440	5500000	180800000	4.907508161	150166666.7	30633333.33	NaN	186300000	NaN	1500000	NaN	600000	-400000	-13500000	-114966666.7	-100000	4400000	4400000	NaN	-7100000	14500000	NaN	NaN	NaN	5100000	167300000	NaN	35200000	132100000	NaN	172400000	4400000	2.535860701	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	2
