Agricultural land (sq. km)	Arable land (hectares)	Arable land (hectares per person)	Land under cereal production (hectares)	Permanent cropland (% of land area)	Land area (sq. km)	Cereal production (metric tons)	Surface area (sq. km)	Income payments (BoP, current US$)	Imports of goods and services (BoP, current US$)	Insurance and financial services (% of service imports, BoP)	Goods imports (BoP, current US$)	Service imports (BoP, current US$)	Royalty and license fees, payments (BoP, current US$)	Imports of goods, services and income (BoP, current US$)	Foreign direct investment, net outflows (% of GDP)	Private current transfers, payments (BoP, current US$)	Workers' remittances and compensation of employees, paid (current US$)	Current account balance (BoP, current US$)	Net income (BoP, current US$)	Net trade in goods and services (BoP, current US$)	Net trade in goods (BoP, current US$)	Net errors and omissions, adjusted (BoP, current US$)	Foreign direct investment, net (BoP, current US$)	Private capital flows, total (BoP, current US$)	Portfolio investment, excluding LCFAR (BoP, current US$)	Changes in net reserves (BoP, current US$)	Net current transfers (BoP, current US$)	Net capital account (BoP, current US$)	ICT service exports (BoP, current US$)	ICT service exports (% of service exports, BoP)	Income receipts (BoP, current US$)	Exports of goods and services (BoP, current US$)	Insurance and financial services (% of service exports, BoP)	Goods exports (BoP, current US$)	Service exports (BoP, current US$)	Royalty and license fees, receipts (BoP, current US$)	Exports of goods, services and income (BoP, current US$)	Foreign direct investment, net inflows (BoP, current US$)	Foreign direct investment, net inflows (% of GDP)	Profit remittances on FDI (current US$)	Portfolio equity, net inflows (BoP, current US$)	Workers' remittances and compensation of employees, received (current US$)	Workers' remittances and compensation of employees, received (% of GDP)	Market capitalization of listed companies (current US$)	Listed domestic companies, total	Stocks traded, total value (current US$)	Stocks traded, turnover ratio (%)	Income
20	2000	0.02261369	NaN	NaN	180	NaN	180	80927374.3	2655106145	0.839477396	1993614525	661491620.1	480446.9274	2736033520	-0.103761347	74363128.49	32407821.66	-435513966.5	-42675977.65	-339905027.9	-604167597.8	-17881635.68	469329608.9	459229050.3	-10100558.66	-2849162.011	-52932960.89	1596719.482	12603351.96	1.361414519	38251396.65	2315201117	0.179228773	1389446927	925754189.9	NaN	2353452514	463016759.8	26.87418879	NaN	-22346.36872	6368715.286	0.369649809	NaN	NaN	NaN	NaN	3
180	1000	0.015628663	NaN	NaN	470	NaN	470	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
377530	7653000	0.303506782	2530131	0.153320148	652230	3253969	652230	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6040000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
574000	3000000	0.22203185	872348	0.320847036	1246700	541183	1246700	1396170000	5703640000	2.348375062	3109080000	2594560000	1660000	7099810000	NaN	92780000	263070007.3	-1710410000	-1372030000	-394130000	2047450000	-78934074.28	2471460000	2471460000	NaN	-530065925.7	55750000	6770000	NaN	NaN	24140000	5309510000	10.28238985	5156530000	152980000	2790000	5333650000	2471460000	40.15708695	653440000	0	NaN	NaN	NaN	NaN	NaN	NaN	2
11450	577000	0.187781204	177800	4.452554745	27400	497500	28750	10200000	1101100000	18.63887186	938000000	163100000	NaN	1111300000	NaN	180100000	NaN	-155400000	75300000	-556700000	-663000000	206192160.6	41200000	41200000	NaN	-107192160.6	326000000	22600000	25800000	9.576837416	85500000	544400000	0.334075724	275000000	269400000	NaN	629900000	41200000	1.199626443	0	0	407200012.2	11.85650248	NaN	NaN	NaN	NaN	1
5210	43000	0.014842746	51	2.06937799	83600	212	83600	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-985340000	-1.166835753	NaN	NaN	NaN	NaN	7686981662	53	NaN	NaN	3
1286800	27800000	0.760788647	10453655	0.365404923	2736690	35035746	2780400	13565489186	32933076781	5.212983278	24103200000	8829876781	582160100.1	46498565966	0.61027954	297532920.4	250300003.1	-11942825328	-7490377337	-4905758056	-794600000	-641762280.4	22257413390	15472501791	-6784911598	-2012645537	453310064.8	298200000	262026704.3	5.552920603	6075111849	28027318725	0.122914722	23308600000	4718718725	25406457.61	34102430574	23987696390	8.46058149	2099900000	-10772717669	64300003.05	0.022678935	83887408700	129	7780970000	12.04303607	2
13230	450000	0.145601665	164834	1.334269663	28480	297104	29740	38640000	919220000	6.625562238	721350000	197870000	NaN	957860000	NaN	22580000	12350000.38	-307050000	54930000	-536100000	-474040000	13109785.63	122040000	123680000	1640000	-4789785.626	174120000	12550000	32340000	23.81267948	93570000	383120000	2.694941462	247310000	135810000	NaN	476690000	122040000	6.612905897	13970000	-320000	94650001.53	5.128741013	NaN	NaN	NaN	NaN	1
50	2000	0.03529391	NaN	15	200	NaN	200	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
130	8000	0.105283938	29	2.272727273	440	81	440	35139629.63	529322433.3	15.26968015	352705185.2	176617248.1	260000	564462063	NaN	2833333.333	1581851.84	-60425901.11	-23445185.19	-56490324.81	-314823129.6	1094770.104	51792533.33	54477718.52	2685185.185	-10387017.14	19509608.89	17622222.22	NaN	NaN	11694444.44	472832108.5	6.962704955	37882055.56	434950053	NaN	484526553	51792533.33	7.945445595	NaN	NaN	21838888.17	3.35028404	NaN	NaN	NaN	NaN	2
