Agricultural land (sq. km)	Arable land (hectares)	Arable land (hectares per person)	Land under cereal production (hectares)	Permanent cropland (% of land area)	Land area (sq. km)	Cereal production (metric tons)	Surface area (sq. km)	Income payments (BoP, current US$)	Imports of goods and services (BoP, current US$)	Insurance and financial services (% of service imports, BoP)	Goods imports (BoP, current US$)	Service imports (BoP, current US$)	Royalty and license fees, payments (BoP, current US$)	Imports of goods, services and income (BoP, current US$)	Foreign direct investment, net outflows (% of GDP)	Private current transfers, payments (BoP, current US$)	Workers' remittances and compensation of employees, paid (current US$)	Current account balance (BoP, current US$)	Net income (BoP, current US$)	Net trade in goods and services (BoP, current US$)	Net trade in goods (BoP, current US$)	Net errors and omissions, adjusted (BoP, current US$)	Foreign direct investment, net (BoP, current US$)	Private capital flows, total (BoP, current US$)	Portfolio investment, excluding LCFAR (BoP, current US$)	Changes in net reserves (BoP, current US$)	Net current transfers (BoP, current US$)	Net capital account (BoP, current US$)	ICT service exports (BoP, current US$)	ICT service exports (% of service exports, BoP)	Income receipts (BoP, current US$)	Exports of goods and services (BoP, current US$)	Insurance and financial services (% of service exports, BoP)	Goods exports (BoP, current US$)	Service exports (BoP, current US$)	Royalty and license fees, receipts (BoP, current US$)	Exports of goods, services and income (BoP, current US$)	Foreign direct investment, net inflows (BoP, current US$)	Foreign direct investment, net inflows (% of GDP)	Profit remittances on FDI (current US$)	Portfolio equity, net inflows (BoP, current US$)	Workers' remittances and compensation of employees, received (current US$)	Workers' remittances and compensation of employees, received (% of GDP)	Market capitalization of listed companies (current US$)	Listed domestic companies, total	Stocks traded, total value (current US$)	Stocks traded, turnover ratio (%)	Income
NaN	NaN	NaN	NaN	NaN	51000	NaN	51210	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	202840	NaN	207600	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
970	46000	0.298995588	14342	0.306882946	22810	29121	22970	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
10	1000	0.018248175	NaN	NaN	50	NaN	50	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
341360	2018000	0.361050553	558838	0.108926429	1083300	700371	1098580	419100000	717700000	6.224627876	496000000	221700000	3000000	1136800000	0.001787592	1200000	2299999.952	-173625000	-410700000	192300000	331700000	4065284.994	61100000	46100000	-15000000	-27840284.99	44775000	700000	NaN	NaN	8400000	910000000	10.14580802	827700000	82300000	NaN	918400000	61200000	1.094006162	23600000	0	2700000.048	0.048264979	NaN	NaN	NaN	NaN	1
2281360	47000000	0.368585033	21903955	0.84355665	8459420	33838285	8514880	14981000000	24792000000	1.871410043	19395000000	5397000000	31000000	39773000000	0.133483714	190000000	168000000	-16317000000	-13494000000	-2810000000	778000000	-374558561.9	2534000000	2533000000	-1000000	5200558562	-13000000	5000000	NaN	NaN	1487000000	21982000000	4.64344942	20173000000	1809000000	15000000	23469000000	2910000000	1.03307874	2419000000	16000000	57000000	0.020235563	NaN	NaN	NaN	NaN	2
190	16000	0.063793564	800	2.325581395	430	2000	430	31000000	665050000	13.35053209	510000000	155050000	2150000	696050000	0.050535178	5450000	550000.0119	-32750000	-10050000	-45550000	-251800000	4262314.922	4150000	-1750000	-5900000	-912314.9222	22850000	NaN	NaN	NaN	20950000	619500000	3.722668143	258200000	361300000	450000	640450000	4650000	0.469977156	NaN	-3300000	9050000.191	0.914686742	NaN	NaN	NaN	NaN	3
130	3000	0.014903056	1596	0.759013283	5270	2366	5770	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
4180	135000	0.297492469	115017	0.382978723	47000	166230	47000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
260060	405000	0.378608348	67100	0.001764509	566730	19320	581730	45063382.56	761415774.3	4.588235294	579802573	181613201.3	NaN	806479156.8	NaN	21269139.61	25542390.82	-144610725.5	37293833.84	-198317731	-119165453.4	101993549.3	21074900.89	21074900.89	NaN	-54890660.16	16413171.66	6701235.768	NaN	NaN	82357216.4	563098043.3	3.687203791	460637119.6	102460923.7	NaN	645455259.7	21074900.89	2.077139593	15344858.72	0	56426345.83	5.561373579	NaN	NaN	NaN	NaN	2
49600	1880000	0.779702519	214920	0.128415037	622980	120200	622980	12235488.13	256105899.7	5.103540987	149711089.2	106394810.5	NaN	268341387.8	0.045953442	20997774.52	17714208.6	-42642700.16	-7262971.671	-90147402.12	-25306883.03	2124792.604	8809935.831	8809935.831	NaN	23377578.73	54767673.63	NaN	NaN	NaN	4972516.459	165958497.6	2.446722812	124404206.1	41554291.46	NaN	170931014.1	9153812.428	1.223256216	645149.0142	0	36517.8697	0.004880012	NaN	NaN	NaN	NaN	0
662760	45106000	1.789778589	21480700	0.649254248	9093510	53333200	9984670	20845903596	66790058940	NaN	55161943674	11628115266	NaN	87635962537	0.77008429	610803264.2	NaN	1816196245	-9562850843	11505055258	15097318672	-1880473964	-2281059692	6856131573	9137191265	495854726.8	-126008170.5	1262162736	NaN	NaN	11283052753	78295114199	NaN	70259262346	8035851852	NaN	89578166952	90047128.36	0.029245363	NaN	-249801021.2	NaN	NaN	NaN	NaN	NaN	NaN	3
20200	391000	0.061176826	175930	0.5	40000	928900	41280	7432490676	44025007082	1.387866488	39292100882	4732906200	NaN	51457497758	NaN	1088522491	2755784424	2534139471	4526480405	-972774618.9	-3219186796	13043833391	NaN	-12479590209	-12479590209	-3365834106	-1019566315	NaN	NaN	NaN	11958971081	43052232463	4.84123583	36072914086	6979318377	NaN	55011203544	NaN	NaN	NaN	0	527022216.8	0.511090643	NaN	NaN	NaN	NaN	3
80	3000	0.023116577	NaN	NaN	190	NaN	190	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
166000	3580000	0.310567789	656950	0.295885842	743530	1447650	756090	2514000000	5053000000	1.631205674	3643000000	1410000000	33000000	7567000000	NaN	53000000	81000000	-2304000000	-2002000000	-411000000	63000000	-69173964.42	401000000	384000000	-17000000	1339173964	109000000	NaN	NaN	NaN	512000000	4642000000	1.858974359	3706000000	936000000	NaN	5154000000	401000000	1.647532988	134000000	0	NaN	NaN	NaN	NaN	NaN	NaN	2
4492000	97750000	0.096913635	91007526	0.36976999	9327420	315364047	9599960	641000000	18900000000	4.397233202	16876000000	2024000000	NaN	19541000000	0.021655332	13000000	3000000	5674000000	451000000	4737000000	4249000000	292966312.3	386000000	407000000	21000000	-6304966312	486000000	NaN	NaN	NaN	1092000000	23637000000	8.041401274	21125000000	2512000000	NaN	24729000000	430000000	0.211631655	1000000	0	617320000	0.30382431	NaN	NaN	NaN	NaN	2
90100	5910000	0.612336752	1079632	2.327008102	472710	961200	475440	209064798.5	1969621682	6.27888156	1217566607	752055074.9	NaN	2178686480	0.058594841	109766627.1	98050476.07	-385740988.7	-194214198.5	-184415237.1	140319910.6	3908906.091	107149513.2	107149513.2	NaN	10293199.81	-7111553.054	NaN	NaN	NaN	14850599.95	1785206444	6.092436975	1357886517	427319927.3	NaN	1800057044	111440362.7	1.521803599	130247065.1	0	19019723.89	0.259728913	NaN	NaN	NaN	NaN	1
453230	3743000	0.133182685	1482110	1.333934205	1109500	3617860	1141750	1493696740	6703630330	12.13158862	5357557650	1346072680	11000000	8197327070	0.07442	10832080	35328319.55	-3053797000	-968408520	-2254764420	-2243789480	-52457982.95	337000000	330375940	-6624060	874078293	169375940	NaN	NaN	NaN	525288220	4448865910	12.47825249	3113768170	1335097740	26000000	4974154130	366000000	0.939231722	311368420	0	87000000	0.223259999	NaN	NaN	NaN	NaN	2
1100	75000	0.212816671	17200	10.75268817	1860	18200	1860	712104.4746	50516813.15	2.96371692	25103204.32	25413608.83	NaN	51228917.63	NaN	4771708.616	4771708.488	-10958496.64	553859.0358	-28377667.63	-5520331.269	-3748177.601	NaN	404743.1415	404743.1415	-3710660.293	16865311.96	NaN	NaN	NaN	1265963.51	22139145.52	NaN	19582873.05	2556272.473	NaN	23405109.03	150000	0.140070326	0	0	2367595.196	2.210865537	NaN	NaN	NaN	NaN	0
650	38000	0.12328456	10000	0.496277916	4030	4400	4030	6132776.761	109328110.7	0.522022838	96709172.01	12618938.7	NaN	115460887.5	NaN	754803.2937	NaN	-14838746.57	-4472209.515	-77900846.3	-92736161.94	-1860026.163	NaN	NaN	NaN	-4957219.949	67534309.24	NaN	NaN	NaN	1660567.246	31427264.41	0.009997501	3973010.064	27454254.35	NaN	33087831.66	NaN	NaN	0	0	25852012.63	18.38290065	NaN	NaN	NaN	NaN	1
26790	283000	0.114225793	146757	4.484919702	51060	255755	51100	400800000	1045200000	6.07573866	804900000	240300000	2900000	1446000000	0.092073216	6900000	600000.0238	-266700000	-368600000	66000000	64100000	163697504.5	26500000	24600000	-1900000	-125297504.5	35900000	NaN	NaN	NaN	32200000	1111200000	0.701899257	869000000	242200000	NaN	1143400000	28900000	1.108714972	-2500000	0	5599999.905	0.2148375	NaN	NaN	NaN	NaN	2
60830	3050000	0.307907354	228700	3.258845438	107400	615852	109890	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10000	4.77247E-05	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
20	0	0	NaN	0	240	NaN	260	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19930000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
1730	103000	0.148888683	51560	7.034632035	9240	91684	9250	89401053.72	1384769733	1.071428571	1090272144	294497588.7	210355.4205	1474170787	NaN	1051777.103	7783150.673	-178171041.2	25873716.72	-253478281.7	-536195966.9	20514977.85	71520842.97	71520842.97	NaN	-140207212.1	49433523.82	22087319.15	NaN	NaN	115274770.4	1131291451	NaN	554076177.6	577215273.9	NaN	1246566222	71520842.97	3.312311945	NaN	0	79724700.93	3.69225345	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	77270	NaN	78870	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
183960	11975000	0.152872277	7583941	1.400624409	349130	34645739	356970	14237300692	1.92011E+11	0.746080511	1.51682E+11	40329114695	1116646533	2.06249E+11	0.401847519	5737276324	4480540527	5511893343	1013448926	15445842102	24112080317	-2758672932	-2259195166	-5442850684	-3183655519	-3441681647	-10947397685	-783801354.8	NaN	NaN	15250749617	2.07457E+11	1.204993172	1.75794E+11	31662876480	561911840.7	2.22708E+11	760702889.3	0.101224135	NaN	204903549	2231766357	0.296973526	NaN	NaN	NaN	NaN	3
190	6000	0.079823324	170	14.66666667	750	240	750	800000	50100000	6.243980738	43177777.78	6922222.222	NaN	50900000	NaN	2900000	NaN	-7805444.444	200000	-18400000	-18077777.78	-764240.2862	200000	292592.5926	92592.59259	1536351.397	10394555.56	NaN	NaN	NaN	1000000	31700000	NaN	25100000	6600000	NaN	32700000	200000	0.277577881	0	0	7500000	10.40917053	NaN	NaN	NaN	NaN	2
28870	2630000	0.513891684	1767775	0.330344502	42380	7992675	43090	3297555739	21017193888	1.775568305	16479118456	4538075432	NaN	24314749627	0.138657806	110492151.4	NaN	-2258898414	-2151852912	78092703.95	-794268390.9	-489054448	52129123.11	-88933923.63	-141063046.7	256973788.5	-185138205.3	NaN	NaN	NaN	1145702827	21095286592	2.992540907	15684850065	5410436527	NaN	22240989418	133850097.3	0.227106456	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	3
26300	1075000	0.177254621	131252	7.346854305	48320	492708	48670	259200000	1534600000	4.507753336	1257300000	277300000	NaN	1793800000	NaN	NaN	NaN	-442600000	-254800000	-392800000	-489600000	-31099527.49	-1400000	-1400000	NaN	146799527.5	205000000	NaN	NaN	NaN	4400000	1141800000	0.307404437	767700000	374100000	NaN	1146200000	-1400000	-0.017579105	0	0	190000000	2.385735734	NaN	NaN	NaN	NaN	2
391070	6881000	0.342412447	2569300	0.263672777	2381740	1524398	2381740	2317629745	12560015827	6.189888011	9915526902	2644488925	1306565.674	14877645572	0.025048215	165716079.7	126301345.8	-183136955.3	-1989246239	1477290256	3593708887	-87630427.17	-64892761.82	-67723654.12	-2830892.294	1069514531	328819028	NaN	NaN	NaN	328383506.1	14037306082	6.078350515	13509235789	528070293.3	NaN	14365689589	-53569192.64	-0.118497324	707069790.7	-2830892.294	507000000	1.121505482	NaN	NaN	NaN	NaN	2
69600	1552000	0.184695195	418234	3.568848432	276840	786325	283560	1026000000	2910000000	8.630705394	2187000000	723000000	20000000	3936000000	NaN	NaN	125000000	-1182000000	-1000000000	-202000000	140000000	-801806479.1	40000000	40000000	NaN	338806479.1	20000000	NaN	NaN	NaN	26000000	2708000000	13.43832021	2327000000	381000000	NaN	2734000000	40000000	0.303160649	80000000	0	NaN	NaN	NaN	NaN	NaN	NaN	2
24690	2305000	0.048903587	2027218	0.164749611	995450	8521849	1001450	1092285715	10460142872	3.635030379	7732714297	2727428575	NaN	11552428587	0.031259321	NaN	NaN	-1850714287	-690000000.1	-3642000005	-3714714291	147681093.7	285571429	285714286.1	142857.1431	-214252523.2	2481285718	NaN	NaN	NaN	402285714.9	6818142867	0.219376562	4018000006	2800142861	NaN	7220428582	293571429	1.147105459	10285714.3	0	2439142822	9.530743696	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	101000	NaN	117600	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
311910	15565000	0.410222702	7452404	9.854643014	499460	13147918	505990	4095124974	36495081174	5.727326208	30542100857	5952980317	149580577.4	40590206147	0.26857076	204390449	16502719.88	-4548243516	-2159497899	-3665235294	-9253770946	-1193611536	1271590058	1203706661	-67883397.66	3104368002	1276489677	303259315	NaN	NaN	1935627074	32829845880	2.204289674	21288329911	11541515969	36293329.49	34765472954	1782685066	0.936767286	NaN	12627517.95	1581557617	0.831078615	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	42390	NaN	45230	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	1101000	NaN	1221900	27439613.54	887584541.5	NaN	675217391.6	212367149.9	NaN	915024155	NaN	2657004.832	289855.063	-194927536.3	13961352.66	-349661835.9	-272415459.1	10795639.74	NaN	NaN	NaN	75436244.36	140772946.9	-289855.0726	NaN	NaN	41400966.2	537922705.6	0.332499106	402801932.6	135120773	NaN	579323671.8	NaN	NaN	0	0	10193236.35	0.133262123	NaN	NaN	NaN	NaN	0
24880	2325000	0.481672317	1169500	0.009849306	304590	3417600	338150	1765907029	15163812868	1.992718089	12641290053	2522522815	89499618.33	16929719897	0.149788929	107554884.3	12288872.72	-923075101.5	-1194565613	401022677.9	200565279.2	-4595614.253	-77244991.28	436190892	513435883.3	-196364296.5	-129532166.4	-5616271.403	NaN	NaN	571341415.6	15564835546	3.124358825	12841855332	2722980214	4367760.07	16136176962	910574.1328	0.001745159	NaN	0	107548988.3	0.206122848	NaN	NaN	NaN	NaN	3
316460	17651000	0.316683501	9719100	2.505158216	547670	48668500	549190	25254904461	1.3687E+11	5.486964631	1.08833E+11	28037215631	905672553	1.62125E+11	0.495771922	3208961219	4341056641	-12082174631	184030783.6	-7643987881	-15449189609	-958240444.8	-1263379265	5931403861	7194783127	3768730283	-4622217533	NaN	NaN	NaN	25438935244	1.29226E+11	4.14318892	93383932265	35842417359	374878716.6	1.54665E+11	1585298782	0.275898719	NaN	NaN	1337885498	0.232839954	NaN	NaN	NaN	NaN	3
