Agricultural land (sq. km)	Arable land (hectares)	Arable land (hectares per person)	Land under cereal production (hectares)	Permanent cropland (% of land area)	Land area (sq. km)	Cereal production (metric tons)	Surface area (sq. km)	Income payments (BoP, current US$)	Imports of goods and services (BoP, current US$)	Insurance and financial services (% of service imports, BoP)	Goods imports (BoP, current US$)	Service imports (BoP, current US$)	Royalty and license fees, payments (BoP, current US$)	Imports of goods, services and income (BoP, current US$)	Foreign direct investment, net outflows (% of GDP)	Private current transfers, payments (BoP, current US$)	Workers' remittances and compensation of employees, paid (current US$)	Current account balance (BoP, current US$)	Net income (BoP, current US$)	Net trade in goods and services (BoP, current US$)	Net trade in goods (BoP, current US$)	Net errors and omissions, adjusted (BoP, current US$)	Foreign direct investment, net (BoP, current US$)	Private capital flows, total (BoP, current US$)	Portfolio investment, excluding LCFAR (BoP, current US$)	Changes in net reserves (BoP, current US$)	Net current transfers (BoP, current US$)	Net capital account (BoP, current US$)	ICT service exports (BoP, current US$)	ICT service exports (% of service exports, BoP)	Income receipts (BoP, current US$)	Exports of goods and services (BoP, current US$)	Insurance and financial services (% of service exports, BoP)	Goods exports (BoP, current US$)	Service exports (BoP, current US$)	Royalty and license fees, receipts (BoP, current US$)	Exports of goods, services and income (BoP, current US$)	Foreign direct investment, net inflows (BoP, current US$)	Foreign direct investment, net inflows (% of GDP)	Profit remittances on FDI (current US$)	Portfolio equity, net inflows (BoP, current US$)	Workers' remittances and compensation of employees, received (current US$)	Workers' remittances and compensation of employees, received (% of GDP)	Market capitalization of listed companies (current US$)	Listed domestic companies, total	Stocks traded, total value (current US$)	Stocks traded, turnover ratio (%)	Income
20	2000	0.032181763	NaN	NaN	180	NaN	180	22569832.4	715754189.9	1.039337474	580837988.8	134916201.1	NaN	738324022.3	NaN	32960893.85	NaN	-158156424.6	-7765363.128	-149273743	-425363128.5	-2402234.637	130502793.3	124078212.3	-6424581.006	-11675977.65	-1117318.436	NaN	NaN	NaN	14804469.27	566480446.9	0.358841919	155474860.3	411005586.6	NaN	581284916.2	130502793.3	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	3
180	1000	0.018949084	NaN	NaN	470	NaN	470	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
380400	7910000	0.415797618	2253000	0.199316192	652230	2705000	652230	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
574040	2900000	0.280598491	774281	0.401058795	1246700	248500	1246700	775900000	3385500000	1.8847452	1578200000	1807300000	NaN	4161400000	0.008771765	140000000	150000000	-235500000	-765300000	606900000	2305700000	-19093872.8	-335700000	-335700000	NaN	-1506127.2	-77100000	NaN	NaN	NaN	10600000	3992400000	2.737327189	3883900000	108500000	NaN	4003000000	-334800000	-3.263096398	314100000	0	NaN	NaN	NaN	NaN	NaN	NaN	2
11210	579000	0.176015502	321000	4.562043796	27400	897000	28750	1900000	485000000	2.920962199	455900000	29100000	NaN	486900000	NaN	NaN	NaN	-118300000	-1900000	-131400000	-133800000	-2000000	NaN	NaN	NaN	32000000	15000000	NaN	NaN	NaN	NaN	353600000	2.222222222	322100000	31500000	NaN	353600000	NaN	NaN	0	0	NaN	NaN	NaN	NaN	NaN	NaN	1
2850	35000	0.019351536	1298	0.23923445	83600	2877	83600	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-115820000	-0.22843531	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
1273900	26400000	0.808763021	9014945	0.372713022	2736690	20123600	2780400	6254000000	6846000000	NaN	3726000000	3120000000	409000000	13100000000	NaN	17000000	94080001.83	4552000000	-4400000000	7954000000	8628000000	714633507.4	1836000000	527000000	-1309000000	-3378633507	998000000	NaN	NaN	NaN	1854000000	14800000000	0.040883074	12354000000	2446000000	4000000	16654000000	1836000000	1.298881665	637000000	0	22840000.15	0.016158201	3270000128	179	852000000	22.75033339	2
NaN	NaN	NaN	NaN	NaN	28480	NaN	29740	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
40	1000	0.021253082	NaN	15	200	NaN	200	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
130	8000	0.128613228	21	2.272727273	440	50	440	47814814.81	340559259.3	8.551194419	235440740.7	105118518.5	NaN	388374074.1	NaN	4644444.444	6311110.973	-30985185.19	-45325925.93	4740740.741	-202014814.8	-35388888.89	60607407.41	60607407.41	NaN	592592.5926	9600000	5207407.407	NaN	NaN	2488888.889	345300000	1.00111631	33425925.93	311874074.1	NaN	347788888.9	60607407.41	15.47803743	NaN	0	12533333.78	3.200787125	NaN	NaN	NaN	NaN	2
