Agricultural land (sq. km)	Arable land (hectares)	Arable land (hectares per person)	Land under cereal production (hectares)	Permanent cropland (% of land area)	Land area (sq. km)	Cereal production (metric tons)	Surface area (sq. km)	Income payments (BoP, current US$)	Imports of goods and services (BoP, current US$)	Insurance and financial services (% of service imports, BoP)	Goods imports (BoP, current US$)	Service imports (BoP, current US$)	Royalty and license fees, payments (BoP, current US$)	Imports of goods, services and income (BoP, current US$)	Foreign direct investment, net outflows (% of GDP)	Private current transfers, payments (BoP, current US$)	Workers' remittances and compensation of employees, paid (current US$)	Current account balance (BoP, current US$)	Net income (BoP, current US$)	Net trade in goods and services (BoP, current US$)	Net trade in goods (BoP, current US$)	Net errors and omissions, adjusted (BoP, current US$)	Foreign direct investment, net (BoP, current US$)	Private capital flows, total (BoP, current US$)	Portfolio investment, excluding LCFAR (BoP, current US$)	Changes in net reserves (BoP, current US$)	Net current transfers (BoP, current US$)	Net capital account (BoP, current US$)	ICT service exports (BoP, current US$)	ICT service exports (% of service exports, BoP)	Income receipts (BoP, current US$)	Exports of goods and services (BoP, current US$)	Insurance and financial services (% of service exports, BoP)	Goods exports (BoP, current US$)	Service exports (BoP, current US$)	Royalty and license fees, receipts (BoP, current US$)	Exports of goods, services and income (BoP, current US$)	Foreign direct investment, net inflows (BoP, current US$)	Foreign direct investment, net inflows (% of GDP)	Profit remittances on FDI (current US$)	Portfolio equity, net inflows (BoP, current US$)	Workers' remittances and compensation of employees, received (current US$)	Workers' remittances and compensation of employees, received (% of GDP)	Market capitalization of listed companies (current US$)	Listed domestic companies, total	Stocks traded, total value (current US$)	Stocks traded, turnover ratio (%)	Income
NaN	NaN	NaN	385422	NaN	NaN	2373538	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1508718384	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2736618164	1.686957285	74599997440	184	7708000256	11.54756608	3
22200	1620000	0.350104188	661838	0.903995661	110620	565013	112620	36103762.88	369625179.6	5.99849919	250570283.4	119054896.3	NaN	405728942.5	NaN	17496096.52	15151329.99	-13422534.8	-30521776.44	-81247729.42	-62666081.2	13645734.33	62096190.07	61393387.04	-702803.0316	6707341.152	98346971.07	89010850.33	NaN	NaN	5581986.434	288377450.2	4.372609339	187904202.2	100473248	NaN	293959436.6	62096190.07	4.133445642	239805.6732	0	91336494.45	6.079832507	NaN	NaN	NaN	NaN	0
104430	9553000	0.093035144	11153337	2.227855881	130170	27886233	144000	196932135.1	4026495197	4.941984472	3300061977	726433219.7	NaN	4223427332	NaN	650759.2191	NaN	-1099566161	-108211961.6	-2387325689	-1995289743	-43113443.37	247908.2739	1952277.657	1704369.383	348226551.5	1395971491	NaN	NaN	NaN	88720173.54	1639169507	0.066722269	1304772234	334397273	NaN	1727889681	247908.2739	0.00092416	0	1704369.383	757979553.2	2.825620734	476000000	116	5000000	1.103752759	0
61680	3848000	0.433481146	2164284	2.693663563	110630	9527377	110990	719000000	9745000000	4.47133758	8960000000	785000000	NaN	10464000000	NaN	66000000	NaN	-769000000	-592000000	-254000000	-692000000	375000000	NaN	NaN	NaN	434000000	77000000	NaN	NaN	NaN	127000000	9491000000	3.074407195	8268000000	1223000000	NaN	9618000000	NaN	NaN	0	0	NaN	NaN	NaN	NaN	NaN	NaN	2
80	2000	0.004184144	NaN	2.898550725	690	NaN	690	738031914.9	3376595745	5.630975143	2820212766	556382978.7	NaN	4114627660	NaN	198936170.2	693882995.6	-193085106.4	-360372340.4	264095744.7	10904255.32	269257892.4	180851063.8	181914893.6	1063829.787	188454873.5	-96808510.64	NaN	NaN	NaN	377659574.5	3640691489	NaN	2831117021	809574468.1	NaN	4018351064	180851063.8	4.680938678	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	51000	NaN	51210	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	202840	NaN	207600	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
1200	52000	0.283842795	17720	0.876808417	22810	28572	22970	19100000	251000000	3.792	188500000	62500000	200000	270100000	NaN	2350000	6000000	-19050000	-9400000	-40750000	-64100000	9062989.2	18650000	18650000	NaN	-15512989.2	31100000	NaN	NaN	NaN	9700000	210250000	NaN	124400000	85850000	2900000	219950000	18650000	5.135618664	4800000	0	21950000.76	6.04433424	NaN	NaN	NaN	NaN	1
10	1000	0.016778523	NaN	NaN	50	NaN	50	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
354700	2090000	0.321122632	624287	0.166158959	1083300	845276	1098580	283000000	1027700000	9.490274983	729500000	298200000	3200000	1310700000	0.021204506	1300000	7699999.809	-270100000	-259100000	-160900000	-6000000	-32105249.45	-25400000	-25400000	NaN	104805249.5	149900000	6400000	NaN	NaN	23900000	866800000	8.88346127	723500000	143300000	NaN	890700000	-24400000	-0.517389953	15000000	0	8500000	0.180238303	NaN	NaN	NaN	NaN	1
2394320	49900000	0.339251131	21970543	0.783978098	8459420	43934436	8514880	13856000000	24180000000	2.906878486	18263000000	5917000000	70000000	38036000000	0.122886693	10000000	9000000	1002000000	-12546000000	13327000000	16112000000	-819470575.5	608000000	187000000	-421000000	-1700529425	221000000	23000000	NaN	NaN	1310000000	37507000000	1.915708812	34375000000	3132000000	12000000	38817000000	1131000000	0.26574541	2915000000	-57000000	120000000	0.028195799	44400001024	592	16762000384	43.82222279	2
190	16000	0.061874488	840	2.325581395	430	2200	430	60150000	839450000	17.31014001	603750000	235700000	6550000	899600000	0.173129918	10100000	7000000	28200000	-25850000	49300000	-416350000	-48180963	5400000	1150000	-4250000	43080963	4750000	NaN	NaN	NaN	34300000	888750000	6.943751337	187400000	701350000	350000	923050000	8350000	0.4900457	NaN	400000	32000000	1.87801945	NaN	NaN	NaN	NaN	3
120	3000	0.012239303	700	0.759013283	5270	1560	5770	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
4520	130000	0.235014652	92010	0.468085106	47000	93800	47000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
260150	414000	0.308600564	267500	0.001764509	566730	77275	581730	483600601	1413032914	6.751578489	1185079552	227953362.1	NaN	1896633515	NaN	47695010.02	36428863.53	491888911.8	-238822464.3	517101258.4	634576897	-34686844.18	42186013.02	42186013.02	NaN	-576464408	213610117.7	6303086.651	NaN	NaN	244778136.7	1930134172	1.900269542	1819656449	110477723.5	NaN	2174912309	42186013.02	1.368055631	323591535.2	0	49382450.1	1.601429813	NaN	NaN	NaN	NaN	2
50060	1920000	0.669335876	114578	0.138046165	622980	123580	622980	21407072.32	330442813.5	7.486545139	185995160.9	144447652.5	NaN	351849885.8	0.300457855	33083778.75	31184141.16	-33425568.41	-20755051.67	-116783795.5	-37901835.22	1362187.727	-2526580.033	-2526580.033	NaN	-12618683.2	104113278.7	NaN	NaN	NaN	652020.6538	213659018	3.828647925	148093325.7	65565692.28	NaN	214311038.6	1285233.02	0.101305691	1974870.249	0	21943.0029	0.001729609	NaN	NaN	NaN	NaN	0
677820	45438000	1.659593119	21922393	0.715015434	9093510	48089300	9984670	33914903500	1.41994E+11	NaN	1.17569E+11	24424993453	NaN	1.75909E+11	0.948737394	1128920712	NaN	-21768630269	-20483144962	-314749738.3	6560238675	-1562135994	756376026.8	15804759287	15048383260	-692963933	-970735567.9	4629188291	NaN	NaN	13431758538	1.4168E+11	NaN	1.2413E+11	17550005039	NaN	1.55111E+11	6026740458	1.084895383	NaN	3287129454	NaN	NaN	2.91E+11	1146	90120003584	33.81613672	3
20210	391000	0.058824308	208040	0.525	40000	1410700	41280	15302413008	79941623241	1.350202598	70747795154	9193828087	NaN	95244036249	4.929992273	2192704433	6108715332	7280896129	7394593273	1758821462	-4937382085	3413924897	-6698840106	-9910478781	-3211638675	-1368659986	-1872518606	NaN	NaN	NaN	22697006281	81700444703	23.91661441	65810413069	15890031633	NaN	1.04397E+11	2497180494	1.338739992	NaN	5308923086	755107971.2	0.404813846	1.71E+11	177	NaN	NaN	3
80	3000	0.021561638	NaN	NaN	190	NaN	190	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
161690	3070000	0.236954241	804080	0.334888976	743530	3147709	756090	2182400000	8590110000	3.318946719	6595200000	1994910000	39900000	10772510000	0.023956283	150400000	17600000.38	-690860000	-1939600000	1022540000	1483200000	-31157775.2	1276700000	1359700000	83000000	-568682224.8	226200000	NaN	NaN	NaN	242800000	9612650000	3.522893922	8078400000	1534250000	NaN	9855450000	1283500000	4.521748331	385400000	89900000	1299999.952	0.004579877	9589999616	213	866000000	10.53528013	2
5310030	123286000	0.110209628	91447289	0.8272384	9327420	367636069	9599960	1665000000	52750000000	4.782608696	48840000000	3910000000	NaN	54415000000	0.226761536	9000000	3000000	-4317000000	229000000	-4927000000	-5620000000	114612960.2	2613000000	2433000000	-180000000	479387039.8	381000000	NaN	NaN	NaN	1894000000	47823000000	7.212687378	43220000000	4603000000	NaN	49717000000	3393000000	0.986412681	7000000	0	188860000	0.054905364	NaN	NaN	NaN	NaN	2
91900	5940000	0.501886553	766751	2.644327389	472710	857532	475440	430835185.9	2169191213	4.253833308	1136772932	1032418280	31347.14682	2600026398	0.234117528	118931075	114103614.8	-289898413.8	-414001768	160340656	717034636.3	-160695682.2	-111815272.7	-112787034.2	-971761.5513	111292578.8	-36237301.72	4984196.344	NaN	NaN	16833417.84	2329531869	7.847917765	1853807568	475724300.1	720984.3768	2346365286	-85734446.55	-0.769605094	105326413.3	0	32569686.89	0.292365531	NaN	NaN	NaN	NaN	1
451830	3472000	0.106642026	1611400	1.467327625	1109500	4007400	1141750	2586000000	6122000000	13.99361022	4557000000	1565000000	12000000	8708000000	0.073343295	16000000	17000000	-201000000	-2299000000	1200000000	1474000000	156974005	547000000	726000000	179000000	-433974005	898000000	NaN	NaN	NaN	287000000	7322000000	14.03563129	6031000000	1291000000	17000000	7609000000	576000000	1.456749574	983000000	0	467000000	1.18107995	1140000000	82	74000000	6.49122807	2
1280	78000	0.182502246	14477	18.8172043	1860	18550	1860	2940387.288	75258867.82	2.479620103	35651412.18	39607455.63	NaN	78199255.11	NaN	5231883.138	5231883.049	5407428.648	1357342.959	-39663880.98	-17601572.09	-7596649.413	3266400.378	3266400.378	NaN	-5349831.931	43713966.67	NaN	NaN	NaN	4297730.247	35594986.84	NaN	18049840.09	17545146.75	NaN	39892717.09	3266400.378	1.643618151	0	0	7887009.144	3.968659651	NaN	NaN	NaN	NaN	0
670	40000	0.116738558	35480	0.496277916	4030	9714	4030	3612553.527	138332587	NaN	111712158.4	26620428.6	49244.60612	141945140.6	0.287699102	1028878.841	1798325.777	-12834375.47	3989582.543	-88449596.41	-88533337.89	13398454.71	-595423.7141	-595423.7141	NaN	-14018372.49	71625638.4	1923617.427	NaN	NaN	7602136.07	49882990.63	NaN	23178820.54	26704170.08	NaN	57485126.7	174023.2565	0.065067947	0	0	47700454.71	17.83537851	NaN	NaN	NaN	NaN	1
23780	260000	0.086865415	93701	4.896200548	51060	245664	51100	489500000	2068000000	6.491935484	1572000000	496000000	10000000	2557500000	0.087382008	1200000	NaN	-414900000	-369600000	-236700000	-238600000	208808302.2	95300000	82100000	-13200000	-145608302.2	191400000	NaN	NaN	NaN	119900000	1831300000	NaN	1333400000	497900000	NaN	1951200000	101300000	1.475299576	54900000	0	10000000	0.145636681	NaN	78	NaN	NaN	2
67720	3401000	0.324718072	245421	3.724394786	107400	617481	109890	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	230000	0.000851058	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
20	0	0	NaN	0	240	NaN	260	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	79460000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
1610	104000	0.138463587	59701	5.627705628	9240	148080	9250	172251734.9	2724488708	6.148282098	2165479263	559009444.7	3436947.761	2896740443	0.017720975	3436947.761	9704322.815	-248673279.2	-53171603.6	-310538338.9	-1370129116	25265825.31	68941128.62	161536544.8	92595416.16	-228045743.2	115036663.3	NaN	NaN	NaN	119080131.3	2413950369	NaN	795350146.6	1618600222	NaN	2533030500	69749822.21	1.528434072	NaN	0	68941131.59	1.510713162	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	77270	NaN	78870	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
180560	11949000	0.151730861	7087615	1.266004067	349130	36881232	356970	33621067746	3.30412E+11	1.277426745	2.65216E+11	65196292805	3027419866	3.64033E+11	1.121029601	8563261482	5482565430	57052694501	16038914157	59544876563	74978816046	5584395957	-8162668023	-10592361409	-2429693386	-2859732084	-18531096218	-1094450129	1311577192	2.635681603	49659981904	3.89957E+11	1.874417089	3.40194E+11	49762353321	1340511286	4.39617E+11	7013826393	0.518084532	NaN	12083746736	3751835205	0.277133718	3.65E+11	628	6.2863E+11	203.7698655	3
180	5000	0.070185289	120	14.66666667	750	160	750	7588888.889	120259259.3	12.21330275	94422222.22	25837037.04	100000	127848148.1	NaN	1481481.481	2099999.905	-45511037.04	-3988888.889	-49007407.41	-48118518.52	106050.1074	17196296.3	17196296.3	NaN	-206124.1815	7485259.259	13577777.78	NaN	NaN	3600000	71251851.85	8.313539192	46303703.7	24948148.15	NaN	74851851.85	17196296.3	11.21199658	4040740.741	0	13370369.91	8.717490039	NaN	NaN	NaN	NaN	2
27740	2545000	0.495850636	1561598	0.235904695	42390	8795389	43090	9049481738	34941711226	1.692027916	26303576764	8638134462	NaN	43991192965	1.877003123	179958662.1	NaN	-1117661218	-4331370671	3356304754	2424571081	-346912932.1	-976234561.5	-3725091400	-2748856838	3837555116	-142595301	NaN	NaN	NaN	4718111067	38298015980	2.617052016	28728147845	9569868135	NaN	43016127048	1089565260	0.989988175	NaN	0	NaN	NaN	40199999488	257	14462999552	41.08806691	3
26410	995000	0.141125143	154952	9.23013245	48320	577387	48670	355800000	2428500000	4.620185066	1963800000	464700000	NaN	2784300000	NaN	NaN	NaN	-327300000	-248700000	-463000000	-1039400000	-73588220.47	110000000	110000000	NaN	1988220.47	384400000	NaN	NaN	NaN	107100000	1965500000	0.257420036	924400000	1041100000	NaN	2072600000	110000000	1.645082997	124300000	0	300500000	4.494067641	NaN	NaN	NaN	NaN	2
387600	7129000	0.28899672	2638170	0.228404444	2381740	2006130	2381740	2157438937	9604841916	7.084415584	8390419999	1214421917	1182878.491	11762280853	0.014647673	51915222.66	38377834.32	-1081019510	-2046511220	424784809.2	1143580639	-447563499.1	3942928.303	3942928.303	NaN	705036717.3	540706901.3	NaN	NaN	NaN	110927716.3	10029626725	6.886767436	9534000637	495626087.7	NaN	10140554441	12091646.8	0.021735257	152722756.3	0	345000000	0.620152382	NaN	NaN	NaN	NaN	2
77530	1583000	0.157872025	819720	4.587487357	276840	1439532	283560	1384000000	2318000000	9.904153355	1692000000	626000000	36000000	3702000000	NaN	NaN	175000000	-715000000	-1364000000	552000000	662000000	113559254.1	160000000	160000000	NaN	-186559254.1	97000000	NaN	NaN	NaN	20000000	2870000000	7.945736434	2354000000	516000000	NaN	2890000000	160000000	1.679337362	120000000	0	1000000	0.010495859	NaN	NaN	NaN	NaN	2
25710	2296000	0.041245174	2085271	0.276256969	995450	11130486	1001450	1388545455	12123545455	3.765956858	8840545455	3283000000	NaN	13512090909	0.057092693	2363636.364	33181819.92	-1308545455	-679818181.8	-4801818182	-5721727273	414403030.7	1227545455	1227545455	NaN	411233332.9	4173090909	NaN	NaN	NaN	708727272.7	7321727273	0.728932341	3118818182	4202909091	NaN	8030454545	1250181818	3.153167541	25181818.18	0	3293454590	8.306643049	1710000000	510	91000000	5.244956772	1
NaN	NaN	NaN	NaN	NaN	101000	NaN	117600	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
307010	15512000	0.399881696	7905859	9.634790966	499440	19697663	505990	6543566533	82334232608	5.431045386	70351161406	11983071202	702369537.3	88877799141	0.365872528	1131069409	246620330.8	-10924451313	-2768341200	-12771848314	-25406451568	-2692529128	6954989893	14943860668	7988870776	-4715704278	4615738200	-9013547.813	NaN	NaN	3775225333	69562384294	1.905932989	44944709837	24617674457	52435028.3	73337609628	8428379549	2.092937545	NaN	6386608543	1861106934	0.46215059	1.23E+11	423	38388998144	35.86081221	3
NaN	NaN	NaN	NaN	NaN	42390	NaN	45230	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	1101000	NaN	1221900	85024154.59	1141256039	3.271586495	817874396.1	323381642.5	NaN	1226280193	NaN	1304347.826	869565.1889	-144396135.3	-72367149.76	-408260869.6	-374057971	-32002900.07	NaN	NaN	NaN	-45485022.63	336231884.1	-96618.35749	NaN	NaN	12657004.83	732995169.1	0.467758102	443816425.1	289178744	NaN	745652173.9	NaN	NaN	0	0	6473430.157	0.056837968	NaN	NaN	NaN	NaN	0
