Agricultural land (sq. km)	Arable land (hectares)	Arable land (hectares per person)	Land under cereal production (hectares)	Permanent cropland (% of land area)	Land area (sq. km)	Cereal production (metric tons)	Surface area (sq. km)	Income payments (BoP, current US$)	Imports of goods and services (BoP, current US$)	Insurance and financial services (% of service imports, BoP)	Goods imports (BoP, current US$)	Service imports (BoP, current US$)	Royalty and license fees, payments (BoP, current US$)	Imports of goods, services and income (BoP, current US$)	Foreign direct investment, net outflows (% of GDP)	Private current transfers, payments (BoP, current US$)	Workers' remittances and compensation of employees, paid (current US$)	Current account balance (BoP, current US$)	Net income (BoP, current US$)	Net trade in goods and services (BoP, current US$)	Net trade in goods (BoP, current US$)	Net errors and omissions, adjusted (BoP, current US$)	Foreign direct investment, net (BoP, current US$)	Private capital flows, total (BoP, current US$)	Portfolio investment, excluding LCFAR (BoP, current US$)	Changes in net reserves (BoP, current US$)	Net current transfers (BoP, current US$)	Net capital account (BoP, current US$)	ICT service exports (BoP, current US$)	ICT service exports (% of service exports, BoP)	Income receipts (BoP, current US$)	Exports of goods and services (BoP, current US$)	Insurance and financial services (% of service exports, BoP)	Goods exports (BoP, current US$)	Service exports (BoP, current US$)	Royalty and license fees, receipts (BoP, current US$)	Exports of goods, services and income (BoP, current US$)	Foreign direct investment, net inflows (BoP, current US$)	Foreign direct investment, net inflows (% of GDP)	Profit remittances on FDI (current US$)	Portfolio equity, net inflows (BoP, current US$)	Workers' remittances and compensation of employees, received (current US$)	Workers' remittances and compensation of employees, received (% of GDP)	Market capitalization of listed companies (current US$)	Listed domestic companies, total	Stocks traded, total value (current US$)	Stocks traded, turnover ratio (%)	Income
20	2000	0.02303431	NaN	NaN	180	NaN	180	40111731.84	2071229050	6	1518156425	553072625.7	NaN	2111340782	0.083864475	21843575.42	16592178.34	-18770949.72	391061.4525	-14357541.9	-353351955.3	614525.1397	82178770.95	34636871.51	-47541899.44	-51284916.2	-4804469.274	5195530.726	5083798.883	0.56988978	40502793.3	2056871508	1.18987976	1164804469	892067039.1	NaN	2097374302	83575418.99	5.018450185	NaN	NaN	3016759.872	0.181147272	NaN	NaN	NaN	NaN	3
180	1000	0.015565171	NaN	NaN	470	NaN	470	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
378670	7757000	0.316605305	2790534	0.168652163	652230	3876599	652230	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-10000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
575000	3000000	0.228340652	868838	0.401058795	1246700	609612	1246700	1003260000	4714530000	2.567946023	2079350000	2635180000	1170000	5717790000	NaN	85050000	201649993.9	-1867130000	-968790000	-1049830000	1463520000	378486834.9	1113970000	1113970000	NaN	317973165.1	151490000	8370000	NaN	NaN	34470000	3664700000	7.329885907	3542870000	121830000	9480000	3699170000	1113970000	17.28373592	377830000	0	NaN	NaN	NaN	NaN	NaN	NaN	2
11390	577000	0.187396254	210906	4.452554745	27400	605746	28750	8720000	940900000	20.26305609	811650000	129250000	NaN	949620000	NaN	51720000	NaN	-65070000	77350000	-646330000	-603640000	71064325.41	45010000	45010000	NaN	-53244325.41	503910000	31000000	15330000	17.71025878	86070000	294570000	0.843345656	208010000	86560000	NaN	380640000	45010000	1.650080654	0	0	504140014.6	18.48193034	NaN	NaN	NaN	NaN	1
4030	36000	0.013064794	50	0.741626794	83600	360	83600	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	257660000	0.340485302	NaN	NaN	NaN	NaN	9069291553	44	NaN	NaN	3
1284050	27500000	0.761042547	10242812	0.370885997	2736690	37814058	2780400	13538178245	38829317537	5.365429096	29530900000	9298417537	590352559.1	52367495782	0.777885847	273468825	246500000	-14481998042	-7404518270	-7541547974	-3097200000	-436506710.5	4965180132	13752958581	8787778449	-4090293349	464068202	145800000	276185752.5	5.68977739	6133659975	31287769563	0.127727877	26433700000	4854069563	26332381.71	37421429538	7290657132	2.438768046	2765100000	-209635436.8	68500000	0.022913656	45332000000	130	15811000000	30.23598256	2
13280	455000	0.146344554	182500	1.334269663	28480	322730	29740	43510000	1015000000	5.965214891	806290000	208710000	NaN	1058510000	NaN	19670000	3210000.038	-417960000	60400000	-655770000	-577400000	18393044.44	220830000	204890000	-15940000	-603044.4396	177410000	9740000	NaN	NaN	103910000	359230000	2.370722725	228890000	130340000	NaN	463140000	220830000	11.66113519	19840000	720000	92410003.66	4.879796883	NaN	NaN	NaN	NaN	1
50	2000	0.035877657	NaN	15	200	NaN	200	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
130	8000	0.107831244	34	2.272727273	440	64	440	33922222.22	489922222.2	9.414496309	320837037	169085185.2	311111.1111	523844444.4	NaN	12466666.67	1085185.17	-46770370.37	-21037037.04	-24022222.22	-283455555.6	-43958984.68	22774074.07	22488888.89	-285185.1852	-8885459.768	-1711111.111	156333333.3	NaN	NaN	12885185.19	465900000	4.606741573	37381481.48	428518518.5	NaN	478785185.2	22774074.07	3.673018473	NaN	NaN	22200000.76	3.580431531	NaN	NaN	NaN	NaN	2
