Agricultural land (sq. km)	Arable land (hectares)	Arable land (hectares per person)	Land under cereal production (hectares)	Permanent cropland (% of land area)	Land area (sq. km)	Cereal production (metric tons)	Surface area (sq. km)	Income payments (BoP, current US$)	Imports of goods and services (BoP, current US$)	Insurance and financial services (% of service imports, BoP)	Goods imports (BoP, current US$)	Service imports (BoP, current US$)	Royalty and license fees, payments (BoP, current US$)	Imports of goods, services and income (BoP, current US$)	Foreign direct investment, net outflows (% of GDP)	Private current transfers, payments (BoP, current US$)	Workers' remittances and compensation of employees, paid (current US$)	Current account balance (BoP, current US$)	Net income (BoP, current US$)	Net trade in goods and services (BoP, current US$)	Net trade in goods (BoP, current US$)	Net errors and omissions, adjusted (BoP, current US$)	Foreign direct investment, net (BoP, current US$)	Private capital flows, total (BoP, current US$)	Portfolio investment, excluding LCFAR (BoP, current US$)	Changes in net reserves (BoP, current US$)	Net current transfers (BoP, current US$)	Net capital account (BoP, current US$)	ICT service exports (BoP, current US$)	ICT service exports (% of service exports, BoP)	Income receipts (BoP, current US$)	Exports of goods and services (BoP, current US$)	Insurance and financial services (% of service exports, BoP)	Goods exports (BoP, current US$)	Service exports (BoP, current US$)	Royalty and license fees, receipts (BoP, current US$)	Exports of goods, services and income (BoP, current US$)	Foreign direct investment, net inflows (BoP, current US$)	Foreign direct investment, net inflows (% of GDP)	Profit remittances on FDI (current US$)	Portfolio equity, net inflows (BoP, current US$)	Workers' remittances and compensation of employees, received (current US$)	Workers' remittances and compensation of employees, received (% of GDP)	Market capitalization of listed companies (current US$)	Listed domestic companies, total	Stocks traded, total value (current US$)	Stocks traded, turnover ratio (%)	Income
4827410	43014000	2.881623903	16912666	0.020436588	7682300	23703673	7741220	3827142226	31326066607	2.274319371	23906056733	7420009874	323739341.4	35153208833	0.410577944	694907965.7	365259887.7	-8580746776	-2835657432	-5370481580	-2234748544	745826609.3	1613773623	2685713469	1071939846	-63792113.17	-374607763.7	203960759	NaN	NaN	991484794.1	25955585027	1.180288124	21671308189	4284276838	50435391.22	26947069821	2346769422	1.314511988	NaN	519753155.6	740711547.9	0.414899819	NaN	NaN	NaN	NaN	3
36890	1549000	0.20465839	1050430	1.200727714	82450	4356218	83870	3630822675	26465584531	5.015881313	20713242544	5752341987	111261217.9	30096407206	0.299210862	742711435.9	285688446	-3041681501	-462761683.5	-2498844789	-4944054384	1909171343	116575785.2	1918342689	1801766904	-378613134.7	-80075028.2	-6816126.942	NaN	NaN	3168060991	23966739742	2.675926091	15769188160	8197551582	28622372.95	27134800733	327520086.8	0.464566081	NaN	-1414072.129	223906967.2	0.317597566	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	83210	NaN	86600	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
21500	930000	0.218448158	210102	12.46105919	25680	227000	27830	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	403244	NaN	NaN	2023015	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1187483032	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	948875671.4	0.917184815	NaN	NaN	NaN	NaN	3
20570	1530000	0.41254626	553152	0.768396312	110620	361635	112620	10015283.05	669466115.5	13.03170222	526799524.5	142666591	NaN	679481398.6	0.002280243	3694824.396	1898933.649	-93365958.1	561335.7845	-214619984	-138762000.7	-2987610.275	2060858.229	2060858.229	NaN	-51500009.25	120692690.1	NaN	NaN	NaN	10576618.84	454846131.5	2.222099813	388037523.9	66808607.65	NaN	465422750.3	2090299.061	0.161897241	2351586.443	0	62006073	4.802476524	NaN	NaN	NaN	NaN	0
99810	9109000	0.109901093	11143672	2.089575171	130170	21591414	144000	97318153.71	2898256086	5.980379154	2434769617	463486469.6	NaN	2995574240	NaN	223066.7055	223066.7025	-1016620063	-55494816.01	-1896655283	-1644302977	93735216.85	NaN	NaN	NaN	219725237	935530035.2	NaN	NaN	NaN	41823337.7	1001600804	NaN	790466640.3	211134163.7	NaN	1043424142	5360000	0.027121463	0	0	381052154.5	1.928114159	NaN	NaN	NaN	NaN	0
61790	3824000	0.430092192	2080032	3.0913857	110630	8449300	110990	443000000	9043000000	6.617862372	8360000000	683000000	NaN	9486000000	NaN	16000000	NaN	122000000	-261000000	293000000	-308000000	-88000000	NaN	NaN	NaN	361000000	90000000	NaN	NaN	NaN	182000000	9336000000	4.509345794	8052000000	1284000000	NaN	9518000000	NaN	NaN	0	0	NaN	NaN	NaN	NaN	NaN	NaN	2
90	2000	0.005375275	NaN	4.347826087	690	NaN	690	544680852.5	4169414905	6.482127289	3559308520	610106384.6	NaN	4714095757	NaN	106648936.5	367287231.4	429521277.7	-26861702.2	368617022.3	617819150.6	662723931	NaN	53191489.5	53191489.5	-589319675.5	87765957.68	NaN	NaN	NaN	517819150.3	4538031927	0.088430361	4177127671	360904256.3	NaN	5055851077	4150000	0.119671747	NaN	69946808.7	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	51000	NaN	51210	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	202840	NaN	207600	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
970	46000	0.306885913	15432	0.306882946	22810	31967	22970	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2000000	-1.036806636	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
10	1000	0.018382353	NaN	NaN	50	NaN	50	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
340990	1980000	0.36190659	589060	0.109849534	1083300	766100	1098580	378400000	1147500000	7.629768605	827700000	319800000	3000000	1525900000	0.00169733	1200000	2200000.048	-467644936.8	-362200000	-142100000	84700000	-260328187.3	148800000	147900000	-900000	-2026875.903	36655063.2	2800000	NaN	NaN	16200000	1005400000	8.333333333	912400000	93000000	NaN	1021600000	148900000	2.527324177	30000000	0	4699999.809	0.079774501	NaN	NaN	NaN	NaN	1
2258240	45600000	0.366005088	19893568	0.889422679	8459420	32050558	8514880	11644000000	27229000000	1.26508369	22091000000	5138000000	29000000	38873000000	0.078539666	149000000	154000000	-11764000000	-10262000000	-1688000000	1185000000	-418476035.2	2313000000	2311000000	-2000000	-621523964.8	186000000	13000000	NaN	NaN	1382000000	25541000000	4.812362031	23276000000	2265000000	19000000	26923000000	2520000000	0.956135069	1328000000	14000000	124000000	0.047047916	NaN	NaN	NaN	NaN	2
190	16000	0.064072787	800	2.325581395	430	2000	430	28900000	673450000	13.19371728	530200000	143250000	2200000	702350000	0.126722673	5800000	800000.0119	-115400000	-6900000	-126300000	-337200000	-54783520.6	7200000	7350000	150000	7483520.6	17800000	NaN	NaN	NaN	22000000	547150000	4.066073698	193000000	354150000	400000	569150000	8400000	0.887058709	NaN	750000	11050000.19	1.166904631	NaN	NaN	NaN	NaN	3
140	3000	0.015353593	1828	0.948766603	5270	2494	5770	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
4130	130000	0.293687083	112300	0.382978723	47000	163700	47000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
260040	403000	0.390167772	196900	0.001764509	566730	54195	581730	49716856.98	898847311	3.577878104	687072622.1	211774688.9	NaN	948564167.9	-0.011133141	22707218.33	29041337.97	-303679167.3	56289999.13	-400483624.4	-285752416	110253516.5	88558151.5	88558151.5	NaN	73794463.7	40514457.97	8724352.307	NaN	NaN	106006856.1	498363686.6	3.657635468	401320206.1	97043480.46	NaN	604370542.7	88438639.82	8.2385245	19958449.8	0	74575286.87	6.947080249	NaN	NaN	NaN	NaN	2
49450	1870000	0.799227613	203789	0.120389098	622980	116073	622980	4666143.718	236649086.4	5.767893538	144561844.5	92087241.89	NaN	241315230.1	NaN	20766826.76	15783966.06	-4180369.993	3301281.398	-67231819.61	-26868439.16	-11419895.97	5781443.352	5781443.352	NaN	-8470525.45	59750168.22	NaN	NaN	NaN	7967425.117	169417266.8	1.427250089	117693405.4	51723861.44	NaN	177384691.9	5781443.352	0.832093052	0	0	11040.3122	0.001588975	NaN	NaN	NaN	NaN	0
658890	45072000	1.810120482	21676900	0.621212271	9093510	50862200	9984670	23522448631	78430539030	NaN	66466295411	11964243619	NaN	1.01953E+11	1.844410256	580684047.9	NaN	-12505003519	-14365437202	1885636194	5464423082	-3712481699	-4881835431	5518694876	10400530307	-387025863.3	-25202510.2	527218985.2	NaN	NaN	9157011429	80316175224	NaN	71930718493	8385456731	NaN	89473186653	663718071	0.220747743	NaN	-528337576.7	NaN	NaN	NaN	NaN	NaN	NaN	3
20200	391000	0.061535324	174510	0.5	40000	863500	41280	7636534883	47184287989	1.507477153	42488081550	4696206438	NaN	54820822872	NaN	1053841814	2326597656	3426767759	4693923441	-264224100.8	-2384476380	3428822098	NaN	-8487753971	-8487753971	950985202.1	-1002931581	NaN	NaN	NaN	12330458324	46920063888	4.421483195	40103605170	6816458718	NaN	59250522212	NaN	NaN	NaN	0	442919036.9	0.44023917	NaN	NaN	NaN	NaN	3
80	3000	0.023286863	NaN	NaN	190	NaN	190	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
167500	3733000	0.328943832	723930	0.291851035	743530	1535090	756090	2162000000	8293000000	2.191011236	6513000000	1780000000	39000000	10455000000	NaN	69000000	93000000	-4733000000	-1556000000	-3285000000	-2677000000	101967882.9	383000000	362000000	-21000000	-136967882.9	108000000	NaN	NaN	NaN	606000000	5008000000	1.450511945	3836000000	1172000000	NaN	5614000000	383000000	1.173231705	126000000	0	NaN	NaN	NaN	NaN	NaN	NaN	2
4419090	97549000	0.098149182	92653155	0.360120633	9327430	286450032	9599960	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
89600	5910000	0.630123821	964842	2.221235007	472710	834621	475440	213225224.6	2092102312	5.131270988	1368814675	723287636.2	NaN	2305327536	-0.004819195	130790895.4	101460464.5	-481672021.3	-183453183.4	-291979449.8	41769180.17	4277968.266	135759035.8	135759035.8	NaN	59150235.71	-6239388.132	NaN	NaN	NaN	29772041.2	1800122862	4.418516769	1410583856	389539006.3	NaN	1829894903	135391025.4	1.772981796	100761247	0	28704811.1	0.375897201	NaN	NaN	NaN	NaN	1
453080	3728000	0.135634275	1375115	1.333934205	1109500	3409940	1141750	1192228600	6025155760	11.27204156	4730093040	1295062720	11000000	7217384360	0.101680786	6716640	53062198.64	-1961259960	-484228600	-1719060600	-1572367360	-98686915.65	228000000	226000000	-2000000	21126035.65	242029240	NaN	NaN	NaN	708000000	4306095160	7.349726849	3157725680	1148369480	17000000	5014095160	265000000	0.728254277	202166400	0	160000000	0.439700695	NaN	NaN	NaN	NaN	2
1100	75000	0.22008463	17300	10.75268817	1860	18300	1860	563060.6803	50193363.52	2.950414425	24885073.99	25308289.53	NaN	50756424.2	NaN	743387.3034	743387.2819	-8155179.526	246569.0561	-32672240	-8467991.015	-3193269.199	NaN	-312811.489	-312811.489	-3508256.937	24270491.41	NaN	NaN	NaN	809629.7363	17521123.52	NaN	16417082.97	1104040.55	NaN	18330753.26	NaN	NaN	0	0	1221804.857	1.069212057	NaN	NaN	NaN	NaN	0
650	38000	0.125521492	7000	0.496277916	4030	3000	4030	2355494.099	103070836	0.533492823	85902631.36	17168204.59	NaN	105426330.1	NaN	1262971.989	NaN	-21614276.72	523671.3124	-79421428.77	-79643218.97	-3687850.174	NaN	NaN	NaN	4743407.251	57283480.74	NaN	NaN	NaN	2879165.412	23649407.19	NaN	6259412.393	17389994.8	NaN	26528572.6	NaN	NaN	0	0	31596889.5	22.6552783	NaN	NaN	NaN	NaN	1
25990	283000	0.117457359	147655	4.426165296	51060	336112	51100	327902533.4	1307600000	8.01843318	1090600000	217000000	4100000	1635502533	0.129582698	7200000	500000	-409102533.4	-302002533.4	-134200000	-88000000	69638331.75	66200000	63800000	-2400000	48661668.25	27100000	NaN	NaN	NaN	25900000	1173400000	0.995316159	1002600000	170800000	200000	1199300000	69600000	2.652634046	-1800000	0	2400000.095	0.091470143	NaN	NaN	NaN	NaN	2
59380	3000000	0.304189202	222400	3.258845438	107400	556987	109890	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
20	0	0	NaN	0	240	NaN	260	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	97120000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
1730	103000	0.149434543	49151	7.034632035	9240	87158	9250	74508087.81	1316230456	1.56114484	1042638656	273591800.1	237286.9039	1390738543	NaN	1186434.519	7355894.089	-171795718.4	27762567.75	-238236051.5	-491183891	-2687085.692	78304678.27	78304678.27	NaN	-87956511.58	38677765.33	23965977.29	NaN	NaN	102270655.6	1077994404	NaN	551454764.6	526539639.7	NaN	1180265060	78304678.27	3.751128922	NaN	0	83050415.04	3.978470006	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	77270	NaN	78870	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
184610	12004000	0.153096804	7614551	1.414945722	349130	31688845	356970	14956577678	2.00872E+11	0.820979829	1.6019E+11	40681537611	1185984547	2.15828E+11	0.581240941	5924428791	4791845703	-5304713597	782012593.8	5179368708	15000254682	1858863406	-4182452428	-6367582293	-2185129865	-28542168.1	-11266094899	-809683109.3	NaN	NaN	15738590272	2.06051E+11	1.286960467	1.7519E+11	30860651636	546035547.7	2.2179E+11	320000208.4	0.041310201	NaN	1072827581	2117616699	0.273372231	NaN	NaN	NaN	NaN	3
190	7000	0.092870221	165	13.33333333	750	235	750	500000	52100000	6.532905297	45177777.78	6922222.222	NaN	52600000	NaN	2700000	NaN	-12802407.41	500000	-28700000	-25477777.78	936617.5571	NaN	NaN	NaN	8513937.998	15397592.59	NaN	NaN	NaN	1000000	23400000	NaN	19700000	3700000	NaN	24400000	4800000	7.248727685	0	0	8500000	12.83628861	NaN	NaN	NaN	NaN	2
28970	2637000	0.514880978	1787300	0.330344502	42380	7276844	43090	3164011363	21726793127	1.989437751	17063484803	4663308324	NaN	24890804490	0.229887272	197979626	NaN	-1875068191	-1976601428	262063933.8	-927332644.9	-273492216.2	-39337843.08	23599497.2	62937340.28	734837172.4	-160530696.7	NaN	NaN	NaN	1187409934	21988857061	2.6846806	16136152159	5852704903	NaN	23176266996	99454249.9	0.164730323	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	3
26250	1075000	0.181329657	146215	7.243377483	48320	459903	48670	288400000	1818400000	3.864194164	1451700000	366700000	NaN	2106800000	NaN	NaN	NaN	-389400000	-276600000	-305800000	-263700000	-54476041.6	79700000	79700000	NaN	-38823958.4	193000000	NaN	NaN	NaN	11800000	1512600000	0.548367221	1188000000	324600000	NaN	1524400000	79700000	1.096738711	0	0	182899993.9	2.516857007	NaN	NaN	NaN	NaN	2
391710	6885000	0.354122529	2836390	0.262413194	2381740	1832872	2381740	2481806228	12809651343	5.459996574	10104711943	2704939400	1158531.523	15291457571	0.032915298	161499294.3	149682266.2	89902046.18	-2000320528	1781126363	4012226370	13521700.66	-1390237.828	-1390237.828	NaN	-119874894.5	309096210.3	NaN	NaN	NaN	481485700.9	14590777706	5.481662592	14116938313	473839392.9	NaN	15072263407	13207259.36	0.029780508	716435893.8	0	447000000	1.00792198	NaN	NaN	NaN	NaN	2
67590	1600000	0.195624181	444800	3.402687473	276840	786405	283560	830700000	3187300000	11.26812897	2353000000	834300000	28000000	4018000000	NaN	NaN	66199996.95	-998000000	-761300000	-261700000	174000000	-89268276.3	60000000	60000000	NaN	370368276.3	25000000	NaN	NaN	NaN	69400000	2925600000	17.83743101	2527000000	398600000	NaN	2995000000	60000000	0.429347354	100000000	0	NaN	NaN	NaN	NaN	NaN	NaN	2
24680	2307000	0.0501246	2009210	0.161735898	995450	8238750	1001450	897428571.8	10405142872	4.026190339	7917857154	2487285718	NaN	11302571444	0.025635105	NaN	NaN	-2134857145	-496714285.5	-3869428577	-3919142863	143233605.6	746571429.6	753571429.7	7000000.01	-168090749.4	2231285717	NaN	NaN	NaN	400714286.3	6535714295	0.135142745	3998714291	2537000004	NaN	6936428581	752571429.6	3.215374605	8142857.154	0	2180857178	9.317750463	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	101000	NaN	117600	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
312060	15569000	0.412527044	7367284	9.848636527	499460	11576278	505990	4210482296	36800778451	5.732531645	31086385275	5714393176	135228573.8	41011260746	0.137717566	272284956.4	11797623.63	-5363207814	-2183915464	-4496190326	-10112718053	-1733709240	1435580283	1538390201	102809917.8	727155378.3	1316897976	374220985.1	NaN	NaN	2026566832	32304588124	2.043683967	20973667222	11330920902	31495595.84	34331154956	1706766879	0.866752946	NaN	114964596.4	1815784424	0.922115678	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	42390	NaN	45230	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	1101000	NaN	1221900	13333333.34	836328502.8	NaN	629758454.4	206570048.4	NaN	849661836.2	NaN	1400966.184	676328.4802	-249516908.3	11449275.37	-329855072.6	-255652174	-7540916.805	NaN	NaN	NaN	-108304493.9	68888888.92	-434782.6089	NaN	NaN	24782608.71	506473430.2	0.47080292	374106280.4	132367149.8	NaN	531256038.9	NaN	NaN	0	0	10483091.35	0.14421362	NaN	NaN	NaN	NaN	0
25170	2353000	0.49021201	1164900	0.009849306	304590	2414700	338150	1715512902	15910868926	1.194827192	13307404708	2603464218	93673700.24	17626381828	0.248888961	94475481.21	12016345.02	-478183388.6	-1032953844	665619171.8	354202098.5	142772047.3	-29255695.06	300993857.8	330249552.8	220449079.1	-110848716.5	-5066324.472	NaN	NaN	682559058	16576488098	2.230819256	13661606807	2914881292	6456538.249	17259047156	99646702.73	0.192401109	NaN	0	95759994.51	0.184896526	NaN	NaN	NaN	NaN	3
316870	17526000	0.316123135	9714700	2.538024723	547670	45941700	549190	24554908520	1.46007E+11	4.536703205	1.12722E+11	33285024352	945696301.1	1.70562E+11	0.751564734	3622863194	4668909668	-4810818972	1605935664	-2185369882	-10138968066	-2283482082	-2078999613	-2408651694	-329652081.1	3587732729	-4231384753	NaN	NaN	NaN	26160844184	1.43822E+11	3.568787774	1.02583E+11	41238622536	495447294.3	1.69983E+11	2469631625	0.40805419	NaN	NaN	1278299805	0.211211901	NaN	NaN	NaN	NaN	3
