Agricultural land (sq. km)	Arable land (hectares)	Arable land (hectares per person)	Land under cereal production (hectares)	Permanent cropland (% of land area)	Land area (sq. km)	Cereal production (metric tons)	Surface area (sq. km)	Income payments (BoP, current US$)	Imports of goods and services (BoP, current US$)	Insurance and financial services (% of service imports, BoP)	Goods imports (BoP, current US$)	Service imports (BoP, current US$)	Royalty and license fees, payments (BoP, current US$)	Imports of goods, services and income (BoP, current US$)	Foreign direct investment, net outflows (% of GDP)	Private current transfers, payments (BoP, current US$)	Workers' remittances and compensation of employees, paid (current US$)	Current account balance (BoP, current US$)	Net income (BoP, current US$)	Net trade in goods and services (BoP, current US$)	Net trade in goods (BoP, current US$)	Net errors and omissions, adjusted (BoP, current US$)	Foreign direct investment, net (BoP, current US$)	Private capital flows, total (BoP, current US$)	Portfolio investment, excluding LCFAR (BoP, current US$)	Changes in net reserves (BoP, current US$)	Net current transfers (BoP, current US$)	Net capital account (BoP, current US$)	ICT service exports (BoP, current US$)	ICT service exports (% of service exports, BoP)	Income receipts (BoP, current US$)	Exports of goods and services (BoP, current US$)	Insurance and financial services (% of service exports, BoP)	Goods exports (BoP, current US$)	Service exports (BoP, current US$)	Royalty and license fees, receipts (BoP, current US$)	Exports of goods, services and income (BoP, current US$)	Foreign direct investment, net inflows (BoP, current US$)	Foreign direct investment, net inflows (% of GDP)	Profit remittances on FDI (current US$)	Portfolio equity, net inflows (BoP, current US$)	Workers' remittances and compensation of employees, received (current US$)	Workers' remittances and compensation of employees, received (% of GDP)	Market capitalization of listed companies (current US$)	Listed domestic companies, total	Stocks traded, total value (current US$)	Stocks traded, turnover ratio (%)	Income
NaN	NaN	NaN	NaN	NaN	51000	NaN	51210	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	202840	NaN	207600	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
1030	44000	0.258215962	13056	0.48224463	22810	22887	22970	11600000	148450000	3.399750934	108300000	40150000	1250000	160050000	NaN	2950000	4650000.095	11950000	-2400000	-13050000	-15700000	-851990.4	4600000	4600000	NaN	-11798009.6	27400000	NaN	NaN	NaN	9200000	135400000	NaN	92600000	42800000	450000	144600000	4600000	2.018872065	2500000	0	24399999.62	10.70879948	NaN	NaN	NaN	NaN	1
10	1000	0.017574692	NaN	NaN	50	NaN	50	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
352030	2060000	0.338356504	651475	0.132004062	1083300	839006	1098580	326100000	842300000	8.258746949	596500000	245800000	2100000	1168400000	NaN	700000	5099999.905	-388663000	-308500000	-175700000	-51000000	126272904.5	20000000	20000000	NaN	-114709904.5	95537000	4700000	NaN	NaN	17600000	666600000	8.464079273	545500000	121100000	NaN	684200000	20000000	0.505262464	40400000	0	8000000	0.202104986	NaN	NaN	NaN	NaN	1
2340550	49000000	0.352392645	22404818	0.715770112	8459420	37298390	8514880	12089000000	18433000000	4.032809296	14044000000	4389000000	34000000	30522000000	0.053330902	38000000	10000000	-5311000000	-11122000000	5731000000	8304000000	66373894.34	202000000	-248000000	-450000000	3231626106	80000000	7000000	NaN	NaN	967000000	24164000000	3.303964758	22348000000	1816000000	4000000	25131000000	345000000	0.128665462	1841000000	9000000	40000000	0.014917735	NaN	NaN	NaN	NaN	2
190	16000	0.062614467	820	2.325581395	430	2100	430	62200000	722350000	15.62990068	531050000	191300000	7700000	784550000	0.209035335	5950000	800000.0119	13200000	-27600000	29600000	-247650000	-72205362.9	5000000	-1400000	-6400000	-20144637.1	11200000	NaN	NaN	NaN	34600000	751950000	7.363141607	283400000	468550000	3850000	786550000	7750000	0.589099581	NaN	250000	10800000.19	0.820938786	NaN	NaN	NaN	NaN	3
120	3000	0.013316288	721	0.759013283	5270	1540	5770	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
4440	145000	0.286321909	119800	0.404255319	47000	164350	47000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
260080	407000	0.333117803	118400	0.001764509	566730	23500	581730	245696955.2	763379428.6	5.570054945	608415267.1	154964161.4	NaN	1009076384	NaN	23095620.22	22031305.31	108666489.6	-129154539.8	189128650.3	244047268	90195939.75	70404390.66	70404390.66	NaN	-306943546.1	48692379.03	2501138.595	NaN	NaN	116542415.4	952508078.9	2.186170213	852462535.1	100045543.8	NaN	1069050494	70404390.66	5.055212137	144587097.1	0	37250999.45	2.674715352	NaN	NaN	NaN	NaN	2
50040	1920000	0.713688319	149573	0.134835789	622980	177889	622980	15164557.57	342645039.5	7.677253639	200995707.2	141649332.3	NaN	357809597.1	0.112909872	27464157.85	24230022.43	-86517658.25	-12326026.7	-157155853.9	-71509032.18	6993937.692	6895637.572	6895637.572	NaN	-6180673.554	82964222.4	NaN	NaN	NaN	2838530.877	185489185.5	4.730844591	129486675	56002510.5	NaN	188327716.4	8160415.318	0.728500684	0	0	21468.3693	0.001916535	NaN	NaN	NaN	NaN	0
678250	45239000	1.726415814	22161800	0.761642094	9093510	56964700	9984670	22045895615	98773699485	NaN	82915226707	15858472778	NaN	1.2082E+11	0.949927209	730590502.2	NaN	-11156860361	-14009914825	3129604320	7182070711	-1376375124	-655467598.9	17038263508	17693731107	-636220402.6	-276549857.1	1312971316	NaN	NaN	8035980791	1.01903E+11	NaN	90097297418	11806006387	NaN	1.09939E+11	2848502472	0.77222977	NaN	1341713751	NaN	NaN	NaN	NaN	NaN	NaN	3
20210	391000	0.060115705	188560	0.525	40000	959900	41280	8256080049	60841617646	1.350089157	54294899713	6546717933	NaN	69097697695	1.024087221	1420299254	3777273438	4654467967	5756798073	-12229582.62	-5494973827	-401752144.3	662065131.9	2063464122	1401398990	-1090812825	-1090100524	NaN	NaN	NaN	14012878122	60829388063	24.47781885	48799925886	12029462177	NaN	74842266186	2122388475	1.488376478	NaN	8437300228	651503234.9	0.456882471	NaN	NaN	NaN	NaN	3
80	3000	0.022239025	NaN	NaN	190	NaN	190	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
164360	3354000	0.272446673	797180	0.31202507	743530	2674807	756090	2132300000	4604500000	3.812940082	3099100000	1505400000	25800000	6736800000	0.014106333	12600000	12100000.38	-1191440000	-1903900000	627760000	1092100000	223559513.7	313000000	235400000	-77600000	251980486.3	84700000	NaN	NaN	NaN	228400000	5232260000	4.8181661	4191200000	1041060000	NaN	5460660000	315500000	1.780219197	178000000	0	400000.006	0.002257013	NaN	NaN	NaN	NaN	2
5049970	120820000	0.113255655	90393456	0.662133795	9327420	352084647	9599960	924000000	37172000000	3.602811951	34896000000	2276000000	NaN	38096000000	0.151091952	11000000	3000000	-7034000000	176000000	-7589000000	-9140000000	-957817162.6	1425000000	2993000000	1568000000	2047817163	379000000	NaN	NaN	NaN	1100000000	29583000000	5.983799321	25756000000	3827000000	NaN	30683000000	1875000000	0.629549798	15000000	0	445280000	0.149507165	NaN	NaN	NaN	NaN	2
92300	5930000	0.547405552	792237	2.750100484	472710	1094453	475440	354426530.8	2578529534	8.069005598	1634479789	944049745.2	1617067.437	2932956064	0.147899647	159310018.8	135285018.9	-451825967.7	-317493865.6	-34391559.25	442470077.5	-29008227.89	-106408812.6	-95378102.6	11030710.02	80667757.27	-99940542.87	7276803.468	NaN	NaN	36932665.22	2544137974	6.60733049	2076949866	467188108.4	750781.3102	2581070640	-90700157.51	-0.853957338	125438231.2	0	23736240.39	0.223480722	NaN	NaN	NaN	NaN	1
453950	3805000	0.124221559	1229269	1.342947274	1109500	3067150	1141750	1923000000	5093000000	11.79928741	3409000000	1684000000	7000000	7016000000	0.091579065	NaN	31000000	383000000	-1748000000	1346000000	1922000000	-251005413.2	642000000	672000000	30000000	-1291994587	785000000	NaN	NaN	NaN	175000000	6439000000	9.440433213	5331000000	1108000000	11000000	6614000000	674000000	1.928884066	577000000	0	416000000	1.190527851	NaN	NaN	NaN	NaN	2
1270	77000	0.194252644	15200	18.8172043	1860	16990	1860	3133094.71	70807940.44	2.025688324	28541482.13	42266458.31	NaN	73941035.14	NaN	6785965.5	6785965.443	-15685687.06	-1631519.365	-43684291.95	-8174922.694	-2018873.242	NaN	NaN	NaN	-3479202.635	29630124.25	NaN	NaN	NaN	1501575.345	27123648.49	NaN	20366559.43	6757089.051	NaN	28625223.83	NaN	NaN	0	0	4764614.105	2.932299483	NaN	NaN	NaN	NaN	0
650	38000	0.11419127	22716	0.496277916	4030	12138	4030	5327848.824	102710194.8	0.634436594	85934333.54	16775861.23	113544.3192	108038043.6	NaN	590180.9119	1080542.684	1728119.583	-2691374.687	-66453372.48	-81930336.61	-11570832.23	-8734.1784	-8734.1784	NaN	-891592.6081	70872866.75	NaN	NaN	NaN	2636474.137	36256822.28	0.010058416	4003996.926	32252825.35	NaN	38893296.41	-8734.1784	-0.004581234	0	0	27560075.76	14.45575722	NaN	NaN	NaN	NaN	1
26120	285000	0.103049655	151845	4.719937329	51060	342176	51100	323300000	1348800000	8.465085639	1045200000	303600000	7900000	1672100000	0.065718669	8400000	800000.0119	-80000000	-270900000	39000000	39600000	97453714.4	57400000	54900000	-2500000	-94453714.4	151900000	NaN	NaN	NaN	52400000	1387800000	NaN	1084800000	303000000	200000	1440200000	61000000	1.113566337	18100000	-2500000	7699999.809	0.140564928	NaN	NaN	NaN	NaN	2
64510	3250000	0.320035891	248600	3.724394786	107400	666617	109890	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	170000	0.000701717	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
20	0	0	NaN	0	240	NaN	260	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14280000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
1630	103000	0.144582507	52108	5.952380952	9240	67800	9250	128342927.2	1502866727	6.042460533	1148331453	354535274	NaN	1631209655	NaN	2894953.244	6947887.897	-18913694.53	-59829033.71	-61566005.66	-645574573.4	-26565484.16	46319251.91	46126255.02	-192996.8829	-159483511	102481344.8	NaN	NaN	NaN	68513893.44	1441300722	NaN	502756880.1	938543841.7	NaN	1509814615	46319251.91	1.498648706	NaN	0	57127079.01	1.848333457	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	77270	NaN	78870	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
182080	11960000	0.15388488	7327153	1.317560794	349130	37257139	356970	19937001021	2.34311E+11	1.261987881	1.8659E+11	47720707741	1927426971	2.54248E+11	1.031811639	6615750292	4636389160	38661456608	5262761315	46143914622	54782164165	3663375817	-8205604897	15323582788	23529187686	-5447412382	-12745219329	-994014138.7	938382524.4	2.401032503	25199762337	2.80455E+11	2.635718249	2.41373E+11	39082458198	920418045.6	3.05655E+11	2241274122	0.221364938	NaN	6829130990	2779070313	0.274481698	NaN	NaN	NaN	NaN	3
190	6000	0.082167018	150	14.66666667	750	180	750	4388888.889	66366666.67	7.255113025	49162962.96	17203703.7	74074.07407	70755555.56	NaN	1829629.63	4370370.388	-7026111.111	-2411111.111	-7155555.556	-4581481.481	-2147854.141	5185185.185	5185185.185	NaN	-6651960.674	2540555.556	12481481.48	NaN	NaN	1977777.778	59211111.11	3.797468354	44581481.48	14629629.63	NaN	61188888.89	5185185.185	4.626569811	1592592.593	0	7703703.88	6.873761019	NaN	NaN	NaN	NaN	2
28190	2594000	0.506587789	1578346	0.235960359	42380	7969115	43090	5463539463	28422684136	1.534374962	22356727368	6065956768	NaN	33886223598	0.757772744	195591145.1	NaN	-4490071520	-3468738508	-743292495.6	-1049633472	-285308599.5	-491187634	-2570554190	-2079366556	1328903159	-278040516	NaN	NaN	NaN	1994800954	27679391640	2.499444507	21307093895	6372297745	NaN	29674192594	163266341.1	0.189041228	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	3
26370	1075000	0.162310847	146304	7.491721854	48320	549343	48670	266700000	1634800000	3.670081243	1351700000	283100000	NaN	1901500000	NaN	NaN	NaN	-183400000	-249700000	-219800000	-629600000	82258859.62	50000000	50000000	NaN	-44058859.62	286100000	NaN	NaN	NaN	17000000	1415000000	0.167412325	722100000	692900000	NaN	1432000000	50000000	0.816709449	0	0	225399993.9	3.681726098	NaN	NaN	NaN	NaN	2
386880	6967000	0.306194503	2871100	0.237641388	2381740	2403612	2381740	1864612833	9914687441	6.014324837	7895682625	2019004817	212661.1351	11779300274	-0.008346683	137804415.6	101439361.6	-2229964663	-1692995297	-1300848163	168852941.3	142483403.3	10633056.76	10633056.76	NaN	1497771932	763878797.3	NaN	NaN	NaN	171617536	8613839278	9.18699187	8064535566	549303712	NaN	8785456814	5316528.378	0.008346683	264763113.2	0	358000000	0.562042065	NaN	NaN	NaN	NaN	2
75800	1605000	0.17214113	817236	4.244328854	276840	1127492	283560	1074000000	2226000000	7.547169811	1643000000	583000000	45000000	3300000000	NaN	NaN	167000000	-582000000	-1042000000	415000000	557000000	-446495725.9	81000000	81000000	NaN	207495725.9	45000000	NaN	NaN	NaN	32000000	2641000000	7.256235828	2200000000	441000000	NaN	2673000000	81000000	0.785649377	126000000	0	3000000	0.029098125	NaN	NaN	NaN	NaN	2
25670	2318000	0.044663047	1864080	0.250138128	995450	8754000	1001450	1126428571	10182285714	4.396281893	7170000000	3012285714	NaN	11308714286	0.016722286	NaN	NaN	-1441428571	-720142857.1	-4192000000	-4537714286	-155546159.2	1211428571	1211428571	NaN	-338882412.2	3470714286	NaN	NaN	NaN	406285714.3	5990285714	2.173913043	2632285714	3358000000	NaN	6396571429	1217428571	3.3930314	15714285.71	0	2506142822	6.984739382	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	101000	NaN	117600	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
306100	15565000	0.403912048	7708338	9.720887394	499440	16519719	505990	3488183072	40935898208	7.079141868	34952683852	5983214357	306564953.1	44424081281	0.154734395	445859135.5	128680984.5	3914233943	-1822246905	4655266432	-7197188337	19992974.05	3073017464	4301104743	1228087279	-2343711302	1081214416	50524914.99	NaN	NaN	1665936167	45591164640	1.292482105	27755495515	17835669125	32219749.28	47257100807	3450598177	1.414071757	NaN	1681920024	1433077271	0.58728197	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	42390	NaN	45230	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	1101000	NaN	1221900	61111111.11	1204299517	4.462222222	932560386.5	271739130.4	NaN	1265410628	NaN	1014492.754	531400.9786	-327149758.5	-27101449.28	-483236715	-455410628	201588304.7	NaN	NaN	NaN	-113907145.2	183188405.8	-144927.5362	NaN	NaN	34009661.84	721062801.9	NaN	477149758.5	243913043.5	NaN	755072463.8	NaN	NaN	0	0	13574879.65	0.138891218	NaN	NaN	NaN	NaN	0
23930	2257000	0.458912023	1196700	0.013132407	304590	3520000	338150	2309330539	17919646331	4.42606862	14586836915	3332809415	153010354.2	20228976870	1.051350179	229693556.1	6316862.106	-693308768.6	-1286505644	976683996.2	1703915940	489419601.1	-412669145.2	1063880125	1476549270	2282606753	-383487121	NaN	82042511.42	3.148726618	1022824896	18896330327	0.909473897	16290752855	2605577472	9132753.253	19919155222	347666909.4	0.480734361	NaN	202548991.4	74044212.34	0.102384196	NaN	NaN	NaN	NaN	3
