Agricultural land (sq. km)	Arable land (hectares)	Arable land (hectares per person)	Land under cereal production (hectares)	Permanent cropland (% of land area)	Land area (sq. km)	Cereal production (metric tons)	Surface area (sq. km)	Income payments (BoP, current US$)	Imports of goods and services (BoP, current US$)	Insurance and financial services (% of service imports, BoP)	Goods imports (BoP, current US$)	Service imports (BoP, current US$)	Royalty and license fees, payments (BoP, current US$)	Imports of goods, services and income (BoP, current US$)	Foreign direct investment, net outflows (% of GDP)	Private current transfers, payments (BoP, current US$)	Workers' remittances and compensation of employees, paid (current US$)	Current account balance (BoP, current US$)	Net income (BoP, current US$)	Net trade in goods and services (BoP, current US$)	Net trade in goods (BoP, current US$)	Net errors and omissions, adjusted (BoP, current US$)	Foreign direct investment, net (BoP, current US$)	Private capital flows, total (BoP, current US$)	Portfolio investment, excluding LCFAR (BoP, current US$)	Changes in net reserves (BoP, current US$)	Net current transfers (BoP, current US$)	Net capital account (BoP, current US$)	ICT service exports (BoP, current US$)	ICT service exports (% of service exports, BoP)	Income receipts (BoP, current US$)	Exports of goods and services (BoP, current US$)	Insurance and financial services (% of service exports, BoP)	Goods exports (BoP, current US$)	Service exports (BoP, current US$)	Royalty and license fees, receipts (BoP, current US$)	Exports of goods, services and income (BoP, current US$)	Foreign direct investment, net inflows (BoP, current US$)	Foreign direct investment, net inflows (% of GDP)	Profit remittances on FDI (current US$)	Portfolio equity, net inflows (BoP, current US$)	Workers' remittances and compensation of employees, received (current US$)	Workers' remittances and compensation of employees, received (% of GDP)	Market capitalization of listed companies (current US$)	Listed domestic companies, total	Stocks traded, total value (current US$)	Stocks traded, turnover ratio (%)	Income
20	2000	0.019472111	NaN	NaN	180	NaN	180	168435754.2	5477430168	1.812326485	4722821229	754608938.5	10363128.49	5645865922	NaN	175910614.5	80273742.68	311681564.2	-105849162	547569832.4	-6843575.419	859659.794	233184357.5	185307262.6	-47877094.97	-53910614.53	-130039106.1	21129167.02	14737430.17	1.12583488	62586592.18	6025000000	0.412692316	4715977654	1309022346	44692.73743	6087586592	564860335.2	NaN	NaN	0	12011173.25	NaN	NaN	NaN	NaN	NaN	3
180	1000	0.012519719	NaN	NaN	470	NaN	470	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
379100	7794000	0.253449724	2989000	0.177851371	652230	4638000	652230	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	238000000	3.082130355	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
575900	3300000	0.193999353	1510096	0.232614101	1246700	678305	1246700	6322915886	16288817458	5.596849506	8777632624	7511184833	1366548.48	22611733343	0.456059961	213745137.2	412666778.6	10689818936	-6177867505	17057651830	23084603432	266521218.4	-228299945.9	-1667755206	-1439455261	-5401721932	-189965389.2	1440000	NaN	NaN	145048380.4	33346469288	NaN	31862236056	1484233232	1339588442	33491517668	-37714860	-0.090249651	5278413320	0	NaN	NaN	NaN	NaN	NaN	NaN	2
11200	584000	0.185008777	140870	4.416058394	27400	507500	28750	69098334.82	4500396090	3.541110399	2915578687	1584817404	6768509.008	4569494425	0.116287189	147255155.8	26532131.2	-670904254.7	263021194.7	-2203548908	-2122706012	236981000.8	314638316.8	348795404.5	34157087.66	-269227854.1	1269623459	179797615.4	54005609.5	3.590859368	332119529.5	2296847182	1.957860326	792872674.9	1503974507	723627.4161	2628966712	325258316.8	3.561523097	4579743.187	NaN	1359467285	14.88593492	NaN	NaN	NaN	NaN	1
5690	64000	0.01372587	10	2.392344498	83600	26	83600	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12805990470	5.765713028	NaN	NaN	NaN	NaN	1.38531E+11	81	1.13005E+11	62.07349437	3
1377500	31500000	0.807198675	9238662	0.365404923	2736690	34204095	2780400	11835330000	41111370000	4.238649283	32587900000	8523470000	806370000	52946700000	1.13923153	842600000	355570007.3	7767040000	-6150080000	13457650000	13958300000	1192208552	3098630000	10922100000	7823470000	-13088774017	459470000	159200000	650660000	8.110115894	5685250000	54569020000	0.080395671	46546200000	8022820000	71320000	60254270000	5537340000	2.586741481	7111950000	706670000	541299987.8	0.25286566	79730410000	103	4533440000	6.420939324	2
17560	452000	0.147238752	157554	1.790730337	28480	214943	29740	409090051.1	2536433808	5.092962922	1921302817	615130990.8	NaN	2945523859	0.048235439	95714460.26	153722000.1	-117126042.3	215167105.6	-1026248071	-895856670.2	-16119040.16	450092747.2	459313871.9	9221124.705	-387261089.1	693954923.6	86383848.81	55918427.66	11.5357666	624257156.8	1510185736	3.789614108	1025446147	484739589.5	NaN	2134442893	453172318.4	7.098054941	244374800	-599835.3243	658146423.3	10.308572	60171483.88	35	4840125.568	9.400904766	1
50	2000	0.031228043	NaN	15	200	NaN	200	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
130	8000	0.094170826	40	2.272727273	440	65	440	73450714.44	818413175.9	17.35098802	559702264.4	258710911.5	769324.4444	891863890.4	NaN	13879754.44	1837154.865	-291763385.6	-46743327.04	-270243350.4	-485674294.4	-10690716.09	358820163.7	383604030	24783866.3	-15361682.06	25223291.85	31574074.07	NaN	NaN	26707387.41	548169825.6	2.315754604	74027970	474141855.6	NaN	574877213	358820163.7	30.86414942	NaN	NaN	23029424.67	1.980890919	NaN	NaN	NaN	NaN	2
