Agricultural land (sq. km)	Arable land (hectares)	Arable land (hectares per person)	Land under cereal production (hectares)	Permanent cropland (% of land area)	Land area (sq. km)	Cereal production (metric tons)	Surface area (sq. km)	Income payments (BoP, current US$)	Imports of goods and services (BoP, current US$)	Insurance and financial services (% of service imports, BoP)	Goods imports (BoP, current US$)	Service imports (BoP, current US$)	Royalty and license fees, payments (BoP, current US$)	Imports of goods, services and income (BoP, current US$)	Foreign direct investment, net outflows (% of GDP)	Private current transfers, payments (BoP, current US$)	Workers' remittances and compensation of employees, paid (current US$)	Current account balance (BoP, current US$)	Net income (BoP, current US$)	Net trade in goods and services (BoP, current US$)	Net trade in goods (BoP, current US$)	Net errors and omissions, adjusted (BoP, current US$)	Foreign direct investment, net (BoP, current US$)	Private capital flows, total (BoP, current US$)	Portfolio investment, excluding LCFAR (BoP, current US$)	Changes in net reserves (BoP, current US$)	Net current transfers (BoP, current US$)	Net capital account (BoP, current US$)	ICT service exports (BoP, current US$)	ICT service exports (% of service exports, BoP)	Income receipts (BoP, current US$)	Exports of goods and services (BoP, current US$)	Insurance and financial services (% of service exports, BoP)	Goods exports (BoP, current US$)	Service exports (BoP, current US$)	Royalty and license fees, receipts (BoP, current US$)	Exports of goods, services and income (BoP, current US$)	Foreign direct investment, net inflows (BoP, current US$)	Foreign direct investment, net inflows (% of GDP)	Profit remittances on FDI (current US$)	Portfolio equity, net inflows (BoP, current US$)	Workers' remittances and compensation of employees, received (current US$)	Workers' remittances and compensation of employees, received (% of GDP)	Market capitalization of listed companies (current US$)	Listed domestic companies, total	Stocks traded, total value (current US$)	Stocks traded, turnover ratio (%)	Income
20	2000	0.019189254	NaN	NaN	180	NaN	180	470558659.2	5908930168	1.919404977	5126273743	782656424.6	9849162.011	6379488827	NaN	171212290.5	82290504.46	264025139.7	-379905027.9	767097765.4	79927374.3	6010992.471	-513910614.5	-453860335.2	60050279.33	-40335195.53	-123167597.8	18880068.98	15374301.68	1.045994093	90653631.28	6676027933	0.454581735	5206201117	1469826816	39106.14525	6766681564	-126424581	NaN	NaN	0	13837988.85	NaN	NaN	NaN	NaN	NaN	3
180	1000	0.012286522	NaN	NaN	470	NaN	470	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
379100	7794000	0.246471378	3021000	0.177851371	652230	5786000	652230	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	243000000	2.503251724	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
576900	3400000	0.194004496	1483840	0.232614101	1246700	781763	1246700	8221584725	26304709815	4.494756225	13661464164	12643245650	1173129.46	34526294540	1.5083482	229900503.8	602671447.8	10581250705	-7599027344	18402195772	30734729605	-1640987020	-1805123607	-3820543185	-2015419577	-3019052420	-221917723.1	7174781.12	NaN	NaN	622557381.4	44706905587	NaN	44396193769	310711817.8	12021694.12	45329462968	-893342152	-1.4778443	7268190640	0	NaN	NaN	NaN	NaN	NaN	NaN	2
11190	578000	0.182353656	132390	4.379562044	27400	493600	28750	85110000	5904346218	4.706062625	3978320000	1926026218	11850000	5989456218	0.13932918	241370000	9939999.58	-1150813004	297320000	-2879743004	-2899600000	188998422.4	647365283.8	673175283.8	25810000	-209326603.9	1431610000	123637772.2	70650000	3.630742045	382430000	3024603214	2.538179046	1078720000	1945883214	7530000	3407033214	662280000	6.18683777	8560000	NaN	1468020020	13.71383962	NaN	NaN	NaN	NaN	1
5690	64000	0.011839703	10	2.392344498	83600	30	83600	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14186521443	5.495455808	NaN	NaN	NaN	NaN	2.24675E+11	90	1.50339E+11	82.78460898	3
1406000	33000000	0.838242854	10152225	0.365404923	2736690	44187144	2780400	12566770000	53400300000	4.247135843	42524500000	10875800000	1042140000	65967070000	0.57684453	1155860000	462540008.5	7354350000	-5942180000	12943100000	13455800000	39403631.91	4968920000	12037710000	7068790000	-13074596223	353430000	242200000	968330000	9.344018682	6624590000	66343400000	0.087136089	55980300000	10363100000	106180000	72967990000	6473150000	2.48233393	7282970000	1784940000	606429992.7	0.232554745	86684200000	107	8252230000	9.917674896	2
17510	452000	0.14703103	172629	1.896067416	28480	457021	29740	532362831.6	3589510000	6.805450416	2796910000	792600000	NaN	4121872832	-0.023245009	77250000	176139999.4	-589603381.7	278386618.3	-1812750000	-1600250000	-1949009.548	700960000	691735976.5	-9224023.486	-559639796.9	944760000	142750000	84950000	14.64402689	810749449.9	1776760000	3.24599207	1196660000	580100000	NaN	2587509450	698820000	7.590690174	332230000	180000	845859985.4	9.18786108	105000000	29	5000000	6.054313835	1
50	2000	0.030707815	NaN	15	200	NaN	200	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
130	8000	0.093093617	45	2.272727273	440	80	440	78456259.63	932372143	17.28370981	648910963	283461180	806277.7778	1010828403	NaN	15594485.56	2131100.416	-385550290	-52667419.63	-351118551.5	-589558518.5	-7207540.289	338204733.3	336973643.3	-1231090	-832522.3037	18235681.11	11111111.11	NaN	NaN	25788840	581253591.5	2.6635325	59352444.44	521901147	NaN	607042431.5	338204733.3	26.10011047	NaN	NaN	24486989.97	1.889722645	NaN	NaN	NaN	NaN	2
4254490	44180000	2.096571361	19838153	0.045559273	7682300	24427769	7741220	73201829287	2.00113E+11	3.207914935	1.60205E+11	39907994903	2807817897	2.73315E+11	2.32960294	3931278414	3023871582	-58031516121	-40546934166	-17196452731	-17784124732	1004049311	21110170652	4032770753	-17077399899	35821191881	-288129223.7	1602186924	1889578959	4.666126289	32654895121	1.82917E+11	3.592005236	1.42421E+11	40495666903	691015209.7	2.15572E+11	41076186563	4.792704034	NaN	13706416069	3825801758	0.446388456	1.29843E+12	1913	1.32282E+12	110.4982373	3
32400	1382000	0.166490218	811150	0.824742268	82450	4757928	83870	45106703722	2.0022E+11	6.267422798	1.61089E+11	39131062054	1480713852	2.45327E+11	19.0864408	3097505582	3007761963	13189478052	-2197907221	16987166231	1810350164	2569292089	-7610185344	22684691039	30294876383	-2525116397	-1599780958	90967271.93	3496209989	6.437758406	42908796501	2.17207E+11	5.173610764	1.62899E+11	54307878121	742280000	2.60116E+11	63971942723	17.05728413	NaN	3624519648	3011771729	0.803049649	2.28707E+11	102	1.21422E+11	57.81895661	3
47560	1854000	0.216051181	728680	2.71120794	82620	1943685	86600	5407170000	9423601000	5.570769039	6045019000	3378582000	4697000	14830771000	0.864282453	299430000	435364990.2	9018885000	-5079395000	13093253000	15224298000	-360647235.6	-5034521000	-5060947000	-26426000	-1781327764	1005027000	5699000	38222000	3.063796905	327775000	22516854000	0.636694543	21269317000	1247537000	22000	22844629000	-4748881000	-14.36904677	4995260000	2005000	1287275024	3.895004954	NaN	NaN	NaN	NaN	2
21900	900000	0.116765123	212619	15.18691589	25680	291470	27830	14556374.26	436252542.8	1.7507355	254120717.5	182131825.3	NaN	450808917.1	0.002655247	241618.7497	252156.049	-111307028.9	-5886938.236	-346620952.7	-195284426	-23394279.37	465213.1473	465213.1473	NaN	-51729925.81	241200862	128016897.3	NaN	NaN	8669436.025	89631590.17	0.004202122	58836291.5	30795298.67	NaN	98301026.2	500060.2279	0.037902075	4789856.009	0	189948.9462	0.014397184	NaN	NaN	NaN	NaN	0
13700	840000	0.079053615	314751	0.759577279	30280	2718731	30530	93074801007	3.67661E+11	5.029597391	2.98791E+11	68869218447	1997618854	4.60736E+11	18.16560067	7831356135	3202189209	7041317236	7010870610	6388345250	614932904.4	2321551199	13095644187	-29927050336	-43022694523	-1225851919	-6357898624	-2985312103	6621025348	8.870300092	1.00086E+11	3.74049E+11	6.433131069	2.99406E+11	74642630793	1678912247	4.74135E+11	96587921127	21.01484915	NaN	3359986598	8993450195	1.956724992	3.86362E+11	163	2.55694E+11	65.34620578	3
33400	2500000	0.308163637	1006591	2.621587416	110620	1075033	112620	86079406.08	2102432375	9.630778467	1601967897	500464477.6	1971761.938	2188511781	-0.109852952	105321298.8	114552063	-534057458.8	-48459440.22	-754037235.9	-555108364.8	71900643.71	261336701.3	279627140.6	18290439.31	-175206363.6	268439217.3	175849867.1	2334816.517	0.774308727	37619965.86	1348395139	2.046832185	1046859533	301535606.6	NaN	1386015105	255244061.2	4.602161525	52914161.63	4930448.105	281569702.1	5.076824289	NaN	NaN	NaN	NaN	0
