Agricultural land (sq. km)	Arable land (hectares)	Arable land (hectares per person)	Land under cereal production (hectares)	Permanent cropland (% of land area)	Land area (sq. km)	Cereal production (metric tons)	Surface area (sq. km)	Income payments (BoP, current US$)	Imports of goods and services (BoP, current US$)	Insurance and financial services (% of service imports, BoP)	Goods imports (BoP, current US$)	Service imports (BoP, current US$)	Royalty and license fees, payments (BoP, current US$)	Imports of goods, services and income (BoP, current US$)	Foreign direct investment, net outflows (% of GDP)	Private current transfers, payments (BoP, current US$)	Workers' remittances and compensation of employees, paid (current US$)	Current account balance (BoP, current US$)	Net income (BoP, current US$)	Net trade in goods and services (BoP, current US$)	Net trade in goods (BoP, current US$)	Net errors and omissions, adjusted (BoP, current US$)	Foreign direct investment, net (BoP, current US$)	Private capital flows, total (BoP, current US$)	Portfolio investment, excluding LCFAR (BoP, current US$)	Changes in net reserves (BoP, current US$)	Net current transfers (BoP, current US$)	Net capital account (BoP, current US$)	ICT service exports (BoP, current US$)	ICT service exports (% of service exports, BoP)	Income receipts (BoP, current US$)	Exports of goods and services (BoP, current US$)	Insurance and financial services (% of service exports, BoP)	Goods exports (BoP, current US$)	Service exports (BoP, current US$)	Royalty and license fees, receipts (BoP, current US$)	Exports of goods, services and income (BoP, current US$)	Foreign direct investment, net inflows (BoP, current US$)	Foreign direct investment, net inflows (% of GDP)	Profit remittances on FDI (current US$)	Portfolio equity, net inflows (BoP, current US$)	Workers' remittances and compensation of employees, received (current US$)	Workers' remittances and compensation of employees, received (% of GDP)	Market capitalization of listed companies (current US$)	Listed domestic companies, total	Stocks traded, total value (current US$)	Stocks traded, turnover ratio (%)	Income
20	2000	0.023484929	NaN	NaN	180	NaN	180	37932960.89	2711955307	5.707591378	2115865922	596089385.5	NaN	2749888268	-0.109409183	18770949.72	10558659.55	-195810055.9	-17206703.91	-167541899.4	-387206703.9	-2513966.48	197597765.4	178603352	-18994413.41	18435754.19	-11061452.51	21005586.59	5418994.413	0.664292563	20726256.98	2544413408	0.623202301	1728659218	815754189.9	NaN	2565139665	195921787.7	12.78993349	NaN	NaN	2011173.248	0.131291024	NaN	NaN	NaN	NaN	3
180	1000	0.015407134	NaN	NaN	470	NaN	470	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
377900	7685000	0.322816679	2729075	0.160986155	652230	3682467	652230	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1460000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
575000	3000000	0.234517231	790562	0.401058795	1246700	448564	1246700	1033130000	5202420000	2.223441902	2597000000	2605420000	290000	6235550000	NaN	80390000	179949996.9	-883540000	-921000000	-57120000	2409760000	-181833662.7	411660000	411660000	NaN	162563662.7	94580000	11210000	NaN	NaN	112130000	5145300000	9.506279775	5006760000	138540000	5960000	5257430000	411660000	5.363359887	559340000	0	NaN	NaN	NaN	NaN	NaN	NaN	2
11350	578000	0.186939948	212488	4.452554745	27400	602043	28750	11800000	808812500	18.48958333	693612500	115200000	NaN	820612500	NaN	31400000	NaN	-272232500	49600000	-586432500	-535012500	158355753.9	47500000	47500000	NaN	-39523253.87	264600000	2000000	11480000	17.99937284	61400000	222380000	2.038256507	158600000	63780000	NaN	283780000	47500000	2.162803347	2100000	0	300299987.8	13.67346987	NaN	NaN	NaN	NaN	1
4000	45000	0.01723075	58	0.598086124	83600	298	83600	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	232430000	0.294815986	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
1284150	27500000	0.769986131	10857592	0.370885997	2736690	35911344	2780400	11632292309	37537386709	5.837117241	28553500000	8983886709	544377042.6	49169679017	1.247296274	245347385.6	231699996.9	-12138068595	-6145110930	-6507815237	-2122700000	-2272175220	5507454052	16531876107	11024422054	-3330546652	514857571.8	132600000	329900000	7.173655009	5487181379	31029571471	0.176133997	26430800000	4598771471	17579252.91	36516752850	9160272052	3.127879133	2738900000	2319279105	65699996.95	0.022434012	59252000000	136	25703720000	49.4630476	2
13320	455000	0.145143159	186100	1.509831461	28480	254180	29740	40440000	952480000	7.4538838	793100000	159380000	NaN	992920000	NaN	33790000	5340000.153	-306510000	98510000	-622240000	-559460000	10832283.22	51940000	67700000	15760000	-50022283.22	217220000	10880000	NaN	NaN	138950000	330240000	3.064182195	233640000	96600000	NaN	469190000	51940000	3.168053675	11120000	460000	136139999.4	8.303789476	NaN	NaN	NaN	NaN	1
50	2000	0.036473721	NaN	15	200	NaN	200	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
130	8000	0.11061641	39	2.272727273	440	72	440	25862962.96	478288888.9	9.824988175	313855555.6	164433333.3	NaN	504151851.9	NaN	8388888.889	1111111.164	-47374074.07	-22155555.56	-35000000	-275059259.3	-9373818.49	22944444.44	22944444.44	NaN	-2955811.14	9781481.481	9170370.37	NaN	NaN	3707407.407	443288888.9	0.88176316	38796296.3	404492592.6	NaN	446996296.3	22944444.44	3.956949563	NaN	NaN	15944444.66	2.749744649	NaN	NaN	NaN	NaN	2
