Agricultural land (sq. km)	Arable land (hectares)	Arable land (hectares per person)	Land under cereal production (hectares)	Permanent cropland (% of land area)	Land area (sq. km)	Cereal production (metric tons)	Surface area (sq. km)	Income payments (BoP, current US$)	Imports of goods and services (BoP, current US$)	Insurance and financial services (% of service imports, BoP)	Goods imports (BoP, current US$)	Service imports (BoP, current US$)	Royalty and license fees, payments (BoP, current US$)	Imports of goods, services and income (BoP, current US$)	Foreign direct investment, net outflows (% of GDP)	Private current transfers, payments (BoP, current US$)	Workers' remittances and compensation of employees, paid (current US$)	Current account balance (BoP, current US$)	Net income (BoP, current US$)	Net trade in goods and services (BoP, current US$)	Net trade in goods (BoP, current US$)	Net errors and omissions, adjusted (BoP, current US$)	Foreign direct investment, net (BoP, current US$)	Private capital flows, total (BoP, current US$)	Portfolio investment, excluding LCFAR (BoP, current US$)	Changes in net reserves (BoP, current US$)	Net current transfers (BoP, current US$)	Net capital account (BoP, current US$)	ICT service exports (BoP, current US$)	ICT service exports (% of service exports, BoP)	Income receipts (BoP, current US$)	Exports of goods and services (BoP, current US$)	Insurance and financial services (% of service exports, BoP)	Goods exports (BoP, current US$)	Service exports (BoP, current US$)	Royalty and license fees, receipts (BoP, current US$)	Exports of goods, services and income (BoP, current US$)	Foreign direct investment, net inflows (BoP, current US$)	Foreign direct investment, net inflows (% of GDP)	Profit remittances on FDI (current US$)	Portfolio equity, net inflows (BoP, current US$)	Workers' remittances and compensation of employees, received (current US$)	Workers' remittances and compensation of employees, received (% of GDP)	Market capitalization of listed companies (current US$)	Listed domestic companies, total	Stocks traded, total value (current US$)	Stocks traded, turnover ratio (%)	Income
4090290	47161000	2.148398529	20397665	0.045559273	7682300	34500600	7741220	65998198663	2.01124E+11	NaN	1.59003E+11	42120845637	NaN	2.67122E+11	1.70102012	4681605860	3173066406	-43890735442	-38075091220	-4746611692	-4214921811	-1425876877	11524773706	86230158840	74705385134	30470950146	-1069032530	-292697704.6	NaN	NaN	27923107443	1.96377E+11	NaN	1.54788E+11	41589155757	NaN	2.24301E+11	27245557754	2.948023571	NaN	33401814914	4579000000	0.495456913	1.25846E+12	1882	7.6182E+11	78.77879005	3
31680	1371000	0.163891803	833997	0.800679364	82430	5144194	83870	36213842301	1.75581E+11	4.177909452	1.38511E+11	37069586727	1279925621	2.11795E+11	3.119057617	3074384950	3376767822	10290939660	-1589329474	14049525840	-3411888558	2962178930	-385247229.6	-11031213963	-10645966733	1050408132	-2169256706	-214909684.3	3579235664	6.563671289	34624512827	1.89631E+11	4.112308873	1.351E+11	54531001125	750846476.7	2.24255E+11	11522540130	3.018148164	NaN	284069905.2	3285936523	0.860699392	53578044956	98	25534547825	40.57034883	3
47570	1874000	0.209449995	1113811	2.747518761	82620	2903369	86600	4070582000	9903329000	2.619183685	6513876000	3389453000	19229000	13973911000	0.736312996	550426000	651830993.7	10174876000	-3519156000	12972340000	14582942000	-1461159060	147181000	8384000	-138797000	962951094.4	721692000	5350000	81442000	4.578348608	551426000	22875669000	0.285408952	21096818000	1778851000	1800000	23427095000	473305000	1.068613848	3663700000	0	1273724976	2.875778087	NaN	NaN	NaN	NaN	2
21500	900000	0.110147619	227200	13.62928349	25680	299770	27830	18354399.6	519660970.8	2.583670975	343026862.6	176634108.2	NaN	538015370.4	NaN	3243186.121	1196980.119	-161180586.8	-16979396.63	-401314957.5	-274612844.3	-107646922.3	348404.5346	348404.5346	NaN	-81581064.57	257113767.3	1025333166	NaN	NaN	1375002.964	118346013.3	0.711107638	68414018.28	49931995	NaN	119721016.2	348729.6905	0.019211828	8100446.073	0	28232147.22	1.555334047	NaN	NaN	NaN	NaN	0
13640	840000	0.077803042	335264	0.72655218	30280	3255678	30530	73706427023	3.34186E+11	4.003023263	2.56596E+11	77590563104	2158273805	4.07893E+11	2.534834418	10401690115	4200516602	-7308879929	-340482669.1	1943291075	-6637251545	1844669399	54532505590	94781665719	40249160130	-6968027234	-8911688334	-3273084925	8157018019	9.466070965	73365944354	3.3613E+11	6.035910666	2.49958E+11	86171105724	2557953773	4.09495E+11	66532916120	14.05367969	NaN	-3241633498	10522564450	2.222670505	2.61429E+11	166	1.27796E+11	59.59573174	3
33000	2450000	0.284825067	1059456	2.711986982	110620	1508143	112620	76088613.12	2233883153	4.761437225	1737771757	496111396.3	2981873.95	2309971766	0.473595901	69167615.92	88000000	-648934554	-32995451.81	-788159265.3	-512983974.2	-4420421.031	103099138.9	194628691.7	91529552.73	88186937.41	172220163.1	161052960.4	NaN	NaN	43093161.32	1445723888	2.299588777	1224787783	220936105.2	NaN	1488817049	134285982.5	2.03923461	31546870.99	8981624.59	251310134.9	3.816335221	NaN	NaN	NaN	NaN	0
91490	7569000	0.051479239	11909856	7.528616425	130170	49315853	144000	1448406586	23074043502	1.630919856	19677718237	3396325264	8385816.874	24522450088	NaN	265928219.6	7791556.358	3556126394	-1399340585	-6025299152	-4605090481	-647826887.3	713383102.5	745034809.6	31651707.05	-4334648087	10980766131	474938510.3	223970742.7	11.333883	49066001.48	17048744350	2.64909504	15072627757	1976116593	333018.0649	17097810351	713383102.5	0.798326946	1104902407	-152644465.5	10520653320	11.77336694	7067627057	302	14601057345	212.561601	0
50300	3139000	0.413835964	1829227	1.584377303	108560	6243083	111000	2778043975	27196075356	8.036797713	22153280167	5042795189	117239687.6	29974119331	-0.227319188	220691271.4	101249931.3	-4256328503	-1658490078	-3922786474	-5775738271	1118015798	3535417639	2713575474	-821842165.5	-224703828.9	1324948049	652463239	387740980.2	5.622900332	1119553897	23273288882	2.509168176	16377541896	6895746986	10027643.6	24392842778	3425011633	7.051888654	1822016777	7584790.359	1591794678	3.277407505	7103248310	398	400594001.8	5.019724176	2
70	1000	0.000855009	NaN	2.631578947	760	NaN	760	4079959476	11353989362	23.97952948	9613031915	1740957447	NaN	15433948837	-9.273284425	1390957447	1390957397	559975548.8	-2399864877	4350797872	2438829787	-250023983.4	2048638923	10324228296	8275589373	118483379	-1390957447	50000000	NaN	NaN	1680094599	15704787234	23.3054241	12051861702	3652925532	NaN	17384881833	257149561.4	1.331082994	NaN	-487234042.6	NaN	NaN	16933187987	49	856885694	4.496938056	3
21280	997000	0.264618865	308836	2	51000	1390724	51210	257542098.9	9480267281	4.342114786	8833694830	646572450.8	5967649.542	9737809380	0.031987907	228610004.6	60801120.76	-1087977823	578526566.1	-3968999884	-4753781916	60241910.68	234644381	45219062.54	-189425318.5	337115800	2302495495	255079573.7	NaN	NaN	836068665	5511267397	0.937833073	4079912914	1431354483	12390550.89	6347336062	240108839.7	1.405551683	-70131013.98	0	2132869385	12.48541353	NaN	NaN	NaN	NaN	2
89270	5544000	0.583149258	2415484	0.591657627	202820	8153519	207600	1359700000	30433500000	3.535305794	28317700000	2115800000	76000000	31793200000	0.20742312	219700000	112400001.5	-6177800000	-883400000	-5568500000	-6957000000	300310178.4	1782200000	1801000000	18800000	414378940.9	274100000	166900000	316400000	9.028907342	476300000	24865000000	0.308192792	21360700000	3504300000	9500000	25341300000	1884400000	3.824541371	871500000	1200000	357799987.8	0.726183855	NaN	NaN	NaN	NaN	2
1520	70000	0.210084034	25229	1.402893468	22810	74982	22970	112735656	782258955.3	16.10488257	620512128.6	161746826.7	1100349.464	894994611.3	0.034192027	18663326.31	22830831.53	-82838728.49	-108267955.9	-53959075.13	-236594287.4	-40659494.05	108378836	98724721.04	-9654114.943	-40029765.61	79388302.49	18495787.36	NaN	NaN	4467700.11	728299880.2	1.553638436	383917841.3	344382038.9	NaN	732767580.3	108840086.4	8.068205072	56107042.81	0	80281723.02	5.951202596	NaN	NaN	NaN	NaN	1
0	0	0	NaN	NaN	50	NaN	50	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	186702545.2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	35160000	0.60554101	NaN	43870000	1345457153	23.17205585	1360190000	16	50230000	3.069805532	3
369540	3735000	0.382158137	896950	0.202160066	1083300	1873849	1098580	906440000	5158870000	12.84940412	4143570000	1015300000	18650000	6065310000	0.017301046	99720000	103474288.9	813540000	-673790000	274170000	773980000	-453556521.2	420040000	266400000	-153640000	-540222178.2	1213160000	110520000	64810000	12.57250383	232650000	5433040000	13.29026751	4917550000	515490000	2500000	5665690000	423040000	2.439678146	768860000	0	1068648560	6.162912579	2792440000	37	25910000	0.948238476	1
2645000	61200000	0.316693783	20080296	0.862943322	8459420	70913732	8514880	42510024700	1.74679E+11	7.29507543	1.27705E+11	46973715800	2512044100	2.17189E+11	-0.621845308	1127773600	1003042786	-24302262100	-33684212000	6044437700	25289805700	591180827.9	36032805800	86315854300	50283048500	-47255362198	3337512200	1129939500	562050400	2.026988424	8825812700	1.80723E+11	7.00731978	1.52995E+11	27728347800	433807800	1.89549E+11	25948579800	1.600123064	21028639000	37071238200	4234280762	0.261107558	1.16733E+12	377	6.49187E+11	73.9090574	2
190	16000	0.058661778	86	2.325581395	430	227	430	463549331.3	2076951175	18.29964089	1366324318	710626857.1	36771831.54	2540500506	1.756964827	56066094.85	40067844.39	-259620267.7	-86802765.23	-193083745	-985285846.1	-28944343.12	352359730.9	479300486.4	126940755.5	-67455104.66	20266242.48	NaN	38060500	2.532590272	376746566	1883867430	4.636270095	381038472	1502828958	2524058.82	2260613996	415526322.1	11.55777317	NaN	-8653126.95	113263664.2	3.150403883	4389578338	20	16000000	0.342132783	3
110	3000	0.007656245	1062	0.948766603	5270	1371	5770	264247594.8	3716618335	1.502658589	2282430795	1434187541	7578254.53	3980865930	NaN	444817438.6	444817443.8	3977383595	52026606.86	4370174427	4889450886	-5420049452	325586827.8	464857855.2	139271027.4	-153686033.1	-444817438.6	-10944139.47	NaN	NaN	316274201.7	8086792763	1.429980469	7171881681	914911081.6	NaN	8403066964	325586827.8	3.033671546	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
5070	75000	0.105091324	66422	0.651211253	38390	143410	38390	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	81908180.24	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6544516.789	0.517481127	1095971.498	0	4799095.154	0.379468989	NaN	NaN	NaN	NaN	1
258520	250000	0.126162206	98084	0.003529017	566730	55850	581730	455029677.7	4955446395	4.899351012	4003242878	952203516.5	11600056.28	5410476072	0.564783587	38769344.74	102211486.8	-521260704.1	-102611582.2	-1024507483	-568290349.2	699949289.9	758922912.6	1124481216	365558303.9	624305978.5	605858361.4	89247758.34	27511699.76	5.546865947	352418095.5	3930938911	6.50914927	3434952529	495986382.5	531086.9143	4283357007	824081581.7	7.142990455	726750514.2	17176468.88	87863151.55	0.761581944	4278000000	20	103227166.2	2.635438846	2
52350	1950000	0.451584576	264307	0.136440977	622980	250667	622980	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	42250530.79	2.133701511	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
676000	45100000	1.337100934	15006644	0.775278193	9093510	49409762	9984670	62813086749	4.08183E+11	11.95446075	3.28915E+11	79267950770	8126228496	4.70996E+11	3.207190468	6302086520	NaN	-40024298961	-14059038536	-23572295820	-4393734164	-218408570.9	-20433687446	71003524769	91437212215	-10469826427	-2392964605	2893738621	6820725928	11.35096567	48754048212	3.8461E+11	10.83867545	3.24521E+11	60089389114	3420189393	4.33365E+11	22464975124	1.679526814	NaN	23349397839	NaN	NaN	1.68096E+12	3761	1.23963E+12	92.40001827	3
15250	407000	0.052557965	152843	0.575	40000	1005780	41280	82854005468	2.43151E+11	7.978061887	2.0483E+11	38320957043	NaN	3.26005E+11	5.442928757	30700312217	19561566410	36176675294	8766063458	39447797702	1173168211	-30366704831	2514586891	-25947256484	-28461843375	-30495422501	-12037185866	-6822580104	NaN	NaN	91620068925	2.82599E+11	28.70693493	2.06003E+11	76595586534	NaN	3.74219E+11	29298556323	5.951824755	NaN	9241436374	2524300049	0.512796308	1.07069E+12	246	7.95556E+11	82.297959	3
80	4000	0.026209228	NaN	NaN	190	NaN	190	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
157420	1270000	0.074900902	567508	0.61463559	743530	3105536	756090	17011163590	49965614709	14.06098853	39887595964	10078018746	460511473.6	66976778299	4.670561639	919834171.8	5599999.905	2570056373	-11665889656	12672790583	14116773520	772609772.6	4812966188	-6956332573	-11769298761	7001999794	1563155446	14505510.2	237068199.6	2.745740288	5345273934	62638405292	3.178223062	54004369484	8634035808	59161123.53	67983679226	12873916314	7.459222391	14801482943	327974254.4	4400000.095	0.002549386	2.09475E+11	232	37565360950	21.97423163	2
5243210	109999000	0.082620289	88678224	1.535355745	9327480	483267540	9600000	1.16783E+11	1.11314E+12	7.523499413	9.54287E+11	1.58856E+11	11065271082	1.22993E+12	0.879337424	8323580273	4444438477	2.43257E+11	-8532580532	2.2013E+11	2.49511E+11	-41181111525	87167067370	1.14254E+11	27087363798	-4.00508E+11	31658747085	4585616812	7709972564	5.95476346	1.08251E+11	1.33327E+12	1.513370264	1.2038E+12	1.29476E+11	429452520	1.44152E+12	1.14215E+11	2.288292127	90805095269	28160664463	48852425758	0.978760091	5.00765E+12	1700	8.95619E+12	229.6087851	2
93630	5963000	0.310977382	1520602	2.961646676	472710	2530883	475440	608501359.8	6338946426	8.374239815	4559026897	1779919528	7992608.159	6947447785	-0.634571319	235112713.3	137481750.5	-1118674155	-477070182.7	-920171992.5	-389157846.4	159661540	809089563.8	711212939.8	-97876623.92	-324247121.5	278568019.8	183601264.4	60503662.56	4.844535336	131431177.1	5418774433	4.849961676	4169869051	1248905382	222369.8613	5550205610	668329441.5	3.012946343	435834339.2	-264726.0254	192485473.6	0.867758276	NaN	NaN	NaN	NaN	1
425400	1775000	0.03887936	1185988	1.423163587	1109500	4764646	1141750	10777149042	38502536092	7.948756767	31479393733	7023142359	298569416	49279685134	1.307623376	577240850.7	92231735.23	-4960027849	-9297826058	-275192938.8	2545455201	48784751.8	4049034418	5959546629	1910512210	-1441096952	4612991148	NaN	316847519.8	7.53951114	1479322984	38227343153	1.145128999	34024848934	4202494219	39049421.63	39706666137	7137131449	3.022104553	7627656444	67351122.4	4179614746	1.769791245	1.33301E+11	86	12947889365	11.75298099	2
1550	80000	0.111767122	24049	32.25806452	1860	25588	1860	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9089625.572	1.697928095	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
880	60000	0.122045234	33000	0.744416873	4030	7380	4030	66293412.26	1089078600	5.488389499	770783484.1	318295116.3	NaN	1155372013	0.103007937	76421532.97	11832880.02	-247587509.1	-43407344.82	-516108121.5	-676866622.9	-27827791.79	118121849	123764890.8	5643041.741	4184878.905	311927957.2	45887920.18	28033967.35	5.85194774	22886067.44	572970478.9	1.843737808	93916861.21	479053617.7	NaN	595856546.4	119784111.2	7.482628864	26333451.95	1842837.521	138141601.6	8.629377678	NaN	NaN	NaN	NaN	1
18000	200000	0.043565487	74792	5.875440658	51060	283516	51100	1303043283	12282095462	9.162536435	10877285549	1404809913	64621900	13585138745	0.025390067	224073567.2	238598205.6	-576003870.6	-1083738128	149040405	-2039060153	131552099	1339038362	1052961578	-286076783.9	-259887613.3	358693852.8	58318530.86	803355586	22.35946575	219305154.7	12431135867	0.455201991	8838225396	3592910471	588100	12650441022	1346502407	4.580329647	985852399	0	513091857.9	1.745358817	1451605555	9	30785893.66	1.844214706	2
66550	3650000	0.324080667	419902	3.523111612	106440	868697	109890	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24425873.53	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
20	0	0	NaN	0	240	NaN	260	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17878404934	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
1250	87000	0.079781893	31155	3.571428571	9240	55352	9250	4959836342	10739230732	5.26686426	7376243260	3362987473	60548917.97	15699067074	1.791916924	627760783.8	408956237.8	-2480070693	-928436092.4	-1280923980	-5981632245	-95565695.97	3128161544	-20107366277	-23235527821	718381055	-270710620.1	73272139.83	209571916.5	2.598956153	4031400250	9458306752	15.19588896	1394611014	8063695738	11999196.15	13489707001	3550026287	15.07912735	NaN	24426595.76	153388641.4	0.651535136	4992819097	128	947044322.5	14.62912661	3
42390	3180000	0.303227427	1544398	0.98381877	77250	7836496	78870	18349022688	1.10071E+11	4.558183733	94534269359	15536369320	743243206.6	1.2842E+11	0.467577411	1675047912	2568409668	-4848880272	-13181580803	8485722664	4576631974	-2646186338	1951527508	10539200470	8587672962	-1756932793	-153022133.9	3580495527	1879461251	9.665295912	5167441885	1.18556E+11	1.561719095	99110901333	19445460011	98892469.7	1.23724E+11	2868829263	1.462332054	NaN	-310894337.5	1251276489	0.637814785	52687966786	16	20606185636	40.58794073	3
168860	11945000	0.145844488	6918445	0.573707008	348610	49808821	357120	1.66927E+11	1.24558E+12	4.053600118	9.83812E+11	2.61768E+11	17633442894	1.41251E+12	2.275597695	24849112254	15950800780	1.98096E+11	81344230760	1.62643E+11	1.8551E+11	22727273921	-49384494582	-1.62964E+11	-1.1358E+11	-12355700135	-45891106795	8328087.228	19769088501	8.275032302	2.48271E+11	1.40822E+12	7.684990595	1.16932E+12	2.389E+11	18047032907	1.65649E+12	25679189110	0.778479028	NaN	11985390304	11209180660	0.339812602	1.29757E+12	601	1.28887E+12	107.1589134	3
240	6000	0.088336621	119	21.33333333	750	171	750	20219856.15	264639781.5	11.41781819	198225145.4	66414636.13	435029.6296	284859637.7	NaN	4594943.033	171814.8142	-102437943.4	-13654047.53	-108055405.4	-161408402.1	6064113.309	41309574.44	41674694.16	365119.7111	-15075648.1	19271509.56	43981551.85	NaN	NaN	6565808.615	156584376.1	1.759140957	36816743.33	119767632.8	NaN	163150184.7	41309574.44	8.58371043	13353181.48	NaN	25449359.89	5.288118768	NaN	NaN	NaN	NaN	2
26340	2431000	0.440151763	1499300	0.14140938	42430	10163800	43090	22292564513	1.35016E+11	NaN	84229909000	50785992401	NaN	1.57308E+11	1.883873421	NaN	3413238770	10402057014	3311368785	12436344426	7945927583	-3053166523	-1942771757	9542163141	11484934898	-31134766734	-5345656197	-37252421.65	NaN	NaN	25603933298	1.47452E+11	NaN	92175836583	55276409244	NaN	1.73056E+11	3918212678	1.259415855	NaN	7222101261	894261291.5	0.287438927	1.86852E+11	217	1.48317E+11	93.17062477	3
24670	800000	0.081658884	206310	9.726821192	48320	884087	48670	2181900000	14144500000	8.698474521	12295900000	1848600000	53400000	16326400000	NaN	277200000	28799999.24	-2330900000	-1720800000	-3825700000	-6813000000	-125319046.9	2165400000	1715900000	-449500000	-368278862	3215600000	407200000	201300000	4.162617093	461100000	10318800000	0.924336732	5482900000	4835900000	NaN	10779900000	2165400000	4.628084519	1576600000	0	3466699951	7.40933794	NaN	NaN	NaN	NaN	2
413250	7500000	0.214591243	3176277	0.392570138	2381740	5253433	2381740	6065000000	49081000000	2.140594229	37402000000	11679000000	17000000	55146000000	0.1556618	264000000	46000000	401000000	-1319000000	-912000000	7784000000	-2673603845	2546000000	2546000000	NaN	-3859571406	2632000000	NaN	105000000	3.519946363	4746000000	48169000000	8.414347972	45186000000	2983000000	2000000	52915000000	2761000000	1.998987114	5892000000	0	2058690918	1.490509459	NaN	NaN	NaN	NaN	2
75340	1199000	0.084072114	818773	5.431631503	248360	2435428	256370	1479289513	16886756470	6.148592585	14268445547	2618310923	47457318.4	18366045983	NaN	303054686.7	81280868.53	136127026.9	-1373446976	-1138206484	143580376.7	-534852381.8	321451890.1	-2820055685	-3141507575	686120363.3	2647780488	1979090582	NaN	NaN	105842536.9	15748549986	NaN	14412025924	1336524062	NaN	15854392523	318896890.1	0.61300554	821633107.2	2438424.67	2502338623	4.810167447	4247635856	39	770862000	17.50015324	2
36890	2884000	0.036178341	3155081	0.808679492	995450	22706931	1001450	3068000000	53842100000	10.36942419	39906900000	13935200000	284500000	56910100000	0.302247668	270700000	254800003.1	-3349300000	-2076100000	-9233000000	-16817600000	398060650.3	6140400000	5613300000	-527100000	156222727.8	7959800000	-18800000	1012600000	4.705434065	991900000	44609100000	1.258376007	23089300000	21519800000	NaN	45601000000	6711600000	3.551410104	2100600000	393000000	7149600098	3.7831757	89952506169	305	52812983464	60.07008167	1
