Agricultural land (sq. km)	Arable land (hectares)	Arable land (hectares per person)	Land under cereal production (hectares)	Permanent cropland (% of land area)	Land area (sq. km)	Cereal production (metric tons)	Surface area (sq. km)	Income payments (BoP, current US$)	Imports of goods and services (BoP, current US$)	Insurance and financial services (% of service imports, BoP)	Goods imports (BoP, current US$)	Service imports (BoP, current US$)	Royalty and license fees, payments (BoP, current US$)	Imports of goods, services and income (BoP, current US$)	Foreign direct investment, net outflows (% of GDP)	Private current transfers, payments (BoP, current US$)	Workers' remittances and compensation of employees, paid (current US$)	Current account balance (BoP, current US$)	Net income (BoP, current US$)	Net trade in goods and services (BoP, current US$)	Net trade in goods (BoP, current US$)	Net errors and omissions, adjusted (BoP, current US$)	Foreign direct investment, net (BoP, current US$)	Private capital flows, total (BoP, current US$)	Portfolio investment, excluding LCFAR (BoP, current US$)	Changes in net reserves (BoP, current US$)	Net current transfers (BoP, current US$)	Net capital account (BoP, current US$)	ICT service exports (BoP, current US$)	ICT service exports (% of service exports, BoP)	Income receipts (BoP, current US$)	Exports of goods and services (BoP, current US$)	Insurance and financial services (% of service exports, BoP)	Goods exports (BoP, current US$)	Service exports (BoP, current US$)	Royalty and license fees, receipts (BoP, current US$)	Exports of goods, services and income (BoP, current US$)	Foreign direct investment, net inflows (BoP, current US$)	Foreign direct investment, net inflows (% of GDP)	Profit remittances on FDI (current US$)	Portfolio equity, net inflows (BoP, current US$)	Workers' remittances and compensation of employees, received (current US$)	Workers' remittances and compensation of employees, received (% of GDP)	Market capitalization of listed companies (current US$)	Listed domestic companies, total	Stocks traded, total value (current US$)	Stocks traded, turnover ratio (%)	Income
34320	1414000	0.177900169	807670	0.946027896	82450	4454527	83870	11262937073	85193247949	7.887479127	65873512541	19319735408	531153695.9	96456185022	0.47577928	3128367633	345817108.2	-7013838349	-2055706453	-3216366496	-8177835732	341727576.8	765469111	10799673173	10034204062	-1391293384	-1741765399	-266428612.1	481605993.3	1.983451811	9207230620	81976881452	3.504527789	57695676809	24281204644	132381393.4	91184112072	1900496648	0.796647568	NaN	1265085087	1012422485	0.424385863	32513000000	109	25759000000	82.05463088	3
44890	1726000	0.224593364	603393	3.713495974	83210	909350	86600	15966000	1290071000	0.809154442	985432000	304639000	NaN	1306037000	NaN	13220000	9310000.42	-400650000	-6042000	-505362000	-373089000	59740244.02	330050000	328392000	-1658000	-57809244.02	110754000	-3176000	NaN	NaN	9924000	784709000	0.140979079	612343000	172366000	NaN	794633000	330050000	10.81256385	8000	NaN	3000000	0.098281144	NaN	NaN	NaN	NaN	2
21450	940000	0.154433786	202000	14.40809969	25680	269037	27830	22914226.8	258895128.3	4.40088402	175558291.5	83336836.73	96093.21041	281809355.1	0.060032539	1149114.641	5277118.683	10446132.75	-12524148.42	-129557670.9	-62668788.73	5920531.086	1381339.9	1381339.9	NaN	-36674362.3	152527952.1	-780757.3346	NaN	NaN	10390078.38	129337457.3	0.121713729	112889502.8	16447954.52	NaN	139727535.7	1981922.465	0.198107378	3111017.687	0	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	318535	NaN	NaN	2143887	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3251686279	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4936722168	1.735107302	1.0496E+11	143	15249000000	16.13113124	3
25200	1790000	0.316750193	675896	1.627192189	110620	734332	112620	31060901.32	894695999.9	8.975279788	622454732.7	272241267.2	NaN	925756901.2	NaN	27675535.54	26484506.61	-166966769.2	-7588324.04	-280430214.2	-202518519.1	-962156.1985	13329502.12	-50573333.88	-63902836	94150069.02	121051769.1	89241190.97	NaN	NaN	23472577.28	614265785.7	5.695092645	419936213.6	194329572.1	NaN	637738362.9	13329502.12	0.66341469	5934908.028	295703.6271	100134346	4.983726736	NaN	NaN	NaN	NaN	0
93740	8404000	0.071531348	10683381	2.842436813	130170	27704115	144000	201765164.2	7588597248	4.382418042	6057382132	1531215116	NaN	7790362412	NaN	1840394.251	NaN	-823880196.6	68325636.02	-3157115126	-2324093838	133337287.9	1896372.127	-13334435.11	-15230807.24	511713195.9	2264909294	NaN	NaN	NaN	270090800.2	4431482122	0.058870064	3733288294	698193828	NaN	4701572922	1896372.127	0.004998378	0	-15230807.24	1201664307	3.167296077	1338000000	183	158000000	13.23283082	0
61640	3998000	0.475608867	2133732	1.843984453	110630	6548382	110990	581900000	6501900000	NaN	5224000000	1277900000	NaN	7083800000	-0.061213148	124900000	NaN	-25800000	-432200000	274500000	121000000	143776663.8	98400000	32700000	-65700000	-479576663.8	131900000	NaN	NaN	NaN	149700000	6776400000	NaN	5345000000	1431400000	NaN	6926100000	90400000	0.691708574	0	0	NaN	NaN	61000000	26	4000000	NaN	2
90	2000	0.003577376	NaN	4.225352113	710	NaN	710	4145816992	4122340745	3.582214765	3488298143	634042602.4	NaN	8268157738	-0.274825789	499734081.3	499734069.8	237382283.2	-58894335.5	675266009.8	626063878.4	1501278642	446662590.6	333336073.4	-113326517.3	-168907874.7	-378989391.1	156914905.8	NaN	NaN	4086922657	4797606755	NaN	4114362021	683244733.9	NaN	8884529412	430586743.7	7.361126435	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	3
21750	850000	0.255094538	187200	2.450980392	51000	671360	51210	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
93390	6232000	0.611340004	2573600	0.72470913	202840	5314900	207600	52900000	5752400000	3.489601692	5468700000	283700000	NaN	5805300000	NaN	28600000	11899999.62	-458300000	-51000000	-483300000	-665700000	168560356.5	14700000	14700000	NaN	-105860356.5	76000000	7300000	8800000	1.888006865	1900000	5269100000	0.450547093	4803000000	466100000	NaN	5271000000	14700000	0.10520562	0	NaN	28500000	0.203970079	NaN	NaN	NaN	NaN	2
1460	62000	0.286374134	24346	1.49057431	22810	43263	22970	25069500	325501500	8.779287562	230602000	94899500	109000	350571000	NaN	3735000	6881499.767	-17246500	-22251000	-28143500	-66050000	22375410.36	21050000	24527000	3477000	-4124910.359	33148000	NaN	NaN	NaN	2818500	297358000	0.978494948	164552000	132806000	NaN	300176500	21050000	3.394987314	8000000	0	13896499.63	2.241256055	NaN	NaN	NaN	NaN	1
10	1000	0.016207455	NaN	NaN	50	NaN	50	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
365000	2500000	0.334630585	698018	0.152312379	1083300	1089683	1098580	234900000	1573900000	8.509423187	1223700000	350200000	4400000	1808800000	0.029783336	2000000	9199999.809	-302500000	-206600000	-340100000	-182300000	-112316562.8	390700000	390700000	NaN	-148483437.2	244200000	2000000	NaN	NaN	28300000	1233800000	8.908523909	1041400000	192400000	NaN	1262100000	392700000	5.84795805	24400000	0	7400000.095	0.110198345	97000000	7	1000000	1.652892562	1
2584720	58059000	0.358725112	19752819	0.879611132	8459420	49641907	8514880	14562000000	63293000000	9.229640499	49663000000	13630000000	529000000	77855000000	0.179985419	161000000	347000000	-18136000000	-11105000000	-10652000000	-3157000000	1446698860	3475000000	13220000000	9745000000	-12968698860	3621000000	352000000	79000000	1.287693562	3457000000	52641000000	16.51181744	46506000000	6135000000	32000000	56098000000	4859000000	0.631899674	2814000000	2775000000	3315000000	0.431106692	1.47636E+11	543	79186000000	47.04547238	2
190	16000	0.060740426	400	2.325581395	430	1100	430	97700000	1048434000	27.88993363	686834000	361600000	14650000	1146134000	0.177500872	20800000	15449999.81	10174604.2	-40450000	17024604.2	-446884000	58891700.17	8450000	45800000	37350000	-42716304.37	33600000	NaN	46800000	5.669232248	57250000	1065458604	8.147535211	239950000	825508604.2	50000	1122708604	11750000	0.632010682	NaN	0	60900001.53	3.275697998	494000000	18	3000000	0.592885375	3
100	2000	0.006905744	310	0.759013283	5270	508	5770	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
5590	135000	0.260324268	104081	0.598951834	40070	149622	40070	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
259460	345000	0.217578172	136599	0.001764509	566730	64175	581730	515618123.7	2049666812	7.990255786	1605435862	444230949.6	5843720.165	2565284935	0.856898875	166582097.1	199876876.8	299652984	-32429039.68	370895868.8	554756619.9	-73646959.16	29507179.6	-1154315.094	-30661494.69	-206743391.7	-38813845.05	14428938.68	NaN	NaN	483189084	2420562681	7.121086173	2160192482	260370198.5	36072.3467	2903751765	70413220.76	1.475014642	415661651	5519069.045	59158649.44	1.239254123	398000000	12	38000000	9.806451613	2
50100	1930000	0.579978424	131307	0.144466917	622980	112818	622980	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6200565.764	0.552680779	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
679940	45537000	1.551304763	18276400	0.745036845	9093510	49344200	9984670	41608938733	2.00991E+11	11.11384571	1.67517E+11	33473241465	1885102161	2.426E+11	1.945760781	1246222435	NaN	-4327836905	-22721430695	18510350127	25855443966	3366164486	-2170911715	10902808235	13073719950	-2710749040	-116756337.8	4699582384	2288541659	8.758912771	18887508039	2.19501E+11	11.05397006	1.93373E+11	26128147626	373932439.4	2.38389E+11	9319143130	1.578131999	NaN	-3077277112	NaN	NaN	3.66344E+11	1196	1.83686E+11	53.91801253	3
15810	423000	0.060079364	204004	0.6	40000	1280827	41280	20866590602	1.08916E+11	1.095827082	93879545046	15036614149	NaN	1.29783E+11	3.573176396	4121545100	10114090820	20702527127	10707932483	14403419962	3259816586	-8979792945	-7130841326	-11054833706	-3923992380	-29067751.14	-4408825318	-792663374.6	NaN	NaN	31574523085	1.2332E+11	26.70484829	97139361632	26180217525	NaN	1.54894E+11	4158247960	1.316151647	NaN	5851315362	1473188477	0.466287595	4.33621E+11	233	3.10928E+11	86.64410349	3
80	3000	0.021136585	NaN	NaN	190	NaN	190	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
153300	2120000	0.147126018	618407	0.376581981	743530	2765798	756090	3582000000	18301000000	3.937653815	14644000000	3657000000	50000000	21883000000	1.053971139	136000000	12866666.79	-1349600000	-2713500000	1056900000	1381000000	131519511.9	2205000000	2239000000	34000000	-1037519512	307000000	NaN	NaN	NaN	868500000	19357900000	7.200936122	16025000000	3332900000	1900000	20226400000	2957000000	4.144405129	2178000000	-249000000	NaN	NaN	73860000000	284	11072000000	15.58777964	2
5327160	122069000	0.101314266	89769969	1.141358652	9327480	418664203	9599970	16965100000	1.35282E+11	16.94227687	1.1006E+11	25222820000	NaN	1.52248E+11	0.274722558	360000000	85666664.12	1618390000	-11773840000	11957590000	18050110000	-17823192260	33849200000	34638600000	789400000	-22468987740	1434640000	NaN	NaN	NaN	5191260000	1.4724E+11	9.681709121	1.2811E+11	19130300000	NaN	1.52431E+11	35849200000	4.924291958	9953190000	0	891200000	0.122416372	42055000000	323	49774000000	116.3555618	2
91600	5960000	0.427536293	1004017	2.538554293	472710	1179870	475440	424603162.1	1607678114	7.030936119	1109028840	498649273.6	1001706.054	2032281276	0.006882034	21937362.58	22338045.12	89853033.03	-412242109.4	432616810.5	626887682.6	-126711277.1	6691396.44	-19473165.69	-26164562.13	9792146.463	69478331.9	20374701.14	NaN	NaN	12361052.7	2040294925	5.713157375	1735916523	304378401.5	180307.0897	2052655977	7292420.072	0.083502009	20675212.95	0	11239141.46	0.128694025	NaN	NaN	NaN	NaN	1
445130	2399000	0.065810162	1299245	1.830554304	1109500	3435144	1141750	2273724973	16012369550	11.66201227	13138944946	2873424604	28944760	18286094523	0.276951611	199993215.1	149887649.5	-4515876293	-1596201065	-3718523193	-2545545666	-47842416.37	712167877.2	2148724537	1436556660	4066740.357	798847966	NaN	270347210	15.89859595	677523907.8	12293846356	6.26623442	10593399280	1700447076	229500	12971370264	968368273.6	1.046802259	358705241.1	164662331	815117614.7	0.881138905	17893000000	190	1254000000	7.863794563	2
1350	78000	0.157739552	16326	22.58064516	1860	21175	1860	2390765.438	103350519.3	NaN	53497049.64	49853469.69	NaN	105741284.8	NaN	3504675.145	3504675.15	-18963177.48	1009731.101	-57525289.06	-42181650.31	-1769281.24	889525.0177	889525.0177	NaN	3374700.265	37552380.48	NaN	NaN	NaN	3400496.539	45825230.27	NaN	11315399.32	34509830.94	NaN	49225726.81	889525.0177	0.383591526	213699.704	0	12212938.31	5.266608071	NaN	NaN	NaN	NaN	0
700	42000	0.106343652	31066	0.744416873	4030	8166	4030	6567834.837	294132590.2	NaN	233633457.7	60499132.55	94986.12075	300700425.1	0.117791532	4361944.83	5165683.746	-61624522.9	-2572562.457	-210650459.8	-217048881	-35639895.67	25606826.86	25606826.86	NaN	30927673.25	151598499.3	20880681.82	NaN	NaN	3995272.38	83482130.46	NaN	16584576.68	66897553.78	30317.48786	87477402.85	26180647.12	5.374258687	500000	0	105860862.7	21.73069513	NaN	NaN	NaN	NaN	1
20480	220000	0.063420352	55589	5.679592636	51060	209994	51100	371900000	4717442000	4.534293056	3804400000	913042000	13400000	5089342000	0.046918892	28000000	35500000	-358142000	-225500000	-266542000	-322600000	57068100.98	331400000	306600000	-24800000	-223626101	133900000	NaN	NaN	NaN	146400000	4450900000	-0.165101641	3481800000	969100000	2600000	4597300000	336900000	2.873995397	108900000	0	123300003.1	1.051836276	NaN	118	16000000	NaN	2
66840	3684000	0.337957002	254028	4.655493482	107400	500900	109890	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5400000	0.01774644	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
20	0	0	NaN	0	240	NaN	260	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	50310000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
1450	99000	0.115732081	60870	4.545454545	9240	145170	9250	679235857.8	4626893658	6.516248527	3314175871	1312717787	12156840.93	5306129516	0.169655506	11051673.57	47522197.72	-205119061.5	-235400647.1	-20556112.85	-2085450803	55362956.14	227443442.1	89518555.94	-137924886.2	363053405.3	50837698.44	NaN	NaN	NaN	443835210.7	4606337545	2.290426019	1228725068	3377612477	3315502.072	5050172756	243136818.6	2.628465584	NaN	0	48627365.11	0.525693132	2516000000	41	301000000	15.63636364	3
42800	3301000	0.319639695	1580321	0.996505759	77270	6610815	78870	1300767603	30044001858	5.198845203	25162246940	4881754917	53328089.97	31344769461	0.063360483	66924076.37	100775581.4	-1373523087	-103731230.5	-1841750040	-3685465358	595513735.5	2530950304	3901109809	1370159505	-7453422590	571958183.2	6790074.516	296987593.2	4.415863617	1197036372	28202251818	1.04353642	21476781582	6725470235	13181729.89	29399288190	2567564642	4.443126553	NaN	1235935092	190526641.8	0.329703084	15664000000	1635	3630000000	33.60488838	3
173430	11835000	0.144898169	6526735	0.647378975	349100	39863140	357020	84679931761	5.88134E+11	1.529643233	4.54709E+11	1.33426E+11	5915752293	6.72814E+11	1.549778584	13997857283	11347500000	-29955250274	-2813659149	11488138160	65406629833	-1939810416	-27113273760	7984512682	35097786442	-7225941088	-38629729285	-2733440731	3439015028	4.325410798	81866272613	5.99623E+11	4.623761112	5.20115E+11	79507246544	3134217325	6.81489E+11	11985480325	0.475075003	NaN	-1512789279	4522595703	0.179264586	5.77365E+11	678	5.73549E+11	109.4680339	3
170	3000	0.042038002	131	16	750	170	750	16588888.89	142266666.7	8.821762636	99107407.41	43159259.26	207407.4074	158855555.6	NaN	3348148.148	262962.9672	-40240740.74	-13300000	-34807407.41	-53007407.41	-18300442.34	54092592.59	46129629.63	-7962962.963	-8333209.241	7866666.667	29707407.41	NaN	NaN	3288888.889	107459259.3	3.319852719	46100000	61359259.26	NaN	110748148.1	54092592.59	24.1444884	12170370.37	NaN	13433333.4	5.996032855	NaN	NaN	NaN	NaN	2
27260	2319000	0.44311766	1454400	0.21211407	42430	9149900	43090	32981646646	57860453630	NaN	43820532000	14039921630	NaN	90842100276	1.631284222	491385575.6	209079803.5	1854784040	-4548877925	7794535104	6527696652	1074711387	1170753336	7486622322	6315868987	-2497896132	-1390873139	NaN	NaN	NaN	28432768721	65654988734	NaN	50348228652	15306760082	NaN	94087757455	4139423320	2.274613206	NaN	NaN	522927185.1	0.2873485	56223000000	213	25942000000	46.90206264	3
26000	900000	0.113689347	142473	10.34768212	48320	548141	48670	897100000	6136800000	10.14072848	5170400000	966400000	10200000	7033900000	NaN	15300000	7000000	-182800000	-769000000	-406000000	-1390900000	75268274.31	414300000	411400000	-2900000	-165168274.3	992200000	1000000	NaN	NaN	128100000	5730800000	NaN	3779500000	1951300000	NaN	5858900000	414300000	2.532628897	624000000	NaN	839200012.2	5.130056002	NaN	NaN	NaN	NaN	2
396490	7519000	0.265768016	2579671	0.214129166	2381740	2140175	2381740	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	1120000000	2.681731996	NaN	NaN	NaN	NaN	2
81080	1574000	0.138258085	986190	5.154601936	276840	1900182	283560	1028610000	5707860000	5.727484254	4534570000	1173290000	53000000	6736470000	NaN	44860000	4000000	-1000010000	-930190000	-511730000	-66260000	-433046298.7	452480000	6273160000	5820680000	145476298.7	441910000	2073710000	NaN	NaN	98420000	5196130000	0.02473139	4468310000	727820000	NaN	5294550000	452480000	2.239369702	144080000	12580000	386119995.1	1.910947264	2631000000	40	234000000	9.121029039	2
32830	2817000	0.04538877	2726632	0.468129991	995450	16097259	1001450	1983000000	17140000000	4.268417812	12267000000	4873000000	97000000	19123000000	0.154589707	223000000	223000000	-254000000	-405000000	-3880000000	-7597000000	271982995.5	505000000	525000000	20000000	-503982995.5	4031000000	NaN	216000000	2.514551804	1578000000	13260000000	0.966239814	4670000000	8590000000	47000000	14838000000	598000000	0.994028441	228000000	0	3226000000	5.362434365	8088000000	746	677000000	10.96533852	1
74070	438000	0.136342285	298432	0.01980198	101000	124145	117600	NaN	498173303.5	NaN	453475698.8	44697604.71	NaN	498173303.5	NaN	599967.8484	NaN	-31498312.04	7799582.03	-363580516.1	-367480307.2	-40590359.16	NaN	NaN	NaN	2892379.354	324282622.1	NaN	NaN	NaN	7799582.03	134592787.3	NaN	85995391.61	48597395.72	NaN	142392369.4	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
297190	14045000	0.356589584	6688055	9.426557745	499440	11574293	505990	19606860540	1.35E+11	7.211049368	1.12107E+11	22893228012	1266225753	1.54607E+11	0.790582104	1625077058	868235229.5	-1966861256	-5402265111	-1090056714	-18665170116	-3884258883	3367731079	24533606840	21165875761	6413847202	4525460568	6078393126	1575044562	3.892041301	14204595429	1.3391E+11	3.876382087	93441993039	40468341414	196073167.4	1.48115E+11	8085535585	1.354926794	NaN	4215932130	3236851563	0.542412666	1.97788E+11	362	59791000000	33.90992703	3
9910	874000	0.608366501	304336	0.283085633	42390	513492	45230	60836981.41	2860014707	3.985989094	2362307889	497706818.6	1092875.395	2920851689	0.066134772	3660368.909	3489548.683	-157805570.5	2794714.606	-286902959.2	-665996040.1	8692393.893	198991508.1	176924233.5	-22067274.58	-83504625.77	126302674.1	-807556.6924	19030115.48	2.170405755	63631696.01	2573111748	0.360184618	1696311848	876799899.5	942781.9009	2636743444	201489377.9	5.334727082	NaN	9868293.463	1283825.04	0.033991153	NaN	NaN	NaN	NaN	3
