Agricultural land (sq. km)	Arable land (hectares)	Arable land (hectares per person)	Land under cereal production (hectares)	Permanent cropland (% of land area)	Land area (sq. km)	Cereal production (metric tons)	Surface area (sq. km)	Income payments (BoP, current US$)	Imports of goods and services (BoP, current US$)	Insurance and financial services (% of service imports, BoP)	Goods imports (BoP, current US$)	Service imports (BoP, current US$)	Royalty and license fees, payments (BoP, current US$)	Imports of goods, services and income (BoP, current US$)	Foreign direct investment, net outflows (% of GDP)	Private current transfers, payments (BoP, current US$)	Workers' remittances and compensation of employees, paid (current US$)	Current account balance (BoP, current US$)	Net income (BoP, current US$)	Net trade in goods and services (BoP, current US$)	Net trade in goods (BoP, current US$)	Net errors and omissions, adjusted (BoP, current US$)	Foreign direct investment, net (BoP, current US$)	Private capital flows, total (BoP, current US$)	Portfolio investment, excluding LCFAR (BoP, current US$)	Changes in net reserves (BoP, current US$)	Net current transfers (BoP, current US$)	Net capital account (BoP, current US$)	ICT service exports (BoP, current US$)	ICT service exports (% of service exports, BoP)	Income receipts (BoP, current US$)	Exports of goods and services (BoP, current US$)	Insurance and financial services (% of service exports, BoP)	Goods exports (BoP, current US$)	Service exports (BoP, current US$)	Royalty and license fees, receipts (BoP, current US$)	Exports of goods, services and income (BoP, current US$)	Foreign direct investment, net inflows (BoP, current US$)	Foreign direct investment, net inflows (% of GDP)	Profit remittances on FDI (current US$)	Portfolio equity, net inflows (BoP, current US$)	Workers' remittances and compensation of employees, received (current US$)	Workers' remittances and compensation of employees, received (% of GDP)	Market capitalization of listed companies (current US$)	Listed domestic companies, total	Stocks traded, total value (current US$)	Stocks traded, turnover ratio (%)	Income
4555000	47304000	2.469795854	17554290	0.038530128	7682300	34446936	7741220	19790766587	87799412953	4.608282411	68865535810	18933877143	1160197303	1.0759E+11	0.785633624	1677698796	1052674072	-14762708210	-10814101453	-3901250386	-4861765720	-170519760	10342799895	14298229666	3955429771	199408523.5	-47356370.99	558408103.2	1383141514	6.952418959	8976665134	83898162567	4.832226973	64003770090	19894392477	372131247.8	92874827701	13618008434	3.266590565	NaN	-726476165.4	1902987427	0.456475027	3.72794E+11	1330	2.26325E+11	56.54752279	3
33900	1399000	0.174622539	829872	0.861127956	82450	4494303	83870	14664441024	85124738531	6.566240801	68662387489	16462351041	566167229.8	99789179555	2.914683251	2164340748	1298060059	-1339099460	-2259286410	2652526544	-3977621699	-2355837963	2927152401	6145562784	3218410383	745121551.2	-1732339595	-457124012	773873247.2	3.351188789	12405154615	87777265075	7.465576811	64684765790	23092499285	161441393.1	1.00182E+11	8525406379	4.438680216	NaN	3435984521	1804517334	0.93950658	29935200000	97	9385000000	29.81271238	3
47400	1825000	0.226747509	640726	2.857142857	82600	1496223	86600	391365000	2023514000	NaN	1539005000	484509000	NaN	2414879000	0.014414094	58610000	100961998	-167773000	-335453000	94589000	319330000	-35581.00633	129177000	129177000	NaN	-325589419	73091000	NaN	NaN	NaN	55912000	2118103000	NaN	1858335000	259768000	NaN	2174015000	129937000	2.464373862	317243000	NaN	57131999.97	1.083560552	NaN	NaN	NaN	NaN	2
22700	960000	0.150603662	197265	14.01869159	25680	245270	27830	14451485.19	150487183.3	3.632996107	107858715.5	42628467.82	NaN	164938668.5	NaN	745830.2883	2470883.608	-50162533.19	-12068852.28	-97459551.72	-58806116.5	-34303195.13	11683240.67	11683240.67	NaN	-3875267.599	59365870.81	-7215.474417	NaN	NaN	2382632.908	53027631.57	0.251335218	49052598.96	3975032.608	NaN	55410264.47	11683518.19	1.398662919	355362.1151	0	NaN	NaN	NaN	NaN	NaN	NaN	0
13900	862000	0.084087306	313300	0.693527081	30280	2513100	30530	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3587770752	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4004603516	1.721131315	1.82481E+11	174	38013170013	20.69177637	3
31950	2380000	0.365153326	901324	2.395588501	110620	993383	112620	35735741.36	707766000.2	8.988187707	516091073.8	191674926.4	366585.2492	743501741.6	0.158902035	7724976.516	8879508.972	-80582741.39	-12267262.71	-179354291.1	-123733055.7	6693674.087	56153556.57	59389619.46	3236062.89	-90904345.36	111038812.4	73135864.03	NaN	NaN	23468478.66	528411709.1	2.180309084	392358018.1	136053690.9	NaN	551880187.7	59736541.13	2.64926008	754238.6162	67417.97687	87064697.27	3.861238406	NaN	NaN	NaN	NaN	0
94000	8380000	0.064664348	11672233	3.226549896	130170	39503000	144000	344811443.2	9673134660	7.519017455	8052920470	1620214189	4420433.713	10017946103	NaN	6243043.726	4378216.743	-305831650.6	-266455647.2	-2458878888	-1653748069	282354159.9	280384629.7	281677629	1292999.311	30738635.06	2419502885	248690267.1	24775377.4	3.03961267	78355796.08	7214255772	2.036044136	6399172401	815083370.3	57734.20479	7292611568	280384629.7	0.594981588	148956411.1	1197881.999	1967528809	4.17513405	1185950000	221	767560000	74.83450072	0
55820	3526000	0.431569862	1783922	2.277863147	110630	4386981	110990	644249668.8	7669790652	5.350166541	6000151670	1669638981	9860817.7	8314040321	0.025449789	44915487.59	25957717.9	-703073004.7	-323415093.2	-669989777.2	-1175522495	33868146.56	998219916.7	821349106.4	-176870810.3	-272982139.3	290331865.7	24949260.42	50351070.25	2.314808999	320834575.5	6999800875	1.389695171	4824629175	2175171700	3522183	7320635450	1001503842	7.761461828	107077831.9	4886905.061	58235450.74	0.451313524	617260000	503	57690000	8.717602712	2
90	2000	0.003133848	NaN	4.225352113	710	NaN	710	6551525143	5132052261	3.412154249	4375292553	756759707.4	NaN	11683577404	0.119847933	1012681830	1012681824	830185016.5	-223623648.1	2044070282	1867367021	-650307118.1	354009613.6	548233900.1	194224286.5	-200090526.1	-990261617	50000000	NaN	NaN	6327901495	7176122542	NaN	6242659574	933462967.8	NaN	13504024037	363562321.9	4.561239756	NaN	0	NaN	NaN	6624350000	42	246950000	3.584245934	3
21300	1000000	0.270731392	364765	1.960784314	51000	930230	51210	76439488.51	4157308314	9.315138866	3894169621	263138693.2	NaN	4233747803	NaN	75375705.85	2350912.094	-395690107.6	590357874.2	-2577518133	-2764354442	-173304750.4	146075610.9	146075610.9	NaN	-60980841.63	1591470151	546394396.6	NaN	NaN	666797362.7	1579790181	3.614135776	1129815179	449975002.1	NaN	2246587544	146075610.9	2.653033477	0	0	1607281494	29.19153708	NaN	NaN	NaN	NaN	2
92520	6133000	0.612993503	2339000	0.611319266	202840	4565000	207600	72400000	8087200000	2.595220314	7551600000	535600000	2700000	8159600000	0.001570246	12000000	58400001.53	-338400000	-46700000	-446400000	-911100000	254163797.8	118600000	163000000	44400000	-131463797.8	154700000	69400000	54500000	5.44836549	25700000	7640800000	0.569829051	6640500000	1000300000	900000	7666500000	118800000	0.93272622	4600000	500000	139199996.9	1.092891304	NaN	NaN	NaN	NaN	2
1490	64000	0.256204964	19789	1.53441473	22810	47895	22970	59806283.54	601046144	9.360709096	478440631.3	122605512.7	2920196.015	660852427.5	NaN	1043047.17	10539007.19	-161571589.1	-52899076.99	-166561465.9	-196646774.3	10653280.16	23340762.43	136477924.8	113137162.4	-51922688.65	57888953.8	-2241251.21	NaN	NaN	6907206.55	434484678.1	NaN	281793857	152690821.1	NaN	441391884.6	23340762.43	2.805135781	30500000	0	26424777.98	3.175778445	NaN	NaN	NaN	NaN	1
10	1000	0.01610306	NaN	NaN	50	NaN	50	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	66900000	1.922292821	NaN	NaN	NaN	NaN	2145900000	22	136000000	7.893438579	3
369990	3000000	0.361130425	757864	0.155081695	1083300	1244427	1098580	365004000	2077840000	13.84707492	1610160000	467680000	5000000	2442844000	0.033341835	31200000	37000000	-446349904	-225294000	-607815904	-364085904	-54820266.27	733550000	788950000	55400000	24330170.24	386760000	NaN	35700000	15.94105827	139710000	1470024096	20.4063407	1246074096	223950000	1600000	1609734096	736350000	8.768307132	148400000	0	126870002.7	1.510742377	1741875000	26	69531250	5.719108169	1
2614060	57700000	0.33080047	17244360	0.886585605	8459420	45893372	8514880	21506555000	72443720702	5.919241199	55783342000	16660378702	1414582000	93950275702	0.353898018	233079000	365988006.6	-24224529661	-17885817000	-7859777661	-697747463	2557114797	30497652700	37452709716	6955057016	-4149177455	1521065000	272905000	69699000	0.733801249	3620738000	64583943041	7.244901571	55085594537	9498348504	125190000	68204681041	32779239700	5.084403071	4237935000	3075913757	1649354980	0.255832216	2.26152E+11	459	1.01282E+11	44.60612862	2
190	16000	0.059810625	115	2.325581395	430	300	430	155150000	1514984500	23.63317516	1030284500	484700000	23700000	1670134500	0.041034057	24900000	19149999.62	-213063737	-71050000	-220413737	-755434500	77434172.97	18350000	89450000	71100000	-155370436	78400000	1800000	45150000	4.427682718	84100000	1294570763	9.563477232	274850000	1019720763	250000	1378670763	19400000	0.758153062	NaN	0	115000000	4.494206297	1689519550	17	6480000	0.350537005	3
100	2000	0.006115535	460	0.759013283	5270	299	5770	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
5590	130000	0.227566336	72800	0.598951834	40070	105650	40070	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
259510	350000	0.199098369	189617	0.001764509	566730	24776	581730	729476155.5	2320701849	3.849366333	1773213055	547488794.4	5777158.753	3050178005	0.039999412	81069174.88	147300491.3	545193251	-351337456.8	679431534.4	902148707.5	-1869021.422	54923189.93	14939190.77	-39983999.16	-367442929.8	217099173.3	38104080.26	385352.9928	0.11865353	378138698.7	3000133384	3.294717625	2675361763	324771621.3	NaN	3378272083	57176113.28	1.015130376	657860673.5	-5901624.242	26245557.79	0.465975412	977610000	16	47320000	4.662500304	2
51490	1930000	0.521395167	170923	0.150887669	622980	165600	622980	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	842725.0357	0.087837562	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
676130	45810000	1.488802296	18209500	0.70027965	9093510	51090400	9984670	47036254248	2.88093E+11	9.940109402	2.43975E+11	44118250907	3768090223	3.35129E+11	6.136789445	1869662880	NaN	19622378703	-22290658430	41158742415	45047294907	-4983569405	21657491626	-11059193172	-32716684798	-3719953051	754294717.1	3579878824	3807099176	9.463404713	24745595818	3.29252E+11	7.003845457	2.89022E+11	40229698415	2258531429	3.53997E+11	66144235753	9.124364028	NaN	24238521650	NaN	NaN	8.41385E+11	1418	6.34704E+11	77.29460265	3
15320	413000	0.057486864	182666	0.6	40000	1205800	41280	41475824916	1.07391E+11	6.824331087	92745935061	14645515649	NaN	1.48867E+11	17.60151075	7755261066	7591312988	32829970342	19186985336	18125771019	2064093712	-3555103951	-24225049061	-37146671089	-12921622028	4214128204	-4482786013	-6449290344	NaN	NaN	60662810252	1.25517E+11	39.55632336	94810028773	30707192955	NaN	1.8618E+11	19764423499	7.908340165	NaN	8776925496	1119359009	0.447889199	7.92316E+11	252	6.09137E+11	82.01420043	3
70	3000	0.020642675	NaN	NaN	190	NaN	190	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
151100	1750000	0.1134903	593690	0.484176832	743530	2589760	756090	4453216630	21893098891	8.620889133	17091390000	4801708891	297470000	26346315522	5.300648879	162200000	15600000.38	-897526442.9	-2855581120	1400054678	2118847166	426641246.9	873370518.2	1512155607	638785089.1	-316533743.5	558000000	NaN	240700000	5.895295819	1597635510	23293153569	2.779875677	19210237166	4082916403	10000000	24890789079	4860015668	6.461883522	2539000000	-427276937.7	13300000.19	0.017683699	60400770000	258	6083120000	9.458447751	2
5322030	120971000	0.09580761	85639763	1.204076557	9327480	407336509	9599990	27216347000	2.50688E+11	7.129662608	2.14657E+11	36030611000	1280970000	2.77904E+11	0.076430468	455685000	789572998	20518382000	-14666461000	28873534000	34473659000	-11747916701	37483300000	33492568000	-3990732000	-10693118299	6311309000	-35283000	1701397000	5.591093747	12549886000	2.79561E+11	0.609934393	2.49131E+11	30430486000	80348000	2.92111E+11	38399300000	3.20401361	20198150000	6912000000	4821840600	0.402331368	5.80991E+11	1086	7.21538E+11	158.2850096	2
91600	5960000	0.380144007	722792	2.538554293	472710	1274818	475440	519306209	2501430404	3.824164678	1483938493	1017491911	4596220.573	3020736613	0.09602841	62057404.98	29980072.02	-217857961.8	-493085110.6	166266916.8	501900151.5	79445714.38	149126598.5	147534270.1	-1592328.341	-156525530.1	108960231.9	17409709.35	8446208.414	1.238703665	26221098.47	2667697321	2.528244957	1985838645	681858676.2	2453873.904	2693918420	158801499.5	1.576187234	40930998.75	-8427.247108	30158308.03	0.299336847	NaN	NaN	NaN	NaN	1
448590	2818000	0.070867826	1118941	1.556557008	1109500	4079714	1141750	3330774139	14397009523	9.573814899	11089581390	3307428133	73802760	17727783662	0.324167234	228451313.2	219135620.1	795074627.4	-2289342104	1411238429	2670055439	15926661.96	2111113395	2391282086	280168690.8	-845982968.1	1673178302	NaN	185550560	9.057383215	1041432035	15808247952	3.611136044	13759636829	2048611123	5414030	16849679987	2436459923	2.427628409	655279404.4	16901930.19	1610122925	1.604286661	9559580000	126	397300000	3.757009842	2
1450	80000	0.142230061	17877	26.88172043	1860	21403	1860	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93636.1151	0.046377283	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
710	44000	0.100631693	30626	0.496277916	4030	24341	4030	17669594.32	325897854.3	3.240297735	225658830.5	100239023.8	NaN	343567448.6	0.251801812	7764219.647	462972.1045	-58030861.34	-12642846.31	-180013373	-187358708.2	-12029433.85	32066998.48	31947105.13	-119893.3525	10274966.76	134625357.9	10762292.3	10529093.63	9.786825637	5026748.01	145884481.3	0.99949256	38300122.31	107584359	2363.960016	150911229.3	33424781.97	6.198647082	5100000	NaN	86905975.34	16.11676842	NaN	NaN	NaN	NaN	1
18400	210000	0.053582637	78573	5.483744614	51060	284922	51100	1495200896	7297317412	3.773874301	6023832043	1273485369	49833730	8792518308	0.031354954	108487085.4	142395233.2	-706770839.3	-1252435087	452291228.3	-210476466.5	391041922	403564447	334752873.8	-68811573.2	152934744.2	93373019.38	18142904.6	152878100	7.895564006	242765808.7	7749608641	0.196187165	5813355577	1936253064	245008	7992374449	408564447	2.562103914	1140800000	0	135975250.2	0.852699552	2923700000	21	NaN	NaN	2
65540	3504000	0.315553065	326773	5.121042831	107400	826200	109890	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-10250000	-0.03353487	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
20	0	0	NaN	0	240	NaN	260	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7626860000	NaN	NaN	NaN	NaN	NaN	250000000	1	NaN	NaN	3
1420	98000	0.103891258	51480	4.545454545	9240	47950	9250	1114769394	5141897691	7.205837641	3556606002	1585291689	20725917.49	6256667086	1.847483864	59607096.05	62659751.89	-488055775.3	-542360892.5	-122909510.7	-2605681627	-55243006.34	682782317.3	399046113.5	-283736203.8	8168543.234	177214627.9	4819980.813	84992328.33	2.089257504	572408501.8	5018988181	5.410742496	950924374.6	4068063806	16066602.71	5591396682	854874285.7	9.177455893	NaN	29134419.9	64266410.83	0.68992852	4351415816	120	9261000000	163.8967842	3
42800	3243000	0.31570272	1653115	0.983564126	77270	6459638	78870	3322785954	37550462948	8.729135005	32114479605	5435983343	81725597.71	40873248902	0.072573345	482894300.3	604845336.9	-2689755314	-1370709343	-1691999205	-3095199160	-296374526.5	4944400745	3190468423	-1753932322	-972912707.2	372953233.6	-10994521.48	216637422.3	3.16759199	1952076611	35858463743	5.532947615	29019280445	6839183298	44285427.67	37810540354	4987079129	8.480382278	NaN	619227882	296678527.8	0.504493164	11002220000	131	6581890000	57.73921366	3
170680	11804000	0.143580872	7015663	0.618999857	348950	45271176	357030	1.14605E+11	6.26297E+11	2.194878436	4.88353E+11	1.37943E+11	5673006166	7.40901E+11	3.167124573	11863937091	8734409180	-32484371588	-7969655111	1361579953	56375596392	-7914324701	1.50341E+11	-323053857	-1.50664E+11	5222150137	-25876296429	13804380914	5251929820	6.333011582	1.06635E+11	6.27658E+11	4.93218771	5.44729E+11	82929420740	2909561082	7.34293E+11	2.10085E+11	11.13683645	NaN	-27960264891	3643560547	0.193148748	1.27024E+12	1022	1.06912E+12	79.12279436	3
210	5000	0.071764841	146	18.66666667	750	340	750	43992592.59	183077777.8	8.934345564	130388888.9	52688888.89	118518.5185	227070370.4	NaN	4066666.667	137037.0388	-59818518.52	-39318518.52	-38566666.67	-75640740.74	-6008561.045	17596296.3	31225925.93	13629629.63	-476624.1399	18066666.67	9496296.296	NaN	NaN	4674074.074	144511111.1	3.804258128	54748148.15	89762962.96	25925.92593	149185185.2	17596296.3	5.352715309	33040740.74	NaN	16307407.38	4.960641016	NaN	NaN	NaN	NaN	2
26470	2281000	0.427184277	1514258	0.18854584	42430	9412656	43090	15906811762	64505509990	NaN	43442836591	21062673399	NaN	80412321752	17.72911786	2563833139	661957519.5	2261835982	-4023470742	9299701473	6641091066	-4347872360	7632079642	-10166883245	-17798962887	5847487973	-3014394749	-11383500.62	NaN	NaN	11883341020	73805211463	NaN	50083927657	23721283806	NaN	85688552483	36013297907	22.49670882	NaN	2341217420	666510070.8	0.416354065	1.07666E+11	225	91560140854	85.98864278	3
25150	868000	0.101024597	147422	9.312913907	48320	610146	48670	1341000000	10851800000	6.968615743	9478500000	1373300000	29700000	12192800000	NaN	190500000	19299999.24	-1026500000	-1041300000	-1887500000	-3741800000	-618455673.1	952900000	1217400000	264500000	69855673.06	1902300000	1700000	NaN	NaN	299700000	8964300000	NaN	5736700000	3227600000	NaN	9264000000	952900000	3.970969843	1068300000	NaN	1838800049	7.662734329	NaN	NaN	NaN	NaN	2
400210	7662000	0.250934807	1058047	0.222526388	2381740	934537	2381740	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	280100000	0.511224126	0	NaN	790000000	1.441867403	NaN	NaN	NaN	NaN	2
80660	1616000	0.130902956	854223	5.488001288	248360	1908936	256370	1475915742	4926685031	3.26587255	3657382345	1269302686	62000000	6402600773	NaN	69940925.88	6000000	1112624808	-1218469452	979312539.1	1399302175	-498080489.8	-23439367.91	-1748207281	-1724767913	-155868370.9	1351781721	1967507435	NaN	NaN	257446290	5905997570	0.154601416	5056684520	849313050	NaN	6163443860	-23439367.91	-0.147032332	329306742	121086.574	1322301025	8.294635096	704140000	30	11000000	1.966001753	2
32910	2801000	0.041405254	2761729	0.492239691	995450	20105570	1001450	983000000	22895000000	6.269133502	15382000000	7513000000	401000000	23878000000	0.051082477	35000000	32000000	-971000000	888000000	-6031000000	-8321000000	586773220.7	1184000000	1450000000	266000000	1306226779	4172000000	NaN	329000000	3.356115475	1871000000	16864000000	0.836478629	7061000000	9803000000	59000000	18735000000	1235000000	1.236997243	92000000	269000000	2852000000	2.856612258	28741380000	1076	11120010000	36.116157	1
75300	560000	0.152689406	330175	0.02970297	101000	124549	117600	10544158.08	499744340.6	1.572120196	471369899.1	28374441.58	281121.134	510288498.7	NaN	4538337.629	1309557.557	-104657012.5	-1403232.388	-402025655.1	-434561297.3	-22870124.57	27875536.94	27875536.94	NaN	61151084.62	298771875	NaN	8241677.405	13.5308916	9140925.687	97718685.57	0.923686346	36808601.8	60910083.76	94115.12027	106859611.3	27875536.94	4.399548128	4421295.103	NaN	3284750.938	0.5184266	NaN	NaN	NaN	NaN	0
297660	13400000	0.332809977	6802502	9.827655311	499000	24555658	505000	25752689173	1.86027E+11	4.24854164	1.52856E+11	33170565786	1681293406	2.11779E+11	9.892555431	3286709437	2486076172	-23185116515	-6848875791	-17805352445	-37087339436	246880988.3	-18575835054	-19747805900	-1171970846	2880053172	1469111721	4821200129	2710855755	5.168205571	18903813381	1.68221E+11	3.062680116	1.15769E+11	52452552777	421140275.7	1.87125E+11	38835164708	6.691731918	NaN	19691791934	4858915039	0.837245241	5.04219E+11	1019	9.85856E+11	210.6783134	3
