Agricultural land (sq. km)	Arable land (hectares)	Arable land (hectares per person)	Land under cereal production (hectares)	Permanent cropland (% of land area)	Land area (sq. km)	Cereal production (metric tons)	Surface area (sq. km)	Income payments (BoP, current US$)	Imports of goods and services (BoP, current US$)	Insurance and financial services (% of service imports, BoP)	Goods imports (BoP, current US$)	Service imports (BoP, current US$)	Royalty and license fees, payments (BoP, current US$)	Imports of goods, services and income (BoP, current US$)	Foreign direct investment, net outflows (% of GDP)	Private current transfers, payments (BoP, current US$)	Workers' remittances and compensation of employees, paid (current US$)	Current account balance (BoP, current US$)	Net income (BoP, current US$)	Net trade in goods and services (BoP, current US$)	Net trade in goods (BoP, current US$)	Net errors and omissions, adjusted (BoP, current US$)	Foreign direct investment, net (BoP, current US$)	Private capital flows, total (BoP, current US$)	Portfolio investment, excluding LCFAR (BoP, current US$)	Changes in net reserves (BoP, current US$)	Net current transfers (BoP, current US$)	Net capital account (BoP, current US$)	ICT service exports (BoP, current US$)	ICT service exports (% of service exports, BoP)	Income receipts (BoP, current US$)	Exports of goods and services (BoP, current US$)	Insurance and financial services (% of service exports, BoP)	Goods exports (BoP, current US$)	Service exports (BoP, current US$)	Royalty and license fees, receipts (BoP, current US$)	Exports of goods, services and income (BoP, current US$)	Foreign direct investment, net inflows (BoP, current US$)	Foreign direct investment, net inflows (% of GDP)	Profit remittances on FDI (current US$)	Portfolio equity, net inflows (BoP, current US$)	Workers' remittances and compensation of employees, received (current US$)	Workers' remittances and compensation of employees, received (% of GDP)	Market capitalization of listed companies (current US$)	Listed domestic companies, total	Stocks traded, total value (current US$)	Stocks traded, turnover ratio (%)	Income
5227040	122192000	0.110919274	89373010	0.80526019	9327420	351824286	9599960	1630000000	49972000000	5.911740216	46369000000	3603000000	NaN	51602000000	0.274616435	12000000	4000000	-3802000000	-161000000	-4060000000	-5315000000	-957076260.1	2344000000	3220000000	876000000	-2373923740	419000000	NaN	NaN	NaN	1469000000	45912000000	7.101687937	41054000000	4858000000	NaN	47381000000	3194000000	1.031911641	8000000	0	326340000	0.105433326	NaN	NaN	NaN	NaN	2
92100	5940000	0.516801711	771621	2.686636627	472710	899635	475440	510931375.1	2122121134	3.89615227	1220755999	901365135.1	1275817.601	2633052509	0.229233092	162868189	160551574.7	-426458820.2	-494010004.8	178010129.5	620450243.9	219085027.6	63723731.76	52812133.85	-10911597.9	-12973336.7	-110458944.9	6379088.005	NaN	NaN	16921370.29	2300131264	0.343843734	1841206243	458925020.7	201444.8844	2317052634	92362479.48	0.739296878	234347548.8	0	12321712.49	0.098626668	NaN	NaN	NaN	NaN	1
452830	3639000	0.114027872	1413400	1.406940063	1109500	3553800	1141750	2002000000	6186000000	13.60479042	4516000000	1670000000	10000000	8188000000	0.112208986	19000000	14000000	-216000000	-1745000000	565000000	827000000	-530027639.4	159000000	159000000	NaN	-192972360.6	964000000	NaN	NaN	NaN	257000000	6751000000	9.921875	5343000000	1408000000	13000000	7008000000	203000000	0.517691459	592000000	0	458000000	1.167993539	1140000000	86	63000000	NaN	2
1270	77000	0.184618188	14257	18.8172043	1860	16500	1860	3944995.749	86585102.43	2.866555529	44291390.57	42293711.87	NaN	90530098.18	NaN	4263952.852	4263952.732	-6516797.232	-2182338.074	-48256530.97	-22810469.03	-1393091.706	3767051.259	3767051.259	NaN	3716442.393	43922071.82	NaN	NaN	NaN	1762657.675	38328571.46	NaN	21480921.53	16847649.93	NaN	40091229.14	3767051.259	1.815659462	13429.77276	0	7383017.54	3.55849834	NaN	NaN	NaN	NaN	0
670	40000	0.118043895	34256	0.496277916	4030	16507	4030	4533250.078	121172373.1	NaN	102795157.3	18377215.8	116141.1177	125705623.2	0.069613509	1250771.846	2284386.158	-489957.3317	748326.2219	-78070975.13	-85328754.29	-3520135.246	413917.5079	413917.5079	NaN	1520482.143	76832691.57	2081382.038	NaN	NaN	5281576.3	43101397.99	NaN	17466403.02	25634994.97	1248.829223	48382974.29	597911.68	0.226217656	0	0	42742012.02	16.17128095	NaN	NaN	NaN	NaN	1
24630	280000	0.096003313	125081	4.759106933	51060	314997	51100	390400000	1702300000	7.410903941	1278600000	423700000	7600000	2092700000	0.014842278	9200000	NaN	-178500000	-342600000	-91300000	-97900000	224651253.2	121300000	115300000	-6000000	-242151253.2	255400000	NaN	NaN	NaN	47800000	1611000000	NaN	1180700000	430300000	NaN	1658800000	122200000	2.015251472	34100000	0	9100000.381	0.150071924	NaN	76	NaN	NaN	2
67880	3380000	0.326050258	229477	3.724394786	107400	584957	109890	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	110000	0.000400597	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
20	0	0	NaN	0	240	NaN	260	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22430000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
1620	104000	0.141202475	58998	5.735930736	9240	158110	9250	160727316.1	2279113342	5.510465613	1777429813	501683529.3	3000243.234	2439840659	0.015025483	3214546.322	10929457.66	-107580150.2	-72863049.97	-158369982.1	-1068300894	11975297.92	61504986.3	61504986.3	NaN	-70694344.07	123652881.9	NaN	NaN	NaN	87864266.14	2120743360	NaN	709128918.7	1411614442	NaN	2208607626	62147895.56	1.452463392	NaN	0	71362930.3	1.667828699	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	77270	NaN	78870	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
180970	11948000	0.152896004	7138346	1.266004067	349130	36931861	356970	30102371014	3.09454E+11	1.503030313	2.4587E+11	63583950844	2743678015	3.39557E+11	1.071786447	8397975587	5871227051	53961061179	12592213214	60093039856	76350108586	1686876969	-13468590800	-49803949415	-36335358615	15595901191	-18724191891	-1149421448	1425008184	3.010991048	42694584229	3.69547E+11	2.853457944	3.2222E+11	47326882115	1265022010	4.12242E+11	1064750344	0.078521861	NaN	3017782888	3834042969	0.282748148	2.52E+11	609	3.50274E+11	NaN	3
180	5000	0.069696125	120	14.66666667	750	160	750	5892592.593	98888888.89	10.72895277	77244444.44	21644444.44	100000	104781481.5	NaN	1300000	1814814.806	-12231296.3	-1562962.963	-20959259.26	-20207407.41	-5217586.085	11925925.93	11925925.93	NaN	967400.9	10290925.93	11370370.37	NaN	NaN	4329629.63	77929629.63	4.875022159	57037037.04	20892592.59	NaN	82259259.26	11925925.93	8.295335007	3037037.037	0	16111110.69	11.20643054	NaN	NaN	NaN	NaN	2
27870	2560000	0.499072427	1586767	0.235904695	42390	8067500	43090	7875793844	34081709088	1.569394195	25654308476	8427400612	NaN	41957502932	0.636299337	212783914.2	NaN	-1339878503	-4198887508	3078062109	1882882683	-619033290.7	-217148593.7	1013640788	1230789381	-1436167542	-219053103.3	NaN	NaN	NaN	3676906336	37159771196	2.284690719	27537191159	9622580038	NaN	40836677533	503338112.9	0.444524104	NaN	0	NaN	NaN	30200000512	291	5105999872	NaN	3
26370	991000	0.143474079	147962	9.23013245	48320	517751	48670	279100000	2005000000	4.055415617	1608000000	397000000	NaN	2284100000	NaN	NaN	NaN	-18900000	-270600000	-101900000	-718300000	35634025.5	106100000	106100000	NaN	-110134025.5	353600000	NaN	NaN	NaN	8500000	1903100000	0.119400039	889700000	1013400000	NaN	1911600000	106100000	1.974210504	0	0	288799987.8	5.373722614	NaN	NaN	NaN	NaN	2
388170	7101000	0.295441231	1808540	0.22714486	2381740	1038303	2381740	2570008397	8022125415	7.303654989	6685301759	1336823656	676273.5075	10592133812	0.008297615	69825239.65	53256538.39	-2039640899	-2498830610	68472692.64	935117192.6	336880000.7	8115282.091	9975034.236	1859752.146	757499602.8	390717019	NaN	NaN	NaN	71177786.67	8090598108	8.198489752	7620418951	470179156.1	NaN	8161775894	13018265.02	0.022031597	487085993.8	0	379000000	0.641404627	NaN	NaN	NaN	NaN	2
77260	1625000	0.165940647	845168	4.432162982	276840	1443901	283560	1250000000	2189000000	7.755775578	1583000000	606000000	35000000	3439000000	NaN	NaN	188000000	-680000000	-1233000000	456000000	622000000	24755422.1	155000000	155000000	NaN	-31755422.1	97000000	NaN	NaN	NaN	17000000	2645000000	7.045454545	2205000000	440000000	NaN	2662000000	155000000	1.703603538	130000000	0	2000000	0.021981981	NaN	NaN	NaN	NaN	2
25810	2310000	0.042436931	1941599	0.272238686	995450	9764000	1001450	776000000	12460142857	4.908231368	9377857143	3082285714	NaN	13236142857	0.034242048	NaN	NaN	-1040857143	-201142857.1	-5282857143	-6608142857	-362091625.4	1178000000	1178000000	NaN	94663053.94	4443142857	NaN	NaN	NaN	574857142.9	7177285714	1.328882118	2769714286	4407571429	NaN	7752142857	1190000000	3.395669718	23571428.57	0	3769571533	10.75648731	1760000000	483	60000000	NaN	1
NaN	NaN	NaN	NaN	NaN	101000	NaN	117600	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
305780	15577000	0.402341687	7897362	9.592743873	499440	23833792	505990	5998695886	70127782015	5.151521968	59395712962	10732069053	647124946.5	76126477902	0.338061216	870602682	162415481.6	-3795489190	-3308233468	-4978925186	-18703468534	-2414410171	5785865278	8076974636	2291109358	-8416392253	4491669464	11321594.81	NaN	NaN	2690462418	65148856830	1.340166	40692244428	24456612402	39515859.89	67839319248	7020568174	1.922229084	NaN	2099541126	1790329712	0.490191642	91099996160	368	25607999488	NaN	3
NaN	NaN	NaN	NaN	NaN	42390	NaN	45230	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	1101000	NaN	1221900	72753623.19	1286135266	3.746524221	956038647.3	330096618.4	NaN	1358888889	NaN	724637.6812	434782.5944	-227536231.9	-55603864.73	-614396135.3	-556038647.3	-94000080.84	NaN	NaN	NaN	22260950.41	442463768.1	-338164.2512	NaN	NaN	17149758.45	671739130.4	NaN	400000000	271739130.4	NaN	688888888.9	NaN	NaN	0	0	11304347.99	0.104419347	NaN	NaN	NaN	NaN	0
23750	2245000	0.453858005	1214400	0.016415509	304590	2825700	338150	4090452320	26508203214	2.650007164	21001321356	5506881857	244563866.6	30598655534	2.448206006	401610899	9574397.087	-2693879544	-1722044537	-473916346.7	1200202279	851436450.3	-2092310899	964759764.9	3057070664	-258097937.9	-497918660.6	NaN	277982113.2	7.252785952	2368407783	26034286867	0.149882415	22201523636	3832763231	39506967.03	28402694650	531741374.9	0.496107658	NaN	111142190.9	105305137.6	0.098248298	30200000512	66	7075999744	NaN	3
