Agricultural land (sq. km)	Arable land (hectares)	Arable land (hectares per person)	Land under cereal production (hectares)	Permanent cropland (% of land area)	Land area (sq. km)	Cereal production (metric tons)	Surface area (sq. km)	Income payments (BoP, current US$)	Imports of goods and services (BoP, current US$)	Insurance and financial services (% of service imports, BoP)	Goods imports (BoP, current US$)	Service imports (BoP, current US$)	Royalty and license fees, payments (BoP, current US$)	Imports of goods, services and income (BoP, current US$)	Foreign direct investment, net outflows (% of GDP)	Private current transfers, payments (BoP, current US$)	Workers' remittances and compensation of employees, paid (current US$)	Current account balance (BoP, current US$)	Net income (BoP, current US$)	Net trade in goods and services (BoP, current US$)	Net trade in goods (BoP, current US$)	Net errors and omissions, adjusted (BoP, current US$)	Foreign direct investment, net (BoP, current US$)	Private capital flows, total (BoP, current US$)	Portfolio investment, excluding LCFAR (BoP, current US$)	Changes in net reserves (BoP, current US$)	Net current transfers (BoP, current US$)	Net capital account (BoP, current US$)	ICT service exports (BoP, current US$)	ICT service exports (% of service exports, BoP)	Income receipts (BoP, current US$)	Exports of goods and services (BoP, current US$)	Insurance and financial services (% of service exports, BoP)	Goods exports (BoP, current US$)	Service exports (BoP, current US$)	Royalty and license fees, receipts (BoP, current US$)	Exports of goods, services and income (BoP, current US$)	Foreign direct investment, net inflows (BoP, current US$)	Foreign direct investment, net inflows (% of GDP)	Profit remittances on FDI (current US$)	Portfolio equity, net inflows (BoP, current US$)	Workers' remittances and compensation of employees, received (current US$)	Workers' remittances and compensation of employees, received (% of GDP)	Market capitalization of listed companies (current US$)	Listed domestic companies, total	Stocks traded, total value (current US$)	Stocks traded, turnover ratio (%)	Income
93910	6084000	0.595536413	2603000	0.872608953	202840	7136000	207600	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7000000	0.041122817	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
1360	56000	0.281407035	18155	1.359053047	22810	38096	22970	22800000	326100000	3.700980392	244500000	81600000	300000	348900000	NaN	3500000	6000000	-28600000	-16100000	-42900000	-103900000	6284861.9	15600000	15800000	200000	-84861.9	30400000	NaN	NaN	NaN	6700000	283200000	NaN	140600000	142600000	NaN	289900000	15600000	3.010747916	12400000	0	19750000	3.81168406	NaN	NaN	NaN	NaN	1
10	1000	0.016393443	NaN	NaN	50	NaN	50	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
358310	2150000	0.3082805	680232	0.167082064	1083300	952128	1098580	215400000	1351800000	9.131832797	1040800000	311000000	3700000	1567200000	0.035436712	1800000	8899999.619	-533900000	-197700000	-578800000	-432400000	34293355.7	91100000	91100000	NaN	-26493355.7	242600000	600000	NaN	NaN	17700000	773000000	9.125151883	608400000	164600000	NaN	790700000	93100000	1.649578933	20000000	0	3799999.952	0.067329752	NaN	NaN	NaN	NaN	1
2467090	51803000	0.335116414	20564106	0.850767547	8459420	44057977	8514880	9115000000	27984000000	2.328398385	20554000000	7430000000	55000000	37099000000	0.035077249	52000000	34000000	6089000000	-7997000000	11897000000	15239000000	-1392991742	1924000000	16390000000	14466000000	-15069008258	2189000000	54000000	NaN	NaN	1118000000	39881000000	2.813111546	35793000000	4088000000	12000000	40999000000	2061000000	0.527694958	824000000	1704000000	1791000000	0.458564614	45299998720	565	20525000704	46.59478039	2
190	16000	0.061270755	700	2.325581395	430	1800	430	68050000	675382500	22.62334537	467632500	207750000	7250000	743432500	0.053509601	9300000	8800000.191	156130285	-19800000	135380285	-277782500	-47146308.66	13600000	-1200000	-14800000	-28683976.34	40550000	NaN	NaN	NaN	48250000	810762785	8.811669903	189850000	620912785	100000	859012785	14450000	0.909663223	NaN	0	54500000	3.430909732	259000000	15	2000000	0.705467372	3
110	2000	0.00749642	600	0.759013283	5270	740	5770	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
5040	130000	0.237940098	89387	0.510638298	47000	117802	47000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
258510	250000	0.170657317	77938	0.001764509	566730	22500	581730	429724253.2	1916695304	5.252073187	1556600979	360094325.1	10475298.91	2346419557	0.237802332	79015037.5	139733856.2	197703492.2	112384315.5	16447641.28	187322992.3	-121360550.6	-11423289.77	-11328490.68	94799.08519	-405343166.7	68871535.39	53229686.33	NaN	NaN	542108568.7	1933142945	5.511022044	1743923971	189218974	47399.54259	2475251514	-1564184.906	-0.037728255	287051630	0	93993293.76	2.267125138	295000000	11	15000000	5.395683453	2
50200	1930000	0.625616297	95385	0.144466917	622980	93947	622980	22161623.38	341725734.4	8.375395883	189034945	152690789.4	NaN	363887357.8	0.408315802	35724567.11	34591175.08	-83055084.96	-15739059.5	-180730947.7	-73179448.49	26232209.63	-16532435.03	-16532435.03	NaN	-4437050.191	113414922.2	NaN	NaN	NaN	6422563.884	160994786.7	10.71309006	115855496.5	45139290.17	NaN	167417350.6	-10676567.96	-0.744451907	0	0	150354.7579	0.010483883	NaN	NaN	NaN	NaN	0
678140	45562000	1.597568136	20176400	0.699289933	9093510	49647550	9984670	28925157020	1.5864E+11	NaN	1.27772E+11	30867699985	NaN	1.87565E+11	0.612010632	1206018701	NaN	-21160056408	-17512501354	-2701784585	7380710978	3025353735	1229998903	11935987433	10705988530	4785546181	-945770468	7105180302	NaN	NaN	11412655665	1.55938E+11	NaN	1.35153E+11	20785204421	NaN	1.67351E+11	4776794694	0.824250763	NaN	830156389.6	NaN	NaN	2.43E+11	1119	83447996416	32.72470415	3
15810	410000	0.059633206	201240	0.6	40000	1213100	41280	18902825664	92038837023	1.167336594	80134818467	11904018555	NaN	1.10942E+11	2.292768569	3286189556	8851328125	13370612197	7335916305	9072204293	-265215477.7	6612378463	-4625953058	-10771513670	-6145560611	-4397004132	-3037508400	-43378754.6	NaN	NaN	26238741969	1.01111E+11	24.97112497	79869602990	21241438326	NaN	1.2735E+11	1128487634	0.449628577	NaN	1809107405	1044645752	0.416223066	1.95E+11	180	75406999552	40.87100366	3
80	3000	0.021249619	NaN	NaN	190	NaN	190	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
155560	2440000	0.178383789	694330	0.357752882	743530	2900506	756090	2438400000	11821400000	1.277602524	9285400000	2536000000	39200000	14259800000	0.894576953	132000000	9466666.222	-956900000	-1880700000	546000000	722000000	370507590.7	538300000	996500000	458200000	-2546607591	377800000	NaN	NaN	NaN	557700000	12367400000	3.275423729	10007400000	2360000000	500000	12925100000	936100000	2.10511183	1033200000	338200000	NaN	NaN	29600000000	245	2028999936	7.045138667	2
5323840	124362000	0.106751247	92582167	0.859937689	9327420	404275210	9599960	5347000000	73819000000	2.904388382	64385000000	9434000000	NaN	79166000000	0.946385111	17000000	15000000	6401000000	248000000	4998000000	5183000000	-8211150134	7156000000	7099000000	-57000000	2060150134	1155000000	NaN	NaN	NaN	5595000000	78817000000	5.254622121	69568000000	9249000000	NaN	84412000000	11156000000	2.639468075	22000000	0	619380000	0.146543003	18300000256	52	16714999808	164.436789	2
91600	5960000	0.462642905	950296	2.538554293	472710	1019009	475440	823939386.8	1948719222	6.820453031	1041399844	907319377.9	453357.4507	2772658609	0.290070293	145112164	135062744.1	-365783903.1	-782117162	392796451.2	892660820.4	-582595894.7	-3853538.331	-50398236.6	-46544698.27	-33743559.48	23536807.65	17000904.4	NaN	NaN	41822224.82	2341515673	3.727399166	1934060664	407455008.8	13109586.28	2383337898	29203775.78	0.256256385	139898553.3	0	25010219.57	0.219458898	NaN	NaN	NaN	NaN	1
449830	3070000	0.088992423	1440654	1.649391618	1109500	3673663	1141750	2470600000	8057400000	12.35517428	6029100000	2028300000	17400000	10528000000	0.101461893	123500000	79199996.95	900700000	-2021800000	1188700000	1234100000	190692028.8	678700000	804600000	125900000	-1274392029	1733800000	NaN	NaN	NaN	448800000	9246100000	11.20076655	7263200000	1982900000	24300000	9694900000	728700000	1.478705624	1043300000	0	640500000	1.299726845	5680000000	80	554000000	11.39917695	2
1330	78000	0.169744187	15424	21.50537634	1860	20090	1860	-460917.314	111243527.1	NaN	58272038.12	52971489.01	NaN	110782609.8	NaN	11035569.46	11035569.19	-14190208.45	3951799.266	-63221232.23	-36843161.03	-5322661.366	-1446978.125	-1446978.125	NaN	-389690.9184	45079224.51	NaN	NaN	NaN	3490881.952	48022294.9	NaN	21428877.09	26593417.81	NaN	51513176.85	-1446978.125	-0.543589212	2640829.528	0	15999876.02	6.010705929	NaN	NaN	NaN	NaN	0
690	41000	0.112412846	33975	0.744416873	4030	10265	4030	4401802.965	193842817.6	NaN	168503193.4	25339624.19	104384.7731	198244620.6	0.337048674	4091442.041	4717897.892	-12146859.08	1281433.355	-143144015.5	-157117461	8709890.111	-753334.6157	-753334.6157	NaN	-18459280.89	129715723	9166600.303	NaN	NaN	5683236.32	50698802.15	NaN	11385732.37	39313069.78	157459.2844	56382038.47	450471.753	0.126125689	0	0	76012992.86	21.28255769	NaN	NaN	NaN	NaN	1
21600	250000	0.07752301	76335	5.09204857	51060	241909	51100	315400000	2921500000	6.037151703	2210900000	710600000	9200000	3236900000	0.051320268	2900000	NaN	-370400000	-202600000	-341100000	-471800000	201923925.2	221600000	204700000	-16900000	-175123925.2	173300000	NaN	NaN	NaN	112800000	2580400000	NaN	1739100000	841300000	2100000	2693200000	226000000	2.635995566	91800000	0	14199999.81	0.165624498	475000000	93	NaN	NaN	2
67750	3575000	0.333268451	252260	4.655493482	107400	442124	109890	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7220000	0.032690602	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
20	0	0	NaN	0	240	NaN	260	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27490000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
1600	108000	0.134880799	65110	5.194805195	9240	181645	9250	234902308.5	4185087151	5.737292401	3301089259	883997892	7340697.14	4419989460	0.212399807	5561134.197	23801654.82	-638195760.5	-78078324.13	-677791035.9	-2315211389	89907281.53	92759718.41	145256825.2	52497106.82	224852914	117673599.6	NaN	NaN	NaN	156823984.4	3507296115	NaN	985877870.4	2521418245	NaN	3664120100	107441112.7	1.554380408	NaN	0	81192558.29	1.174635283	1180000000	39	89000000	7.206477733	3
NaN	NaN	NaN	NaN	NaN	77270	NaN	78870	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
169510	11467000	0.142227066	6514448	0.690287286	349130	34758549	356970	61178700558	5.07218E+11	0.919486995	4.02501E+11	1.04717E+11	4504090999	5.68397E+11	0.907349324	11757219091	8589289063	-22991365270	18255925345	-8474272234	28201791139	13571366719	-20848224738	11363868434	32212093172	-37175009426	-32773018381	-1255100257	2661069921	3.910975037	79434625903	4.98744E+11	1.719594331	4.30703E+11	68041086831	2071732920	5.78178E+11	-2117171191	-0.102557704	NaN	-2805715589	4920209473	0.238339436	3.48E+11	665	4.46019E+11	120.3830009	3
180	4000	0.056368197	129	16	750	161	750	9781481.481	125007407.4	7.335019545	92792592.59	32214814.81	103703.7037	134788888.9	NaN	1333333.333	1603703.737	-27122222.22	-7277777.778	-27329629.63	-37477777.78	-1589183.176	20411111.11	20411111.11	NaN	-3357100.695	7485185.185	9796296.296	NaN	NaN	2503703.704	97677777.78	3.234831264	55314814.81	42362962.96	NaN	100181481.5	20411111.11	10.64413313	6359259.259	NaN	5174074.173	2.698213439	NaN	NaN	NaN	NaN	2
27560	2539000	0.490972412	1611927	0.21211407	42430	6954226	43090	21281716887	44181683452	NaN	33446028102	10735655350	NaN	65463400339	1.488760932	409314747.2	160463684.1	4198752277	-5325920395	10404886685	7057702438	-547367956.3	-1218666434	8908782000	10127448434	-4074790855	-880214012.3	NaN	NaN	NaN	15955796491	54586570137	NaN	40503730540	14082839597	NaN	70542366629	1017385349	0.677374098	NaN	0	464252471.9	0.309098809	32600000512	257	15806000128	40.84237732	3
26000	900000	0.120230538	153138	10.34768212	48320	629151	48670	376100000	2729400000	4.175824176	2174300000	555100000	NaN	3105500000	NaN	NaN	NaN	-707900000	-321400000	-818300000	-1611800000	569039042.8	179700000	179700000	NaN	-26159042.8	431800000	NaN	NaN	NaN	54700000	1911100000	0.116417025	562500000	1348600000	NaN	1965800000	179700000	1.593410776	201900000	0	346600006.1	3.073323231	NaN	NaN	NaN	NaN	2
388650	7562000	0.284735629	3530507	0.22336611	2381740	3330283	2381740	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30000000	0.062495707	0	NaN	1390000000	2.895634424	NaN	NaN	NaN	NaN	2
79530	1633000	0.152257083	918400	5.010114145	276840	1630856	283560	979000000	3016000000	6.752411576	2083000000	933000000	38000000	3995000000	NaN	NaN	3000000	-122000000	-944000000	702000000	1018000000	-215218104.6	178000000	178000000	NaN	-23781895.4	120000000	NaN	NaN	NaN	35000000	3718000000	8.427876823	3101000000	617000000	NaN	3753000000	178000000	1.483735076	130000000	0	75000000	0.625169274	69000000	65	NaN	NaN	2
29000	2519000	0.042691752	2477143	0.382741474	995450	14612087	1001450	2797000000	13768000000	2.547770701	8901000000	4867000000	NaN	16565000000	0.009556693	NaN	233000000	3270000000	-1882000000	-2382000000	-5231000000	715828259.4	455000000	461000000	6000000	-6248828259	7534000000	NaN	NaN	NaN	915000000	11386000000	1.32192846	3670000000	7716000000	NaN	12301000000	459000000	1.096630505	14000000	0	6104000000	14.58351329	3260000000	656	195000000	6.598984914	1
NaN	NaN	NaN	NaN	NaN	101000	NaN	117600	NaN	350800000	NaN	350800000	NaN	NaN	350800000	NaN	1100000	NaN	188100000	NaN	-261700000	-334400000	-50400000	NaN	NaN	NaN	-2600000	449800000	NaN	NaN	NaN	NaN	89100000	NaN	16400000	72700000	NaN	89100000	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
302790	15201000	0.389093356	7402033	9.50264296	499440	14479469	505990	19874176598	1.17561E+11	6.207744902	96246708830	21313819355	1070002297	1.37435E+11	0.357755804	2195586045	562025573.7	-21537215135	-5790511909	-17812850099	-30420374518	-5957080429	11084168590	20353178981	9269010390	17826672979	2066146872	3647432387	409472046.1	1.207122126	14083664689	99747678086	5.872734099	65826334312	33921343774	101499242	1.13831E+11	13275723087	2.167168099	NaN	3647910493	2636531738	0.430395199	99000000512	399	39986999296	32.37813728	3
13740	1115000	0.727288856	453649	0.283085633	42390	591402	45230	13629133.31	711473694	0.244920282	551088717.5	160384976.6	NaN	725102827.3	NaN	277741.389	320204.407	36229906.38	-13164426.46	-47663786.28	-90384275.3	-4373732.251	80399561.21	80399561.21	NaN	-57926227.71	97058119.12	27367494.76	NaN	NaN	464706.8552	663809907.7	0.065878942	460704442.2	203105465.6	NaN	664274614.6	82271988.64	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	1101000	NaN	1221900	104116521.7	1361006377	4.017146064	992746763.3	368259613.5	NaN	1465122899	NaN	688019.3237	736328.4826	-119956425.1	-81828599.03	-923521062.8	-822863188.4	-81184187.85	NaN	NaN	NaN	-75979676.88	885393236.7	NaN	NaN	NaN	22287922.71	437485314	2.414648923	169883574.9	267601739.1	NaN	459773236.7	170000	0.001205844	0	0	15019130.71	0.106533676	NaN	NaN	NaN	NaN	0
