Agricultural land (sq. km)	Arable land (hectares)	Arable land (hectares per person)	Land under cereal production (hectares)	Permanent cropland (% of land area)	Land area (sq. km)	Cereal production (metric tons)	Surface area (sq. km)	Income payments (BoP, current US$)	Imports of goods and services (BoP, current US$)	Insurance and financial services (% of service imports, BoP)	Goods imports (BoP, current US$)	Service imports (BoP, current US$)	Royalty and license fees, payments (BoP, current US$)	Imports of goods, services and income (BoP, current US$)	Foreign direct investment, net outflows (% of GDP)	Private current transfers, payments (BoP, current US$)	Workers' remittances and compensation of employees, paid (current US$)	Current account balance (BoP, current US$)	Net income (BoP, current US$)	Net trade in goods and services (BoP, current US$)	Net trade in goods (BoP, current US$)	Net errors and omissions, adjusted (BoP, current US$)	Foreign direct investment, net (BoP, current US$)	Private capital flows, total (BoP, current US$)	Portfolio investment, excluding LCFAR (BoP, current US$)	Changes in net reserves (BoP, current US$)	Net current transfers (BoP, current US$)	Net capital account (BoP, current US$)	ICT service exports (BoP, current US$)	ICT service exports (% of service exports, BoP)	Income receipts (BoP, current US$)	Exports of goods and services (BoP, current US$)	Insurance and financial services (% of service exports, BoP)	Goods exports (BoP, current US$)	Service exports (BoP, current US$)	Royalty and license fees, receipts (BoP, current US$)	Exports of goods, services and income (BoP, current US$)	Foreign direct investment, net inflows (BoP, current US$)	Foreign direct investment, net inflows (% of GDP)	Profit remittances on FDI (current US$)	Portfolio equity, net inflows (BoP, current US$)	Workers' remittances and compensation of employees, received (current US$)	Workers' remittances and compensation of employees, received (% of GDP)	Market capitalization of listed companies (current US$)	Listed domestic companies, total	Stocks traded, total value (current US$)	Stocks traded, turnover ratio (%)	Income
NaN	NaN	NaN	NaN	NaN	180	NaN	180	163452514	2049972067	1.942926533	1378290503	671681564.2	13687150.84	2213424581	NaN	134664804.5	69329612.73	-426469273.7	-118368715.1	-240139664.8	-1113988827	8862088.582	156871508.4	168994413.4	12122905.03	10558659.22	-67960893.85	8249643.261	17039106.15	1.102476053	45083798.88	1809832402	0.741008494	264301676	1545530726	NaN	1854916201	160782122.9	NaN	NaN	0	15586591.72	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	470	NaN	470	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	3122000	NaN	652230	5957000	652230	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	75650000	0.438725894	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	1764493	NaN	1246700	1136037	1246700	8305798978	35421222361	5.798609386	16666858027	18754364334	6378100	43727021339	1.625336291	412737126	716000000	7421051564	-8171764540	16030508138	33927995189	-1730012289	-4567640566	-4838148313	-270507746.9	-4270974215	-437692033.7	933926.55	NaN	NaN	134034437.3	51451730499	NaN	50594853215	856877283.3	NaN	51585764936	-3227211182	-3.913151649	0	0	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	145700	NaN	27400	693800	28750	497789907.8	6313260679	4.579550162	4305346489	2007914190	12246437.21	6811050586	0.055001304	194299131.7	24181688.31	-1352774950	-117834253.5	-2457733012	-2757451392	442277484	1043377670	1363612810	320235140.1	-248786966.3	1222792316	112270499.2	107326935.2	4.650954254	379955654.3	3855527667	0.198547764	1547895097	2307632570	741635.9962	4235483321	1109557915	9.356869813	362273391.3	7887808.437	1156021729	9.74869781	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	15	NaN	83600	40	83600	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3948300000	1.326497633	NaN	NaN	NaN	NaN	1.04669E+11	101	27438909539	25.60930827	3
NaN	NaN	NaN	9358123	NaN	2736690	46204344	2780400	12662823876	68053861994	4.554589504	53867737000	14186124994	1551017542	80716685870	0.261657716	2116020563	993197570.8	2830442825	-9938137639	13166103929	14266263000	-980618155.5	6090308487	16526672158	10436363672	-4212338775	-397523465.3	178070000	1562822043	11.94273355	2724686237	81219965923	0.169626634	68134000000	13085965923	145308966	83944652160	7055069167	1.913441667	8515807738	-207500503.6	641068908.7	0.173867602	63909793555	101	2582072441	4.576429498	2
NaN	NaN	NaN	156674	NaN	28480	324871	29740	621080000	4211750000	6.586969516	3207950000	1003800000	NaN	4832830000	0.088035914	217080000	156639999.4	-1373190000	338670000	-2274810000	-2032530000	17632268.43	561810000	572560000	10750000	273367731.6	562950000	107920000	128050000	16.8150541	959750000	1936940000	2.648650068	1175420000	761520000	NaN	2896690000	570060000	6.083121609	363910000	440000	995770019.5	10.6258817	27989158.93	12	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	200	NaN	200	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	40	NaN	440	70	440	43011825.56	680110600.7	20.04084677	453883555.2	226227045.6	1200365.556	723122426.3	NaN	13645938.89	2224023.819	-162195839.6	-31927470	-156263393	-408555134.1	-5227604.689	96679207.78	90976754.81	-5702452.963	18158471.12	25995023.33	20348112.96	NaN	NaN	11084355.56	523847207.8	3.671821936	45328421.11	478518786.7	NaN	534931563.3	96679207.78	8.379280058	NaN	NaN	24792259.22	2.148768986	NaN	NaN	NaN	NaN	2
