Agricultural land (sq. km)	Arable land (hectares)	Arable land (hectares per person)	Land under cereal production (hectares)	Permanent cropland (% of land area)	Land area (sq. km)	Cereal production (metric tons)	Surface area (sq. km)	Income payments (BoP, current US$)	Imports of goods and services (BoP, current US$)	Insurance and financial services (% of service imports, BoP)	Goods imports (BoP, current US$)	Service imports (BoP, current US$)	Royalty and license fees, payments (BoP, current US$)	Imports of goods, services and income (BoP, current US$)	Foreign direct investment, net outflows (% of GDP)	Private current transfers, payments (BoP, current US$)	Workers' remittances and compensation of employees, paid (current US$)	Current account balance (BoP, current US$)	Net income (BoP, current US$)	Net trade in goods and services (BoP, current US$)	Net trade in goods (BoP, current US$)	Net errors and omissions, adjusted (BoP, current US$)	Foreign direct investment, net (BoP, current US$)	Private capital flows, total (BoP, current US$)	Portfolio investment, excluding LCFAR (BoP, current US$)	Changes in net reserves (BoP, current US$)	Net current transfers (BoP, current US$)	Net capital account (BoP, current US$)	ICT service exports (BoP, current US$)	ICT service exports (% of service exports, BoP)	Income receipts (BoP, current US$)	Exports of goods and services (BoP, current US$)	Insurance and financial services (% of service exports, BoP)	Goods exports (BoP, current US$)	Service exports (BoP, current US$)	Royalty and license fees, receipts (BoP, current US$)	Exports of goods, services and income (BoP, current US$)	Foreign direct investment, net inflows (BoP, current US$)	Foreign direct investment, net inflows (% of GDP)	Profit remittances on FDI (current US$)	Portfolio equity, net inflows (BoP, current US$)	Workers' remittances and compensation of employees, received (current US$)	Workers' remittances and compensation of employees, received (% of GDP)	Market capitalization of listed companies (current US$)	Listed domestic companies, total	Stocks traded, total value (current US$)	Stocks traded, turnover ratio (%)	Income
20	2000	0.026054558	NaN	NaN	180	NaN	180	22290502.79	1835977654	17.59100904	1607318436	228659217.9	NaN	1858268156	NaN	35865921.79	8100558.281	81061452.51	-12737430.17	85027932.96	-310558659.2	-4748603.352	-73184357.54	-82513966.48	-9329608.939	3184357.542	8770949.721	-4134078.212	NaN	NaN	9553072.626	1921005587	3.826740648	1296759777	624245810.1	NaN	1930558659	-73184357.54	-5.874439	NaN	0	3910614.491	0.313901318	NaN	NaN	NaN	NaN	3
180	1000	0.015845098	NaN	NaN	470	NaN	470	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
378130	7703000	0.354348814	2757000	0.168652163	652230	3144000	652230	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
575000	3000000	0.255472215	955000	0.401058795	1246700	285000	1246700	747700000	3017000000	2.320877855	1454100000	1562900000	NaN	3764700000	NaN	87800000	148899993.9	-339800000	-734700000	149800000	1562500000	-244493498.8	170300000	170300000	NaN	14193498.76	245100000	NaN	NaN	NaN	13000000	3166800000	10.07656458	3016600000	150200000	18300000	3179800000	170300000	4.195018198	357500000	0	NaN	NaN	NaN	NaN	NaN	NaN	2
11260	577000	0.181478385	262515	4.562043796	27400	646026	28750	41300000	733500000	3.260377358	601000000	132500000	NaN	774800000	NaN	3800000	NaN	-157300000	13800000	-513100000	-459700000	123867105.6	53000000	53000000	NaN	-32867105.63	342000000	NaN	NaN	NaN	55100000	220400000	0.910240202	141300000	79100000	NaN	275500000	53000000	2.669120208	0	0	307100006.1	15.46578929	NaN	NaN	NaN	NaN	1
3720	42000	0.018808946	567	0.4784689	83600	1052	83600	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	62460000	0.105319789	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
1279500	27000000	0.784419636	9009632	0.372713022	2736690	25370799	2780400	7038830277	27305300000	4.048662345	20162200000	7143100000	376700000	34344130277	0.393429214	232500000	176600006.1	-10979452970	-3558752970	-7917900000	-4138900000	-2112769261	2622087878	12083395874	9461307995	-229195918.1	497200000	35000000	288200000	8.566927261	3480077307	19387400000	0.433994233	16023300000	3364100000	8700000	22867477307	3634931878	1.411953265	2022600000	4220290632	62400001.53	0.024238662	36899999744	156	11372000256	28.11372065	2
12000	435000	0.132197147	158077	2.282303371	28480	227620	29740	4020000	434330000	8.771498771	393630000	40700000	NaN	438350000	NaN	NaN	NaN	-103780000	-4020000	-205310000	-178280000	4833921.356	8000000	8000000	NaN	3266078.644	105550000	5740000	NaN	NaN	NaN	229020000	NaN	215350000	13670000	NaN	229020000	8000000	0.608291621	0	NaN	NaN	NaN	NaN	1	NaN	NaN	1
30	1000	0.019273393	NaN	10	200	NaN	200	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
130	8000	0.119590403	41	2.272727273	440	70	440	30814814.81	421925925.9	7.813963741	287503703.7	134422222.2	NaN	452740740.7	NaN	8396296.296	8396296.501	-6344444.444	-26559259.26	14533333.33	-242270370.4	28390103.82	24788888.89	23407407.41	-1381481.481	-8075289.006	5681481.481	5288888.889	NaN	NaN	4255555.556	436459259.3	0.605882743	45233333.33	391225925.9	NaN	440714814.8	24788888.89	4.956896639	NaN	NaN	11948147.77	2.389204849	NaN	NaN	NaN	NaN	2
4691000	47300000	2.649117894	12166478	0.02603387	7682300	15410973	7741220	16829487468	66202046127	7.883893149	50648022824	15554023303	969759324.1	83031533594	0.864406462	1479362942	586184082	-16919214837	-12367422351	-4324188146	-3277410843	-260350156	2183957724	18279224866	16095267142	1964037961	-227604339.1	331647030.3	751465503.9	5.179932179	4462065116	61877857980	5.542592601	47370611980	14507246000	239301517.4	66339923097	5000720814	1.534618017	NaN	8120190717	1276966675	0.391874719	2.18865E+11	1186	94725996544	44.71041683	3
34500	1423000	0.17930681	821503	0.92177077	82450	4435938	83870	8344071111	73832893121	5.559433726	53089434424	20743458697	456426380.2	82176964232	0.623636842	1525664708	292412139.9	-2991758597	-1269927260	-638841298	-7914295650	-417317914.8	860302385.3	638389496.7	-221912888.6	-918973334.8	-1082990039	-68218941.06	179004678.5	0.638870888	7074143851	73194051823	3.518226832	45175138773	28018913049	129498433.7	80268195674	2116581765	1.050704476	NaN	1303984819	844941223.1	0.419442112	30272000000	111	16380000256	55.80064454	3
44860	1723000	0.226800053	627000	3.701478188	83210	1023700	86600	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
21350	930000	0.154558812	174360	14.40809969	25680	224724	27830	19464700.94	266517587.7	3.130925793	172593875.2	93923712.46	15831.39564	285982288.6	0.011124397	748033.4438	4124078.751	-16884183.45	-11366942.07	-170939494.4	-91940830.16	21091667.89	-98946.22273	-98946.22273	NaN	-35161820.76	165422253	-193934.5965	NaN	NaN	8097758.868	95578093.31	3.182179793	80653045.07	14925048.24	NaN	103675852.2	3957.848909	0.000427861	3415623.609	0	NaN	NaN	NaN	NaN	NaN	NaN	0
