Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)	HFC gas emissions (thousand metric tons of CO2 equivalent)	Agricultural methane emissions (thousand metric tons of CO2 equivalent)	Agricultural methane emissions (% of total)	Methane emissions in energy sector (thousand metric tons of CO2 equivalent)	Energy related methane emissions (% of total)	Methane emissions (kt of CO2 equivalent)	Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent)	Agricultural nitrous oxide emissions (% of total)	Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent)	Nitrous oxide emissions in industrial and energy processes (% of total nitrous oxide emissions)	Industrial nitrous oxide emissions (thousand metric tons of CO2 equivalent)	Nitrous oxide emissions (thousand metric tons of CO2 equivalent)	PFC gas emissions (thousand metric tons of CO2 equivalent)	PM10, country level (micrograms per cubic meter)	SF6 gas emissions (thousand metric tons of CO2 equivalent)	Bird species, threatened	Disaster risk reduction progress score (1-5 scale; 5=best)	GHG net emissions/removals by LUCF (Mt of CO2 equivalent)	Droughts, floods, extreme temperatures (% of population, average 1990-2009)	CO2 emissions from residential buildings and commercial and public services (million metric tons)	CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion)	CO2 emissions from electricity and heat production, total (million metric tons)	CO2 emissions from electricity and heat production, total (% of total fuel combustion)	CO2 emissions from manufacturing industries and construction (million metric tons)	CO2 emissions from manufacturing industries and construction (% of total fuel combustion)	CO2 emissions from other sectors, excluding residential buildings and commercial and public services (million metric tons)	CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)	CO2 emissions from transport (million metric tons)	CO2 emissions from transport (% of total fuel combustion)	Fish species, threatened	Plant species (higher), threatened	Mammal species, threatened	Population density (people per sq. km of land area)	Population living in areas where elevation is below 5 meters (% of total population)	Population in largest city	Population in the largest city (% of urban population)	Population in urban agglomerations of more than 1 million	Population in urban agglomerations of more than 1 million (% of total population)	Pump price for diesel fuel (US$ per liter)	Pump price for gasoline (US$ per liter)	GEF benefits index for biodiversity (0 = no biodiversity potential to 100 = maximum)	Water productivity, total (constant 2000 US$ GDP per cubic meter of total freshwater withdrawal)	Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)	Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)	Annual freshwater withdrawals, industry (% of total freshwater withdrawal)	Annual freshwater withdrawals, total (billion cubic meters)	Annual freshwater withdrawals, total (% of internal resources)	Renewable internal freshwater resources, total (billion cubic meters)	Renewable internal freshwater resources per capita (cubic meters)	Terrestrial protected areas (% of total land area)	Marine protected areas (% of territorial waters)	Terrestrial and marine protected areas (% of total territorial area)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	561.0888889	NaN	30253	64.28036839	NaN	NaN	NaN	NaN	0.350760483	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.105546772	0	0.006721137	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.89800838	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	165.7191489	NaN	23297	33.12391772	NaN	NaN	NaN	NaN	0.010010772	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.119063123	NaN	6.119063123	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	43.75288411	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	45.85033194	NaN	2993628	43.71385375	2993628	10.01047251	NaN	NaN	3.631317097	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.366882032	NaN	0.366882032	0
19.5	19.5	12668.3	27.89833689	7103.4	15.64322334	45408.8	14921.9	38.37887887	139.2	0.358020087	0	38880.5	0	56.34432499	0	NaN	NaN	NaN	NaN	0.92	13.10541311	0.65	9.259259259	3.08	43.87464387	0.01	0.142450142	2.37	33.76068376	NaN	NaN	NaN	13.22613379	NaN	3533331	39.68219554	3533331	21.42838559	NaN	NaN	9.551284804	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.39982287	0.066622615	12.05923051	2
62.3	62.3	1702.9	70.75663772	480.9	19.9817177	2406.7	812	78.39351226	73.4	7.086310098	0	1035.8	0	47.874243	0	NaN	NaN	NaN	NaN	0.66	14.47368421	0.32	7.01754386	0.58	12.71929825	0.61	13.37719298	2.4	52.63157895	NaN	NaN	NaN	114.6642336	NaN	389226	27.65319357	NaN	NaN	NaN	NaN	0.197315381	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.894549255	1.624083824	7.632089382	1
1074.5	0	604.7	2.597185059	21683.6	93.13101031	23282.9	510.2	43.63294279	213.4	18.25023518	0	1169.3	278.3	90.71649702	796.2	NaN	NaN	NaN	NaN	2.62	2.382467946	53.12	48.30408293	32.23	29.30799309	0	0	21.99	19.99636264	NaN	NaN	NaN	48.67642344	NaN	1263932	39.9740133	1263932	31.05980834	NaN	NaN	0.205527809	44.44256654	82.84	15.43	1.726	3.048	2032	NaN	NaN	5.616997662	2.571971049	4.708512613	3
785.1	338.3	71838.5	70.55392469	19230.8	18.88692574	101820.7	44426.8	89.17283876	1749.4	3.861423898	174.4	49821	100.6	74.51450097	346.2	NaN	NaN	NaN	NaN	19.99	13.24191839	48.02	31.80975093	34.55	22.88685745	10.51	6.962109168	37.89	25.09936407	NaN	NaN	NaN	14.13429143	NaN	12550851	35.49991648	15159630	39.19123551	NaN	NaN	18.51349097	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.466403241	1.103725578	5.254071816	2
335.1	335.1	1086	36.66689176	1504.3	50.7900601	2961.8	473.3	81.57531886	7	1.206480524	0	580.2	0	64.04410004	0	NaN	NaN	NaN	NaN	0	0	0.94	22.81553398	1.37	33.25242718	1.14	27.66990291	0.67	16.26213592	NaN	NaN	NaN	107.6528792	NaN	1103708	56.16044318	1103708	35.99884408	NaN	NaN	0.25203657	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.991597188	NaN	7.991597188	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	314.81	NaN	54315	94.48665867	NaN	NaN	NaN	NaN	0.363166064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.310137905	2.06937017	2.032424109	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.50828102	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	190.7181818	NaN	25675	99.66147317	NaN	NaN	NaN	NaN	0.4585281	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.991853251	0.70369162	0.984431831	2
