Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)	HFC gas emissions (thousand metric tons of CO2 equivalent)	Agricultural methane emissions (thousand metric tons of CO2 equivalent)	Agricultural methane emissions (% of total)	Methane emissions in energy sector (thousand metric tons of CO2 equivalent)	Energy related methane emissions (% of total)	Methane emissions (kt of CO2 equivalent)	Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent)	Agricultural nitrous oxide emissions (% of total)	Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent)	Nitrous oxide emissions in industrial and energy processes (% of total nitrous oxide emissions)	Industrial nitrous oxide emissions (thousand metric tons of CO2 equivalent)	Nitrous oxide emissions (thousand metric tons of CO2 equivalent)	PFC gas emissions (thousand metric tons of CO2 equivalent)	PM10, country level (micrograms per cubic meter)	SF6 gas emissions (thousand metric tons of CO2 equivalent)	Bird species, threatened	Disaster risk reduction progress score (1-5 scale; 5=best)	GHG net emissions/removals by LUCF (Mt of CO2 equivalent)	Droughts, floods, extreme temperatures (% of population, average 1990-2009)	CO2 emissions from residential buildings and commercial and public services (million metric tons)	CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion)	CO2 emissions from electricity and heat production, total (million metric tons)	CO2 emissions from electricity and heat production, total (% of total fuel combustion)	CO2 emissions from manufacturing industries and construction (million metric tons)	CO2 emissions from manufacturing industries and construction (% of total fuel combustion)	CO2 emissions from other sectors, excluding residential buildings and commercial and public services (million metric tons)	CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)	CO2 emissions from transport (million metric tons)	CO2 emissions from transport (% of total fuel combustion)	Fish species, threatened	Plant species (higher), threatened	Mammal species, threatened	Population density (people per sq. km of land area)	Population living in areas where elevation is below 5 meters (% of total population)	Population in largest city	Population in the largest city (% of urban population)	Population in urban agglomerations of more than 1 million	Population in urban agglomerations of more than 1 million (% of total population)	Pump price for diesel fuel (US$ per liter)	Pump price for gasoline (US$ per liter)	GEF benefits index for biodiversity (0 = no biodiversity potential to 100 = maximum)	Water productivity, total (constant 2000 US$ GDP per cubic meter of total freshwater withdrawal)	Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)	Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)	Annual freshwater withdrawals, industry (% of total freshwater withdrawal)	Annual freshwater withdrawals, total (billion cubic meters)	Annual freshwater withdrawals, total (% of internal resources)	Renewable internal freshwater resources, total (billion cubic meters)	Renewable internal freshwater resources per capita (cubic meters)	Terrestrial protected areas (% of total land area)	Marine protected areas (% of territorial waters)	Terrestrial and marine protected areas (% of total territorial area)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	379.3666667	NaN	20497	60.39517426	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.105546772	0	0.006721137	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.56212008	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	122.9085106	NaN	20498	37.6287665	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.560184538	NaN	5.560184538	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	68.71622146	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31.17890928	NaN	1502897	39.102608	1502897	7.390392913	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	55	2704.587275	0.366882032	NaN	0.366882032	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	118.3876396	NaN	NaN	NaN	NaN	NaN	0.6	15.07537688	0.4	10.05025126	1.79	44.97487437	0.01	0.251256281	1.17	29.39698492	NaN	NaN	NaN	8.825627657	NaN	1723125	39.28908625	1723125	15.66062978	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	148	13450.98706	12.39982287	0.066622615	12.05923051	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	68.87682233	NaN	NaN	NaN	NaN	NaN	0.28	10.25641026	0.42	15.38461538	1.34	49.08424908	0.28	10.25641026	0.4	14.65201465	NaN	NaN	NaN	119.2329562	NaN	262814	21.50948536	NaN	NaN	NaN	NaN	NaN	1.751336608	83.33	8.333	8.333	1.2	2.878	26.9	8233.896534	3.384910467	0.219013395	2.835177021	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	203.316701	NaN	NaN	NaN	NaN	NaN	0.27	0.479914682	14.86	26.41308212	29.44	52.32847494	0	0	11.68	20.76075364	NaN	NaN	NaN	24.09204545	NaN	536895	33.81995128	536895	26.6568856	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.15	74.47513648	0.266886907	0.26542399	0.266450445	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	87.38305733	NaN	NaN	NaN	NaN	NaN	16.46	15.23086888	37.57	34.76450449	16.63	15.38817433	5.61	5.191079856	31.8	29.42537244	NaN	NaN	NaN	12.25568954	NaN	10758447	36.58353662	13094741	39.04213483	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	276	8228.974679	5.101808488	1.077003797	4.905921333	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	366.5301408	NaN	NaN	NaN	NaN	NaN	0.26	2.434456929	4.82	45.13108614	1.49	13.95131086	2.3	21.53558052	1.81	16.94756554	NaN	NaN	NaN	121.1355337	NaN	1161591	50.23857044	1161591	33.66988991	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.859	1988.150519	6.931016818	NaN	6.931016818	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	248.24	NaN	37560	91.52261585	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.310137905	2.06937017	2.032424109	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.87836313	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	145.0045455	NaN	22180	99.78128734	NaN	NaN	NaN	NaN	NaN	121.0247776	20	60	20	0.005	3.269	0.052	815.0214727	6.438056624	0.457467129	0.724475526	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20.58589955	NaN	NaN	NaN	124.5686705	NaN	8.97	3.383628819	145.4	54.84722746	45.76	17.26141079	3.53	1.331572991	61.45	23.1799321	NaN	NaN	NaN	2.277312784	NaN	3713755	24.77535265	10550382	60.30512718	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	492	28122.32066	7.987489399	10.91769002	8.303258334	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	36.23861046	NaN	NaN	NaN	-14.52518575	NaN	12.26	22.01867816	17.61	31.62715517	9.6	17.24137931	1.15	2.065373563	15.06	27.04741379	NaN	NaN	NaN	95.09653123	NaN	1541006	29.86916626	1541006	19.6539114	NaN	NaN	NaN	40.87635354	2.627	10.58	40.66	3.807	4.897	55	7014.67176	21.01607064	NaN	21.01607064	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	133.2544679	NaN	NaN	NaN	NaN	NaN	3.49	7.707597173	16.38	36.17491166	14.25	31.47084806	7.74	17.09363958	3.41	7.530918728	NaN	NaN	NaN	88.71529864	NaN	1746226	44.5483772	1746226	23.6551883	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.115	1099.295584	6.213836489	NaN	6.213836489	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	58.24773303	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	227.222391	NaN	250651	64.49841876	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.06	1724.057856	3.840163188	NaN	3.840163188	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29.87943785	NaN	NaN	NaN	-1.254057548	NaN	27.12	24.15820417	30.75	27.39176911	30.17	26.87511135	2.32	2.066631035	21.89	19.49937645	NaN	NaN	NaN	NaN	NaN	1700635	17.53303435	1700635	16.92989797	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12	1194.605401	3.264195637	0.007258078	3.119548802	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	72.51517452	NaN	NaN	NaN	NaN	NaN	0.04	19.04761905	0.03	14.28571429	0.02	9.523809524	0	0	0.12	57.14285714	NaN	NaN	NaN	46.17912674	NaN	541575	29.93165159	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.3	2016.312556	23.80738184	0	23.27300081	0
