Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)	HFC gas emissions (thousand metric tons of CO2 equivalent)	Agricultural methane emissions (thousand metric tons of CO2 equivalent)	Agricultural methane emissions (% of total)	Methane emissions in energy sector (thousand metric tons of CO2 equivalent)	Energy related methane emissions (% of total)	Methane emissions (kt of CO2 equivalent)	Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent)	Agricultural nitrous oxide emissions (% of total)	Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent)	Nitrous oxide emissions in industrial and energy processes (% of total nitrous oxide emissions)	Industrial nitrous oxide emissions (thousand metric tons of CO2 equivalent)	Nitrous oxide emissions (thousand metric tons of CO2 equivalent)	PFC gas emissions (thousand metric tons of CO2 equivalent)	PM10, country level (micrograms per cubic meter)	SF6 gas emissions (thousand metric tons of CO2 equivalent)	Bird species, threatened	Disaster risk reduction progress score (1-5 scale; 5=best)	GHG net emissions/removals by LUCF (Mt of CO2 equivalent)	Droughts, floods, extreme temperatures (% of population, average 1990-2009)	CO2 emissions from residential buildings and commercial and public services (million metric tons)	CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion)	CO2 emissions from electricity and heat production, total (million metric tons)	CO2 emissions from electricity and heat production, total (% of total fuel combustion)	CO2 emissions from manufacturing industries and construction (million metric tons)	CO2 emissions from manufacturing industries and construction (% of total fuel combustion)	CO2 emissions from other sectors, excluding residential buildings and commercial and public services (million metric tons)	CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)	CO2 emissions from transport (million metric tons)	CO2 emissions from transport (% of total fuel combustion)	Fish species, threatened	Plant species (higher), threatened	Mammal species, threatened	Population density (people per sq. km of land area)	Population living in areas where elevation is below 5 meters (% of total population)	Population in largest city	Population in the largest city (% of urban population)	Population in urban agglomerations of more than 1 million	Population in urban agglomerations of more than 1 million (% of total population)	Pump price for diesel fuel (US$ per liter)	Pump price for gasoline (US$ per liter)	GEF benefits index for biodiversity (0 = no biodiversity potential to 100 = maximum)	Water productivity, total (constant 2000 US$ GDP per cubic meter of total freshwater withdrawal)	Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)	Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)	Annual freshwater withdrawals, industry (% of total freshwater withdrawal)	Annual freshwater withdrawals, total (billion cubic meters)	Annual freshwater withdrawals, total (% of internal resources)	Renewable internal freshwater resources, total (billion cubic meters)	Renewable internal freshwater resources per capita (cubic meters)	Terrestrial protected areas (% of total land area)	Marine protected areas (% of territorial waters)	Terrestrial and marine protected areas (% of total territorial area)	Income
4872.8	612.5	74860.4	64.93912965	23775.1	20.62417916	115277.8	50959.3	80.85133051	2667.1	5.563999721	839.8	63028.4	3875.2	21.52835706	385.1	NaN	NaN	43.14817028	NaN	8.6	3.306674869	140.66	54.08335897	46.03	17.69840049	3.39	1.303445094	61.39	23.60427561	NaN	NaN	NaN	2.22135298	7.005713	3631804	24.92043933	10283166	60.25845732	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.474332968	10.89131685	7.842559413	3
1592.6	30.5	4973.8	49.6362457	2028.5	20.24350082	10020.5	2904.8	56.46638027	642.9	29.74359971	887.2	5144.3	995.8	38.65747265	566.3	NaN	NaN	-13.73523598	NaN	11.7	20.71896582	19.78	35.0274482	10.08	17.85018594	1.23	2.178147689	13.68	24.22525235	NaN	NaN	NaN	93.12128563	0	1539106	30.46512851	1539106	20.04605456	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20.11313831	NaN	20.11313831	3
175.6	0	4258.7	24.51332527	11727.9	67.50647557	17373	2137.1	81.46919793	102.1	3.892192742	0	2623.2	175.6	NaN	0	NaN	NaN	NaN	NaN	4.58	7.246835443	27.97	44.25632911	15.39	24.35126582	11.83	18.71835443	3.43	5.42721519	NaN	NaN	NaN	86.03533229	29.77825	1733452	45.09051257	1733452	24.21360525	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.195302481	NaN	6.195302481	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	59.82384486	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	218.135514	0	234439	66.43056005	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.840163188	NaN	3.840163188	0
308	0.5	6634.3	51.56659283	2638.7	20.50989079	12865.5	3305.4	36.42354186	734.5	50.95483146	3889.6	9074.9	2.9	30.67449087	304.6	NaN	NaN	-1.556624839	NaN	24.38	22.58452987	31.22	28.92079667	30.67	28.41130153	1.67	1.547012506	20	18.52709588	NaN	NaN	NaN	NaN	14.5422	1680253	17.4870549	1680253	16.85752092	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.248056159	0.007258078	3.104126108	3
0	0	1777.9	36.67815072	514.3	10.61003033	4847.3	1866.6	50.51144666	87	2.354278292	0	3695.4	0	77.43750365	0	NaN	NaN	NaN	NaN	0.03	12	0.03	12	0.03	12	0	0	0.16	64	NaN	NaN	NaN	43.14895137	14.06841	503649	30.58475325	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.80738184	0	23.27300081	0
0	0	69357	79.94425791	5433.9	6.263377929	86756.7	12216.6	81.19823999	1257.5	8.358036343	0	15045.4	0	228.4485611	0	NaN	NaN	NaN	NaN	2.2	16.22418879	4.44	32.74336283	4.51	33.25958702	0.77	5.678466077	1.65	12.16814159	NaN	NaN	NaN	808.6043328	14.08317	6620697	31.76812284	9628934	9.148107112	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.706881753	0.389089044	1.415001747	0
2.2	0	5498.3	38.04788596	1292.5	8.944017715	14451	5705.4	60.42127781	621.3	31.05573618	2311.2	9442.7	2.2	108.1654396	0	NaN	NaN	-13.80575393	NaN	2.95	3.936482519	47.54	63.4374166	13.43	17.92100347	4.64	6.191619963	6.38	8.513477449	NaN	NaN	NaN	78.80583024	1.452436	1190742	20.56924409	1190742	13.65797807	NaN	NaN	NaN	1.943452309	29.69	5.564	64.75	7.494	35.68571429	NaN	NaN	2.009873691	0.219639309	1.909542348	2
2535.7	0	19.5	1.092008736	1607.5	90.02072017	1785.7	12.5	26.2605042	13.7	28.78151261	0	47.6	2535.7	75.18591477	0	NaN	NaN	NaN	NaN	0.12	1.025641026	6.58	56.23931624	4.01	34.27350427	0	0	0.99	8.461538462	NaN	NaN	NaN	714.3347826	70.48661	125875	28.98762851	NaN	NaN	NaN	NaN	NaN	NaN	56.49	39.33	4.184	NaN	NaN	NaN	NaN	1.34984586	0	0.163751438	3
616.7	0	1604.3	27.23306739	4059.7	68.91359701	5891	912.2	45.13383801	887.8	43.92657464	0	2021.1	616.7	35.76478842	0	NaN	NaN	-7.4235	NaN	0.29	1.227253491	9.59	40.58400339	6.25	26.44942869	5.33	22.55607279	2.17	9.183241642	NaN	NaN	NaN	84.47445098	0.08228393	408273	24.1751423	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.52954232	0.707314903	0.529583966	2
2.6	0	14270.3	83.39255034	1119	6.539194259	17112.2	12524.6	76.93243243	857.1	18.22297297	2109.6	16280	2.6	24.30009579	0	NaN	NaN	-28.57443629	NaN	12.74	10.27667984	58.71	47.35823183	34.84	28.10357345	7.68	6.195047189	10.01	8.074534161	NaN	NaN	NaN	50.23170972	0	1607072	23.89790535	1607072	15.77261753	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.546402174	NaN	6.546402174	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.36769336	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.285839544	16.90529	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.41595172	0.285299462	8.497882845	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1210	82.26369	11551	19.09256198	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.220379451	4.83210707	4.841401706	3
0	0	11164.5	48.13778414	3818.5	16.46416129	23192.8	7732.2	52.87372042	92.2	0.630474771	0	14623.9	0	105.2566182	0	NaN	NaN	NaN	NaN	0.57	10.4587156	1.58	28.99082569	0.63	11.55963303	0.52	9.541284404	2.14	39.26605505	NaN	NaN	NaN	6.146461737	0	1061850	28.68233172	1678022	25.2013453	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.760568704	NaN	8.760568704	1
8407.9	1930.7	208556.5	66.26375871	21066.2	6.693273016	314736.9	103252	66.78352209	3782.1	5.105525623	4111.4	154607	4958.1	39.07129032	1519.1	NaN	NaN	NaN	NaN	16.3	8.390384516	27.65	14.23276883	57.96	29.83476605	11.04	5.68281258	81.33	41.8644155	NaN	NaN	NaN	17.69036246	4.745497	14775840	13.19997969	52068434	34.79342621	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.962927631	8.156902183	8.939622774	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	47.66727348	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	603.4906977	15.69373	84960	100.1215848	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.124131865	0.065178322	0.071709786	3
0	0	12.5	0.337764808	3109.1	84.01156507	3700.8	67.9	12.98775822	6.1	1.166794185	0	522.8	0	25.96829962	0	NaN	NaN	NaN	NaN	0.05	1.488095238	2.63	78.27380952	0.13	3.869047619	0	0	0.55	16.36904762	NaN	NaN	NaN	47.84155598	8.85752	46297	27.9068646	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	36.70967845	1.441332197	24.7607135	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	47.26165349	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.88297872	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.24611552	NaN	14.24611552	1
0	0	5259.4	90.48585782	323.7	5.569128071	5812.4	5009	90.88599786	27.3	0.495345926	0	5511.3	0	91.75895711	0	NaN	NaN	NaN	NaN	0.1	3.412969283	1.62	55.29010239	0.53	18.0887372	0.04	1.365187713	0.65	22.18430034	NaN	NaN	NaN	2.439205618	0	121937	21.05217001	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30.31582278	NaN	30.31582278	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	59.76486077	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.710868728	0	466876	43.22934188	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.48881418	NaN	17.48881418	0
12932.1	418.5	18923.5	27.69881789	24889.7	36.43169962	68318.8	16999.4	40.0063071	6991.7	44.15369554	11770	42491.8	8600.2	24.77859882	3913.4	NaN	NaN	-67.48497802	NaN	72.63	16.79888979	142.05	32.85532555	85.41	19.75482826	8.43	1.949809182	123.84	28.64346016	NaN	NaN	NaN	3.05613564	3.943848	3806957	17.88319152	11005973	39.60265194	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.661254239	0.625777958	3.802807607	3
1068.8	0.3	3673	64.11241054	1106.8	19.31925292	5729	1610.2	56.35390054	429.4	20.98834564	170.3	2857.3	315.5	34.25862898	753	NaN	NaN	-2.725002924	NaN	18.03	44.28887251	1.67	4.102186195	5.81	14.27167772	0.8	1.965119135	14.4	35.37214444	NaN	NaN	NaN	167.887975	0	1005859	20.46192285	1005859	14.97812753	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.4537185	NaN	14.4537185	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	737.5631579	NaN	27967	63.5570042	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.329154065	0.024434179	0.498667136	3
19	0	5805.8	47.92241024	3149	25.99257119	12115	4097	79.33157772	278.6	5.934861746	27.9	5164.4	0.2	89.41386458	18.8	NaN	NaN	NaN	NaN	2.95	9.22163176	10.56	33.01031572	7.96	24.88277587	0.39	1.219130978	10.13	31.66614567	NaN	NaN	NaN	17.73677054	1.706311	4615919	42.01846027	4615919	35.00137741	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.02077945	3.470012951	12.82017385	2
12054.3	5970.1	545623.7	52.59982833	351746.4	33.90945125	1037310.8	253412	80.56992735	21219.2	8.382468382	5145.7	314524.3	4674.5	115.1832292	1409.7	NaN	NaN	NaN	NaN	363.76	16.4501264	712.83	32.23593468	904.51	40.9041781	113.62	5.138177263	116.57	5.271583555	NaN	NaN	NaN	121.7040725	7.635574	7822912	2.515076725	101827241	8.970100997	NaN	NaN	NaN	0.889197115	83	7	10	500	17.77461785	NaN	NaN	13.53798183	0.375298219	13.02931426	2
932.3	0	7446.8	55.15085983	1108.7	8.211011213	13502.6	7171.7	68.10731244	135.6	1.287749288	0	10530	932.3	121.7980874	0	NaN	NaN	NaN	NaN	0.68	25.46816479	0.03	1.123595506	0.22	8.239700375	0	0	1.74	65.16853933	NaN	NaN	NaN	25.76805864	0.3487158	931314	18.785607	1684922	13.83258384	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.015651777	0.390643115	6.899915232	1
41.9	0	36080.7	70.49118194	7891.5	15.41769318	51184.7	16296.3	80.55909832	626.8	3.946809037	171.6	20229	0.2	37.73542872	41.7	NaN	NaN	NaN	NaN	3.64	8.096085409	10.94	24.33274021	12.34	27.44661922	1.42	3.158362989	16.62	36.96619217	NaN	NaN	NaN	29.92638215	2.082108	4740448	20.90341098	10307144	31.04250927	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.28396826	0.942721613	18.03507336	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	73.08758621	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	235.4172043	14.03837	28163	23.05279402	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	86.39330025	13.75433	61701	40.18541916	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.468881806	0	0.160097236	1
0	0	3202	85.33432828	154.6	4.120139648	3752.3	1536.9	85.07611403	50.3	9.427068918	120	1806.5	0	43.25121503	0	NaN	NaN	NaN	NaN	0.11	4.214559387	0.19	7.279693487	0.7	26.81992337	0.04	1.53256705	1.57	60.1532567	NaN	NaN	NaN	60.13004309	0.899192	737436	47.37443574	737436	24.01883892	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.67341355	11.92629193	16.12384658	2
0	0	8188.4	68.42597854	1177.1	9.836380653	11966.8	7280	78.15099889	776.8	15.6774339	683.6	9315.3	0	31.12822371	0	NaN	NaN	NaN	NaN	2.5	9.067827349	12.47	45.23032281	5.08	18.42582517	3.1	11.24410591	4.42	16.03191875	NaN	NaN	NaN	98.42018622	10.65563	2108381	27.17468823	2108381	19.94622116	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.256690853	1.252396802	2.68660148	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	108.5333333	59.50253	13359	51.28608722	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.05817948	1.065628438	1.298259168	3
0	0	225.1	51.12423348	13.7	3.111514876	440.3	182.9	74.71405229	15.8	6.454248366	0	244.8	0	60.17090905	0	NaN	NaN	NaN	NaN	0.18	4.6875	1.74	45.3125	0.77	20.05208333	0	0	1.15	29.94791667	NaN	NaN	NaN	82.97218615	9.54782	170627	33.317069	NaN	NaN	NaN	NaN	NaN	27.77728271	73.45	24.34	2.212	0.223	28.58974359	NaN	NaN	7.060330702	0.292400755	2.994803761	3
6.2	0.1	8912	46.24013532	8330.4	43.22248914	19273.3	5174.1	52.33923748	1913.6	32.0351619	1253.3	9885.7	2.8	41.31764688	3.3	NaN	NaN	-3.629756665	NaN	29.53	19.03442052	66.25	42.7033647	46.53	29.99226505	5.64	3.635426067	7.18	4.628077865	NaN	NaN	NaN	133.7304905	0	1212070	15.59798548	1212070	11.72968508	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.64158835	NaN	13.64158835	3
29189.4	2581.4	41835.6	34.14707805	43844.2	35.78653873	122515.9	33586.3	45.18733485	11131.5	44.31214582	21804.3	74326.8	4401.3	26.81185275	22206.7	NaN	NaN	-31.1748427	NaN	194.22	20.43517603	402.63	42.36337619	179.26	18.86113508	15.96	1.679257591	158.36	16.66210728	NaN	NaN	NaN	227.5170538	4.408065	3421662	5.892757998	6278639	7.904317737	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31.93463857	35.70986081	32.16545821	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	36.12470235	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	94.568	10.68151	15344	31.95541437	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.39201922	0.125202753	3.646731752	2
254.6	0.3	5486.2	68.79075133	608.4	7.628648811	7975.2	5847.4	72.94023725	482.4	19.24233163	1060.2	8016.7	1.4	27.95564322	252.9	NaN	NaN	3.154520234	NaN	6.28	12.45043616	26.1	51.74464711	5.5	10.90404441	2.3	4.559873117	10.25	20.32117367	NaN	NaN	NaN	121.2771644	18.57557	1035290	23.74781823	1035290	20.13814986	NaN	NaN	NaN	107.2604975	NaN	NaN	NaN	1.155	NaN	NaN	NaN	4.167007159	2.977434314	3.596912657	3
0	0	4237.4	72.34638302	347.9	5.93979956	5857.1	1748.3	86.02991832	99.9	4.915854739	0	2032.2	0	43.47491842	0	NaN	NaN	NaN	NaN	0.93	12.12516297	3.16	41.19947849	0.79	10.29986962	0.08	1.043024772	2.72	35.46284224	NaN	NaN	NaN	148.8962334	2.913546	1522431	38.33433232	1522431	21.16055144	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.20653828	30.37375274	24.063845	2
